rank,energy,num_occurrences,valid_exactly_one_exit_per_room,constraint_violation_count,chain_break_fraction,selected_variable_count,selected_variables
11,2.7685516886709745,1,False,1,0.0,11,x_R01_EXIT_E | x_R02_EXIT_D | x_R03_EXIT_C | x_R04_EXIT_D | x_R05_EXIT_E | x_R07_EXIT_A | x_R08_EXIT_A | x_R09_EXIT_D | x_R10_EXIT_E | x_R11_EXIT_C | x_R12_EXIT_A
12,2.9316619362955,1,False,1,0.016666666666666666,11,x_R01_EXIT_D | x_R02_EXIT_E | x_R03_EXIT_D | x_R05_EXIT_A | x_R06_EXIT_C | x_R07_EXIT_E | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_E | x_R11_EXIT_D | x_R12_EXIT_E
13,3.0066478021667518,1,False,1,0.016666666666666666,13,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_D | x_R04_EXIT_E | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_A | x_R09_EXIT_B | x_R10_EXIT_E | x_R11_EXIT_A | x_R11_EXIT_B | x_R12_EXIT_E
14,3.0125125443291574,1,False,1,0.03333333333333333,13,x_R01_EXIT_A | x_R02_EXIT_A | x_R02_EXIT_D | x_R03_EXIT_D | x_R04_EXIT_D | x_R05_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_A | x_R08_EXIT_D | x_R09_EXIT_A | x_R10_EXIT_E | x_R11_EXIT_C | x_R12_EXIT_D
15,3.0252120602958614,1,False,1,0.03333333333333333,11,x_R01_EXIT_C | x_R02_EXIT_E | x_R03_EXIT_E | x_R04_EXIT_D | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_E | x_R08_EXIT_C | x_R09_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_E
16,3.0275365910766743,1,False,1,0.06666666666666667,11,x_R01_EXIT_E | x_R02_EXIT_A | x_R03_EXIT_C | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_B | x_R07_EXIT_E | x_R08_EXIT_C | x_R09_EXIT_E | x_R11_EXIT_A | x_R12_EXIT_E
17,3.049824363820731,1,False,1,0.016666666666666666,13,x_R01_EXIT_C | x_R02_EXIT_E | x_R03_EXIT_C | x_R04_EXIT_D | x_R05_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_D | x_R07_EXIT_E | x_R08_EXIT_A | x_R09_EXIT_B | x_R10_EXIT_C | x_R11_EXIT_E | x_R12_EXIT_A
18,3.073493250868305,1,False,1,0.05,11,x_R01_EXIT_D | x_R02_EXIT_D | x_R03_EXIT_A | x_R04_EXIT_D | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_A | x_R10_EXIT_B | x_R11_EXIT_E | x_R12_EXIT_D
19,3.077233031937433,1,False,1,0.05,11,x_R01_EXIT_D | x_R02_EXIT_A | x_R03_EXIT_D | x_R04_EXIT_C | x_R06_EXIT_D | x_R07_EXIT_C | x_R08_EXIT_E | x_R09_EXIT_C | x_R10_EXIT_D | x_R11_EXIT_A | x_R12_EXIT_B
20,3.079553958597469,1,False,1,0.03333333333333333,11,x_R01_EXIT_B | x_R02_EXIT_E | x_R03_EXIT_D | x_R04_EXIT_A | x_R05_EXIT_E | x_R06_EXIT_E | x_R07_EXIT_E | x_R08_EXIT_B | x_R09_EXIT_D | x_R10_EXIT_B | x_R11_EXIT_C
21,3.0807855204349788,1,False,1,0.016666666666666666,13,x_R01_EXIT_B | x_R02_EXIT_E | x_R03_EXIT_D | x_R04_EXIT_D | x_R05_EXIT_D | x_R06_EXIT_A | x_R07_EXIT_D | x_R08_EXIT_D | x_R09_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_E
22,3.1449185695856077,1,False,1,0.0,11,x_R01_EXIT_E | x_R02_EXIT_C | x_R03_EXIT_D | x_R05_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_E | x_R10_EXIT_C | x_R11_EXIT_C | x_R12_EXIT_D
23,3.1742321932641695,1,False,1,0.03333333333333333,11,x_R01_EXIT_E | x_R02_EXIT_E | x_R04_EXIT_E | x_R05_EXIT_E | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_E | x_R09_EXIT_E | x_R10_EXIT_E | x_R11_EXIT_C | x_R12_EXIT_A
24,3.1769427899819527,1,False,1,0.05,13,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_D | x_R04_EXIT_D | x_R05_EXIT_D | x_R06_EXIT_A | x_R07_EXIT_C | x_R08_EXIT_C | x_R08_EXIT_E | x_R09_EXIT_E | x_R10_EXIT_A | x_R11_EXIT_A | x_R12_EXIT_E
25,3.181060361574386,1,False,1,0.06666666666666667,13,x_R01_EXIT_B | x_R02_EXIT_C | x_R03_EXIT_D | x_R04_EXIT_E | x_R05_EXIT_E | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_B | x_R09_EXIT_A | x_R09_EXIT_C | x_R10_EXIT_E | x_R11_EXIT_B | x_R12_EXIT_D
26,3.1874809520449428,1,False,1,0.03333333333333333,13,x_R01_EXIT_C | x_R02_EXIT_E | x_R03_EXIT_D | x_R04_EXIT_D | x_R05_EXIT_D | x_R06_EXIT_D | x_R07_EXIT_C | x_R08_EXIT_D | x_R09_EXIT_B | x_R09_EXIT_E | x_R10_EXIT_B | x_R11_EXIT_D | x_R12_EXIT_A
27,3.196870272019619,1,False,1,0.0,13,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_E | x_R04_EXIT_D | x_R05_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_C | x_R08_EXIT_A | x_R08_EXIT_B | x_R09_EXIT_D | x_R10_EXIT_B | x_R11_EXIT_E | x_R12_EXIT_B
28,3.19991701327425,1,False,1,0.05,13,x_R01_EXIT_B | x_R02_EXIT_C | x_R03_EXIT_D | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_A | x_R07_EXIT_E | x_R08_EXIT_A | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_C | x_R11_EXIT_D | x_R12_EXIT_A
29,3.2074903582824104,1,False,1,0.03333333333333333,13,x_R01_EXIT_D | x_R02_EXIT_D | x_R03_EXIT_D | x_R04_EXIT_C | x_R04_EXIT_D | x_R05_EXIT_A | x_R06_EXIT_C | x_R07_EXIT_A | x_R08_EXIT_D | x_R09_EXIT_B | x_R10_EXIT_D | x_R11_EXIT_A | x_R12_EXIT_D
30,3.2400073680101995,1,False,1,0.05,11,x_R01_EXIT_C | x_R02_EXIT_E | x_R03_EXIT_E | x_R04_EXIT_D | x_R05_EXIT_E | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_E | x_R10_EXIT_B | x_R12_EXIT_D
31,3.2438949095307423,1,False,1,0.03333333333333333,13,x_R01_EXIT_B | x_R02_EXIT_D | x_R03_EXIT_C | x_R04_EXIT_A | x_R04_EXIT_C | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_D | x_R09_EXIT_E | x_R10_EXIT_E | x_R11_EXIT_A | x_R12_EXIT_A
32,3.2549213580924534,1,False,1,0.03333333333333333,11,x_R01_EXIT_A | x_R02_EXIT_E | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_C | x_R07_EXIT_E | x_R09_EXIT_D | x_R10_EXIT_E | x_R11_EXIT_C | x_R12_EXIT_B
33,3.2736522573511215,1,False,1,0.05,13,x_R01_EXIT_C | x_R02_EXIT_E | x_R03_EXIT_C | x_R03_EXIT_E | x_R04_EXIT_C | x_R05_EXIT_B | x_R06_EXIT_D | x_R07_EXIT_B | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_B | x_R12_EXIT_E
34,3.318646427958158,1,False,1,0.016666666666666666,13,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_D | x_R04_EXIT_C | x_R05_EXIT_A | x_R06_EXIT_D | x_R07_EXIT_A | x_R08_EXIT_E | x_R09_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_D | x_R11_EXIT_A | x_R12_EXIT_D
35,3.3314592117658854,1,False,1,0.0,13,x_R01_EXIT_D | x_R02_EXIT_A | x_R03_EXIT_C | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_A | x_R08_EXIT_A | x_R09_EXIT_E | x_R10_EXIT_D | x_R11_EXIT_C | x_R12_EXIT_A
36,3.3715919871733404,1,False,1,0.06666666666666667,13,x_R01_EXIT_A | x_R01_EXIT_D | x_R02_EXIT_C | x_R03_EXIT_D | x_R04_EXIT_C | x_R05_EXIT_D | x_R06_EXIT_E | x_R07_EXIT_E | x_R08_EXIT_D | x_R09_EXIT_D | x_R10_EXIT_C | x_R11_EXIT_C | x_R12_EXIT_D
37,3.3777365981231755,1,False,1,0.06666666666666667,13,x_R01_EXIT_A | x_R02_EXIT_C | x_R03_EXIT_A | x_R04_EXIT_A | x_R04_EXIT_D | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_C | x_R08_EXIT_A | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_D | x_R12_EXIT_A
38,3.41649477237718,1,False,1,0.06666666666666667,13,x_R01_EXIT_E | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_D | x_R05_EXIT_D | x_R06_EXIT_D | x_R07_EXIT_A | x_R08_EXIT_E | x_R09_EXIT_C | x_R10_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_D | x_R12_EXIT_E
39,3.4466738629891385,1,False,1,0.016666666666666666,13,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_E | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R07_EXIT_E | x_R08_EXIT_D | x_R09_EXIT_C | x_R10_EXIT_E | x_R11_EXIT_E | x_R12_EXIT_C
40,3.5228738083166213,1,False,1,0.11666666666666667,11,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_D | x_R07_EXIT_A | x_R09_EXIT_B | x_R10_EXIT_D | x_R11_EXIT_C | x_R12_EXIT_D
41,3.5371242673232093,1,False,1,0.03333333333333333,13,x_R01_EXIT_A | x_R01_EXIT_D | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_D | x_R05_EXIT_E | x_R06_EXIT_D | x_R07_EXIT_D | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_D | x_R11_EXIT_E | x_R12_EXIT_B
42,3.5427817740866687,1,False,1,0.05,13,x_R01_EXIT_C | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_D | x_R05_EXIT_D | x_R06_EXIT_A | x_R07_EXIT_E | x_R08_EXIT_E | x_R09_EXIT_A | x_R10_EXIT_C | x_R10_EXIT_E | x_R11_EXIT_D | x_R12_EXIT_A
43,3.54410454243503,1,False,1,0.06666666666666667,13,x_R01_EXIT_A | x_R01_EXIT_D | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_D | x_R05_EXIT_D | x_R06_EXIT_D | x_R07_EXIT_A | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_D | x_R11_EXIT_B | x_R12_EXIT_A
44,3.5522379437787364,1,False,1,0.0,13,x_R01_EXIT_B | x_R02_EXIT_D | x_R02_EXIT_E | x_R03_EXIT_B | x_R04_EXIT_E | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_E | x_R08_EXIT_C | x_R09_EXIT_E | x_R10_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_D
45,3.5600702337368144,1,False,1,0.0,13,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_C | x_R08_EXIT_A | x_R09_EXIT_B | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_E
46,3.5609297991542697,1,False,1,0.03333333333333333,13,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_C | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_B | x_R07_EXIT_D | x_R08_EXIT_C | x_R08_EXIT_E | x_R09_EXIT_E | x_R10_EXIT_B | x_R11_EXIT_D | x_R12_EXIT_A
47,3.561024107496336,1,False,1,0.016666666666666666,13,x_R01_EXIT_D | x_R02_EXIT_A | x_R02_EXIT_D | x_R03_EXIT_A | x_R04_EXIT_C | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_D | x_R09_EXIT_A | x_R10_EXIT_C | x_R11_EXIT_C | x_R12_EXIT_D
48,3.562844971285753,1,False,1,0.05,13,x_R01_EXIT_C | x_R02_EXIT_E | x_R03_EXIT_A | x_R03_EXIT_E | x_R04_EXIT_D | x_R05_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_A | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_B | x_R12_EXIT_C
49,3.568100848090692,1,False,1,0.05,13,x_R01_EXIT_A | x_R01_EXIT_D | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_E | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_C | x_R08_EXIT_D | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_D | x_R12_EXIT_E
50,3.5819297586531156,1,False,1,0.016666666666666666,13,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_E | x_R04_EXIT_D | x_R05_EXIT_D | x_R06_EXIT_E | x_R07_EXIT_D | x_R08_EXIT_C | x_R09_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_A | x_R11_EXIT_E | x_R12_EXIT_D
51,3.586827771534307,1,False,1,0.03333333333333333,13,x_R01_EXIT_B | x_R02_EXIT_E | x_R03_EXIT_C | x_R03_EXIT_E | x_R04_EXIT_A | x_R05_EXIT_D | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_E | x_R09_EXIT_C | x_R10_EXIT_E | x_R11_EXIT_B | x_R12_EXIT_D
52,3.602369052114178,1,False,1,0.06666666666666667,13,x_R01_EXIT_A | x_R02_EXIT_E | x_R03_EXIT_E | x_R04_EXIT_D | x_R05_EXIT_C | x_R06_EXIT_B | x_R07_EXIT_A | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_E | x_R11_EXIT_D | x_R12_EXIT_D
53,3.6314107350664515,1,False,1,0.06666666666666667,13,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_E | x_R04_EXIT_D | x_R05_EXIT_C | x_R06_EXIT_D | x_R07_EXIT_A | x_R08_EXIT_B | x_R08_EXIT_D | x_R09_EXIT_B | x_R10_EXIT_B | x_R11_EXIT_D | x_R12_EXIT_C
54,3.633392431199862,1,False,1,0.08333333333333333,13,x_R01_EXIT_B | x_R01_EXIT_E | x_R02_EXIT_E | x_R03_EXIT_E | x_R04_EXIT_D | x_R05_EXIT_C | x_R06_EXIT_D | x_R07_EXIT_C | x_R08_EXIT_D | x_R09_EXIT_C | x_R10_EXIT_D | x_R11_EXIT_E | x_R12_EXIT_A
55,3.6578569364084013,1,False,1,0.05,13,x_R01_EXIT_E | x_R02_EXIT_E | x_R03_EXIT_E | x_R04_EXIT_A | x_R04_EXIT_C | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_D | x_R11_EXIT_B | x_R12_EXIT_B
56,3.6613867975340866,1,False,1,0.016666666666666666,13,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_E | x_R04_EXIT_E | x_R05_EXIT_D | x_R06_EXIT_E | x_R07_EXIT_D | x_R08_EXIT_E | x_R09_EXIT_B | x_R09_EXIT_D | x_R10_EXIT_A | x_R11_EXIT_D | x_R12_EXIT_E
57,3.7040484698887797,1,False,1,0.016666666666666666,13,x_R01_EXIT_A | x_R02_EXIT_E | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_D | x_R06_EXIT_D | x_R07_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_D | x_R09_EXIT_D | x_R10_EXIT_E | x_R11_EXIT_C | x_R12_EXIT_D
58,3.7289847953851765,1,False,1,0.06666666666666667,13,x_R01_EXIT_B | x_R02_EXIT_E | x_R03_EXIT_D | x_R04_EXIT_E | x_R05_EXIT_D | x_R06_EXIT_E | x_R07_EXIT_A | x_R08_EXIT_D | x_R08_EXIT_E | x_R09_EXIT_C | x_R10_EXIT_D | x_R11_EXIT_D | x_R12_EXIT_C
59,3.7578771171278396,1,False,1,0.06666666666666667,11,x_R01_EXIT_B | x_R02_EXIT_D | x_R03_EXIT_B | x_R04_EXIT_D | x_R05_EXIT_A | x_R06_EXIT_C | x_R07_EXIT_C | x_R08_EXIT_E | x_R09_EXIT_B | x_R10_EXIT_E | x_R12_EXIT_E
60,3.7707968719974114,1,False,1,0.06666666666666667,13,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_C | x_R05_EXIT_D | x_R06_EXIT_A | x_R06_EXIT_C | x_R07_EXIT_B | x_R08_EXIT_E | x_R09_EXIT_A | x_R10_EXIT_D | x_R11_EXIT_E | x_R12_EXIT_A
61,3.795924676842053,1,False,1,0.016666666666666666,13,x_R01_EXIT_B | x_R01_EXIT_C | x_R02_EXIT_E | x_R03_EXIT_B | x_R04_EXIT_C | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_D | x_R09_EXIT_C | x_R10_EXIT_D | x_R11_EXIT_E | x_R12_EXIT_C
62,3.8189992560427077,1,False,1,0.05,11,x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_D | x_R07_EXIT_E | x_R08_EXIT_E | x_R09_EXIT_B | x_R10_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_C
63,3.894310946718632,1,False,1,0.03333333333333333,13,x_R01_EXIT_B | x_R02_EXIT_E | x_R03_EXIT_B | x_R04_EXIT_D | x_R05_EXIT_D | x_R06_EXIT_D | x_R07_EXIT_A | x_R08_EXIT_E | x_R09_EXIT_D | x_R10_EXIT_D | x_R11_EXIT_D | x_R12_EXIT_B | x_R12_EXIT_E
64,4.12833847614991,1,False,1,0.016666666666666666,13,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_E | x_R04_EXIT_C | x_R05_EXIT_C | x_R06_EXIT_B | x_R06_EXIT_D | x_R07_EXIT_C | x_R08_EXIT_E | x_R09_EXIT_C | x_R10_EXIT_D | x_R11_EXIT_C | x_R12_EXIT_C
65,4.63195870578392,1,False,2,0.03333333333333333,12,x_R01_EXIT_C | x_R02_EXIT_A | x_R02_EXIT_C | x_R03_EXIT_D | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_A | x_R07_EXIT_E | x_R08_EXIT_A | x_R09_EXIT_C | x_R10_EXIT_A | x_R11_EXIT_C
66,4.647561589473569,1,False,2,0.06666666666666667,10,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_D | x_R04_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_D | x_R08_EXIT_A | x_R09_EXIT_A | x_R10_EXIT_B | x_R12_EXIT_D
67,4.7463120826460825,1,False,2,0.06666666666666667,12,x_R01_EXIT_C | x_R02_EXIT_A | x_R03_EXIT_C | x_R03_EXIT_D | x_R04_EXIT_C | x_R05_EXIT_D | x_R06_EXIT_D | x_R07_EXIT_A | x_R08_EXIT_A | x_R10_EXIT_D | x_R11_EXIT_A | x_R12_EXIT_C
68,4.7768954800335415,1,False,2,0.05,12,x_R01_EXIT_A | x_R01_EXIT_B | x_R02_EXIT_E | x_R03_EXIT_C | x_R04_EXIT_D | x_R05_EXIT_D | x_R06_EXIT_A | x_R07_EXIT_E | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_D | x_R11_EXIT_B
69,4.803958978242782,1,False,2,0.08333333333333333,12,x_R01_EXIT_A | x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_D | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_B | x_R08_EXIT_A | x_R09_EXIT_C | x_R10_EXIT_E | x_R12_EXIT_D
70,4.855195749151435,1,False,2,0.03333333333333333,10,x_R01_EXIT_E | x_R02_EXIT_E | x_R03_EXIT_D | x_R04_EXIT_C | x_R06_EXIT_E | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_C | x_R12_EXIT_B
71,4.856007944026979,1,False,2,0.03333333333333333,12,x_R01_EXIT_B | x_R02_EXIT_C | x_R03_EXIT_D | x_R04_EXIT_B | x_R04_EXIT_C | x_R05_EXIT_B | x_R06_EXIT_A | x_R08_EXIT_B | x_R09_EXIT_A | x_R10_EXIT_A | x_R11_EXIT_B | x_R12_EXIT_E
72,4.871545426911416,1,False,2,0.08333333333333333,12,x_R01_EXIT_D | x_R02_EXIT_D | x_R03_EXIT_D | x_R04_EXIT_D | x_R05_EXIT_C | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_E | x_R10_EXIT_E | x_R11_EXIT_C | x_R11_EXIT_E | x_R12_EXIT_A
73,4.874955569638993,1,False,2,0.05,12,x_R01_EXIT_D | x_R02_EXIT_C | x_R03_EXIT_D | x_R04_EXIT_D | x_R04_EXIT_E | x_R05_EXIT_D | x_R06_EXIT_C | x_R07_EXIT_E | x_R08_EXIT_E | x_R10_EXIT_E | x_R11_EXIT_D | x_R12_EXIT_A
74,4.882140032411271,1,False,2,0.03333333333333333,12,x_R02_EXIT_B | x_R02_EXIT_D | x_R03_EXIT_D | x_R04_EXIT_D | x_R05_EXIT_E | x_R06_EXIT_D | x_R07_EXIT_D | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_C | x_R12_EXIT_E
75,4.893738318703306,1,False,2,0.03333333333333333,12,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_C | x_R04_EXIT_C | x_R05_EXIT_D | x_R06_EXIT_C | x_R07_EXIT_A | x_R08_EXIT_D | x_R09_EXIT_C | x_R10_EXIT_D | x_R11_EXIT_A | x_R11_EXIT_C
76,4.901559014272858,1,False,2,0.11666666666666667,12,x_R01_EXIT_A | x_R02_EXIT_E | x_R03_EXIT_C | x_R04_EXIT_E | x_R05_EXIT_C | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_C | x_R09_EXIT_E | x_R10_EXIT_C | x_R10_EXIT_D | x_R11_EXIT_A
77,4.901776529607208,1,False,2,0.06666666666666667,12,x_R01_EXIT_C | x_R02_EXIT_B | x_R02_EXIT_C | x_R03_EXIT_E | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_E | x_R09_EXIT_C | x_R10_EXIT_D | x_R11_EXIT_B | x_R12_EXIT_A
78,4.914640879765063,1,False,1,0.03333333333333333,13,x_R01_EXIT_B | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_B | x_R06_EXIT_E | x_R07_EXIT_C | x_R08_EXIT_E | x_R09_EXIT_E | x_R10_EXIT_D | x_R11_EXIT_D | x_R12_EXIT_D
79,4.920671053167051,1,False,2,0.016666666666666666,14,x_R01_EXIT_A | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_E | x_R05_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_D | x_R07_EXIT_C | x_R08_EXIT_D | x_R09_EXIT_B | x_R09_EXIT_E | x_R10_EXIT_E | x_R11_EXIT_A | x_R12_EXIT_B
