source,target,edge_type,distance,capacity,notes
AB13,DOOR_19,door_to_hallway,1,1,hallway side of doorway
AB13,DOOR_20,door_to_hallway,0.5,1,hallway side of doorway
AB14.5,AB16,navigation,1.5,2,adjacent hallway or shared grid points
AB16,AC16,navigation,1,2,adjacent hallway or shared grid points
AB18,AB19,navigation,1.5,3,adjacent room grid points
AB19,AB20,navigation,1,3,adjacent room grid points
AB2,AB3,navigation,1,3,adjacent room grid points
AB21.5,AB22,navigation,1,2,adjacent hallway or shared grid points
AB22,AB23,navigation,1,2,adjacent hallway or shared grid points
AB23,AC23,navigation,1,2,adjacent hallway or shared grid points
AB3,AB4,navigation,1.5,3,adjacent room grid points
AB6,AC6,navigation,1,2,adjacent hallway or shared grid points
AB8,AB9,navigation,1,3,adjacent room grid points
AB8,DOOR_13,room_to_door,1,1,room side of doorway
AC16,AD16,navigation,1,2,adjacent hallway or shared grid points
AC23,AD23,navigation,1,2,adjacent hallway or shared grid points
AC25,AC26,navigation,1,3,adjacent room grid points
AC25,AD25,navigation,1,3,adjacent room grid points
AC26,AC27,navigation,1.5,3,adjacent room grid points
AC26,AD26,navigation,1,3,adjacent room grid points
AC26,DOOR_42,room_to_door,1,1,room side of doorway
AC27,AD27,navigation,1,3,adjacent room grid points
AC6,AD6,navigation,1,2,adjacent hallway or shared grid points
AD10,AD9,navigation,1,3,adjacent room grid points
AD10,AE10,navigation,1,3,adjacent room grid points
AD12,AD13,navigation,1,3,adjacent room grid points
AD12,AE12,navigation,1,3,adjacent room grid points
AD13,AD14,navigation,1,3,adjacent room grid points
AD13,DOOR_20,room_to_door,1.5,1,room side of doorway
AD13,START_R16,room_start,1,4,room center connected to adjacent graph node
AD14,AE14,navigation,1,3,adjacent room grid points
AD16,AE16,navigation,1,2,adjacent hallway or shared grid points
AD18,AD19,navigation,1,3,adjacent room grid points
AD18,AE18,navigation,1,3,adjacent room grid points
AD19,AD20,navigation,1.5,3,adjacent room grid points
AD19,AE19,navigation,1,3,adjacent room grid points
AD2,AD3,navigation,1.5,3,adjacent room grid points
AD2,AE2,navigation,1,3,adjacent room grid points
AD20,AD21,navigation,1,3,adjacent room grid points
AD20,START_R25,room_start,1,4,room center connected to adjacent graph node
AD21,AE21,navigation,1,3,adjacent room grid points
AD23,AE23,navigation,1,2,adjacent hallway or shared grid points
AD25,AD26,navigation,1,3,adjacent room grid points
AD25,AE25,navigation,1,3,adjacent room grid points
AD26,AD27,navigation,1.5,3,adjacent room grid points
AD26,START_R34,room_start,1,4,room center connected to adjacent graph node
AD27,AE27,navigation,1,3,adjacent room grid points
AD3,AD4,navigation,1.5,3,adjacent room grid points
AD4,AE4,navigation,1,3,adjacent room grid points
AD6,AE6,navigation,1,2,adjacent hallway or shared grid points
AD8,AD9,navigation,1,3,adjacent room grid points
AD8,AE8,navigation,1,3,adjacent room grid points
AD9,START_R11,room_start,1,4,room center connected to adjacent graph node
AE10,AF10,navigation,1,3,adjacent room grid points
AE10,START_R11,room_start,1.25,4,room center connected to adjacent graph node
AE12,AF12,navigation,1,3,adjacent room grid points
AE12,START_R16,room_start,1,4,room center connected to adjacent graph node
AE14,AF14,navigation,1,3,adjacent room grid points
AE16,AF16,navigation,1,2,adjacent hallway or shared grid points
AE16,DOOR_25,door_to_hallway,1.5,1,hallway side of doorway
AE18,AE19,navigation,1,3,adjacent room grid points
AE18,AF18,navigation,1,3,adjacent room grid points
AE18,DOOR_25,room_to_door,1.5,1,room side of doorway
AE19,AF19,navigation,1,3,adjacent room grid points
AE19,START_R25,room_start,1.25,4,room center connected to adjacent graph node
AE2,AF2,navigation,1,3,adjacent room grid points
AE2,START_R07,room_start,1.25,4,room center connected to adjacent graph node
AE21,AF21,navigation,1,3,adjacent room grid points
AE23,AF23,navigation,1,2,adjacent hallway or shared grid points
AE23,DOOR_38,door_to_hallway,1,1,hallway side of doorway
AE25,AF25,navigation,1,3,adjacent room grid points
AE25,DOOR_38,room_to_door,1,1,room side of doorway
AE25,START_R34,room_start,1.25,4,room center connected to adjacent graph node
AE27,AF27,navigation,1,3,adjacent room grid points
AE4,AF4,navigation,1,3,adjacent room grid points
AE4,DOOR_07,room_to_door,1,1,room side of doorway
AE6,AF6,navigation,1,2,adjacent hallway or shared grid points
AE6,DOOR_07,door_to_hallway,1,1,hallway side of doorway
AE6,DOOR_11,door_to_hallway,1.5,1,hallway side of doorway
AE8,AF8,navigation,1,3,adjacent room grid points
AE8,DOOR_11,room_to_door,1,1,room side of doorway
AF10,AF9,navigation,1,3,adjacent room grid points
AF12,AF13,navigation,1,3,adjacent room grid points
AF13,AF14,navigation,1,3,adjacent room grid points
AF16,EXIT_D,exit,1,3,interior graph connected to evacuation exit
AF18,AF19,navigation,1,3,adjacent room grid points
AF19,AF20,navigation,1.5,3,adjacent room grid points
AF2,AF3,navigation,1.5,3,adjacent room grid points
AF20,AF21,navigation,1,3,adjacent room grid points
AF25,AF26,navigation,1,3,adjacent room grid points
AF26,AF27,navigation,1.5,3,adjacent room grid points
AF3,AF4,navigation,1.5,3,adjacent room grid points
AF8,AF9,navigation,1,3,adjacent room grid points
B10,B9,navigation,1,3,adjacent room grid points
B10,C10,navigation,1,3,adjacent room grid points
B12,B13,navigation,1,3,adjacent room grid points
B12,C12,navigation,1,3,adjacent room grid points
B13,B14,navigation,1,3,adjacent room grid points
B13,START_R13,room_start,1,4,room center connected to adjacent graph node
B14,C14,navigation,1,3,adjacent room grid points
B16,C16,navigation,1,2,adjacent hallway or shared grid points
B16,EXIT_H,exit,1,3,interior graph connected to evacuation exit
B18,B19,navigation,1.5,3,adjacent room grid points
B18,C18,navigation,1,3,adjacent room grid points
B19,B20,navigation,1.5,3,adjacent room grid points
B19,C19,navigation,1,3,adjacent room grid points
B2,B3,navigation,1.5,3,adjacent room grid points
B2,C2,navigation,1,3,adjacent room grid points
B20,B21,navigation,1.5,3,adjacent room grid points
B20,C20,navigation,1,3,adjacent room grid points
B21,C21,navigation,1,3,adjacent room grid points
B23,C23,navigation,1,2,adjacent hallway or shared grid points
B25,B26,navigation,1,3,adjacent room grid points
B25,C25,navigation,1,3,adjacent room grid points
B26,B27,navigation,1.5,3,adjacent room grid points
B26,START_R28,room_start,1,4,room center connected to adjacent graph node
B27,C27,navigation,1,3,adjacent room grid points
B3,B4,navigation,1.5,3,adjacent room grid points
B3,START_R01,room_start,1,4,room center connected to adjacent graph node
B4,C4,navigation,1,3,adjacent room grid points
B8,B9,navigation,1,3,adjacent room grid points
B8,C8,navigation,1,3,adjacent room grid points
B9,START_R08,room_start,1,4,room center connected to adjacent graph node
C10,D10,navigation,1,3,adjacent room grid points
C10,START_R08,room_start,1.25,4,room center connected to adjacent graph node
C12,D12,navigation,1,3,adjacent room grid points
C12,START_R13,room_start,1.25,4,room center connected to adjacent graph node
C14,D14,navigation,1,3,adjacent room grid points
C16,D16,navigation,1,2,adjacent hallway or shared grid points
C18,C19,navigation,1.5,3,adjacent room grid points
C18,E18,navigation,1,3,adjacent room grid points
C19,C20,navigation,1.5,3,adjacent room grid points
C19,D19,navigation,1,3,adjacent room grid points
C2,D2,navigation,1,3,adjacent room grid points
C2,START_R01,room_start,1.25,4,room center connected to adjacent graph node
C20,C21,navigation,1.5,3,adjacent room grid points
C20,E20,navigation,1,3,adjacent room grid points
C21,E21,navigation,1,3,adjacent room grid points
C23,D23,navigation,1,2,adjacent hallway or shared grid points
C23,DOOR_32,door_to_hallway,1,1,hallway side of doorway
C25,D25,navigation,1,3,adjacent room grid points
C25,DOOR_32,room_to_door,1,1,room side of doorway
C25,START_R28,room_start,1.25,4,room center connected to adjacent graph node
C27,D27,navigation,1,3,adjacent room grid points
C4,D4,navigation,1,3,adjacent room grid points
C8,D8,navigation,1,3,adjacent room grid points
C8,DOOR_14,room_to_door,1,1,room side of doorway
D10,D9,navigation,1,3,adjacent room grid points
D10,E10,navigation,1,3,adjacent room grid points
D12,D13,navigation,1,3,adjacent room grid points
D12,E12,navigation,1,3,adjacent room grid points
D13,D14,navigation,1,3,adjacent room grid points
D13,E13,navigation,1,3,adjacent room grid points
D14,E14,navigation,1,3,adjacent room grid points
D16,E16,navigation,1,2,adjacent hallway or shared grid points
D19,D18,navigation,1,3,adjacent room grid points
D19,D20,navigation,1,3,adjacent room grid points
D19,F19,navigation,1,3,adjacent room grid points
D2,D3,navigation,1.5,3,adjacent room grid points
D20,D21,navigation,1,3,adjacent room grid points
D23,E23,navigation,1,2,adjacent hallway or shared grid points
D25,D26,navigation,1,3,adjacent room grid points
D26,D27,navigation,1.5,3,adjacent room grid points
D26,DOOR_44,room_to_door,1,1,room side of doorway
D3,D4,navigation,1.5,3,adjacent room grid points
D3,DOOR_04,room_to_door,1,1,room side of doorway
D6,DOOR_08,room_to_door,1,1,room side of doorway
D8,D9,navigation,1,3,adjacent room grid points
D8,E8,navigation,1,3,adjacent room grid points
D9,E9,navigation,1,3,adjacent room grid points
DOOR_13,AB6,door_to_hallway,1,1,hallway side of doorway
DOOR_14,START_R35,door_to_hallway,1,1,hallway side of doorway
DOOR_15,F9,door_to_hallway,1,1,hallway side of doorway
DOOR_16,E9,room_to_door,0.5,1,room side of doorway
DOOR_16,F9,door_to_hallway,0.5,1,hallway side of doorway
DOOR_21,E13,room_to_door,0.5,1,room side of doorway
DOOR_21,F13,door_to_hallway,0.5,1,hallway side of doorway
DOOR_26,Q16,door_to_hallway,1,1,hallway side of doorway
DOOR_26,Q18,room_to_door,1,1,room side of doorway
DOOR_45,EXIT_STAIRWELL,exit,1,3,interior graph connected to evacuation exit
E10,E9,navigation,1,3,adjacent room grid points
E12,E13,navigation,1,3,adjacent room grid points
E13,E14,navigation,1,3,adjacent room grid points
E16,F16,navigation,1,2,adjacent hallway or shared grid points
E18,E19,navigation,1,3,adjacent room grid points
E18,F18,navigation,1,3,adjacent room grid points
E19,E20,navigation,1,3,adjacent room grid points
E20,E21,navigation,1.5,3,adjacent room grid points
E20,F20,navigation,1,3,adjacent room grid points
E21,F21,navigation,1,3,adjacent room grid points
E23,F23,navigation,1,2,adjacent hallway or shared grid points
E8,E9,navigation,1,3,adjacent room grid points
F10.5,F12,navigation,1.5,2,adjacent hallway or shared grid points
F10.5,F9.5,navigation,1.5,2,adjacent hallway or shared grid points
F12,F13,navigation,1,2,adjacent hallway or shared grid points
F13,DOOR_22,door_to_hallway,1,1,hallway side of doorway
F13,F14.5,navigation,1.5,2,adjacent hallway or shared grid points
F14.5,F16,navigation,1.5,2,adjacent hallway or shared grid points
F16,G16,navigation,1,2,adjacent hallway or shared grid points
F18,F19,navigation,1.5,3,adjacent room grid points
F18,G18,navigation,1,3,adjacent room grid points
F19,F20,navigation,1.5,3,adjacent room grid points
F19,G19,navigation,1,3,adjacent room grid points
F2,EXIT_A,exit,1,3,interior graph connected to evacuation exit
F2,F3,navigation,1.5,2,adjacent hallway or shared grid points
F20,F21,navigation,1.5,3,adjacent room grid points
F21,G21,navigation,1,3,adjacent room grid points
F23,F24,navigation,1,2,adjacent hallway or shared grid points
F23,G23,navigation,1,2,adjacent hallway or shared grid points
F24,F25,navigation,1,2,adjacent hallway or shared grid points
F25,F26,navigation,1,2,adjacent hallway or shared grid points
F26,DOOR_43,door_to_hallway,1,1,hallway side of doorway
F26,DOOR_44,door_to_hallway,1,1,hallway side of doorway
F26,F27,navigation,1.5,2,adjacent hallway or shared grid points
F27,EXIT_G,exit,1,3,interior graph connected to evacuation exit
F3,DOOR_01,door_to_hallway,1,1,hallway side of doorway
F3,DOOR_04,door_to_hallway,1,1,hallway side of doorway
F3,F4,navigation,1.5,2,adjacent hallway or shared grid points
F4,F5,navigation,1,2,adjacent hallway or shared grid points
F5,F6,navigation,1,2,adjacent hallway or shared grid points
F6,DOOR_08,door_to_hallway,1,1,hallway side of doorway
F6,DOOR_12,door_to_hallway,1.5,1,hallway side of doorway
F6,G6,navigation,1,2,adjacent hallway or shared grid points
F8.5,DOOR_12,door_to_hallway,1.5,1,hallway side of doorway
F9,F10.5,navigation,1.5,2,adjacent hallway grid points
G16,H16,navigation,1,2,adjacent hallway or shared grid points
G18,G19,navigation,1.5,3,adjacent room grid points
G18,H18,navigation,1,3,adjacent room grid points
G19,H19,navigation,1,3,adjacent room grid points
G19,START_R36,room_start,1.25,4,room center connected to adjacent graph node
G21,H21,navigation,1,3,adjacent room grid points
G23,DOOR_31,door_to_hallway,0.5,1,hallway side of doorway
G6,H6,navigation,1,2,adjacent hallway or shared grid points
H10,H9,navigation,1,3,adjacent room grid points
H10,I10,navigation,1,3,adjacent room grid points
H12,H13,navigation,1,3,adjacent room grid points
H12,I12,navigation,1,3,adjacent room grid points
H13,DOOR_22,room_to_door,1,1,room side of doorway
H13,H14,navigation,1,3,adjacent room grid points
H14,I14,navigation,1,3,adjacent room grid points
H16,I16,navigation,1,2,adjacent hallway or shared grid points
H18,H19,navigation,1.5,3,adjacent room grid points
H18,I18,navigation,1,3,adjacent room grid points
H19,H20,navigation,1.5,3,adjacent room grid points
H19,I19,navigation,1,3,adjacent room grid points
H2,H3,navigation,1.5,3,adjacent room grid points
H2,I2,navigation,1,3,adjacent room grid points
H20,H21,navigation,1.5,3,adjacent room grid points
H20,I20,navigation,1,3,adjacent room grid points
H21,I21,navigation,1,3,adjacent room grid points
H23,DOOR_31,door_to_hallway,0.5,1,hallway side of doorway
H23,I23,navigation,1,2,adjacent hallway or shared grid points
H25,H26,navigation,1,3,adjacent room grid points
H25,I25,navigation,1,3,adjacent room grid points
H26,DOOR_43,room_to_door,1,1,room side of doorway
H26,H27,navigation,1.5,3,adjacent room grid points
H26,START_R29,room_start,1,4,room center connected to adjacent graph node
H27,I27,navigation,1,3,adjacent room grid points
H3,DOOR_01,room_to_door,1,1,room side of doorway
H3,H4,navigation,1.5,3,adjacent room grid points
H3,START_R02,room_start,1,4,room center connected to adjacent graph node
H4,I4,navigation,1,3,adjacent room grid points
H6,I6,navigation,1,2,adjacent hallway or shared grid points
H8,H9,navigation,1,3,adjacent room grid points
H8,I8,navigation,1,3,adjacent room grid points
H9,DOOR_15,room_to_door,1,1,room side of doorway
I10,START_R09,room_start,1.25,4,room center connected to adjacent graph node
I12,START_R14,room_start,1.25,4,room center connected to adjacent graph node
I16,J16,navigation,1,2,adjacent hallway or shared grid points
I18,DOOR_28,room_to_door,1,1,room side of doorway
I18,I19,navigation,1.5,3,adjacent room grid points
I19,I20,navigation,1.5,3,adjacent room grid points
I19,J19,navigation,1,3,adjacent room grid points
I2,J2,navigation,1,3,adjacent room grid points
I2,START_R02,room_start,1.25,4,room center connected to adjacent graph node
I20,I21,navigation,1.5,3,adjacent room grid points
I20,J20,navigation,1,3,adjacent room grid points
I21,J21,navigation,1,3,adjacent room grid points
I23,DOOR_33,door_to_hallway,1,1,hallway side of doorway
I23,J23,navigation,1,2,adjacent hallway or shared grid points
I25,DOOR_33,room_to_door,1,1,room side of doorway
I25,J25,navigation,1,3,adjacent room grid points
I25,START_R29,room_start,1.25,4,room center connected to adjacent graph node
I27,J27,navigation,1,3,adjacent room grid points
I4,J4,navigation,1,3,adjacent room grid points
I6,J6,navigation,1,2,adjacent hallway or shared grid points
J16,K16,navigation,1,2,adjacent hallway or shared grid points
J19,J20,navigation,1.5,3,adjacent room grid points
J19,K19,navigation,1,3,adjacent room grid points
J2,J3,navigation,1.5,3,adjacent room grid points
J20,J21,navigation,1.5,3,adjacent room grid points
J20,K20,navigation,1,3,adjacent room grid points
J21,K21,navigation,1,3,adjacent room grid points
J23,K23,navigation,1,2,adjacent hallway or shared grid points
J25,J26,navigation,1,3,adjacent room grid points
J26,J27,navigation,1.5,3,adjacent room grid points
J3,J4,navigation,1.5,3,adjacent room grid points
J6,K6,navigation,1,2,adjacent hallway or shared grid points
K10.5,K11.5,navigation,1,2,adjacent hallway or shared grid points
K10.5,K9,navigation,1,2,adjacent hallway or shared grid points
K11.5,K12.5,navigation,1,2,adjacent hallway or shared grid points
K12.5,K13.5,navigation,1,2,adjacent hallway or shared grid points
K13.5,K15,navigation,1,2,adjacent hallway or shared grid points
K15,DOOR_24,door_to_hallway,1,1,hallway side of doorway
K15,K16,navigation,1,2,adjacent hallway or shared grid points
K16,K17,navigation,1,2,adjacent hallway or shared grid points
K17,K18,navigation,1.5,2,adjacent hallway or shared grid points
K18,DOOR_28,door_to_hallway,1,1,hallway side of doorway
K18,L18,navigation,1,2,adjacent hallway or shared grid points
K19,K20,navigation,1.5,3,adjacent room grid points
K19,L19,navigation,1,3,adjacent room grid points
K20,K21,navigation,1.5,3,adjacent room grid points
K20,L20,navigation,1,3,adjacent room grid points
K21,L21,navigation,1,3,adjacent room grid points
K23,L23,navigation,1,2,adjacent hallway or shared grid points
K6,K7,navigation,1,2,adjacent hallway or shared grid points
K6,L6,navigation,1,2,adjacent hallway or shared grid points
K7,K8,navigation,1,2,adjacent hallway or shared grid points
K8,K9,navigation,1,2,adjacent hallway or shared grid points
K9,DOOR_18,door_to_hallway,1,1,hallway side of doorway
L18,M18,navigation,1,2,adjacent hallway or shared grid points
L19,L20,navigation,1.5,3,adjacent room grid points
L2,M2,navigation,1,3,adjacent room grid points
L2,START_R03,room_start,1.25,4,room center connected to adjacent graph node
L20,DOOR_29,room_to_door,1,1,room side of doorway
L20,L21,navigation,1.5,3,adjacent room grid points
L23,M23,navigation,1,2,adjacent hallway or shared grid points
L25,L26,navigation,1,3,adjacent room grid points
L25,M25,navigation,1,3,adjacent room grid points
L26,L27,navigation,1.5,3,adjacent room grid points
L26,START_R30,room_start,1,4,room center connected to adjacent graph node
L27,M27,navigation,1,3,adjacent room grid points
L4,M4,navigation,1,3,adjacent room grid points
L6,M6,navigation,1,2,adjacent hallway or shared grid points
M10.25,M11.25,navigation,1,2,adjacent hallway or shared grid points
M10.25,M9,navigation,1,2,adjacent hallway or shared grid points
M10.25,N10.25,navigation,1,2,adjacent hallway or shared grid points
M11.25,M12.5,navigation,1,2,adjacent hallway or shared grid points
M11.25,N11.25,navigation,1,2,adjacent hallway or shared grid points
M12.5,M13.5,navigation,1,2,adjacent hallway or shared grid points
M12.5,N12.5,navigation,1,2,adjacent hallway or shared grid points
M13.5,M15,navigation,1,2,adjacent hallway or shared grid points
M13.5,N13.5,navigation,1,2,adjacent hallway or shared grid points
M15,DOOR_24,door_to_hallway,1,1,hallway side of doorway
M15,M16,navigation,1,2,adjacent hallway or shared grid points
M15,N15,navigation,1,2,adjacent hallway or shared grid points
M16,N16,navigation,1,2,adjacent hallway or shared grid points
M18,N18,navigation,1,2,adjacent hallway or shared grid points
M2,M3,navigation,1.5,3,adjacent room grid points
M23,DOOR_34,door_to_hallway,1,1,hallway side of doorway
M23,N23,navigation,1,2,adjacent hallway or shared grid points
M25,DOOR_34,room_to_door,1,1,room side of doorway
M25,N25,navigation,1,3,adjacent room grid points
M25,START_R30,room_start,1.25,4,room center connected to adjacent graph node
M27,N27,navigation,1,3,adjacent room grid points
M3,DOOR_02,room_to_door,1,1,room side of doorway
M3,M4,navigation,1.5,3,adjacent room grid points
M6,N6,navigation,1,2,adjacent hallway or shared grid points
M8,M9,navigation,1,2,adjacent hallway or shared grid points
M8,N8,navigation,1,2,adjacent hallway or shared grid points
M9,DOOR_18,door_to_hallway,1,1,hallway side of doorway
M9,N9,navigation,1,2,adjacent hallway or shared grid points
N10.25,N11.25,navigation,1,2,adjacent hallway or shared grid points
N10.25,N9,navigation,1,2,adjacent hallway or shared grid points
N10.25,O10.25,navigation,1,2,adjacent hallway or shared grid points
N11.25,N12.5,navigation,1,3,adjacent room grid points
N11.25,O11.25,navigation,1,3,adjacent room grid points
N12.5,N13.5,navigation,1,3,adjacent room grid points
N12.5,O12.5,navigation,1,3,adjacent room grid points
N13.5,N15,navigation,1,2,adjacent hallway or shared grid points
N13.5,O13.5,navigation,1,3,adjacent room grid points
N15,N16,navigation,1,2,adjacent hallway or shared grid points
N15,O15,navigation,1,2,adjacent hallway or shared grid points
N16,O16,navigation,1,2,adjacent hallway or shared grid points
N18,N19,navigation,1,2,adjacent hallway or shared grid points
N18,O18,navigation,0.5,2,adjacent hallway or shared grid points
N19,N20,navigation,1.5,3,adjacent room grid points
N20,DOOR_29,room_to_door,1,1,room side of doorway
N20,N21,navigation,1.5,3,adjacent room grid points
N21,N22,navigation,1,2,adjacent hallway grid points
N22,N23,navigation,1,2,adjacent hallway grid points
N23,O23,navigation,1,2,adjacent hallway or shared grid points
N25,N26,navigation,1,3,adjacent room grid points
N26,N27,navigation,1.5,3,adjacent room grid points
N6,O6,navigation,1,2,adjacent hallway or shared grid points
N8,N9,navigation,1,2,adjacent hallway or shared grid points
N8,O8,navigation,1,2,adjacent hallway or shared grid points
N9,O9,navigation,1,2,adjacent hallway or shared grid points
O10.25,O11.25,navigation,1,3,adjacent room grid points
O10.25,O9,navigation,1,2,adjacent hallway or shared grid points
O10.25,P10.25,navigation,1,3,adjacent room grid points
O11.25,O12.5,navigation,1,3,adjacent room grid points
O11.25,P11.25,navigation,1,3,adjacent room grid points
O12.5,O13.5,navigation,1,3,adjacent room grid points
O12.5,P12.5,navigation,1,3,adjacent room grid points
O13.5,O15,navigation,1,3,adjacent room grid points
O13.5,P13.5,navigation,1,3,adjacent room grid points
O15,O16,navigation,1,2,adjacent hallway or shared grid points
O15,P15,navigation,1,3,adjacent room grid points
O16,P16,navigation,1,2,adjacent hallway or shared grid points
O18,P18,navigation,1,2,adjacent hallway or shared grid points
O2,EXIT_B,exit,1,3,interior graph connected to evacuation exit
O2,O3,navigation,1.5,2,adjacent hallway or shared grid points
O22,O23,navigation,1,2,adjacent hallway or shared grid points
O22,P22,navigation,0.5,3,adjacent room grid points
O23,DOOR_37,door_to_hallway,1,1,hallway side of doorway
O23,P23,navigation,0.5,2,adjacent hallway or shared grid points
O25,DOOR_37,room_to_door,1,1,room side of doorway
O25,P25,navigation,1,3,adjacent room grid points
O25,START_R31,room_start,1.25,4,room center connected to adjacent graph node
O27,P27,navigation,1,3,adjacent room grid points
O3,DOOR_02,door_to_hallway,1,1,hallway side of doorway
O3,DOOR_03,door_to_hallway,1,1,hallway side of doorway
O3,O4,navigation,1.5,2,adjacent hallway or shared grid points
O4,O5,navigation,1,2,adjacent hallway or shared grid points
O5,O6,navigation,1,2,adjacent hallway or shared grid points
O6,DOOR_09,door_to_hallway,1.5,1,hallway side of doorway
O6,P6,navigation,1,2,adjacent hallway or shared grid points
O8,DOOR_09,door_to_hallway,1,1,hallway side of doorway
O8,O9,navigation,1,2,adjacent hallway or shared grid points
O8,P8,navigation,1,2,adjacent hallway or shared grid points
O9,P9,navigation,1,2,adjacent hallway or shared grid points
P10.25,P11.25,navigation,1,3,adjacent room grid points
P10.25,P9,navigation,1,2,adjacent hallway or shared grid points
P10.25,Q10.25,navigation,1,3,adjacent room grid points
P11.25,P12.5,navigation,1,3,adjacent room grid points
P11.25,Q11.25,navigation,1,3,adjacent room grid points
P12.5,P13.5,navigation,1,3,adjacent room grid points
P13.5,P15,navigation,1,3,adjacent room grid points
P13.5,Q13.5,navigation,1,3,adjacent room grid points
P15,P16,navigation,1,2,adjacent hallway or shared grid points
P15,Q15,navigation,1,3,adjacent room grid points
P16,Q16,navigation,1,2,adjacent hallway or shared grid points
P18,Q18,navigation,1,3,adjacent room grid points
P22,P23,navigation,1,2,adjacent hallway or shared grid points
P22,Q22,navigation,1,3,adjacent room grid points
P23,Q23,navigation,1,2,adjacent hallway or shared grid points
P25,P26,navigation,1,3,adjacent room grid points
P26,DOOR_39,room_to_door,1,1,room side of doorway
P26,P27,navigation,1.5,3,adjacent room grid points
P6,Q6,navigation,1,2,adjacent hallway or shared grid points
P8,P9,navigation,1,2,adjacent hallway or shared grid points
P8,Q8,navigation,1,2,adjacent hallway or shared grid points
P9,Q9,navigation,1,2,adjacent hallway or shared grid points
Q10.25,Q11.25,navigation,1,3,adjacent room grid points
Q10.25,Q9,navigation,1,2,adjacent hallway or shared grid points
Q10.25,R10.25,navigation,1,3,adjacent room grid points
Q11.25,R11.25,navigation,1,3,adjacent room grid points
Q11.25,START_R12,room_start,1.25,4,room center connected to adjacent graph node
Q13.5,Q15,navigation,1,3,adjacent room grid points
Q13.5,R13.5,navigation,1,3,adjacent room grid points
Q15,Q16,navigation,1,2,adjacent hallway or shared grid points
Q15,R15,navigation,1,3,adjacent room grid points
Q16,R16,navigation,1,2,adjacent hallway or shared grid points
Q18,R18,navigation,1,3,adjacent room grid points
Q2,Q3,navigation,1.5,3,adjacent room grid points
Q2,R2,navigation,1,3,adjacent room grid points
Q22,DOOR_45,room_to_door,1,1,room side of doorway
Q22,Q23,navigation,1,2,adjacent hallway or shared grid points
Q22,R22,navigation,1,3,adjacent room grid points
Q23,R23,navigation,1,2,adjacent hallway or shared grid points
Q3,DOOR_03,room_to_door,1,1,room side of doorway
Q3,Q4,navigation,1.5,3,adjacent room grid points
Q3,START_R04,room_start,1,4,room center connected to adjacent graph node
Q4,R4,navigation,1,3,adjacent room grid points
Q6,R6,navigation,1,2,adjacent hallway or shared grid points
Q8,Q9,navigation,1,2,adjacent hallway or shared grid points
Q8,R8,navigation,1,2,adjacent hallway or shared grid points
