node_id,node_type,grid_position,description,space_type,space_id,space_name,room_id,room_name
DOOR_29,door,M20,doorway between Communal Kitchen and Emergency Stairwell / Exit Room,door,,,,
DOOR_30,door,U20,doorway between Emergency Stairwell / Exit Room and Laundry Room,door,,,,
DOOR_31,door,G23,doorway between Hallway 02 and Hallway 03,door,,,,
DOOR_32,door,C24,doorway transition point,door,R28,,R28,Apartment 120
DOOR_33,door,I24,doorway transition point,door,R29,,R29,Apartment 116
DOOR_34,door,M24,doorway transition point,door,R30,,R30,Apartment 118
DOOR_35,door,U24,doorway transition point,door,R32,,R32,Apartment 121
DOOR_36,door,X24,doorway transition point,door,R33,,R33,Apartment 117
DOOR_37,door,O24,doorway transition point,door,R31,,R31,Apartment 119
DOOR_38,door,AE24,doorway transition point,door,R34,,R34,Apartment 122
DOOR_39,door,Q26,doorway transition point,door,R31,,R31,Apartment 119
DOOR_40,door,Z26,doorway transition point,door,R33,,R33,Apartment 117
DOOR_41,door,S26,doorway transition point,door,R32,,R32,Apartment 121
DOOR_42,door,AB26,doorway transition point,door,R34,,R34,Apartment 122
DOOR_43,door,G26,doorway transition point,door,R29,,R29,Apartment 116
DOOR_44,door,E26,doorway transition point,door,R28,,R28,Apartment 120
DOOR_45,door,Q21,doorway transition point to stairwell exit,door,R20,,R20,Emergency Stairwell / Exit Room
E10,navigation,E10,walkable room grid point,room,R08,Apartment 109,R08,Apartment 109
E12,navigation,E12,walkable room grid point,room,R13,Apartment 113,R13,Apartment 113
E13,navigation,E13,walkable room grid point,room,R13,Apartment 113,R13,Apartment 113
E14,navigation,E14,walkable room grid point,room,R13,Apartment 113,R13,Apartment 113
E16,navigation,E16,hallway grid point,hallway,H03,Hallway 03,,
E18,navigation,E18,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
E19,navigation,E19,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
E20,navigation,E20,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
E21,navigation,E21,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
E23,navigation,E23,hallway grid point,hallway,H02,Hallway 02,,
E8,navigation,E8,walkable room grid point,room,R08,Apartment 109,R08,Apartment 109
E9,navigation,E9,walkable room grid point,room,R08,Apartment 109,R08,Apartment 109
EXIT_A,exit,F1,exterior evacuation exit,exit,,Exit A,,Exit A
EXIT_B,exit,O1,exterior evacuation exit,exit,,Exit B,,Exit B
EXIT_C,exit,X1,exterior evacuation exit,exit,,Exit C,,Exit C
EXIT_D,exit,AG16,exterior evacuation exit,exit,,Exit D,,Exit D
EXIT_E,exit,AA28,exterior evacuation exit,exit,,Exit E,,Exit E
EXIT_F,exit,R28,exterior evacuation exit,exit,,Exit F,,Exit F
EXIT_G,exit,F28,exterior evacuation exit,exit,,Exit G,,Exit G
EXIT_H,exit,A16,exterior evacuation exit,exit,,Exit H,,Exit H
EXIT_STAIRWELL,exit,Q20,stairwell evacuation exit,exit,,Exit Stairwell,R20,Emergency Stairwell / Exit Room
F10.5,navigation,F10.5,hallway grid point,hallway,H03,Hallway 03,,
F12,navigation,F12,hallway grid point,hallway,H03,Hallway 03,,
F13,navigation,F13,hallway grid point,hallway,H03,Hallway 03,,
F14.5,navigation,F14.5,hallway grid point,hallway,H03,Hallway 03,,
F16,navigation,F16,hallway grid point,hallway,H03,Hallway 03,,
F18,navigation,F18,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
F19,navigation,F19,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
F2,navigation,F2,hallway grid point,hallway,H03,Hallway 03,,
F20,navigation,F20,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
F21,navigation,F21,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
F23,navigation,F23,hallway grid point,hallway,H02,Hallway 02,,
F24,navigation,F24,hallway grid point,hallway,H02,Hallway 02,,
F25,navigation,F25,hallway grid point,hallway,H02,Hallway 02,,
F26,navigation,F26,hallway grid point,hallway,H02,Hallway 02,,
F27,navigation,F27,hallway grid point,hallway,H02,Hallway 02,,
F3,navigation,F3,hallway grid point,hallway,H03,Hallway 03,,
F4,navigation,F4,hallway grid point,hallway,H03,Hallway 03,,
F5,navigation,F5,hallway grid point,hallway,H03,Hallway 03,,
F6,navigation,F6,hallway grid point,hallway,H03,Hallway 03,,
F8.5,navigation,F8.5,hallway grid point,hallway,H03,Hallway 03,,
F9,navigation,F9,hallway grid point,hallway,H03,Hallway 03,,
F9.5,navigation,F9.5,hallway grid point,hallway,H03,Hallway 03,,
G16,navigation,G16,hallway grid point,hallway,H03,Hallway 03,,
G18,navigation,G18,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
G19,navigation,G19,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
G21,navigation,G21,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
G23,navigation,G23,hallway grid point,hallway,H02,Hallway 02,,
G6,navigation,G6,hallway grid point,hallway,H03,Hallway 03,,
H10,navigation,H10,walkable room grid point,room,R09,Apartment 111,R09,Apartment 111
H12,navigation,H12,walkable room grid point,room,R14,Apartment 114,R14,Apartment 114
H13,navigation,H13,walkable room grid point,room,R14,Apartment 114,R14,Apartment 114
H14,navigation,H14,walkable room grid point,room,R14,Apartment 114,R14,Apartment 114
H16,navigation,H16,hallway grid point,hallway,H03,Hallway 03,,
H18,navigation,H18,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
H19,navigation,H19,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
H2,navigation,H2,walkable room grid point,room,R02,Apartment 103,R02,Apartment 103
H20,navigation,H20,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
H21,navigation,H21,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
H23,navigation,H23,hallway grid point,hallway,H03,Hallway 03,,
H25,navigation,H25,walkable room grid point,room,R29,Apartment 116,R29,Apartment 116
H26,navigation,H26,walkable room grid point,room,R29,Apartment 116,R29,Apartment 116
H27,navigation,H27,walkable room grid point,room,R29,Apartment 116,R29,Apartment 116
H3,navigation,H3,walkable room grid point,room,R02,Apartment 103,R02,Apartment 103
H4,navigation,H4,walkable room grid point,room,R02,Apartment 103,R02,Apartment 103
H6,navigation,H6,hallway grid point,hallway,H03,Hallway 03,,
H8,navigation,H8,walkable room grid point,room,R09,Apartment 111,R09,Apartment 111
H9,navigation,H9,walkable room grid point,room,R09,Apartment 111,R09,Apartment 111
I10,navigation,I10,walkable room grid point,room,R09,Apartment 111,R09,Apartment 111
I12,navigation,I12,walkable room grid point,room,R14,Apartment 114,R14,Apartment 114
I14,navigation,I14,walkable room grid point,room,R14,Apartment 114,R14,Apartment 114
I16,navigation,I16,hallway grid point,hallway,H03,Hallway 03,,
I18,navigation,I18,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
I19,navigation,I19,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
I2,navigation,I2,walkable room grid point,room,R02,Apartment 103,R02,Apartment 103
I20,navigation,I20,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
I21,navigation,I21,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
I23,navigation,I23,hallway grid point,hallway,H03,Hallway 03,,
I25,navigation,I25,walkable room grid point,room,R29,Apartment 116,R29,Apartment 116
I27,navigation,I27,walkable room grid point,room,R29,Apartment 116,R29,Apartment 116
I4,navigation,I4,walkable room grid point,room,R02,Apartment 103,R02,Apartment 103
I6,navigation,I6,hallway grid point,hallway,H03,Hallway 03,,
I8,navigation,I8,walkable room grid point,room,R09,Apartment 111,R09,Apartment 111
J16,navigation,J16,hallway grid point,hallway,H03,Hallway 03,,
J19,navigation,J19,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
J2,navigation,J2,walkable room grid point,room,R02,Apartment 103,R02,Apartment 103
J20,navigation,J20,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
J21,navigation,J21,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
J23,navigation,J23,hallway grid point,hallway,H03,Hallway 03,,
J25,navigation,J25,walkable room grid point,room,R29,Apartment 116,R29,Apartment 116
J26,navigation,J26,walkable room grid point,room,R29,Apartment 116,R29,Apartment 116
J27,navigation,J27,walkable room grid point,room,R29,Apartment 116,R29,Apartment 116
J3,navigation,J3,walkable room grid point,room,R02,Apartment 103,R02,Apartment 103
J4,navigation,J4,walkable room grid point,room,R02,Apartment 103,R02,Apartment 103
J6,navigation,J6,hallway grid point,hallway,H03,Hallway 03,,
K10.5,navigation,K10.5,hallway grid point,hallway,H03,Hallway 03,,
K11.5,navigation,K11.5,hallway grid point,hallway,H03,Hallway 03,,
K12.5,navigation,K12.5,hallway grid point,hallway,H03,Hallway 03,,
K13.5,navigation,K13.5,hallway grid point,hallway,H03,Hallway 03,,
K15,navigation,K15,hallway grid point,hallway,H03,Hallway 03,,
K16,navigation,K16,hallway grid point,hallway,H03,Hallway 03,,
K17,navigation,K17,hallway grid point,hallway,H03,Hallway 03,,
K18,navigation,K18,hallway grid point,hallway,H03,Hallway 03,,
K19,navigation,K19,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
K20,navigation,K20,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
K21,navigation,K21,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
K23,navigation,K23,hallway grid point,hallway,H03,Hallway 03,,
K6,navigation,K6,hallway grid point,hallway,H03,Hallway 03,,
K7,navigation,K7,hallway grid point,hallway,H03,Hallway 03,,
K8,navigation,K8,hallway grid point,hallway,H03,Hallway 03,,
K9,navigation,K9,hallway grid point,hallway,H03,Hallway 03,,
L18,navigation,L18,hallway grid point,hallway,H03,Hallway 03,,
L19,navigation,L19,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
L2,navigation,L2,walkable room grid point,room,R03,Apartment 106,R03,Apartment 106
L20,navigation,L20,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
L21,navigation,L21,walkable room grid point,room,R36,Communal Kitchen,R36,Communal Kitchen
L23,navigation,L23,hallway grid point,hallway,H03,Hallway 03,,
L25,navigation,L25,walkable room grid point,room,R30,Apartment 118,R30,Apartment 118
L26,navigation,L26,walkable room grid point,room,R30,Apartment 118,R30,Apartment 118
L27,navigation,L27,walkable room grid point,room,R30,Apartment 118,R30,Apartment 118
L4,navigation,L4,walkable room grid point,room,R03,Apartment 106,R03,Apartment 106
L6,navigation,L6,hallway grid point,hallway,H03,Hallway 03,,
M10.25,navigation,M10.25,hallway grid point,hallway,H03,Hallway 03,,
M11.25,navigation,M11.25,hallway grid point,hallway,H03,Hallway 03,,
M12.5,navigation,M12.5,hallway grid point,hallway,H03,Hallway 03,,
M13.5,navigation,M13.5,hallway grid point,hallway,H03,Hallway 03,,
M15,navigation,M15,hallway grid point,hallway,H03,Hallway 03,,
M16,navigation,M16,hallway grid point,hallway,H03,Hallway 03,,
M18,navigation,M18,hallway grid point,hallway,H03,Hallway 03,,
M2,navigation,M2,walkable room grid point,room,R03,Apartment 106,R03,Apartment 106
M23,navigation,M23,hallway grid point,hallway,H03,Hallway 03,,
M25,navigation,M25,walkable room grid point,room,R30,Apartment 118,R30,Apartment 118
M27,navigation,M27,walkable room grid point,room,R30,Apartment 118,R30,Apartment 118
M3,navigation,M3,walkable room grid point,room,R03,Apartment 106,R03,Apartment 106
M4,navigation,M4,walkable room grid point,room,R03,Apartment 106,R03,Apartment 106
M6,navigation,M6,hallway grid point,hallway,H03,Hallway 03,,
M8,navigation,M8,hallway grid point,hallway,H03,Hallway 03,,
M9,navigation,M9,hallway grid point,hallway,H03,Hallway 03,,
N10.25,navigation,N10.25,hallway grid point,hallway,H03,Hallway 03,,
N11.25,navigation,N11.25,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
N12.5,navigation,N12.5,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
N13.5,navigation,N13.5,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
N15,navigation,N15,hallway grid point,hallway,H03,Hallway 03,,
N16,navigation,N16,hallway grid point,hallway,H03,Hallway 03,,
N18,navigation,N18,hallway grid point,hallway,H03,Hallway 03,,
N19,navigation,N19,walkable room grid point,room,R20,Emergency Stairwell / Exit Room,R20,Emergency Stairwell / Exit Room
N20,navigation,N20,walkable room grid point,room,R20,Emergency Stairwell / Exit Room,R20,Emergency Stairwell / Exit Room
N21,navigation,N21,walkable room grid point,room,R20,Emergency Stairwell / Exit Room,R20,Emergency Stairwell / Exit Room
N22,navigation,N22,hallway grid point,hallway,H03,Hallway 03,,
N23,navigation,N23,hallway grid point,hallway,H03,Hallway 03,,
N25,navigation,N25,walkable room grid point,room,R30,Apartment 118,R30,Apartment 118
N26,navigation,N26,walkable room grid point,room,R30,Apartment 118,R30,Apartment 118
N27,navigation,N27,walkable room grid point,room,R30,Apartment 118,R30,Apartment 118
N6,navigation,N6,hallway grid point,hallway,H03,Hallway 03,,
N8,navigation,N8,hallway grid point,hallway,H03,Hallway 03,,
N9,navigation,N9,hallway grid point,hallway,H03,Hallway 03,,
O10.25,navigation,O10.25,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
O11.25,navigation,O11.25,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
O12.5,navigation,O12.5,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
O13.5,navigation,O13.5,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
O15,navigation,O15,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
O16,navigation,O16,hallway grid point,hallway,H03,Hallway 03,,
O18,navigation,O18,hallway grid point,hallway,H03,Hallway 03,,
O2,navigation,O2,hallway grid point,hallway,H03,Hallway 03,,
O22,navigation,O22,hallway grid point,hallway,H03,Hallway 03,,
O23,navigation,O23,hallway grid point,hallway,H03,Hallway 03,,
