i,j,variable_i,variable_j,coefficient
1,25,x_R01_EXIT_B,x_R09_EXIT_B,0.005719217080033291
1,26,x_R01_EXIT_B,x_R09_EXIT_A,0.0022978997196562334
1,27,x_R01_EXIT_B,x_R10_EXIT_C,0.0005744749299140584
1,28,x_R01_EXIT_B,x_R10_EXIT_B,0.0013149092840255114
1,29,x_R01_EXIT_B,x_R10_EXIT_A,0.00045957994393124664
1,30,x_R01_EXIT_B,x_R11_EXIT_C,0.0005744749299140584
1,31,x_R01_EXIT_B,x_R11_EXIT_B,0.0015446992559911346
1,32,x_R01_EXIT_B,x_R11_EXIT_A,0.00068936991589687
1,33,x_R01_EXIT_B,x_R12_EXIT_C,0.0031021646215359145
1,34,x_R01_EXIT_B,x_R12_EXIT_B,0.0032553579361796637
1,35,x_R01_EXIT_B,x_R12_EXIT_A,0.00068936991589687
1,36,x_R01_EXIT_B,x_R13_EXIT_C,0.00413621949538122
1,37,x_R01_EXIT_B,x_R13_EXIT_B,0.004340477248239552
1,38,x_R01_EXIT_B,x_R13_EXIT_A,0.0009191598878624933
1,39,x_R01_EXIT_B,x_R14_EXIT_C,0.0025276896916218575
1,40,x_R01_EXIT_B,x_R14_EXIT_B,0.0010212887642916592
1,42,x_R01_EXIT_B,x_R15_EXIT_C,0.0025276896916218575
1,43,x_R01_EXIT_B,x_R15_EXIT_B,0.0017106586801885293
1,45,x_R01_EXIT_B,x_R16_EXIT_C,0.005055379383243715
1,46,x_R01_EXIT_B,x_R16_EXIT_B,0.0034213173603770586
1,48,x_R01_EXIT_B,x_R17_EXIT_C,0.001953214761707799
1,49,x_R01_EXIT_B,x_R17_EXIT_B,0.00016595942419739463
1,50,x_R01_EXIT_B,x_R17_EXIT_A,0.00068936991589687
1,51,x_R01_EXIT_B,x_R18_EXIT_C,0.005055379383243715
1,52,x_R01_EXIT_B,x_R18_EXIT_B,0.0034213173603770586
1,54,x_R01_EXIT_B,x_R19_EXIT_C,0.005055379383243715
1,55,x_R01_EXIT_B,x_R19_EXIT_B,0.0034213173603770586
1,57,x_R01_EXIT_B,x_R20_EXIT_C,0.005055379383243715
1,58,x_R01_EXIT_B,x_R20_EXIT_B,0.0034213173603770586
1,60,x_R01_EXIT_B,x_R21_EXIT_C,0.005055379383243715
1,61,x_R01_EXIT_B,x_R21_EXIT_B,0.0034213173603770586
1,63,x_R01_EXIT_B,x_R22_EXIT_C,0.005055379383243715
1,64,x_R01_EXIT_B,x_R22_EXIT_B,0.0034213173603770586
1,66,x_R01_EXIT_B,x_R23_EXIT_C,0.005055379383243715
1,67,x_R01_EXIT_B,x_R23_EXIT_B,0.0034213173603770586
1,69,x_R01_EXIT_B,x_R24_EXIT_C,0.022749207224596713
1,70,x_R01_EXIT_B,x_R24_EXIT_B,0.015395928121696762
2,2,x_R01_EXIT_A,x_R01_EXIT_A,-2.1549590253371758
2,4,x_R01_EXIT_A,x_R02_EXIT_B,0.007583069074865568
2,5,x_R01_EXIT_A,x_R02_EXIT_A,0.019110866001807673
2,6,x_R01_EXIT_A,x_R03_EXIT_C,0.0011489498598281167
2,7,x_R01_EXIT_A,x_R03_EXIT_B,0.00137873983179374
2,8,x_R01_EXIT_A,x_R03_EXIT_A,0.005221338807441109
2,9,x_R01_EXIT_A,x_R04_EXIT_C,0.00068936991589687
2,10,x_R01_EXIT_A,x_R04_EXIT_B,0.0011489498598281167
2,11,x_R01_EXIT_A,x_R04_EXIT_A,0.004991548835475484
2,12,x_R01_EXIT_A,x_R05_EXIT_C,0.00068936991589687
2,13,x_R01_EXIT_A,x_R05_EXIT_B,0.0018383197757249866
2,14,x_R01_EXIT_A,x_R05_EXIT_A,0.005680918751372356
2,15,x_R01_EXIT_A,x_R06_EXIT_C,0.00068936991589687
2,16,x_R01_EXIT_A,x_R06_EXIT_B,0.0018383197757249866
2,17,x_R01_EXIT_A,x_R06_EXIT_A,0.005680918751372356
2,18,x_R01_EXIT_A,x_R07_EXIT_C,0.0011489498598281167
2,19,x_R01_EXIT_A,x_R07_EXIT_B,0.00137873983179374
2,20,x_R01_EXIT_A,x_R07_EXIT_A,0.005221338807441109
2,21,x_R01_EXIT_A,x_R08_EXIT_C,0.00068936991589687
2,22,x_R01_EXIT_A,x_R08_EXIT_B,0.0011489498598281167
2,23,x_R01_EXIT_A,x_R08_EXIT_A,0.004991548835475484
2,24,x_R01_EXIT_A,x_R09_EXIT_C,0.00275747966358748
2,25,x_R01_EXIT_A,x_R09_EXIT_B,0.0022978997196562334
2,26,x_R01_EXIT_A,x_R09_EXIT_A,0.009983097670950968
2,27,x_R01_EXIT_A,x_R10_EXIT_C,0.0005744749299140584
2,28,x_R01_EXIT_A,x_R10_EXIT_B,0.00045957994393124664
2,29,x_R01_EXIT_A,x_R10_EXIT_A,0.0023808794317549307
2,30,x_R01_EXIT_A,x_R11_EXIT_C,0.0005744749299140584
2,31,x_R01_EXIT_A,x_R11_EXIT_B,0.00068936991589687
2,32,x_R01_EXIT_A,x_R11_EXIT_A,0.0026106694037205543
2,33,x_R01_EXIT_A,x_R12_EXIT_C,0.0031021646215359145
2,34,x_R01_EXIT_A,x_R12_EXIT_B,0.00068936991589687
2,35,x_R01_EXIT_A,x_R12_EXIT_A,0.006453268379367922
2,36,x_R01_EXIT_A,x_R13_EXIT_C,0.00413621949538122
2,37,x_R01_EXIT_A,x_R13_EXIT_B,0.0009191598878624933
2,38,x_R01_EXIT_A,x_R13_EXIT_A,0.00860435783915723
2,39,x_R01_EXIT_A,x_R14_EXIT_C,0.0029872696355531044
2,41,x_R01_EXIT_A,x_R14_EXIT_A,0.003383019031716121
2,42,x_R01_EXIT_A,x_R15_EXIT_C,0.0029872696355531044
2,43,x_R01_EXIT_A,x_R15_EXIT_B,0.00045957994393124664
2,44,x_R01_EXIT_A,x_R15_EXIT_A,0.003383019031716121
2,45,x_R01_EXIT_A,x_R16_EXIT_C,0.005055379383243715
2,47,x_R01_EXIT_A,x_R16_EXIT_A,0.007685197951294737
2,48,x_R01_EXIT_A,x_R17_EXIT_C,0.0012638448458109288
2,50,x_R01_EXIT_A,x_R17_EXIT_A,0.0019212994878236842
2,51,x_R01_EXIT_A,x_R18_EXIT_C,0.006893699158968703
2,52,x_R01_EXIT_A,x_R18_EXIT_B,0.0018383197757249866
2,53,x_R01_EXIT_A,x_R18_EXIT_A,0.005183040478780172
2,54,x_R01_EXIT_A,x_R19_EXIT_C,0.00735327910289995
2,55,x_R01_EXIT_A,x_R19_EXIT_B,0.0022978997196562334
2,56,x_R01_EXIT_A,x_R19_EXIT_A,0.005387298231638503
2,57,x_R01_EXIT_A,x_R20_EXIT_C,0.011438434160066586
2,58,x_R01_EXIT_A,x_R20_EXIT_B,0.00638305477682287
2,59,x_R01_EXIT_A,x_R20_EXIT_A,0.00031915273884114355
2,60,x_R01_EXIT_A,x_R21_EXIT_C,0.011438434160066586
2,61,x_R01_EXIT_A,x_R21_EXIT_B,0.00638305477682287
2,62,x_R01_EXIT_A,x_R21_EXIT_A,0.0010978854216135338
2,63,x_R01_EXIT_A,x_R22_EXIT_C,0.011438434160066586
2,64,x_R01_EXIT_A,x_R22_EXIT_B,0.00638305477682287
2,65,x_R01_EXIT_A,x_R22_EXIT_A,0.00031915273884114355
2,66,x_R01_EXIT_A,x_R23_EXIT_C,0.011438434160066586
2,67,x_R01_EXIT_A,x_R23_EXIT_B,0.00638305477682287
2,68,x_R01_EXIT_A,x_R23_EXIT_A,0.0010978854216135338
2,69,x_R01_EXIT_A,x_R24_EXIT_C,0.055896410680637866
2,70,x_R01_EXIT_A,x_R24_EXIT_B,0.03314720345604117
2,71,x_R01_EXIT_A,x_R24_EXIT_A,0.0014361873247851458
3,3,x_R02_EXIT_C,x_R02_EXIT_C,-2.194535267243389
3,4,x_R02_EXIT_C,x_R02_EXIT_B,4.438399427444387
3,5,x_R02_EXIT_C,x_R02_EXIT_A,4.438399427444387
3,6,x_R02_EXIT_C,x_R03_EXIT_C,0.0006638376967895785
3,9,x_R02_EXIT_C,x_R04_EXIT_C,0.0006638376967895785
3,12,x_R02_EXIT_C,x_R05_EXIT_C,0.0006638376967895785
3,15,x_R02_EXIT_C,x_R06_EXIT_C,0.0006638376967895785
3,18,x_R02_EXIT_C,x_R07_EXIT_C,0.0006638376967895785
3,21,x_R02_EXIT_C,x_R08_EXIT_C,0.0006638376967895785
3,24,x_R02_EXIT_C,x_R09_EXIT_C,0.001327675393579157
3,27,x_R02_EXIT_C,x_R10_EXIT_C,0.00033191884839478927
3,30,x_R02_EXIT_C,x_R11_EXIT_C,0.00033191884839478927
3,33,x_R02_EXIT_C,x_R12_EXIT_C,0.000995756545184368
3,36,x_R02_EXIT_C,x_R13_EXIT_C,0.001327675393579157
3,39,x_R02_EXIT_C,x_R14_EXIT_C,0.0006638376967895785
3,42,x_R02_EXIT_C,x_R15_EXIT_C,0.0006638376967895785
3,45,x_R02_EXIT_C,x_R16_EXIT_C,0.001327675393579157
3,48,x_R02_EXIT_C,x_R17_EXIT_C,0.00033191884839478927
3,51,x_R02_EXIT_C,x_R18_EXIT_C,0.001327675393579157
3,54,x_R02_EXIT_C,x_R19_EXIT_C,0.001327675393579157
3,57,x_R02_EXIT_C,x_R20_EXIT_C,0.001327675393579157
3,60,x_R02_EXIT_C,x_R21_EXIT_C,0.001327675393579157
3,63,x_R02_EXIT_C,x_R22_EXIT_C,0.001327675393579157
3,66,x_R02_EXIT_C,x_R23_EXIT_C,0.001327675393579157
3,69,x_R02_EXIT_C,x_R24_EXIT_C,0.005974539271106207
4,4,x_R02_EXIT_B,x_R02_EXIT_B,-2.1538674899545383
4,5,x_R02_EXIT_B,x_R02_EXIT_A,4.453565565594118
4,6,x_R02_EXIT_B,x_R03_EXIT_C,0.0022978997196562334
4,7,x_R02_EXIT_B,x_R03_EXIT_B,0.0061787970239645384
4,8,x_R02_EXIT_B,x_R03_EXIT_A,0.00275747966358748
4,9,x_R02_EXIT_B,x_R04_EXIT_C,0.00137873983179374
4,10,x_R02_EXIT_B,x_R04_EXIT_B,0.005719217080033291
4,11,x_R02_EXIT_B,x_R04_EXIT_A,0.0022978997196562334
4,12,x_R02_EXIT_B,x_R05_EXIT_C,0.00137873983179374
4,13,x_R02_EXIT_B,x_R05_EXIT_B,0.007097956911827033
4,14,x_R02_EXIT_B,x_R05_EXIT_A,0.003676639551449973
4,15,x_R02_EXIT_B,x_R06_EXIT_C,0.00137873983179374
4,16,x_R02_EXIT_B,x_R06_EXIT_B,0.007097956911827033
4,17,x_R02_EXIT_B,x_R06_EXIT_A,0.003676639551449973
4,18,x_R02_EXIT_B,x_R07_EXIT_C,0.0022978997196562334
4,19,x_R02_EXIT_B,x_R07_EXIT_B,0.0061787970239645384
4,20,x_R02_EXIT_B,x_R07_EXIT_A,0.00275747966358748
4,21,x_R02_EXIT_B,x_R08_EXIT_C,0.00137873983179374
4,22,x_R02_EXIT_B,x_R08_EXIT_B,0.005719217080033291
4,23,x_R02_EXIT_B,x_R08_EXIT_A,0.0022978997196562334
4,24,x_R02_EXIT_B,x_R09_EXIT_C,0.00551495932717496
4,25,x_R02_EXIT_B,x_R09_EXIT_B,0.011438434160066582
4,26,x_R02_EXIT_B,x_R09_EXIT_A,0.004595799439312467
4,27,x_R02_EXIT_B,x_R10_EXIT_C,0.0011489498598281167
4,28,x_R02_EXIT_B,x_R10_EXIT_B,0.002629818568051023
4,29,x_R02_EXIT_B,x_R10_EXIT_A,0.0009191598878624933
4,30,x_R02_EXIT_B,x_R11_EXIT_C,0.0011489498598281167
4,31,x_R02_EXIT_B,x_R11_EXIT_B,0.0030893985119822692
4,32,x_R02_EXIT_B,x_R11_EXIT_A,0.00137873983179374
4,33,x_R02_EXIT_B,x_R12_EXIT_C,0.006204329243071829
4,34,x_R02_EXIT_B,x_R12_EXIT_B,0.006510715872359327
4,35,x_R02_EXIT_B,x_R12_EXIT_A,0.00137873983179374
4,36,x_R02_EXIT_B,x_R13_EXIT_C,0.00827243899076244
4,37,x_R02_EXIT_B,x_R13_EXIT_B,0.008680954496479104
4,38,x_R02_EXIT_B,x_R13_EXIT_A,0.0018383197757249866
4,39,x_R02_EXIT_B,x_R14_EXIT_C,0.005055379383243715
4,40,x_R02_EXIT_B,x_R14_EXIT_B,0.0020425775285833185
4,42,x_R02_EXIT_B,x_R15_EXIT_C,0.005055379383243715
4,43,x_R02_EXIT_B,x_R15_EXIT_B,0.0034213173603770586
4,45,x_R02_EXIT_B,x_R16_EXIT_C,0.01011075876648743
4,46,x_R02_EXIT_B,x_R16_EXIT_B,0.006842634720754117
4,48,x_R02_EXIT_B,x_R17_EXIT_C,0.003906429523415598
4,49,x_R02_EXIT_B,x_R17_EXIT_B,0.00033191884839478927
4,50,x_R02_EXIT_B,x_R17_EXIT_A,0.00137873983179374
4,51,x_R02_EXIT_B,x_R18_EXIT_C,0.01011075876648743
4,52,x_R02_EXIT_B,x_R18_EXIT_B,0.006842634720754117
4,54,x_R02_EXIT_B,x_R19_EXIT_C,0.01011075876648743
4,55,x_R02_EXIT_B,x_R19_EXIT_B,0.006842634720754117
4,57,x_R02_EXIT_B,x_R20_EXIT_C,0.01011075876648743
4,58,x_R02_EXIT_B,x_R20_EXIT_B,0.006842634720754117
4,60,x_R02_EXIT_B,x_R21_EXIT_C,0.01011075876648743
4,61,x_R02_EXIT_B,x_R21_EXIT_B,0.006842634720754117
4,63,x_R02_EXIT_B,x_R22_EXIT_C,0.01011075876648743
4,64,x_R02_EXIT_B,x_R22_EXIT_B,0.006842634720754117
4,66,x_R02_EXIT_B,x_R23_EXIT_C,0.01011075876648743
4,67,x_R02_EXIT_B,x_R23_EXIT_B,0.006842634720754117
4,69,x_R02_EXIT_B,x_R24_EXIT_C,0.045498414449193426
4,70,x_R02_EXIT_B,x_R24_EXIT_B,0.030791856243393523
5,5,x_R02_EXIT_A,x_R02_EXIT_A,-2.136828842333381
5,6,x_R02_EXIT_A,x_R03_EXIT_C,0.0022978997196562334
5,7,x_R02_EXIT_A,x_R03_EXIT_B,0.00275747966358748
5,8,x_R02_EXIT_A,x_R03_EXIT_A,0.010442677614882217
5,9,x_R02_EXIT_A,x_R04_EXIT_C,0.00137873983179374
5,10,x_R02_EXIT_A,x_R04_EXIT_B,0.0022978997196562334
5,11,x_R02_EXIT_A,x_R04_EXIT_A,0.009983097670950968
5,12,x_R02_EXIT_A,x_R05_EXIT_C,0.00137873983179374
5,13,x_R02_EXIT_A,x_R05_EXIT_B,0.003676639551449973
5,14,x_R02_EXIT_A,x_R05_EXIT_A,0.011361837502744712
5,15,x_R02_EXIT_A,x_R06_EXIT_C,0.00137873983179374
5,16,x_R02_EXIT_A,x_R06_EXIT_B,0.003676639551449973
5,17,x_R02_EXIT_A,x_R06_EXIT_A,0.011361837502744712
5,18,x_R02_EXIT_A,x_R07_EXIT_C,0.0022978997196562334
5,19,x_R02_EXIT_A,x_R07_EXIT_B,0.00275747966358748
5,20,x_R02_EXIT_A,x_R07_EXIT_A,0.010442677614882217
5,21,x_R02_EXIT_A,x_R08_EXIT_C,0.00137873983179374
5,22,x_R02_EXIT_A,x_R08_EXIT_B,0.0022978997196562334
5,23,x_R02_EXIT_A,x_R08_EXIT_A,0.009983097670950968
5,24,x_R02_EXIT_A,x_R09_EXIT_C,0.00551495932717496
5,25,x_R02_EXIT_A,x_R09_EXIT_B,0.004595799439312467
5,26,x_R02_EXIT_A,x_R09_EXIT_A,0.019966195341901936
5,27,x_R02_EXIT_A,x_R10_EXIT_C,0.0011489498598281167
5,28,x_R02_EXIT_A,x_R10_EXIT_B,0.0009191598878624933
5,29,x_R02_EXIT_A,x_R10_EXIT_A,0.004761758863509861
5,30,x_R02_EXIT_A,x_R11_EXIT_C,0.0011489498598281167
5,31,x_R02_EXIT_A,x_R11_EXIT_B,0.00137873983179374
5,32,x_R02_EXIT_A,x_R11_EXIT_A,0.005221338807441109
5,33,x_R02_EXIT_A,x_R12_EXIT_C,0.006204329243071829
5,34,x_R02_EXIT_A,x_R12_EXIT_B,0.00137873983179374
5,35,x_R02_EXIT_A,x_R12_EXIT_A,0.012906536758735845
5,36,x_R02_EXIT_A,x_R13_EXIT_C,0.00827243899076244
5,37,x_R02_EXIT_A,x_R13_EXIT_B,0.0018383197757249866
5,38,x_R02_EXIT_A,x_R13_EXIT_A,0.01720871567831446
5,39,x_R02_EXIT_A,x_R14_EXIT_C,0.005974539271106209
5,41,x_R02_EXIT_A,x_R14_EXIT_A,0.006766038063432242
5,42,x_R02_EXIT_A,x_R15_EXIT_C,0.005974539271106209
5,43,x_R02_EXIT_A,x_R15_EXIT_B,0.0009191598878624933
5,44,x_R02_EXIT_A,x_R15_EXIT_A,0.006766038063432242
5,45,x_R02_EXIT_A,x_R16_EXIT_C,0.01011075876648743
5,47,x_R02_EXIT_A,x_R16_EXIT_A,0.015370395902589474
5,48,x_R02_EXIT_A,x_R17_EXIT_C,0.0025276896916218575
5,50,x_R02_EXIT_A,x_R17_EXIT_A,0.0038425989756473685
5,51,x_R02_EXIT_A,x_R18_EXIT_C,0.013787398317937407
5,52,x_R02_EXIT_A,x_R18_EXIT_B,0.003676639551449973
5,53,x_R02_EXIT_A,x_R18_EXIT_A,0.010366080957560343
5,54,x_R02_EXIT_A,x_R19_EXIT_C,0.0147065582057999
5,55,x_R02_EXIT_A,x_R19_EXIT_B,0.004595799439312467
5,56,x_R02_EXIT_A,x_R19_EXIT_A,0.010774596463277006
5,57,x_R02_EXIT_A,x_R20_EXIT_C,0.02287686832013317
5,58,x_R02_EXIT_A,x_R20_EXIT_B,0.01276610955364574
5,59,x_R02_EXIT_A,x_R20_EXIT_A,0.0006383054776822871
5,60,x_R02_EXIT_A,x_R21_EXIT_C,0.02287686832013317
5,61,x_R02_EXIT_A,x_R21_EXIT_B,0.01276610955364574
5,62,x_R02_EXIT_A,x_R21_EXIT_A,0.0021957708432270677
5,63,x_R02_EXIT_A,x_R22_EXIT_C,0.02287686832013317
5,64,x_R02_EXIT_A,x_R22_EXIT_B,0.01276610955364574
5,65,x_R02_EXIT_A,x_R22_EXIT_A,0.0006383054776822871
5,66,x_R02_EXIT_A,x_R23_EXIT_C,0.02287686832013317
5,67,x_R02_EXIT_A,x_R23_EXIT_B,0.01276610955364574
5,68,x_R02_EXIT_A,x_R23_EXIT_A,0.0021957708432270677
5,69,x_R02_EXIT_A,x_R24_EXIT_C,0.11179282136127573
5,70,x_R02_EXIT_A,x_R24_EXIT_B,0.06629440691208234
5,71,x_R02_EXIT_A,x_R24_EXIT_A,0.0028723746495702917
6,6,x_R03_EXIT_C,x_R03_EXIT_C,-2.184417993358922
6,7,x_R03_EXIT_C,x_R03_EXIT_B,4.428135475363256
6,8,x_R03_EXIT_C,x_R03_EXIT_A,4.428135475363256
6,9,x_R03_EXIT_C,x_R04_EXIT_C,0.0006808591761944396
6,12,x_R03_EXIT_C,x_R05_EXIT_C,0.0006808591761944396
6,13,x_R03_EXIT_C,x_R05_EXIT_B,0.00030638662928749783
6,14,x_R03_EXIT_C,x_R05_EXIT_A,0.00030638662928749783
6,15,x_R03_EXIT_C,x_R06_EXIT_C,0.0006808591761944396
6,16,x_R03_EXIT_C,x_R06_EXIT_B,0.00030638662928749783
6,17,x_R03_EXIT_C,x_R06_EXIT_A,0.00030638662928749783
6,18,x_R03_EXIT_C,x_R07_EXIT_C,0.001753212378700682
6,19,x_R03_EXIT_C,x_R07_EXIT_B,0.0007659665732187446
6,20,x_R03_EXIT_C,x_R07_EXIT_A,0.0007659665732187446
6,21,x_R03_EXIT_C,x_R08_EXIT_C,0.0006808591761944396
6,24,x_R03_EXIT_C,x_R09_EXIT_C,0.0019744916109638746
6,27,x_R03_EXIT_C,x_R10_EXIT_C,0.000723412874706592
6,30,x_R03_EXIT_C,x_R11_EXIT_C,0.000876606189350341
6,31,x_R03_EXIT_C,x_R11_EXIT_B,0.0003829832866093723
6,32,x_R03_EXIT_C,x_R11_EXIT_A,0.0003829832866093723
6,33,x_R03_EXIT_C,x_R12_EXIT_C,0.0014808687082229059
6,36,x_R03_EXIT_C,x_R13_EXIT_C,0.0019744916109638746
6,39,x_R03_EXIT_C,x_R14_EXIT_C,0.0009872458054819373
6,42,x_R03_EXIT_C,x_R15_EXIT_C,0.0009872458054819373
6,45,x_R03_EXIT_C,x_R16_EXIT_C,0.0019744916109638746
6,48,x_R03_EXIT_C,x_R17_EXIT_C,0.0004936229027409687
6,51,x_R03_EXIT_C,x_R18_EXIT_C,0.0019744916109638746
6,54,x_R03_EXIT_C,x_R19_EXIT_C,0.0019744916109638746
6,57,x_R03_EXIT_C,x_R20_EXIT_C,0.0019744916109638746
6,60,x_R03_EXIT_C,x_R21_EXIT_C,0.0019744916109638746
6,63,x_R03_EXIT_C,x_R22_EXIT_C,0.0019744916109638746
6,66,x_R03_EXIT_C,x_R23_EXIT_C,0.0019744916109638746
6,69,x_R03_EXIT_C,x_R24_EXIT_C,0.008885212249337438
7,7,x_R03_EXIT_B,x_R03_EXIT_B,-2.1719618508147147
7,8,x_R03_EXIT_B,x_R03_EXIT_A,4.429054635251118
7,10,x_R03_EXIT_B,x_R04_EXIT_B,0.0019064056933444306
7,11,x_R03_EXIT_B,x_R04_EXIT_A,0.0007659665732187446
7,13,x_R03_EXIT_B,x_R05_EXIT_B,0.0020595990079881796
7,14,x_R03_EXIT_B,x_R05_EXIT_A,0.0009191598878624935
7,16,x_R03_EXIT_B,x_R06_EXIT_B,0.0020595990079881796
7,17,x_R03_EXIT_B,x_R06_EXIT_A,0.0009191598878624935
7,18,x_R03_EXIT_B,x_R07_EXIT_C,0.0007659665732187446
7,19,x_R03_EXIT_B,x_R07_EXIT_B,0.002825565581206924
7,20,x_R03_EXIT_B,x_R07_EXIT_A,0.001685126461081238
7,22,x_R03_EXIT_B,x_R08_EXIT_B,0.0019064056933444306
7,23,x_R03_EXIT_B,x_R08_EXIT_A,0.0007659665732187446
7,24,x_R03_EXIT_B,x_R09_EXIT_C,0.00030638662928749783
7,25,x_R03_EXIT_B,x_R09_EXIT_B,0.003812811386688861
7,26,x_R03_EXIT_B,x_R09_EXIT_A,0.0015319331464374892
7,27,x_R03_EXIT_B,x_R10_EXIT_C,0.00022978997196562338
7,28,x_R03_EXIT_B,x_R10_EXIT_B,0.000876606189350341
7,29,x_R03_EXIT_B,x_R10_EXIT_A,0.00030638662928749783
7,30,x_R03_EXIT_B,x_R11_EXIT_C,0.0003829832866093723
7,31,x_R03_EXIT_B,x_R11_EXIT_B,0.001412782790603462
7,32,x_R03_EXIT_B,x_R11_EXIT_A,0.000842563230540619
7,33,x_R03_EXIT_B,x_R12_EXIT_C,0.0009191598878624933
7,34,x_R03_EXIT_B,x_R12_EXIT_B,0.002170238624119776
7,35,x_R03_EXIT_B,x_R12_EXIT_A,0.00045957994393124664
7,36,x_R03_EXIT_B,x_R13_EXIT_C,0.0012255465171499913
7,37,x_R03_EXIT_B,x_R13_EXIT_B,0.0028936514988263684
7,38,x_R03_EXIT_B,x_R13_EXIT_A,0.0006127732585749957
7,39,x_R03_EXIT_B,x_R14_EXIT_C,0.0009191598878624935
7,40,x_R03_EXIT_B,x_R14_EXIT_B,0.0006808591761944396
7,42,x_R03_EXIT_B,x_R15_EXIT_C,0.0009191598878624935
7,43,x_R03_EXIT_B,x_R15_EXIT_B,0.0011404391201256863
7,45,x_R03_EXIT_B,x_R16_EXIT_C,0.001838319775724987
7,46,x_R03_EXIT_B,x_R16_EXIT_B,0.0022808782402513727
7,48,x_R03_EXIT_B,x_R17_EXIT_C,0.0009191598878624933
7,49,x_R03_EXIT_B,x_R17_EXIT_B,0.00011063961613159644
7,50,x_R03_EXIT_B,x_R17_EXIT_A,0.00045957994393124675
7,51,x_R03_EXIT_B,x_R18_EXIT_C,0.001838319775724987
7,52,x_R03_EXIT_B,x_R18_EXIT_B,0.0022808782402513727
7,54,x_R03_EXIT_B,x_R19_EXIT_C,0.001838319775724987
7,55,x_R03_EXIT_B,x_R19_EXIT_B,0.0022808782402513727
