room_id,room_name,primary_exit,sequence_index,node_id,node_type,grid_position
R07,Room 07,EXIT_B,2,C6,navigation,H3
R07,Room 07,EXIT_B,3,C7,navigation,I3
R07,Room 07,EXIT_B,4,C8,navigation,J3
R07,Room 07,EXIT_B,5,C9,navigation,K3
R07,Room 07,EXIT_B,6,C10,navigation,L3
R07,Room 07,EXIT_B,7,EXIT_B,exit,L2.5
R08,Room 08,EXIT_B,0,START_R08,room_start,I1
R08,Room 08,EXIT_B,1,DOOR_08,door,I2
R08,Room 08,EXIT_B,2,C7,navigation,I3
R08,Room 08,EXIT_B,3,C8,navigation,J3
R08,Room 08,EXIT_B,4,C9,navigation,K3
R08,Room 08,EXIT_B,5,C10,navigation,L3
R08,Room 08,EXIT_B,6,EXIT_B,exit,L2.5
R09,Room 09,EXIT_B,0,START_R09,room_start,J5
R09,Room 09,EXIT_B,1,DOOR_09,door,J4
R09,Room 09,EXIT_B,2,C8,navigation,J3
R09,Room 09,EXIT_B,3,C9,navigation,K3
R09,Room 09,EXIT_B,4,C10,navigation,L3
R09,Room 09,EXIT_B,5,EXIT_B,exit,L2.5
R10,Room 10,EXIT_B,0,START_R10,room_start,K1
R10,Room 10,EXIT_B,1,DOOR_10,door,K2
R10,Room 10,EXIT_B,2,C9,navigation,K3
R10,Room 10,EXIT_B,3,C10,navigation,L3
R10,Room 10,EXIT_B,4,EXIT_B,exit,L2.5
R11,Room 11,EXIT_B,0,START_R11,room_start,L5
R11,Room 11,EXIT_B,1,DOOR_11,door,L4
R11,Room 11,EXIT_B,2,C10,navigation,L3
R11,Room 11,EXIT_B,3,EXIT_B,exit,L2.5
R12,Room 12,EXIT_B,0,START_R12,room_start,M1
R12,Room 12,EXIT_B,1,DOOR_12,door,M2
R12,Room 12,EXIT_B,2,C11,navigation,M3
R12,Room 12,EXIT_B,3,C10,navigation,L3
R12,Room 12,EXIT_B,4,EXIT_B,exit,L2.5
R13,Room 13,EXIT_B,0,START_R13,room_start,N5
R13,Room 13,EXIT_B,1,DOOR_13,door,N4
R13,Room 13,EXIT_B,2,C12,navigation,N3
R13,Room 13,EXIT_B,3,C11,navigation,M3
R13,Room 13,EXIT_B,4,C10,navigation,L3
R13,Room 13,EXIT_B,5,EXIT_B,exit,L2.5
R14,Room 14,EXIT_B,0,START_R14,room_start,O1
R14,Room 14,EXIT_B,1,DOOR_14,door,O2
R14,Room 14,EXIT_B,2,C13,navigation,O3
R14,Room 14,EXIT_B,3,C12,navigation,N3
R14,Room 14,EXIT_B,4,C11,navigation,M3
R14,Room 14,EXIT_B,5,C10,navigation,L3
R14,Room 14,EXIT_B,6,EXIT_B,exit,L2.5
R15,Room 15,EXIT_B,0,START_R15,room_start,P5
R15,Room 15,EXIT_B,1,DOOR_15,door,P4
R15,Room 15,EXIT_B,2,C14,navigation,P3
R15,Room 15,EXIT_B,3,C13,navigation,O3
R15,Room 15,EXIT_B,4,C12,navigation,N3
R15,Room 15,EXIT_B,5,C11,navigation,M3
R15,Room 15,EXIT_B,6,C10,navigation,L3
R15,Room 15,EXIT_B,7,EXIT_B,exit,L2.5
R16,Room 16,EXIT_C,0,START_R16,room_start,Q1
R16,Room 16,EXIT_C,1,DOOR_16,door,Q2
R16,Room 16,EXIT_C,2,C15,navigation,Q3
R16,Room 16,EXIT_C,3,C16,navigation,R3
R16,Room 16,EXIT_C,4,C17,navigation,S3
R16,Room 16,EXIT_C,5,C18,navigation,T3
R16,Room 16,EXIT_C,6,C19,navigation,U3
R16,Room 16,EXIT_C,7,EXIT_C,exit,U2.5
R17,Room 17,EXIT_C,0,START_R17,room_start,R5
R17,Room 17,EXIT_C,1,DOOR_17,door,R4
R17,Room 17,EXIT_C,2,C16,navigation,R3
R17,Room 17,EXIT_C,3,C17,navigation,S3
R17,Room 17,EXIT_C,4,C18,navigation,T3
R17,Room 17,EXIT_C,5,C19,navigation,U3
R17,Room 17,EXIT_C,6,EXIT_C,exit,U2.5
R18,Room 18,EXIT_C,0,START_R18,room_start,S1
R18,Room 18,EXIT_C,1,DOOR_18,door,S2
R18,Room 18,EXIT_C,2,C17,navigation,S3
R18,Room 18,EXIT_C,3,C18,navigation,T3
R18,Room 18,EXIT_C,4,C19,navigation,U3
R18,Room 18,EXIT_C,5,EXIT_C,exit,U2.5
R19,Room 19,EXIT_C,0,START_R19,room_start,T5
R19,Room 19,EXIT_C,1,DOOR_19,door,T4
R19,Room 19,EXIT_C,2,C18,navigation,T3
R19,Room 19,EXIT_C,3,C19,navigation,U3
R19,Room 19,EXIT_C,4,EXIT_C,exit,U2.5
R20,Room 20,EXIT_C,0,START_R20,room_start,U1
R20,Room 20,EXIT_C,1,DOOR_20,door,U2
R20,Room 20,EXIT_C,2,C19,navigation,U3
R20,Room 20,EXIT_C,3,EXIT_C,exit,U2.5
