source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
C5,DOOR_06,door_to_hallway,1.0,3.0,30.0,22,1,0.7333333333333333,73.33333333333333,False
START_R06,DOOR_06,room_start,1.0,3.0,30.0,22,1,0.7333333333333333,73.33333333333333,False
C12,C13,navigation,1.0,4.0,40.0,29,2,0.725,72.5,False
C3,DOOR_04,door_to_hallway,1.0,3.0,30.0,21,1,0.7,70.0,False
C16,DOOR_17,door_to_hallway,1.0,2.0,20.0,14,1,0.7,70.0,False
START_R11,DOOR_11,room_start,1.0,2.0,20.0,14,1,0.7,70.0,False
C12,DOOR_13,door_to_hallway,1.0,2.0,20.0,13,1,0.65,65.0,False
C9,DOOR_10,door_to_hallway,1.0,3.0,30.0,19,1,0.6333333333333333,63.33333333333333,False
C13,C14,navigation,1.0,3.0,30.0,19,1,0.6333333333333333,63.33333333333333,False
C14,DOOR_15,door_to_hallway,1.0,3.0,30.0,19,1,0.6333333333333333,63.33333333333333,False
START_R10,DOOR_10,room_start,1.0,3.0,30.0,19,1,0.6333333333333333,63.33333333333333,False
START_R15,DOOR_15,room_start,1.0,3.0,30.0,19,1,0.6333333333333333,63.33333333333333,False
C15,C16,navigation,1.0,4.0,40.0,25,1,0.625,62.5,False
C18,DOOR_19,door_to_hallway,1.0,3.0,30.0,18,1,0.6,60.0,False
START_R18,DOOR_18,room_start,1.0,3.0,30.0,18,1,0.6,60.0,False
C13,DOOR_14,door_to_hallway,1.0,2.0,20.0,10,1,0.5,50.0,False
C8,C9,navigation,1.0,5.0,50.0,24,3,0.48,48.0,False
C10,DOOR_11,door_to_hallway,1.0,3.0,30.0,14,1,0.4666666666666667,46.666666666666664,False
START_R17,DOOR_17,room_start,1.0,3.0,30.0,14,1,0.4666666666666667,46.666666666666664,False
C7,DOOR_08,door_to_hallway,1.0,2.0,20.0,9,1,0.45,45.0,False
START_R08,DOOR_08,room_start,1.0,2.0,20.0,9,1,0.45,45.0,False
C11,DOOR_12,door_to_hallway,1.0,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
START_R12,DOOR_12,room_start,1.0,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
START_R13,DOOR_13,room_start,1.0,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
C7,C8,navigation,1.0,4.0,40.0,16,2,0.4,40.0,False
C8,DOOR_09,door_to_hallway,1.0,2.0,20.0,8,1,0.4,40.0,False
C2,DOOR_03,door_to_hallway,1.0,3.0,30.0,11,1,0.36666666666666664,36.666666666666664,False
START_R03,DOOR_03,room_start,1.0,3.0,30.0,11,1,0.36666666666666664,36.666666666666664,False
START_R07,DOOR_07,room_start,1.0,2.0,20.0,7,1,0.35,35.0,False
START_R14,DOOR_14,room_start,1.0,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
C19,DOOR_20,door_to_hallway,1.0,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
START_R09,DOOR_09,room_start,1.0,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
START_R20,DOOR_20,room_start,1.0,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
C6,DOOR_07,door_to_hallway,1.0,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
C6,C7,navigation,1.0,4.0,40.0,7,1,0.175,17.5,False
C5,C6,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C14,C15,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C19,C20,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C20,C21,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C21,C22,navigation,1.0,5.0,50.0,0,0,0.0,0.0,False
C22,C23,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C23,C24,navigation,1.0,5.0,50.0,0,0,0.0,0.0,False
C24,C25,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C25,C26,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C26,C27,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C27,C28,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C28,C29,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C29,EXIT_D,exit,1.0,5.0,50.0,0,0,0.0,0.0,False
