edge_id,source,target,edge_type,distance,capacity_units,effective_capacity_people,selected_load_people,utilization,utilization_percent,over_capacity,overload_ratio,congestion_cost,overload_cost
E126:K14--L14,K14,L14,navigation,1.0,3.0,30.0,25.0,0.8333333333333334,83.33333333333334,False,0.0,3.4722222222222228,0.0
E138:L2--L3,L2,L3,navigation,1.0,3.0,30.0,25.0,0.8333333333333334,83.33333333333334,False,0.0,3.4722222222222228,0.0
E139:L2--M2,L2,M2,navigation,1.0,3.0,30.0,25.0,0.8333333333333334,83.33333333333334,False,0.0,3.4722222222222228,0.0
E140:L3--M3,L3,M3,navigation,1.0,3.0,30.0,25.0,0.8333333333333334,83.33333333333334,False,0.0,3.4722222222222228,0.0
E145:M3--M4,M3,M4,navigation,1.0,3.0,30.0,25.0,0.8333333333333334,83.33333333333334,False,0.0,3.4722222222222228,0.0
E150:N14--P14,N14,P14,navigation,1.0,3.0,30.0,25.0,0.8333333333333334,83.33333333333334,False,0.0,3.4722222222222228,0.0
E161:P14--Q14,P14,Q14,navigation,1.0,3.0,30.0,25.0,0.8333333333333334,83.33333333333334,False,0.0,3.4722222222222228,0.0
E163:P2--P3,P2,P3,navigation,1.0,3.0,30.0,25.0,0.8333333333333334,83.33333333333334,False,0.0,3.4722222222222228,0.0
E165:P3--Q3,P3,Q3,navigation,1.0,3.0,30.0,25.0,0.8333333333333334,83.33333333333334,False,0.0,3.4722222222222228,0.0
E180:Q7--Q8,Q7,Q8,navigation,1.0,3.0,30.0,25.0,0.8333333333333334,83.33333333333334,False,0.0,3.4722222222222228,0.0
E053:D2--START_R01,D2,START_R01,room_start,1.0,4.0,40.0,25.0,0.625,62.5,False,0.0,1.953125,0.0
E060:D7--START_R04,D7,START_R04,room_start,1.0,4.0,40.0,25.0,0.625,62.5,False,0.0,1.953125,0.0
E171:Q14--START_R08,Q14,START_R08,room_start,1.0,4.0,40.0,25.0,0.625,62.5,False,0.0,1.953125,0.0
E175:Q3--START_R03,Q3,START_R03,room_start,1.0,4.0,40.0,25.0,0.625,62.5,False,0.0,1.953125,0.0
E243:START_R06--E14,START_R06,E14,room_start,1.0,4.0,40.0,25.0,0.625,62.5,False,0.0,1.953125,0.0
E244:START_R05--Q8,START_R05,Q8,room_start,1.0,4.0,40.0,25.0,0.625,62.5,False,0.0,1.953125,0.0
E227:START_R07--K14,START_R07,K14,room_start,0.5,4.0,40.0,10.0,0.25,25.0,False,0.0,0.3125,0.0
E115:J2--J3,J2,J3,navigation,1.0,3.0,30.0,4.0,0.13333333333333333,13.333333333333334,False,0.0,0.08888888888888889,0.0
E117:J3--START_R02,J3,START_R02,room_start,1.0,4.0,40.0,4.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E001:B10--B11,B10,B11,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E002:B10--B9,B10,B9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E003:B10--C10,B10,C10,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E004:B11--C11,B11,C11,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E005:B13--B14,B13,B14,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E006:B13--C13,B13,C13,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E007:B14--B15,B14,B15,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E008:B14--C14,B14,C14,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E009:B15--C15,B15,C15,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E010:B2--B3,B2,B3,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E011:B2--C2,B2,C2,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E012:B3--B4,B3,B4,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E013:B3--C3,B3,C3,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E014:B4--C4,B4,C4,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E015:B6--B7,B6,B7,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E016:B6--C6,B6,C6,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E017:B7--B8,B7,B8,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E018:B7--C7,B7,C7,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E019:B8--B9,B8,B9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E020:B8--C8,B8,C8,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E021:B9--C9,B9,C9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E022:C10--C11,C10,C11,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E023:C10--C9,C10,C9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E024:C10--D10,C10,D10,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E025:C11--D11,C11,D11,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E026:C13--C14,C13,C14,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E027:C13--D13,C13,D13,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E028:C14--C15,C14,C15,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E029:C14--E14,C14,E14,navigation,2.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E030:C15--D15,C15,D15,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E031:C2--C3,C2,C3,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E032:C2--D2,C2,D2,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E033:C3--C4,C3,C4,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E034:C3--START_R01,C3,START_R01,room_start,1.0,4.0,40.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E035:C4--D4,C4,D4,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E036:C6--C7,C6,C7,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E037:C6--D6,C6,D6,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E038:C7--C8,C7,C8,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E039:C7--D7,C7,D7,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E040:C8--C9,C8,C9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E041:C8--START_R04,C8,START_R04,room_start,1.0,4.0,40.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E042:C9--D9,C9,D9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E043:D10--D11,D10,D11,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E044:D10--D9,D10,D9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E045:D10--E10,D10,E10,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E046:D11--DOOR_09,D11,DOOR_09,room_to_door,1.0,1.0,10.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E047:D11--E11,D11,E11,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E048:D13--D15,D13,D15,navigation,2.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E049:D13--DOOR_09,D13,DOOR_09,room_to_door,0.5,1.0,10.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E050:D13--E13,D13,E13,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E051:D15--E15,D15,E15,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E054:D4--DOOR_03,D4,DOOR_03,room_to_door,1.0,1.0,10.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E055:D4--E4,D4,E4,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E057:D6--DOOR_03,D6,DOOR_03,room_to_door,0.5,1.0,10.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E059:D7--E7,D7,E7,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E061:D9--E9,D9,E9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E062:E10--DOOR_07,E10,DOOR_07,room_to_door,0.5,1.0,10.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E063:E10--E11,E10,E11,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E064:E10--E9,E10,E9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E065:E13--E14,E13,E14,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E066:E13--F13,E13,F13,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E067:E14--E15,E14,E15,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E069:E15--F15,E15,F15,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E070:E2--E3,E2,E3,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E072:E3--E4,E3,E4,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E073:E3--F3,E3,F3,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E075:E6--E7,E6,E7,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E076:E7--E8,E7,E8,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E077:E8--E9,E8,E9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E078:F13--F14,F13,F14,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E079:F13--H13,F13,H13,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E080:F14--F15,F14,F15,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E082:F15--H15,F15,H15,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E084:F2--F3,F2,F3,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E085:G10--DOOR_07,G10,DOOR_07,room_to_door,0.5,1.0,10.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E086:G10--G11,G10,G11,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E087:G10--G9,G10,G9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E088:G11--I11,G11,I11,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E092:G6--G7,G6,G7,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E093:G7--G8,G7,G8,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E094:G8--G9,G8,G9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E095:H13--H14,H13,H14,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E097:H14--H15,H14,H15,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E098:I11--J11,I11,J11,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E103:I3--J3,I3,J3,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E104:I4--J4,I4,J4,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E105:J11--J12,J11,J12,navigation,0.5,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E106:J11--K11,J11,K11,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E107:J12--J13,J12,J13,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E108:J12--K12,J12,K12,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E109:J13--J14,J13,J14,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E110:J13--K13,J13,K13,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E113:J14--K14,J14,K14,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E118:J4--K4,J4,K4,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E119:K11--K12,K11,K12,navigation,0.5,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E120:K11--L11,K11,L11,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E121:K12--K13,K12,K13,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E122:K12--L12,K12,L12,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E123:K13--K14,K13,K14,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E124:K13--L13,K13,L13,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E128:K15--L15,K15,L15,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E131:K4--L4,K4,L4,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E132:L11--L12,L11,L12,navigation,0.5,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E133:L11--M11,L11,M11,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E134:L12--L13,L12,L13,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E135:L13--L14,L13,L14,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E137:L14--L15,L14,L15,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E141:L4--M4,L4,M4,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E142:M11--O11,M11,O11,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E144:M2--M3,M2,M3,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E147:N13--N14,N13,N14,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E149:N14--N15,N14,N15,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E151:O10--DOOR_08,O10,DOOR_08,door_to_hallway,0.5,1.0,10.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E152:O10--O11,O10,O11,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E153:O10--O9,O10,O9,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E156:O6--O7,O6,O7,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E157:O7--O8,O7,O8,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E158:O8--O9,O8,O9,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E159:P13--P14,P13,P14,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E160:P14--P15,P14,P15,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E164:P2--Q2,P2,Q2,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E166:Q10--DOOR_08,Q10,DOOR_08,room_to_door,0.5,1.0,10.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E167:Q10--Q11,Q10,Q11,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E168:Q10--Q9,Q10,Q9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E169:Q10--R10,Q10,R10,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E170:Q11--R11,Q11,R11,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E172:Q2--Q3,Q2,Q3,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E173:Q2--R2,Q2,R2,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E174:Q3--Q4,Q3,Q4,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E176:Q4--R4,Q4,R4,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E179:Q6--R6,Q6,R6,navigation,1.0,2.0,20.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E181:Q7--R7,Q7,R7,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E182:Q8--Q9,Q8,Q9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E183:Q9--R9,Q9,R9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E184:R10--R11,R10,R11,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E185:R10--R9,R10,R9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E186:R10--S10,R10,S10,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E187:R11--DOOR_10,R11,DOOR_10,room_to_door,1.0,1.0,10.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E188:R11--S11,R11,S11,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E189:R13--DOOR_10,R13,DOOR_10,room_to_door,0.5,1.0,10.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E190:R13--S13,R13,S13,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E191:R15--S15,R15,S15,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E192:R2--S2,R2,S2,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E193:R2--START_R03,R2,START_R03,room_start,1.0,4.0,40.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E194:R4--DOOR_04,R4,DOOR_04,room_to_door,1.0,1.0,10.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E195:R4--S4,R4,S4,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E196:R6--DOOR_04,R6,DOOR_04,room_to_door,0.5,1.0,10.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E197:R6--R7,R6,R7,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E198:R6--S6,R6,S6,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E199:R7--S7,R7,S7,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E200:R9--S9,R9,S9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E201:S10--S11,S10,S11,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E202:S10--S9,S10,S9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E203:S10--T10,S10,T10,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E204:S11--T11,S11,T11,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E205:S13--S14,S13,S14,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E206:S13--T13,S13,T13,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E207:S14--S15,S14,S15,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E208:S14--T14,S14,T14,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E209:S15--T15,S15,T15,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E210:S2--S3,S2,S3,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E211:S2--T2,S2,T2,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E212:S3--S4,S3,S4,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E213:S3--T3,S3,T3,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E214:S4--T4,S4,T4,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E215:S6--S7,S6,S7,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E216:S6--T6,S6,T6,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E217:S7--T7,S7,T7,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E218:S9--T9,S9,T9,navigation,1.0,3.0,30.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E219:START_R01--D4,START_R01,D4,room_start,1.0,4.0,40.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E220:START_R01--E3,START_R01,E3,room_start,1.0,4.0,40.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E221:START_R02--K4,START_R02,K4,room_start,1.0,4.0,40.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E222:START_R02--L3,START_R02,L3,room_start,1.0,4.0,40.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E223:START_R03--R4,START_R03,R4,room_start,1.0,4.0,40.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E224:START_R03--S3,START_R03,S3,room_start,1.0,4.0,40.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E225:START_R04--D9,START_R04,D9,room_start,1.0,4.0,40.0,0.0,0.0,0.0,False,0.0,0.0,0.0
E226:START_R04--E8,START_R04,E8,room_start,1.0,4.0,40.0,0.0,0.0,0.0,False,0.0,0.0,0.0
