edge_id,source,target,distance,capacity_units,edge_type
E054:DOOR_15--B15_0,DOOR_15,B15_0,1.0,3.0,door_to_hallway
E055:C8--B16_0,C8,B16_0,1.0,3.0,navigation
E056:START_R16--DOOR_16,START_R16,DOOR_16,1.0,3.0,room_start
E057:DOOR_16--B16_0,DOOR_16,B16_0,1.0,3.0,door_to_hallway
E058:B1_0--B1_1,B1_0,B1_1,1.0,4.0,navigation
E059:START_R17--DOOR_17,START_R17,DOOR_17,1.0,2.0,room_start
E060:DOOR_17--B1_1,DOOR_17,B1_1,1.0,3.0,door_to_hallway
E061:B2_0--B2_1,B2_0,B2_1,1.0,2.0,navigation
E062:START_R18--DOOR_18,START_R18,DOOR_18,1.0,3.0,room_start
E063:DOOR_18--B2_1,DOOR_18,B2_1,1.0,3.0,door_to_hallway
E064:B3_0--B3_1,B3_0,B3_1,1.0,4.0,navigation
E065:START_R19--DOOR_19,START_R19,DOOR_19,1.0,2.0,room_start
E066:DOOR_19--B3_1,DOOR_19,B3_1,1.0,3.0,door_to_hallway
E067:B4_0--B4_1,B4_0,B4_1,1.0,4.0,navigation
E068:START_R20--DOOR_20,START_R20,DOOR_20,1.0,3.0,room_start
E069:DOOR_20--B4_1,DOOR_20,B4_1,1.0,2.0,door_to_hallway
E070:B5_0--B5_1,B5_0,B5_1,1.0,3.0,navigation
E071:START_R21--DOOR_21,START_R21,DOOR_21,1.0,2.0,room_start
E072:DOOR_21--B5_1,DOOR_21,B5_1,1.0,2.0,door_to_hallway
E073:B6_0--B6_1,B6_0,B6_1,1.0,4.0,navigation
E074:START_R22--DOOR_22,START_R22,DOOR_22,1.0,3.0,room_start
E075:DOOR_22--B6_1,DOOR_22,B6_1,1.0,3.0,door_to_hallway
E076:B7_0--B7_1,B7_0,B7_1,1.0,3.0,navigation
E077:START_R23--DOOR_23,START_R23,DOOR_23,1.0,2.0,room_start
E078:DOOR_23--B7_1,DOOR_23,B7_1,1.0,3.0,door_to_hallway
E079:B8_0--B8_1,B8_0,B8_1,1.0,2.0,navigation
E080:START_R24--DOOR_24,START_R24,DOOR_24,1.0,3.0,room_start
E081:DOOR_24--B8_1,DOOR_24,B8_1,1.0,3.0,door_to_hallway
E082:B9_0--B9_1,B9_0,B9_1,1.0,4.0,navigation
E083:START_R25--DOOR_25,START_R25,DOOR_25,1.0,2.0,room_start
E084:DOOR_25--B9_1,DOOR_25,B9_1,1.0,2.0,door_to_hallway
E085:B10_0--B10_1,B10_0,B10_1,1.0,4.0,navigation
E086:START_R26--DOOR_26,START_R26,DOOR_26,1.0,2.0,room_start
E087:DOOR_26--B10_1,DOOR_26,B10_1,1.0,2.0,door_to_hallway
E088:B11_0--B11_1,B11_0,B11_1,1.0,2.0,navigation
E089:START_R27--DOOR_27,START_R27,DOOR_27,1.0,2.0,room_start
E090:DOOR_27--B11_1,DOOR_27,B11_1,1.0,3.0,door_to_hallway
E091:B12_0--B12_1,B12_0,B12_1,1.0,4.0,navigation
E092:START_R28--DOOR_28,START_R28,DOOR_28,1.0,3.0,room_start
E093:DOOR_28--B12_1,DOOR_28,B12_1,1.0,3.0,door_to_hallway
E094:B13_0--B13_1,B13_0,B13_1,1.0,3.0,navigation
E095:START_R29--DOOR_29,START_R29,DOOR_29,1.0,3.0,room_start
E096:DOOR_29--B13_1,DOOR_29,B13_1,1.0,2.0,door_to_hallway
E097:B14_0--B14_1,B14_0,B14_1,1.0,3.0,navigation
E098:START_R30--DOOR_30,START_R30,DOOR_30,1.0,2.0,room_start
E099:DOOR_30--B14_1,DOOR_30,B14_1,1.0,2.0,door_to_hallway
E100:C0--EXIT_A,C0,EXIT_A,1.0,5.0,exit
E101:C9--EXIT_B,C9,EXIT_B,1.0,4.0,exit
E102:C1--EXIT_C,C1,EXIT_C,1.0,5.0,exit
E103:C2--EXIT_D,C2,EXIT_D,1.0,5.0,exit
E104:C3--EXIT_E,C3,EXIT_E,1.0,6.0,exit
E105:C4--EXIT_F,C4,EXIT_F,1.0,6.0,exit
