room_id,room_name,primary_exit,sequence_index,node_id,node_type,grid_position
R07,Room 07,EXIT_B,5,EELBOW_EXIT_B,navigation,H3
R07,Room 07,EXIT_B,6,EXIT_B,exit,H4
R08,Room 08,EXIT_B,0,START_R08,room_start,H2
R08,Room 08,EXIT_B,1,DOOR_08,door,H3
R08,Room 08,EXIT_B,2,ELBOW_R08,navigation,H4
R08,Room 08,EXIT_B,3,C7,navigation,H_A4
R08,Room 08,EXIT_B,4,C6,navigation,H_A3
R08,Room 08,EXIT_B,5,C5,navigation,G_A3
R08,Room 08,EXIT_B,6,EELBOW_EXIT_B,navigation,H3
R08,Room 08,EXIT_B,7,EXIT_B,exit,H4
R09,Room 09,EXIT_C,0,START_R09,room_start,H3
R09,Room 09,EXIT_C,1,DOOR_09,door,H4
R09,Room 09,EXIT_C,2,ELBOW_R09,navigation,H5
R09,Room 09,EXIT_C,3,C8,navigation,H_A5
R09,Room 09,EXIT_C,4,C9,navigation,H_A6
R09,Room 09,EXIT_C,5,EELBOW_EXIT_C,navigation,I6
R09,Room 09,EXIT_C,6,EXIT_C,exit,I7
R10,Room 10,EXIT_C,0,START_R10,room_start,H4
R10,Room 10,EXIT_C,1,DOOR_10,door,H5
R10,Room 10,EXIT_C,2,ELBOW_R10,navigation,H6
R10,Room 10,EXIT_C,3,C9,navigation,H_A6
R10,Room 10,EXIT_C,4,EELBOW_EXIT_C,navigation,I6
R10,Room 10,EXIT_C,5,EXIT_C,exit,I7
R11,Room 11,EXIT_C,0,START_R11,room_start,H5
R11,Room 11,EXIT_C,1,DOOR_11,door,H6
R11,Room 11,EXIT_C,2,ELBOW_R11,navigation,H7
R11,Room 11,EXIT_C,3,C10,navigation,H_A7
R11,Room 11,EXIT_C,4,C9,navigation,H_A6
R11,Room 11,EXIT_C,5,EELBOW_EXIT_C,navigation,I6
R11,Room 11,EXIT_C,6,EXIT_C,exit,I7
R12,Room 12,EXIT_C,0,START_R12,room_start,H6
R12,Room 12,EXIT_C,1,DOOR_12,door,H7
R12,Room 12,EXIT_C,2,ELBOW_R12,navigation,H8
R12,Room 12,EXIT_C,3,C11,navigation,H_A8
R12,Room 12,EXIT_C,4,C10,navigation,H_A7
R12,Room 12,EXIT_C,5,C9,navigation,H_A6
R12,Room 12,EXIT_C,6,EELBOW_EXIT_C,navigation,I6
R12,Room 12,EXIT_C,7,EXIT_C,exit,I7
R13,Room 13,EXIT_D,0,START_R13,room_start,H7
R13,Room 13,EXIT_D,1,DOOR_13,door,H8
R13,Room 13,EXIT_D,2,ELBOW_R13,navigation,H9
R13,Room 13,EXIT_D,3,C12,navigation,H_A9
R13,Room 13,EXIT_D,4,C13,navigation,G_A9
R13,Room 13,EXIT_D,5,C14,navigation,F_A9
R13,Room 13,EXIT_D,6,EELBOW_EXIT_D,navigation,G9
R13,Room 13,EXIT_D,7,EXIT_D,exit,G10
R14,Room 14,EXIT_D,0,START_R14,room_start,G7
R14,Room 14,EXIT_D,1,DOOR_14,door,G8
R14,Room 14,EXIT_D,2,ELBOW_R14,navigation,G9
R14,Room 14,EXIT_D,3,C13,navigation,G_A9
R14,Room 14,EXIT_D,4,C14,navigation,F_A9
R14,Room 14,EXIT_D,5,EELBOW_EXIT_D,navigation,G9
R14,Room 14,EXIT_D,6,EXIT_D,exit,G10
R15,Room 15,EXIT_D,0,START_R15,room_start,F7
R15,Room 15,EXIT_D,1,DOOR_15,door,F8
R15,Room 15,EXIT_D,2,ELBOW_R15,navigation,F9
R15,Room 15,EXIT_D,3,C14,navigation,F_A9
R15,Room 15,EXIT_D,4,EELBOW_EXIT_D,navigation,G9
R15,Room 15,EXIT_D,5,EXIT_D,exit,G10
R16,Room 16,EXIT_D,0,START_R16,room_start,E7
R16,Room 16,EXIT_D,1,DOOR_16,door,E8
R16,Room 16,EXIT_D,2,ELBOW_R16,navigation,E9
R16,Room 16,EXIT_D,3,C15,navigation,E_A9
R16,Room 16,EXIT_D,4,C14,navigation,F_A9
R16,Room 16,EXIT_D,5,EELBOW_EXIT_D,navigation,G9
R16,Room 16,EXIT_D,6,EXIT_D,exit,G10
R17,Room 17,EXIT_D,0,START_R17,room_start,D7
R17,Room 17,EXIT_D,1,DOOR_17,door,D8
R17,Room 17,EXIT_D,2,ELBOW_R17,navigation,D9
R17,Room 17,EXIT_D,3,C16,navigation,D_A9
R17,Room 17,EXIT_D,4,C15,navigation,E_A9
R17,Room 17,EXIT_D,5,C14,navigation,F_A9
R17,Room 17,EXIT_D,6,EELBOW_EXIT_D,navigation,G9
R17,Room 17,EXIT_D,7,EXIT_D,exit,G10
R18,Room 18,EXIT_E,0,START_R18,room_start,C7
R18,Room 18,EXIT_E,1,DOOR_18,door,C8
R18,Room 18,EXIT_E,2,ELBOW_R18,navigation,C9
R18,Room 18,EXIT_E,3,C17,navigation,C_A9
R18,Room 18,EXIT_E,4,C18,navigation,B_A9
R18,Room 18,EXIT_E,5,EELBOW_EXIT_E,navigation,C9
R18,Room 18,EXIT_E,6,EXIT_E,exit,C10
R19,Room 19,EXIT_E,0,START_R19,room_start,B7
R19,Room 19,EXIT_E,1,DOOR_19,door,B8
R19,Room 19,EXIT_E,2,ELBOW_R19,navigation,B9
R19,Room 19,EXIT_E,3,C18,navigation,B_A9
R19,Room 19,EXIT_E,4,EELBOW_EXIT_E,navigation,C9
R19,Room 19,EXIT_E,5,EXIT_E,exit,C10
R20,Room 20,EXIT_E,0,START_R20,room_start,B6
R20,Room 20,EXIT_E,1,DOOR_20,door,B7
R20,Room 20,EXIT_E,2,ELBOW_R20,navigation,B8
R20,Room 20,EXIT_E,3,C19,navigation,B_A8
R20,Room 20,EXIT_E,4,C18,navigation,B_A9
R20,Room 20,EXIT_E,5,EELBOW_EXIT_E,navigation,C9
R20,Room 20,EXIT_E,6,EXIT_E,exit,C10
R21,Room 21,EXIT_E,0,START_R21,room_start,B5
R21,Room 21,EXIT_E,1,DOOR_21,door,B6
R21,Room 21,EXIT_E,2,ELBOW_R21,navigation,B7
R21,Room 21,EXIT_E,3,C20,navigation,B_A7
R21,Room 21,EXIT_E,4,C19,navigation,B_A8
R21,Room 21,EXIT_E,5,C18,navigation,B_A9
R21,Room 21,EXIT_E,6,EELBOW_EXIT_E,navigation,C9
R21,Room 21,EXIT_E,7,EXIT_E,exit,C10
R22,Room 22,EXIT_F,0,START_R22,room_start,B4
R22,Room 22,EXIT_F,1,DOOR_22,door,B5
R22,Room 22,EXIT_F,2,ELBOW_R22,navigation,B6
R22,Room 22,EXIT_F,3,C21,navigation,B_A6
R22,Room 22,EXIT_F,4,C22,navigation,B_A5
R22,Room 22,EXIT_F,5,C23,navigation,B_A4
R22,Room 22,EXIT_F,6,EELBOW_EXIT_F,navigation,C4
R22,Room 22,EXIT_F,7,EXIT_F,exit,C5
R23,Room 23,EXIT_F,0,START_R23,room_start,B3
R23,Room 23,EXIT_F,1,DOOR_23,door,B4
R23,Room 23,EXIT_F,2,ELBOW_R23,navigation,B5
R23,Room 23,EXIT_F,3,C22,navigation,B_A5
R23,Room 23,EXIT_F,4,C23,navigation,B_A4
R23,Room 23,EXIT_F,5,EELBOW_EXIT_F,navigation,C4
R23,Room 23,EXIT_F,6,EXIT_F,exit,C5
R24,Room 24,EXIT_F,0,START_R24,room_start,B2
R24,Room 24,EXIT_F,1,DOOR_24,door,B3
R24,Room 24,EXIT_F,2,ELBOW_R24,navigation,B4
R24,Room 24,EXIT_F,3,C23,navigation,B_A4
R24,Room 24,EXIT_F,4,EELBOW_EXIT_F,navigation,C4
R24,Room 24,EXIT_F,5,EXIT_F,exit,C5
R25,Room 25,EXIT_A,0,START_R25,room_start,B1
R25,Room 25,EXIT_A,1,DOOR_25,door,B2
R25,Room 25,EXIT_A,2,ELBOW_R25,navigation,B3
R25,Room 25,EXIT_A,3,C0,navigation,B_A3
R25,Room 25,EXIT_A,4,EELBOW_EXIT_A,navigation,C3
R25,Room 25,EXIT_A,5,EXIT_A,exit,C4
R26,Room 26,EXIT_A,0,START_R26,room_start,C1
R26,Room 26,EXIT_A,1,DOOR_26,door,C2
R26,Room 26,EXIT_A,2,ELBOW_R26,navigation,C3
R26,Room 26,EXIT_A,3,C1,navigation,C_A3
R26,Room 26,EXIT_A,4,C0,navigation,B_A3
R26,Room 26,EXIT_A,5,EELBOW_EXIT_A,navigation,C3
R26,Room 26,EXIT_A,6,EXIT_A,exit,C4
R27,Room 27,EXIT_A,0,START_R27,room_start,D1
R27,Room 27,EXIT_A,1,DOOR_27,door,D2
R27,Room 27,EXIT_A,2,ELBOW_R27,navigation,D3
R27,Room 27,EXIT_A,3,C2,navigation,D_A3
R27,Room 27,EXIT_A,4,C1,navigation,C_A3
R27,Room 27,EXIT_A,5,C0,navigation,B_A3
R27,Room 27,EXIT_A,6,EELBOW_EXIT_A,navigation,C3
R27,Room 27,EXIT_A,7,EXIT_A,exit,C4
R28,Room 28,EXIT_B,0,START_R28,room_start,E1
R28,Room 28,EXIT_B,1,DOOR_28,door,E2
R28,Room 28,EXIT_B,2,ELBOW_R28,navigation,E3
R28,Room 28,EXIT_B,3,C3,navigation,E_A3
R28,Room 28,EXIT_B,4,C4,navigation,F_A3
R28,Room 28,EXIT_B,5,C5,navigation,G_A3
R28,Room 28,EXIT_B,6,EELBOW_EXIT_B,navigation,H3
R28,Room 28,EXIT_B,7,EXIT_B,exit,H4
R29,Room 29,EXIT_B,0,START_R29,room_start,F1
R29,Room 29,EXIT_B,1,DOOR_29,door,F2
R29,Room 29,EXIT_B,2,ELBOW_R29,navigation,F3
R29,Room 29,EXIT_B,3,C4,navigation,F_A3
R29,Room 29,EXIT_B,4,C5,navigation,G_A3
R29,Room 29,EXIT_B,5,EELBOW_EXIT_B,navigation,H3
R29,Room 29,EXIT_B,6,EXIT_B,exit,H4
R30,Room 30,EXIT_B,0,START_R30,room_start,G1
R30,Room 30,EXIT_B,1,DOOR_30,door,G2
R30,Room 30,EXIT_B,2,ELBOW_R30,navigation,G3
R30,Room 30,EXIT_B,3,C5,navigation,G_A3
R30,Room 30,EXIT_B,4,EELBOW_EXIT_B,navigation,H3
R30,Room 30,EXIT_B,5,EXIT_B,exit,H4
