edge_id,source,target,edge_type,distance,capacity_units,effective_capacity_people,selected_load_people,utilization,utilization_percent,over_capacity,overload_ratio,congestion_cost,overload_cost
E347:K11.5--K12.5,K11.5,K12.5,navigation,1.0,2.0,20.0,12.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E348:K12.5--K13.5,K12.5,K13.5,navigation,1.0,2.0,20.0,12.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E349:K13.5--K15,K13.5,K15,navigation,1.0,2.0,20.0,12.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E351:K15--K16,K15,K16,navigation,1.0,2.0,20.0,12.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E362:K6--K7,K6,K7,navigation,1.0,2.0,20.0,12.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E364:K7--K8,K7,K8,navigation,1.0,2.0,20.0,12.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E365:K8--K9,K8,K9,navigation,1.0,2.0,20.0,12.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E532:R22--S22,R22,S22,navigation,1.0,2.0,20.0,12.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E565:S21--S22,S21,S22,navigation,1.5,2.0,20.0,12.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E250:F2--EXIT_A,F2,EXIT_A,exit,1.0,3.0,30.0,16.0,0.5333333333333333,53.333333333333336,False,0.0,1.4222222222222223,0.0
E533:R23--R24,R23,R24,navigation,1.0,2.0,20.0,10.0,0.5,50.0,False,0.0,1.25,0.0
E535:R24--R25,R24,R25,navigation,1.0,2.0,20.0,10.0,0.5,50.0,False,0.0,1.25,0.0
E536:R25--R26,R25,R26,navigation,1.0,2.0,20.0,10.0,0.5,50.0,False,0.0,1.25,0.0
E539:R26--R27,R26,R27,navigation,1.5,2.0,20.0,10.0,0.5,50.0,False,0.0,1.25,0.0
E060:AB8--DOOR_13,AB8,DOOR_13,room_to_door,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E213:D6--DOOR_08,D6,DOOR_08,room_to_door,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E217:DOOR_13--AB6,DOOR_13,AB6,door_to_hallway,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E220:DOOR_16--E9,DOOR_16,E9,room_to_door,0.5,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E221:DOOR_16--F9,DOOR_16,F9,door_to_hallway,0.5,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E260:F26--F27,F26,F27,navigation,1.5,2.0,20.0,8.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E267:F6--DOOR_08,F6,DOOR_08,door_to_hallway,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E325:I23--DOOR_33,I23,DOOR_33,door_to_hallway,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E327:I25--DOOR_33,I25,DOOR_33,room_to_door,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E558:S18--S19,S18,S19,navigation,1.5,2.0,20.0,8.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E563:S20--S21,S20,S21,navigation,1.5,3.0,30.0,12.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E654:T20--DOOR_30,T20,DOOR_30,room_to_door,0.5,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E708:V20--DOOR_30,V20,DOOR_30,room_to_door,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E750:X2--X3,X2,X3,navigation,1.5,2.0,20.0,8.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E755:X23--DOOR_36,X23,DOOR_36,door_to_hallway,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E757:X25--DOOR_36,X25,DOOR_36,room_to_door,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E763:X3--X4,X3,X4,navigation,1.5,2.0,20.0,8.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E764:X4--X5,X4,X5,navigation,1.0,2.0,20.0,8.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E765:X5--X6,X5,X6,navigation,1.0,2.0,20.0,8.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E275:G19--H19,G19,H19,navigation,1.0,3.0,30.0,10.0,0.3333333333333333,33.33333333333333,False,0.0,0.5555555555555556,0.0
E291:H19--I19,H19,I19,navigation,1.0,3.0,30.0,10.0,0.3333333333333333,33.33333333333333,False,0.0,0.5555555555555556,0.0
E317:I18--I19,I18,I19,navigation,1.5,3.0,30.0,10.0,0.3333333333333333,33.33333333333333,False,0.0,0.5555555555555556,0.0
E540:R27--EXIT_F,R27,EXIT_F,exit,1.0,3.0,30.0,10.0,0.3333333333333333,33.33333333333333,False,0.0,0.5555555555555556,0.0
E239:F10.5--F12,F10.5,F12,navigation,1.5,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E241:F12--F13,F12,F13,navigation,1.0,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E243:F13--F14.5,F13,F14.5,navigation,1.5,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E244:F14.5--F16,F14.5,F16,navigation,1.5,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E271:F9--F10.5,F9,F10.5,navigation,1.5,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E397:M23--N23,M23,N23,navigation,1.0,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E428:N23--O23,N23,O23,navigation,1.0,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E460:O3--O4,O3,O4,navigation,1.5,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E461:O4--O5,O4,O5,navigation,1.0,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E462:O5--O6,O5,O6,navigation,1.0,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E507:Q23--R23,Q23,R23,navigation,1.0,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E528:R18--S18,R18,S18,navigation,1.0,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E531:R22--R23,R22,R23,navigation,1.0,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E226:DOOR_45--EXIT_STAIRWELL,DOOR_45,EXIT_STAIRWELL,exit,1.0,3.0,30.0,8.0,0.26666666666666666,26.666666666666668,False,0.0,0.35555555555555557,0.0
E261:F27--EXIT_G,F27,EXIT_G,exit,1.0,3.0,30.0,8.0,0.26666666666666666,26.666666666666668,False,0.0,0.35555555555555557,0.0
E560:S19--S20,S19,S20,navigation,1.5,3.0,30.0,8.0,0.26666666666666666,26.666666666666668,False,0.0,0.35555555555555557,0.0
E749:X2--EXIT_C,X2,EXIT_C,exit,1.0,3.0,30.0,8.0,0.26666666666666666,26.666666666666668,False,0.0,0.35555555555555557,0.0
E046:AB13--AB14.5,AB13,AB14.5,navigation,1.0,2.0,20.0,5.0,0.25,25.0,False,0.0,0.3125,0.0
E049:AB14.5--AB16,AB14.5,AB16,navigation,1.5,2.0,20.0,5.0,0.25,25.0,False,0.0,0.3125,0.0
E105:AE16--AF16,AE16,AF16,navigation,1.0,2.0,20.0,5.0,0.25,25.0,False,0.0,0.3125,0.0
E276:G19--START_R36,G19,START_R36,room_start,1.25,4.0,40.0,10.0,0.25,25.0,False,0.0,0.3125,0.0
E032:AA26--AA27,AA26,AA27,navigation,1.5,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E033:AA26--DOOR_40,AA26,DOOR_40,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E034:AA26--DOOR_42,AA26,DOOR_42,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E038:AA6--AB6,AA6,AB6,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E039:AA6--Z6,AA6,Z6,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E048:AB13--DOOR_20,AB13,DOOR_20,door_to_hallway,0.5,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E058:AB6--AC6,AB6,AC6,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E067:AC26--DOOR_42,AC26,DOOR_42,room_to_door,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E069:AC6--AD6,AC6,AD6,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E075:AD13--DOOR_20,AD13,DOOR_20,room_to_door,1.5,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E096:AD6--AE6,AD6,AE6,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E106:AE16--DOOR_25,AE16,DOOR_25,door_to_hallway,1.5,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E109:AE18--DOOR_25,AE18,DOOR_25,room_to_door,1.5,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E122:AE4--DOOR_07,AE4,DOOR_07,room_to_door,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E124:AE6--DOOR_07,AE6,DOOR_07,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E125:AE6--DOOR_11,AE6,DOOR_11,door_to_hallway,1.5,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E127:AE8--DOOR_11,AE8,DOOR_11,room_to_door,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E147:B16--C16,B16,C16,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E175:C16--D16,C16,D16,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E201:D16--E16,D16,E16,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E210:D26--DOOR_44,D26,DOOR_44,room_to_door,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E212:D3--DOOR_04,D3,DOOR_04,room_to_door,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E219:DOOR_15--F9,DOOR_15,F9,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E222:DOOR_21--E13,DOOR_21,E13,room_to_door,0.5,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E223:DOOR_21--F13,DOOR_21,F13,door_to_hallway,0.5,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E230:E16--F16,E16,F16,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E242:F13--DOOR_22,F13,DOOR_22,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E259:F26--DOOR_44,F26,DOOR_44,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E262:F3--DOOR_01,F3,DOOR_01,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E263:F3--DOOR_04,F3,DOOR_04,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E284:H13--DOOR_22,H13,DOOR_22,room_to_door,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E305:H3--DOOR_01,H3,DOOR_01,room_to_door,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E312:H9--DOOR_15,H9,DOOR_15,room_to_door,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E326:I23--J23,I23,J23,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E340:J23--K23,J23,K23,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E355:K18--L18,K18,L18,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E361:K23--L23,K23,L23,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E367:L18--M18,L18,M18,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E373:L23--M23,L23,M23,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E394:M18--N18,M18,N18,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E396:M23--DOOR_34,M23,DOOR_34,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E398:M25--DOOR_34,M25,DOOR_34,room_to_door,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E402:M3--DOOR_02,M3,DOOR_02,room_to_door,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E421:N18--N19,N18,N19,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E426:N21--N22,N21,N22,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E427:N22--N23,N22,N23,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E452:O23--DOOR_37,O23,DOOR_37,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E453:O23--P23,O23,P23,navigation,0.5,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E454:O25--DOOR_37,O25,DOOR_37,room_to_door,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E458:O3--DOOR_02,O3,DOOR_02,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E459:O3--DOOR_03,O3,DOOR_03,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E463:O6--DOOR_09,O6,DOOR_09,door_to_hallway,1.5,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E464:O6--P6,O6,P6,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E465:O8--DOOR_09,O8,DOOR_09,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E483:P23--Q23,P23,Q23,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E487:P6--Q6,P6,Q6,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E498:Q15--Q16,Q15,Q16,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E501:Q18--R18,Q18,R18,navigation,1.0,3.0,30.0,6.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E506:Q22--R22,Q22,R22,navigation,1.0,3.0,30.0,6.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E508:Q3--DOOR_03,Q3,DOOR_03,room_to_door,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E512:Q6--R6,Q6,R6,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E542:R6--S6,R6,S6,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E572:S6--T6,S6,T6,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E665:T6--U6,T6,U6,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E686:U23--DOOR_35,U23,DOOR_35,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E687:U23--V23,U23,V23,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E688:U25--DOOR_35,U25,DOOR_35,room_to_door,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E693:U6--V6,U6,V6,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E714:V23--W23,V23,W23,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E717:V3--DOOR_05,V3,DOOR_05,room_to_door,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E719:V6--W6,V6,W6,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E730:W23--X23,W23,X23,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E735:W6--X6,W6,X6,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E761:X3--DOOR_05,X3,DOOR_05,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E762:X3--DOOR_06,X3,DOOR_06,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E767:X6--Y6,X6,Y6,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E779:Y26--DOOR_40,Y26,DOOR_40,room_to_door,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E781:Y6--Z6,Y6,Z6,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E790:Z3--DOOR_06,Z3,DOOR_06,room_to_door,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E131:AF16--EXIT_D,AF16,EXIT_D,exit,1.0,3.0,30.0,5.0,0.16666666666666666,16.666666666666664,False,0.0,0.1388888888888889,0.0
E050:AB16--AC16,AB16,AC16,navigation,1.0,2.0,20.0,3.0,0.15,15.0,False,0.0,0.11249999999999999,0.0
E061:AC16--AD16,AC16,AD16,navigation,1.0,2.0,20.0,3.0,0.15,15.0,False,0.0,0.11249999999999999,0.0
E078:AD16--AE16,AD16,AE16,navigation,1.0,2.0,20.0,3.0,0.15,15.0,False,0.0,0.11249999999999999,0.0
E035:AA27--EXIT_E,AA27,EXIT_E,exit,1.0,3.0,30.0,4.0,0.13333333333333333,13.333333333333334,False,0.0,0.08888888888888889,0.0
E059:AB8--AB9,AB8,AB9,navigation,1.0,3.0,30.0,4.0,0.13333333333333333,13.333333333333334,False,0.0,0.08888888888888889,0.0
E148:B16--EXIT_H,B16,EXIT_H,exit,1.0,3.0,30.0,4.0,0.13333333333333333,13.333333333333334,False,0.0,0.08888888888888889,0.0
E192:C8--D8,C8,D8,navigation,1.0,3.0,30.0,4.0,0.13333333333333333,13.333333333333334,False,0.0,0.08888888888888889,0.0
E214:D8--D9,D8,D9,navigation,1.0,3.0,30.0,4.0,0.13333333333333333,13.333333333333334,False,0.0,0.08888888888888889,0.0
E216:D9--E9,D9,E9,navigation,1.0,3.0,30.0,4.0,0.13333333333333333,13.333333333333334,False,0.0,0.08888888888888889,0.0
E299:H25--H26,H25,H26,navigation,1.0,3.0,30.0,4.0,0.13333333333333333,13.333333333333334,False,0.0,0.08888888888888889,0.0
E300:H25--I25,H25,I25,navigation,1.0,3.0,30.0,4.0,0.13333333333333333,13.333333333333334,False,0.0,0.08888888888888889,0.0
E423:N19--N20,N19,N20,navigation,1.5,3.0,30.0,4.0,0.13333333333333333,13.333333333333334,False,0.0,0.08888888888888889,0.0
E425:N20--N21,N20,N21,navigation,1.5,3.0,30.0,4.0,0.13333333333333333,13.333333333333334,False,0.0,0.08888888888888889,0.0
E496:Q13.5--Q15,Q13.5,Q15,navigation,1.0,3.0,30.0,4.0,0.13333333333333333,13.333333333333334,False,0.0,0.08888888888888889,0.0
E564:S20--T20,S20,T20,navigation,1.0,3.0,30.0,4.0,0.13333333333333333,13.333333333333334,False,0.0,0.08888888888888889,0.0
E710:V20--W20,V20,W20,navigation,1.0,3.0,30.0,4.0,0.13333333333333333,13.333333333333334,False,0.0,0.08888888888888889,0.0
E726:W20--X20,W20,X20,navigation,1.0,3.0,30.0,4.0,0.13333333333333333,13.333333333333334,False,0.0,0.08888888888888889,0.0
E008:AA16--AB16,AA16,AB16,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E009:AA16--Z16,AA16,Z16,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E044:AB11--AB12,AB11,AB12,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E045:AB12--AB13,AB12,AB13,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E047:AB13--DOOR_19,AB13,DOOR_19,door_to_hallway,1.0,1.0,10.0,1.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E245:F16--G16,F16,G16,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E272:G16--H16,G16,H16,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E287:H16--I16,H16,I16,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E315:I16--J16,I16,J16,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E333:J16--K16,J16,K16,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E436:O10.25--O9,O10.25,O9,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E444:O15--O16,O15,O16,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E446:O16--P16,O16,P16,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E449:O2--O3,O2,O3,navigation,1.5,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E466:O8--O9,O8,O9,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E479:P16--Q16,P16,Q16,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E505:Q22--Q23,Q22,Q23,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E534:R23--S23,R23,S23,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E559:S18--T18,S18,T18,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E569:S23--T23,S23,T23,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E603:START_R12--Q13.5,START_R12,Q13.5,room_start,1.25,4.0,40.0,4.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E635:START_R35--D6,START_R35,D6,room_start,1.0,4.0,40.0,4.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E652:T18--U18,T18,U18,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E659:T23--U23,T23,U23,navigation,0.5,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E681:U18--V18,U18,V18,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E704:V18--W18,V18,W18,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
E722:W18--X18,W18,X18,navigation,1.0,2.0,20.0,2.0,0.1,10.0,False,0.0,0.05000000000000001,0.0
