source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
B8_1,DOOR_24,door_to_hallway,1.0,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
START_R24,DOOR_24,room_start,1.0,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
C6,E11,navigation,1.0,4.0,40.0,13,2,0.325,32.5,False
B11_0,E11,navigation,1.0,4.0,40.0,13,2,0.325,32.5,False
C4,E7,navigation,1.0,4.0,40.0,12,2,0.3,30.0,False
B2_0,B2_1,navigation,1.0,4.0,40.0,12,1,0.3,30.0,False
START_R08,DOOR_08,room_start,1.0,3.0,30.0,9,1,0.3,30.0,False
B12_0,E12,navigation,1.0,3.0,30.0,9,2,0.3,30.0,False
C8,E15,navigation,1.0,4.0,40.0,10,1,0.25,25.0,False
B4_0,E4,navigation,1.0,2.0,20.0,5,2,0.25,25.0,False
B8_0,B8_1,navigation,1.0,4.0,40.0,10,1,0.25,25.0,False
START_R02,DOOR_02,room_start,1.0,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
START_R12,DOOR_12,room_start,1.0,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
START_R14,DOOR_14,room_start,1.0,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
C6,E12,navigation,1.0,4.0,40.0,9,2,0.225,22.5,False
START_R05,DOOR_05,room_start,1.0,2.0,20.0,4,1,0.2,20.0,False
B13_0,B13_1,navigation,1.0,3.0,30.0,6,1,0.2,20.0,False
B13_1,DOOR_29,door_to_hallway,1.0,3.0,30.0,6,1,0.2,20.0,False
START_R29,DOOR_29,room_start,1.0,3.0,30.0,6,1,0.2,20.0,False
B9_0,DOOR_09,door_to_hallway,1.0,3.0,30.0,5,1,0.16666666666666666,16.666666666666664,False
START_R09,DOOR_09,room_start,1.0,3.0,30.0,5,1,0.16666666666666666,16.666666666666664,False
B4_0,DOOR_04,door_to_hallway,1.0,2.0,20.0,3,1,0.15,15.0,False
B5_0,DOOR_05,door_to_hallway,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
C2,E4,navigation,1.0,4.0,40.0,5,2,0.125,12.5,False
B4_0,B4_1,navigation,1.0,2.0,20.0,2,1,0.1,10.0,False
START_R04,DOOR_04,room_start,1.0,3.0,30.0,3,1,0.1,10.0,False
B6_0,DOOR_06,door_to_hallway,1.0,2.0,20.0,2,1,0.1,10.0,False
START_R27,DOOR_27,room_start,1.0,2.0,20.0,2,1,0.1,10.0,False
START_R28,DOOR_28,room_start,1.0,2.0,20.0,2,1,0.1,10.0,False
START_R06,DOOR_06,room_start,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
B7_0,DOOR_07,door_to_hallway,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
START_R07,DOOR_07,room_start,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
B11_0,B11_1,navigation,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
B12_0,B12_1,navigation,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
B4_1,DOOR_20,door_to_hallway,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
START_R20,DOOR_20,room_start,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
B11_1,DOOR_27,door_to_hallway,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
B12_1,DOOR_28,door_to_hallway,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
C0,C1,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C0,EXIT_A,exit,1.0,5.0,50.0,0,0,0.0,0.0,False
C1,C2,navigation,1.0,5.0,50.0,0,0,0.0,0.0,False
C2,C3,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C3,C4,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C6,C7,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
