room_id,room_name,primary_exit,sequence_index,node_id,node_type,grid_position
R09,Room 09,EXIT_C,2,B1_1,navigation,C_A6
R09,Room 09,EXIT_C,3,B1_0,navigation,C_A5
R09,Room 09,EXIT_C,4,E1,navigation,C_A4
R09,Room 09,EXIT_C,5,C1,navigation,C4
R09,Room 09,EXIT_C,6,EXIT_C,exit,C3.3
R10,Room 10,EXIT_C,0,START_R10,room_start,B_A3
R10,Room 10,EXIT_C,1,DOOR_10,door,B_A2
R10,Room 10,EXIT_C,2,B2_1,navigation,C_A2
R10,Room 10,EXIT_C,3,B2_0,navigation,C_A3
R10,Room 10,EXIT_C,4,E2,navigation,C_A4
R10,Room 10,EXIT_C,5,C1,navigation,C4
R10,Room 10,EXIT_C,6,EXIT_C,exit,C3.3
R11,Room 11,EXIT_D,0,START_R11,room_start,E_A7
R11,Room 11,EXIT_D,1,DOOR_11,door,E_A6
R11,Room 11,EXIT_D,2,B3_1,navigation,D_A6
R11,Room 11,EXIT_D,3,B3_0,navigation,D_A5
R11,Room 11,EXIT_D,4,E3,navigation,D_A4
R11,Room 11,EXIT_D,5,C2,navigation,D4
R11,Room 11,EXIT_D,6,EXIT_D,exit,D3.3
R12,Room 12,EXIT_D,0,START_R12,room_start,C_A3
R12,Room 12,EXIT_D,1,DOOR_12,door,C_A2
R12,Room 12,EXIT_D,2,B4_1,navigation,D_A2
R12,Room 12,EXIT_D,3,B4_0,navigation,D_A3
R12,Room 12,EXIT_D,4,E4,navigation,D_A4
R12,Room 12,EXIT_D,5,C2,navigation,D4
R12,Room 12,EXIT_D,6,EXIT_D,exit,D3.3
R13,Room 13,EXIT_D,0,START_R13,room_start,F_A7
R13,Room 13,EXIT_D,1,DOOR_13,door,F_A6
R13,Room 13,EXIT_D,2,B5_1,navigation,E_A6
R13,Room 13,EXIT_D,3,B5_0,navigation,E_A5
R13,Room 13,EXIT_D,4,E5,navigation,E_A4
R13,Room 13,EXIT_D,5,C3,navigation,E4
R13,Room 13,EXIT_D,6,C2,navigation,D4
R13,Room 13,EXIT_D,7,EXIT_D,exit,D3.3
R14,Room 14,EXIT_D,0,START_R14,room_start,D_A3
R14,Room 14,EXIT_D,1,DOOR_14,door,D_A2
R14,Room 14,EXIT_D,2,B6_1,navigation,E_A2
R14,Room 14,EXIT_D,3,B6_0,navigation,E_A3
R14,Room 14,EXIT_D,4,E6,navigation,E_A4
R14,Room 14,EXIT_D,5,C3,navigation,E4
R14,Room 14,EXIT_D,6,C2,navigation,D4
R14,Room 14,EXIT_D,7,EXIT_D,exit,D3.3
R15,Room 15,EXIT_B,0,START_R15,room_start,G_A7
R15,Room 15,EXIT_B,1,DOOR_15,door,G_A6
R15,Room 15,EXIT_B,2,B7_1,navigation,F_A6
R15,Room 15,EXIT_B,3,B7_0,navigation,F_A5
R15,Room 15,EXIT_B,4,E7,navigation,F_A4
R15,Room 15,EXIT_B,5,C4,navigation,F4
R15,Room 15,EXIT_B,6,C5,navigation,G4
R15,Room 15,EXIT_B,7,EXIT_B,exit,G3.3
R16,Room 16,EXIT_B,0,START_R16,room_start,E_A3
R16,Room 16,EXIT_B,1,DOOR_16,door,E_A2
R16,Room 16,EXIT_B,2,B8_1,navigation,F_A2
R16,Room 16,EXIT_B,3,B8_0,navigation,F_A3
R16,Room 16,EXIT_B,4,E8,navigation,F_A4
R16,Room 16,EXIT_B,5,C4,navigation,F4
R16,Room 16,EXIT_B,6,C5,navigation,G4
R16,Room 16,EXIT_B,7,EXIT_B,exit,G3.3
R17,Room 17,EXIT_C,0,START_R17,room_start,D_A8
R17,Room 17,EXIT_C,1,DOOR_17,door,D_A7
R17,Room 17,EXIT_C,2,B1_2,navigation,C_A7
R17,Room 17,EXIT_C,3,B1_1,navigation,C_A6
R17,Room 17,EXIT_C,4,B1_0,navigation,C_A5
R17,Room 17,EXIT_C,5,E1,navigation,C_A4
R17,Room 17,EXIT_C,6,C1,navigation,C4
R17,Room 17,EXIT_C,7,EXIT_C,exit,C3.3
R18,Room 18,EXIT_C,0,START_R18,room_start,B_A2
R18,Room 18,EXIT_C,1,DOOR_18,door,B_A1
R18,Room 18,EXIT_C,2,B2_2,navigation,C_A1
R18,Room 18,EXIT_C,3,B2_1,navigation,C_A2
R18,Room 18,EXIT_C,4,B2_0,navigation,C_A3
R18,Room 18,EXIT_C,5,E2,navigation,C_A4
R18,Room 18,EXIT_C,6,C1,navigation,C4
R18,Room 18,EXIT_C,7,EXIT_C,exit,C3.3
R19,Room 19,EXIT_D,0,START_R19,room_start,E_A8
R19,Room 19,EXIT_D,1,DOOR_19,door,E_A7
R19,Room 19,EXIT_D,2,B3_2,navigation,D_A7
R19,Room 19,EXIT_D,3,B3_1,navigation,D_A6
R19,Room 19,EXIT_D,4,B3_0,navigation,D_A5
R19,Room 19,EXIT_D,5,E3,navigation,D_A4
R19,Room 19,EXIT_D,6,C2,navigation,D4
R19,Room 19,EXIT_D,7,EXIT_D,exit,D3.3
R20,Room 20,EXIT_D,0,START_R20,room_start,C_A2
R20,Room 20,EXIT_D,1,DOOR_20,door,C_A1
R20,Room 20,EXIT_D,2,B4_2,navigation,D_A1
R20,Room 20,EXIT_D,3,B4_1,navigation,D_A2
R20,Room 20,EXIT_D,4,B4_0,navigation,D_A3
R20,Room 20,EXIT_D,5,E4,navigation,D_A4
R20,Room 20,EXIT_D,6,C2,navigation,D4
R20,Room 20,EXIT_D,7,EXIT_D,exit,D3.3
