edge_id,source,target,distance,capacity_units,edge_type
E055:DOOR_14--B6_1,DOOR_14,B6_1,1.0,3.0,door_to_hallway
E056:B7_0--B7_1,B7_0,B7_1,1.0,4.0,navigation
E057:START_R15--DOOR_15,START_R15,DOOR_15,1.0,2.0,room_start
E058:DOOR_15--B7_1,DOOR_15,B7_1,1.0,3.0,door_to_hallway
E059:B8_0--B8_1,B8_0,B8_1,1.0,3.0,navigation
E060:START_R16--DOOR_16,START_R16,DOOR_16,1.0,3.0,room_start
E061:DOOR_16--B8_1,DOOR_16,B8_1,1.0,3.0,door_to_hallway
E062:B1_1--B1_2,B1_1,B1_2,1.0,4.0,navigation
E063:START_R17--DOOR_17,START_R17,DOOR_17,1.0,2.0,room_start
E064:DOOR_17--B1_2,DOOR_17,B1_2,1.0,3.0,door_to_hallway
E065:B2_1--B2_2,B2_1,B2_2,1.0,2.0,navigation
E066:START_R18--DOOR_18,START_R18,DOOR_18,1.0,3.0,room_start
E067:DOOR_18--B2_2,DOOR_18,B2_2,1.0,3.0,door_to_hallway
E068:B3_1--B3_2,B3_1,B3_2,1.0,4.0,navigation
E069:START_R19--DOOR_19,START_R19,DOOR_19,1.0,2.0,room_start
E070:DOOR_19--B3_2,DOOR_19,B3_2,1.0,3.0,door_to_hallway
E071:B4_1--B4_2,B4_1,B4_2,1.0,4.0,navigation
E072:START_R20--DOOR_20,START_R20,DOOR_20,1.0,3.0,room_start
E073:DOOR_20--B4_2,DOOR_20,B4_2,1.0,2.0,door_to_hallway
E074:C0--EXIT_A,C0,EXIT_A,1.0,5.0,exit
E075:C5--EXIT_B,C5,EXIT_B,1.0,6.0,exit
E076:C1--EXIT_C,C1,EXIT_C,1.0,6.0,exit
E077:C2--EXIT_D,C2,EXIT_D,1.0,4.0,exit
