rank,energy,num_occurrences,valid_exactly_one_exit_per_room,constraint_violation_count,chain_break_fraction,selected_variable_count,selected_variables
11,2.0967841282275925,1,True,0,0.013888888888888888,24,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_C | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_C | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_A | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_A | x_R19_EXIT_C | x_R20_EXIT_C | x_R21_EXIT_C | x_R22_EXIT_B | x_R23_EXIT_B | x_R24_EXIT_B
12,2.301398324070978,1,True,0,0.06944444444444445,24,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_C | x_R09_EXIT_A | x_R10_EXIT_B | x_R11_EXIT_C | x_R12_EXIT_A | x_R13_EXIT_A | x_R14_EXIT_A | x_R15_EXIT_B | x_R16_EXIT_A | x_R17_EXIT_A | x_R18_EXIT_C | x_R19_EXIT_C | x_R20_EXIT_C | x_R21_EXIT_C | x_R22_EXIT_A | x_R23_EXIT_C | x_R24_EXIT_B
13,2.487593157382886,1,True,0,0.013888888888888888,24,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_C | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_C | x_R08_EXIT_A | x_R09_EXIT_A | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_B | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_A | x_R16_EXIT_B | x_R17_EXIT_A | x_R18_EXIT_C | x_R19_EXIT_A | x_R20_EXIT_B | x_R21_EXIT_C | x_R22_EXIT_C | x_R23_EXIT_B | x_R24_EXIT_C
14,3.149339378775887,1,False,1,0.0,23,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_C | x_R07_EXIT_A | x_R08_EXIT_C | x_R09_EXIT_B | x_R10_EXIT_B | x_R12_EXIT_C | x_R13_EXIT_C | x_R14_EXIT_C | x_R15_EXIT_A | x_R16_EXIT_C | x_R17_EXIT_A | x_R18_EXIT_B | x_R19_EXIT_A | x_R20_EXIT_A | x_R21_EXIT_A | x_R22_EXIT_B | x_R23_EXIT_A | x_R24_EXIT_A
15,3.2316599333509144,1,False,1,0.027777777777777776,23,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_C | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_B | x_R09_EXIT_B | x_R10_EXIT_B | x_R11_EXIT_B | x_R12_EXIT_B | x_R13_EXIT_C | x_R14_EXIT_A | x_R15_EXIT_C | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_B | x_R19_EXIT_A | x_R21_EXIT_B | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_A
16,3.3534414709387543,1,False,1,0.013888888888888888,23,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_B | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_B | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_B | x_R19_EXIT_C | x_R20_EXIT_B | x_R21_EXIT_B | x_R22_EXIT_C | x_R23_EXIT_C | x_R24_EXIT_A
17,3.3659735644979154,1,False,1,0.041666666666666664,23,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_B | x_R10_EXIT_B | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_C | x_R14_EXIT_C | x_R16_EXIT_A | x_R17_EXIT_A | x_R18_EXIT_B | x_R19_EXIT_C | x_R20_EXIT_C | x_R21_EXIT_C | x_R22_EXIT_B | x_R23_EXIT_B | x_R24_EXIT_A
18,3.49528535615126,1,False,1,0.027777777777777776,25,x_R01_EXIT_C | x_R02_EXIT_A | x_R03_EXIT_C | x_R04_EXIT_C | x_R05_EXIT_C | x_R06_EXIT_A | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_A | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_B | x_R13_EXIT_B | x_R14_EXIT_A | x_R15_EXIT_C | x_R16_EXIT_B | x_R17_EXIT_C | x_R18_EXIT_B | x_R18_EXIT_C | x_R19_EXIT_C | x_R20_EXIT_C | x_R21_EXIT_B | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_A
19,3.516039781721252,1,False,1,0.027777777777777776,25,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_A | x_R06_EXIT_C | x_R07_EXIT_A | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_B | x_R10_EXIT_C | x_R11_EXIT_C | x_R12_EXIT_B | x_R13_EXIT_A | x_R14_EXIT_B | x_R15_EXIT_B | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_B | x_R19_EXIT_B | x_R20_EXIT_A | x_R21_EXIT_A | x_R22_EXIT_C | x_R23_EXIT_C | x_R24_EXIT_A
20,3.520537216819059,1,False,1,0.013888888888888888,25,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_A | x_R03_EXIT_C | x_R04_EXIT_C | x_R05_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_A | x_R08_EXIT_B | x_R09_EXIT_A | x_R10_EXIT_A | x_R11_EXIT_A | x_R12_EXIT_A | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_C | x_R16_EXIT_C | x_R17_EXIT_B | x_R18_EXIT_C | x_R19_EXIT_A | x_R20_EXIT_A | x_R21_EXIT_C | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_A
21,3.539128152928236,1,False,1,0.041666666666666664,25,x_R01_EXIT_B | x_R02_EXIT_C | x_R03_EXIT_A | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_A | x_R09_EXIT_B | x_R10_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_B | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_B | x_R16_EXIT_C | x_R17_EXIT_B | x_R18_EXIT_A | x_R19_EXIT_C | x_R20_EXIT_A | x_R21_EXIT_A | x_R22_EXIT_B | x_R22_EXIT_C | x_R23_EXIT_C | x_R24_EXIT_A
22,3.580494579774026,1,False,1,0.08333333333333333,23,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_A | x_R14_EXIT_B | x_R15_EXIT_C | x_R17_EXIT_B | x_R18_EXIT_A | x_R19_EXIT_C | x_R20_EXIT_C | x_R21_EXIT_C | x_R22_EXIT_B | x_R23_EXIT_B | x_R24_EXIT_A
23,3.612723955713169,1,False,1,0.013888888888888888,25,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_B | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_B | x_R13_EXIT_B | x_R14_EXIT_A | x_R15_EXIT_B | x_R16_EXIT_A | x_R17_EXIT_A | x_R18_EXIT_A | x_R19_EXIT_A | x_R20_EXIT_C | x_R21_EXIT_C | x_R22_EXIT_A | x_R23_EXIT_C | x_R24_EXIT_A
24,3.6747952455427377,1,False,1,0.06944444444444445,23,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_C | x_R07_EXIT_A | x_R08_EXIT_A | x_R09_EXIT_B | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_C | x_R16_EXIT_A | x_R17_EXIT_C | x_R18_EXIT_B | x_R19_EXIT_C | x_R20_EXIT_C | x_R21_EXIT_C | x_R22_EXIT_B | x_R23_EXIT_A | x_R24_EXIT_A
25,3.6966249671236113,1,False,1,0.013888888888888888,25,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_A | x_R08_EXIT_A | x_R08_EXIT_C | x_R09_EXIT_A | x_R10_EXIT_B | x_R11_EXIT_B | x_R12_EXIT_B | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_C | x_R16_EXIT_C | x_R17_EXIT_B | x_R18_EXIT_B | x_R19_EXIT_A | x_R20_EXIT_C | x_R21_EXIT_A | x_R22_EXIT_A | x_R23_EXIT_B | x_R24_EXIT_A
26,3.708018720633892,1,False,1,0.05555555555555555,23,x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_C | x_R05_EXIT_A | x_R06_EXIT_C | x_R07_EXIT_A | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_B | x_R12_EXIT_A | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_B | x_R16_EXIT_B | x_R17_EXIT_A | x_R18_EXIT_C | x_R19_EXIT_C | x_R20_EXIT_A | x_R21_EXIT_C | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_B
27,3.7165219342011797,1,False,1,0.027777777777777776,23,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B | x_R09_EXIT_A | x_R10_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_B | x_R16_EXIT_A | x_R17_EXIT_C | x_R18_EXIT_A | x_R19_EXIT_C | x_R20_EXIT_C | x_R21_EXIT_B | x_R22_EXIT_C | x_R23_EXIT_C | x_R24_EXIT_A
28,3.7989411781399225,1,False,1,0.013888888888888888,25,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_A | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_A | x_R14_EXIT_C | x_R15_EXIT_B | x_R16_EXIT_A | x_R17_EXIT_B | x_R18_EXIT_A | x_R18_EXIT_C | x_R19_EXIT_C | x_R20_EXIT_C | x_R21_EXIT_A | x_R22_EXIT_B | x_R23_EXIT_C | x_R24_EXIT_A
29,3.8067534282286615,1,False,1,0.08333333333333333,25,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R03_EXIT_C | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_B | x_R16_EXIT_B | x_R17_EXIT_A | x_R18_EXIT_C | x_R19_EXIT_C | x_R20_EXIT_B | x_R21_EXIT_C | x_R22_EXIT_C | x_R23_EXIT_A | x_R24_EXIT_A
30,3.825734043962475,1,False,1,0.05555555555555555,25,x_R01_EXIT_B | x_R02_EXIT_A | x_R03_EXIT_C | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_B | x_R13_EXIT_C | x_R14_EXIT_C | x_R15_EXIT_B | x_R16_EXIT_C | x_R17_EXIT_B | x_R18_EXIT_B | x_R19_EXIT_B | x_R20_EXIT_B | x_R21_EXIT_A | x_R22_EXIT_A | x_R23_EXIT_B | x_R24_EXIT_B
31,3.8285042816650945,1,False,1,0.013888888888888888,25,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_A | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_C | x_R10_EXIT_C | x_R11_EXIT_B | x_R12_EXIT_C | x_R13_EXIT_A | x_R14_EXIT_B | x_R15_EXIT_A | x_R15_EXIT_B | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_A | x_R19_EXIT_C | x_R20_EXIT_B | x_R21_EXIT_C | x_R22_EXIT_A | x_R23_EXIT_C | x_R24_EXIT_A
32,3.8682518293541444,1,False,1,0.041666666666666664,25,x_R01_EXIT_A | x_R02_EXIT_C | x_R03_EXIT_A | x_R04_EXIT_C | x_R05_EXIT_B | x_R06_EXIT_A | x_R07_EXIT_A | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_A | x_R11_EXIT_B | x_R12_EXIT_B | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_A | x_R16_EXIT_A | x_R17_EXIT_C | x_R18_EXIT_B | x_R19_EXIT_C | x_R20_EXIT_A | x_R21_EXIT_A | x_R22_EXIT_B | x_R23_EXIT_A | x_R24_EXIT_A | x_R24_EXIT_B
33,3.900042393755297,1,False,1,0.05555555555555555,25,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_C | x_R05_EXIT_C | x_R06_EXIT_A | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_A | x_R10_EXIT_A | x_R11_EXIT_B | x_R12_EXIT_B | x_R13_EXIT_B | x_R14_EXIT_A | x_R15_EXIT_C | x_R16_EXIT_C | x_R17_EXIT_A | x_R17_EXIT_B | x_R18_EXIT_C | x_R19_EXIT_A | x_R20_EXIT_C | x_R21_EXIT_C | x_R22_EXIT_B | x_R23_EXIT_A | x_R24_EXIT_B
34,3.9433522839626556,1,False,1,0.027777777777777776,25,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_C | x_R07_EXIT_B | x_R08_EXIT_B | x_R09_EXIT_B | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_C | x_R14_EXIT_A | x_R15_EXIT_C | x_R16_EXIT_C | x_R17_EXIT_A | x_R18_EXIT_C | x_R19_EXIT_A | x_R20_EXIT_A | x_R21_EXIT_A | x_R22_EXIT_A | x_R22_EXIT_C | x_R23_EXIT_B | x_R24_EXIT_C
35,3.948652408741835,1,False,1,0.013888888888888888,23,x_R01_EXIT_A | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_C | x_R07_EXIT_B | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_B | x_R15_EXIT_C | x_R16_EXIT_B | x_R17_EXIT_C | x_R18_EXIT_C | x_R19_EXIT_B | x_R20_EXIT_C | x_R21_EXIT_B | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_C
36,3.9488941753788773,1,False,1,0.05555555555555555,23,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_A | x_R04_EXIT_C | x_R05_EXIT_A | x_R06_EXIT_C | x_R07_EXIT_B | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_A | x_R11_EXIT_B | x_R12_EXIT_A | x_R13_EXIT_A | x_R14_EXIT_C | x_R15_EXIT_A | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_B | x_R19_EXIT_A | x_R21_EXIT_C | x_R22_EXIT_A | x_R23_EXIT_C | x_R24_EXIT_B
37,3.990312975555897,1,False,1,0.041666666666666664,23,x_R01_EXIT_A | x_R02_EXIT_A | x_R03_EXIT_C | x_R04_EXIT_A | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_C | x_R08_EXIT_C | x_R09_EXIT_B | x_R10_EXIT_C | x_R11_EXIT_B | x_R12_EXIT_A | x_R13_EXIT_B | x_R14_EXIT_A | x_R15_EXIT_A | x_R16_EXIT_A | x_R17_EXIT_C | x_R18_EXIT_C | x_R19_EXIT_B | x_R20_EXIT_A | x_R21_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_C
38,3.9959973705042713,1,False,1,0.041666666666666664,23,x_R01_EXIT_A | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_A | x_R05_EXIT_A | x_R06_EXIT_A | x_R07_EXIT_B | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_C | x_R12_EXIT_B | x_R13_EXIT_C | x_R14_EXIT_B | x_R15_EXIT_A | x_R16_EXIT_A | x_R17_EXIT_C | x_R19_EXIT_C | x_R20_EXIT_A | x_R21_EXIT_C | x_R22_EXIT_B | x_R23_EXIT_C | x_R24_EXIT_B
39,4.000183272176315,1,False,1,0.05555555555555555,25,x_R01_EXIT_A | x_R02_EXIT_C | x_R03_EXIT_C | x_R04_EXIT_A | x_R05_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_A | x_R08_EXIT_A | x_R09_EXIT_B | x_R10_EXIT_A | x_R11_EXIT_C | x_R12_EXIT_A | x_R13_EXIT_A | x_R14_EXIT_B | x_R15_EXIT_C | x_R16_EXIT_A | x_R17_EXIT_B | x_R18_EXIT_B | x_R19_EXIT_B | x_R20_EXIT_B | x_R21_EXIT_B | x_R22_EXIT_A | x_R23_EXIT_A | x_R24_EXIT_A | x_R24_EXIT_B
40,4.004744165843921,1,False,1,0.05555555555555555,23,x_R01_EXIT_C | x_R02_EXIT_C | x_R03_EXIT_B | x_R04_EXIT_C | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_A | x_R08_EXIT_B | x_R09_EXIT_A | x_R10_EXIT_C | x_R11_EXIT_B | x_R12_EXIT_A | x_R13_EXIT_A | x_R14_EXIT_C | x_R15_EXIT_C | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_C | x_R19_EXIT_B | x_R20_EXIT_B | x_R21_EXIT_A | x_R23_EXIT_B | x_R24_EXIT_C
41,4.0226568847745945,1,False,1,0.013888888888888888,23,x_R02_EXIT_A | x_R03_EXIT_B | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_C | x_R07_EXIT_C | x_R08_EXIT_B | x_R09_EXIT_A | x_R10_EXIT_B | x_R11_EXIT_C | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_A | x_R15_EXIT_A | x_R16_EXIT_B | x_R17_EXIT_C | x_R18_EXIT_A | x_R19_EXIT_A | x_R20_EXIT_C | x_R21_EXIT_C | x_R22_EXIT_A | x_R23_EXIT_C | x_R24_EXIT_B
42,4.058842434043388,1,False,1,0.027777777777777776,25,x_R01_EXIT_B | x_R02_EXIT_B | x_R03_EXIT_C | x_R04_EXIT_B | x_R05_EXIT_B | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_B | x_R09_EXIT_C | x_R10_EXIT_B | x_R11_EXIT_A | x_R12_EXIT_A | x_R12_EXIT_C | x_R13_EXIT_B | x_R14_EXIT_B | x_R15_EXIT_B | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_B | x_R19_EXIT_C | x_R20_EXIT_B | x_R21_EXIT_A | x_R22_EXIT_A | x_R23_EXIT_C | x_R24_EXIT_B
43,4.064216001370435,1,False,1,0.0,25,x_R01_EXIT_C | x_R02_EXIT_B | x_R03_EXIT_C | x_R04_EXIT_B | x_R05_EXIT_C | x_R06_EXIT_A | x_R06_EXIT_B | x_R07_EXIT_B | x_R08_EXIT_B | x_R09_EXIT_A | x_R10_EXIT_C | x_R11_EXIT_A | x_R12_EXIT_A | x_R13_EXIT_B | x_R14_EXIT_B | x_R15_EXIT_A | x_R16_EXIT_B | x_R17_EXIT_C | x_R18_EXIT_A | x_R19_EXIT_A | x_R20_EXIT_A | x_R21_EXIT_A | x_R22_EXIT_B | x_R23_EXIT_C | x_R24_EXIT_C
44,4.127674816169469,1,False,1,0.0,23,x_R01_EXIT_A | x_R02_EXIT_B | x_R03_EXIT_B | x_R04_EXIT_C | x_R05_EXIT_C | x_R07_EXIT_B | x_R08_EXIT_A | x_R09_EXIT_A | x_R10_EXIT_C | x_R11_EXIT_B | x_R12_EXIT_B | x_R13_EXIT_B | x_R14_EXIT_C | x_R15_EXIT_A | x_R16_EXIT_C | x_R17_EXIT_C | x_R18_EXIT_B | x_R19_EXIT_A | x_R20_EXIT_C | x_R21_EXIT_B | x_R22_EXIT_C | x_R23_EXIT_A | x_R24_EXIT_B
