room_id,room_name,occupancy,selected_exit,route_id,distance,edge_count,path,edge_ids
R14,Human Resources Office,4,EXIT_G,R14__EXIT_G,24.0,22,START_R14 -> K12 -> DOOR_20 -> K10 -> M10 -> N10 -> N11 -> N13 -> N15 -> N16 -> M16 -> K16 -> J16 -> I16 -> H16 -> G16 -> F16 -> E16 -> D16 -> C16 -> B16 -> A16 -> EXIT_G,E342:K12--START_R14 | E340:K12--DOOR_20 | E338:K10--DOOR_20 | E339:K10--M10 | E393:M10--N10 | E426:N10--N11 | E427:N11--N13 | E428:N13--N15 | E429:N15--N16 | E394:M16--N16 | E344:K16--M16 | E336:J16--K16 | E320:I16--J16 | E298:H16--I16 | E268:G16--H16 | E260:F16--G16 | E236:E16--F16 | E212:D16--E16 | E187:C16--D16 | E167:B16--C16 | E007:A16--B16 | E008:A16--EXIT_G
R15,Finance Office,4,EXIT_C,R15__EXIT_C,26.0,26,START_R15 -> S12 -> DOOR_25 -> S10 -> R10 -> Q10 -> DOOR_15 -> O10 -> DOOR_16 -> N10 -> M10 -> K10 -> J10 -> I10 -> H10 -> G10 -> F10 -> E10 -> E9 -> E8 -> E7 -> E6 -> E5 -> E4 -> E3 -> E2 -> EXIT_C,E570:S12--START_R15 | E569:S12--DOOR_25 | E567:S10--DOOR_25 | E545:R10--S10 | E514:Q10--R10 | E512:Q10--DOOR_15 | E456:O10--DOOR_15 | E457:O10--DOOR_16 | E425:N10--DOOR_16 | E393:M10--N10 | E339:K10--M10 | E330:J10--K10 | E317:I10--J10 | E292:H10--I10 | E262:G10--H10 | E257:F10--G10 | E231:E10--F10 | E230:E10--E9 | E256:E8--E9 | E255:E7--E8 | E252:E6--E7 | E251:E5--E6 | E250:E4--E5 | E249:E3--E4 | E239:E2--E3 | E240:E2--EXIT_C
R16,Payroll Office,4,EXIT_C,R16__EXIT_C,29.0,29,START_R16 -> V12 -> DOOR_23 -> V10 -> U10 -> T10 -> S10 -> R10 -> Q10 -> DOOR_15 -> O10 -> DOOR_16 -> N10 -> M10 -> K10 -> J10 -> I10 -> H10 -> G10 -> F10 -> E10 -> E9 -> E8 -> E7 -> E6 -> E5 -> E4 -> E3 -> E2 -> EXIT_C,E712:V12--START_R16 | E711:V12--DOOR_23 | E709:V10--DOOR_23 | E692:U10--V10 | E679:T10--U10 | E568:S10--T10 | E545:R10--S10 | E514:Q10--R10 | E512:Q10--DOOR_15 | E456:O10--DOOR_15 | E457:O10--DOOR_16 | E425:N10--DOOR_16 | E393:M10--N10 | E339:K10--M10 | E330:J10--K10 | E317:I10--J10 | E292:H10--I10 | E262:G10--H10 | E257:F10--G10 | E231:E10--F10 | E230:E10--E9 | E256:E8--E9 | E255:E7--E8 | E252:E6--E7 | E251:E5--E6 | E250:E4--E5 | E249:E3--E4 | E239:E2--E3 | E240:E2--EXIT_C
R17,Operations Office,4,EXIT_B,R17__EXIT_B,40.0,38,START_R17 -> Y12 -> DOOR_22 -> Y10 -> X10 -> W10 -> V10 -> U10 -> T10 -> S10 -> R10 -> Q10 -> Q11 -> Q13 -> Q15 -> Q16 -> R16 -> S16 -> T16 -> U16 -> V16 -> W16 -> X16 -> DOOR_30 -> X18 -> START_R24 -> X20 -> DOOR_39 -> X22 -> DOOR_49 -> X24 -> START_R32 -> Y25 -> DOOR_51 -> AA25 -> DOOR_53 -> AC25 -> AC26 -> EXIT_B,E770:Y12--START_R17 | E769:Y12--DOOR_22 | E766:Y10--DOOR_22 | E749:X10--Y10 | E731:W10--X10 | E710:V10--W10 | E692:U10--V10 | E679:T10--U10 | E568:S10--T10 | E545:R10--S10 | E514:Q10--R10 | E513:Q10--Q11 | E515:Q11--Q13 | E516:Q13--Q15 | E517:Q15--Q16 | E519:Q16--R16 | E551:R16--S16 | E573:S16--T16 | E682:T16--U16 | E699:U16--V16 | E715:V16--W16 | E734:W16--X16 | E755:X16--DOOR_30 | E757:X18--DOOR_30 | E651:START_R24--X18 | E652:START_R24--X20 | E759:X20--DOOR_39 | E228:DOOR_39--X22 | E761:X22--DOOR_49 | E763:X24--DOOR_49 | E673:START_R32--X24 | E675:START_R32--Y25 | E780:Y25--DOOR_51 | E046:AA25--DOOR_51 | E047:AA25--DOOR_53 | E091:AC25--DOOR_53 | E090:AC25--AC26 | E093:AC26--EXIT_B
R18,Facilities Office,4,EXIT_G,R18__EXIT_G,36.5,34,START_R18 -> AB12 -> DOOR_21 -> AB10 -> AA10 -> Z10 -> Y10 -> X10 -> W10 -> V10 -> U10 -> T10 -> S10 -> R10 -> Q10 -> DOOR_15 -> O10 -> O11 -> O13 -> O15 -> O16 -> N16 -> M16 -> K16 -> J16 -> I16 -> H16 -> G16 -> F16 -> E16 -> D16 -> C16 -> B16 -> A16 -> EXIT_G,E061:AB12--START_R18 | E060:AB12--DOOR_21 | E058:AB10--DOOR_21 | E030:AA10--AB10 | E031:AA10--Z10 | E768:Y10--Z10 | E749:X10--Y10 | E731:W10--X10 | E710:V10--W10 | E692:U10--V10 | E679:T10--U10 | E568:S10--T10 | E545:R10--S10 | E514:Q10--R10 | E512:Q10--DOOR_15 | E456:O10--DOOR_15 | E458:O10--O11 | E460:O11--O13 | E461:O13--O15 | E462:O15--O16 | E430:N16--O16 | E394:M16--N16 | E344:K16--M16 | E336:J16--K16 | E320:I16--J16 | E298:H16--I16 | E268:G16--H16 | E260:F16--G16 | E236:E16--F16 | E212:D16--E16 | E187:C16--D16 | E167:B16--C16 | E007:A16--B16 | E008:A16--EXIT_G
R19,Principal's Office,3,EXIT_F,R19__EXIT_F,41.0,38,START_R19 -> AE12 -> DOOR_24 -> AE10 -> AD10 -> AC10 -> AB10 -> AA10 -> Z10 -> Y10 -> X10 -> W10 -> V10 -> U10 -> T10 -> S10 -> R10 -> Q10 -> DOOR_15 -> O10 -> O11 -> O13 -> O15 -> O16 -> DOOR_26 -> N18 -> N18.5 -> O18.5 -> DOOR_33 -> P18.5 -> P19 -> P20 -> P21 -> P22 -> P23 -> P24 -> P25 -> P26 -> EXIT_F,E131:AE12--START_R19 | E130:AE12--DOOR_24 | E128:AE10--DOOR_24 | E095:AD10--AE10 | E078:AC10--AD10 | E057:AB10--AC10 | E030:AA10--AB10 | E031:AA10--Z10 | E768:Y10--Z10 | E749:X10--Y10 | E731:W10--X10 | E710:V10--W10 | E692:U10--V10 | E679:T10--U10 | E568:S10--T10 | E545:R10--S10 | E514:Q10--R10 | E512:Q10--DOOR_15 | E456:O10--DOOR_15 | E458:O10--O11 | E460:O11--O13 | E461:O13--O15 | E462:O15--O16 | E463:O16--DOOR_26 | E223:DOOR_26--N18 | E431:N18--N18.5 | E434:N18.5--O18.5 | E466:O18.5--DOOR_33 | E225:DOOR_33--P18.5 | E484:P18.5--P19 | E485:P19--P20 | E489:P20--P21 | E492:P21--P22 | E493:P22--P23 | E494:P23--P24 | E496:P24--P25 | E499:P25--P26 | E500:P26--EXIT_F
R20,Assistant Principal's Office,3,EXIT_A,R20__EXIT_A,8.0,8,START_R20 -> C20 -> DOOR_37 -> C22 -> DOOR_44 -> C24 -> START_R28 -> C26 -> EXIT_A,E644:START_R20--C20 | E192:C20--DOOR_37 | E194:C22--DOOR_37 | E195:C22--DOOR_44 | E197:C24--DOOR_44 | E661:START_R28--C24 | E662:START_R28--C26 | E199:C26--EXIT_A
R21,Conference Room A,10,EXIT_G,R21__EXIT_G,11.0,11,START_R21 -> H18 -> DOOR_29 -> H16 -> G16 -> F16 -> E16 -> D16 -> C16 -> B16 -> A16 -> EXIT_G,E646:START_R21--H18 | E299:H18--DOOR_29 | E297:H16--DOOR_29 | E268:G16--H16 | E260:F16--G16 | E236:E16--F16 | E212:D16--E16 | E187:C16--D16 | E167:B16--C16 | E007:A16--B16 | E008:A16--EXIT_G
R22,Conference Room B,10,EXIT_D,R22__EXIT_D,20.25,17,START_R22 -> N18.5 -> N18 -> DOOR_26 -> O16 -> O15 -> O13 -> O11 -> O10 -> O8 -> O7 -> O6 -> P6 -> P5 -> P4 -> P3 -> P2 -> EXIT_D,E649:START_R22--N18.5 | E431:N18--N18.5 | E223:DOOR_26--N18 | E463:O16--DOOR_26 | E462:O15--O16 | E461:O13--O15 | E460:O11--O13 | E458:O10--O11 | E459:O10--O8 | E479:O7--O8 | E477:O6--O7 | E478:O6--P6 | E505:P5--P6 | E503:P4--P5 | E501:P3--P4 | E487:P2--P3 | E486:P2--EXIT_D
R23,Meeting Room A,10,EXIT_B,R23__EXIT_B,19.5,21,START_R23 -> R18.5 -> S18.5 -> DOOR_34 -> U18.5 -> U19 -> U20 -> U21 -> U22 -> V22 -> W22 -> X22 -> DOOR_49 -> X24 -> START_R32 -> Y25 -> DOOR_51 -> AA25 -> DOOR_53 -> AC25 -> AC26 -> EXIT_B,E650:START_R23--R18.5 | E555:R18.5--S18.5 | E575:S18.5--DOOR_34 | E226:DOOR_34--U18.5 | E702:U18.5--U19 | E703:U19--U20 | E704:U20--U21 | E706:U21--U22 | E708:U22--V22 | E718:V22--W22 | E741:W22--X22 | E761:X22--DOOR_49 | E763:X24--DOOR_49 | E673:START_R32--X24 | E675:START_R32--Y25 | E780:Y25--DOOR_51 | E046:AA25--DOOR_51 | E047:AA25--DOOR_53 | E091:AC25--DOOR_53 | E090:AC25--AC26 | E093:AC26--EXIT_B
R24,Meeting Room B,10,EXIT_B,R24__EXIT_B,13.0,13,START_R24 -> X20 -> DOOR_39 -> X22 -> DOOR_49 -> X24 -> START_R32 -> Y25 -> DOOR_51 -> AA25 -> DOOR_53 -> AC25 -> AC26 -> EXIT_B,E652:START_R24--X20 | E759:X20--DOOR_39 | E228:DOOR_39--X22 | E761:X22--DOOR_49 | E763:X24--DOOR_49 | E673:START_R32--X24 | E675:START_R32--Y25 | E780:Y25--DOOR_51 | E046:AA25--DOOR_51 | E047:AA25--DOOR_53 | E091:AC25--DOOR_53 | E090:AC25--AC26 | E093:AC26--EXIT_B
R25,Faculty Training Room,10,EXIT_D,R25__EXIT_D,33.5,31,START_R25 -> AD18 -> DOOR_28 -> AD16 -> AC16 -> AB16 -> AA16 -> Z16 -> Y16 -> X16 -> W16 -> V16 -> U16 -> T16 -> S16 -> R16 -> Q16 -> DOOR_27 -> O16 -> O15 -> O13 -> O11 -> O10 -> O8 -> O7 -> O6 -> P6 -> P5 -> P4 -> P3 -> P2 -> EXIT_D,E105:AD18--START_R25 | E104:AD18--DOOR_28 | E102:AD16--DOOR_28 | E081:AC16--AD16 | E063:AB16--AC16 | E037:AA16--AB16 | E038:AA16--Z16 | E773:Y16--Z16 | E756:X16--Y16 | E734:W16--X16 | E715:V16--W16 | E699:U16--V16 | E682:T16--U16 | E573:S16--T16 | E551:R16--S16 | E519:Q16--R16 | E518:Q16--DOOR_27 | E464:O16--DOOR_27 | E462:O15--O16 | E461:O13--O15 | E460:O11--O13 | E458:O10--O11 | E459:O10--O8 | E479:O7--O8 | E477:O6--O7 | E478:O6--P6 | E505:P5--P6 | E503:P4--P5 | E501:P3--P4 | E487:P2--P3 | E486:P2--EXIT_D
R26,Staff Break Room,6,EXIT_F,R26__EXIT_F,10.0,9,START_R26 -> O21 -> DOOR_43 -> P21 -> P22 -> P23 -> P24 -> P25 -> P26 -> EXIT_F,E658:START_R26--O21 | E471:O21--DOOR_43 | E491:P21--DOOR_43 | E492:P21--P22 | E493:P22--P23 | E494:P23--P24 | E496:P24--P25 | E499:P25--P26 | E500:P26--EXIT_F
R27,IT / Server Room,1,EXIT_H,R27__EXIT_H,20.0,21,START_R27 -> S21 -> DOOR_42 -> U21 -> U20 -> U19 -> U18.5 -> U18 -> U17 -> U16 -> V16 -> W16 -> X16 -> Y16 -> Z16 -> AA16 -> AB16 -> AC16 -> AD16 -> AE16 -> AF16 -> EXIT_H,E660:START_R27--S21 | E580:S21--DOOR_42 | E705:U21--DOOR_42 | E704:U20--U21 | E703:U19--U20 | E702:U18.5--U19 | E701:U18--U18.5 | E700:U17--U18 | E698:U16--U17 | E699:U16--V16 | E715:V16--W16 | E734:W16--X16 | E756:X16--Y16 | E773:Y16--Z16 | E038:AA16--Z16 | E037:AA16--AB16 | E063:AB16--AC16 | E081:AC16--AD16 | E101:AD16--AE16 | E133:AE16--AF16 | E151:AF16--EXIT_H
R28,Copy & Supply Room,2,EXIT_E,R28__EXIT_E,45.25,44,START_R28 -> C24 -> DOOR_44 -> C22 -> D22 -> E22 -> F22 -> G22 -> H22 -> I22 -> J22 -> K22 -> K21 -> K20 -> K19 -> K18.5 -> DOOR_32 -> M18.5 -> M18 -> N18 -> DOOR_26 -> O16 -> DOOR_27 -> Q16 -> Q15 -> Q13 -> Q11 -> Q10 -> R10 -> S10 -> T10 -> U10 -> V10 -> W10 -> X10 -> Y10 -> Y9 -> Y8 -> Y7 -> Y6 -> Y5 -> Y4 -> Y3 -> Y2 -> EXIT_E,E661:START_R28--C24 | E197:C24--DOOR_44 | E195:C22--DOOR_44 | E193:C22--D22 | E219:D22--E22 | E241:E22--F22 | E261:F22--G22 | E276:G22--H22 | E307:H22--I22 | E324:I22--J22 | E337:J22--K22 | E354:K21--K22 | E352:K20--K21 | E349:K19--K20 | E348:K18.5--K19 | E347:K18.5--DOOR_32 | E224:DOOR_32--M18.5 | E395:M18--M18.5 | E396:M18--N18 | E223:DOOR_26--N18 | E463:O16--DOOR_26 | E464:O16--DOOR_27 | E518:Q16--DOOR_27 | E517:Q15--Q16 | E516:Q13--Q15 | E515:Q11--Q13 | E513:Q10--Q11 | E514:Q10--R10 | E545:R10--S10 | E568:S10--T10 | E679:T10--U10 | E692:U10--V10 | E710:V10--W10 | E731:W10--X10 | E749:X10--Y10 | E767:Y10--Y9 | E791:Y8--Y9 | E790:Y7--Y8 | E787:Y6--Y7 | E786:Y5--Y6 | E785:Y4--Y5 | E784:Y3--Y4 | E777:Y2--Y3 | E776:Y2--EXIT_E
R29,Faculty Workroom,4,EXIT_A,R29__EXIT_A,8.0,8,START_R29 -> G25 -> DOOR_50 -> E25 -> DOOR_54 -> D25 -> D26 -> C26 -> EXIT_A,E281:G25--START_R29 | E279:G25--DOOR_50 | E244:E25--DOOR_50 | E245:E25--DOOR_54 | E222:D25--DOOR_54 | E221:D25--D26 | E198:C26--D26 | E199:C26--EXIT_A
R30,School Security Office,4,EXIT_F,R30__EXIT_F,5.0,5,START_R30 -> N25 -> DOOR_52 -> P25 -> P26 -> EXIT_F,E669:START_R30--N25 | E443:N25--DOOR_52 | E497:P25--DOOR_52 | E499:P25--P26 | E500:P26--EXIT_F
R31,Maintenance & Storage,1,EXIT_A,R31__EXIT_A,24.0,24,START_R31 -> R25 -> DOOR_55 -> P25 -> P24 -> P23 -> O23 -> N23 -> M23 -> L23 -> K23 -> K22 -> J22 -> I22 -> H22 -> G22 -> F22 -> E22 -> D22 -> C22 -> DOOR_44 -> C24 -> START_R28 -> C26 -> EXIT_A,E565:R25--START_R31 | E563:R25--DOOR_55 | E498:P25--DOOR_55 | E496:P24--P25 | E494:P23--P24 | E473:O23--P23 | E441:N23--O23 | E409:M23--N23 | E377:L23--M23 | E356:K23--L23 | E355:K22--K23 | E337:J22--K22 | E324:I22--J22 | E307:H22--I22 | E276:G22--H22 | E261:F22--G22 | E241:E22--F22 | E219:D22--E22 | E193:C22--D22 | E195:C22--DOOR_44 | E197:C24--DOOR_44 | E661:START_R28--C24 | E662:START_R28--C26 | E199:C26--EXIT_A
R32,East Support Office,4,EXIT_A,R32__EXIT_A,30.5,31,START_R32 -> X24 -> DOOR_49 -> X22 -> W22 -> V22 -> U22 -> U23 -> T23 -> S23 -> R23 -> Q23 -> P23 -> O23 -> N23 -> M23 -> L23 -> K23 -> K22 -> J22 -> I22 -> H22 -> G22 -> F22 -> E22 -> D22 -> C22 -> DOOR_44 -> C24 -> START_R28 -> C26 -> EXIT_A,E673:START_R32--X24 | E763:X24--DOOR_49 | E761:X22--DOOR_49 | E741:W22--X22 | E718:V22--W22 | E708:U22--V22 | E707:U22--U23 | E684:T23--U23 | E583:S23--T23 | E560:R23--S23 | E533:Q23--R23 | E495:P23--Q23 | E473:O23--P23 | E441:N23--O23 | E409:M23--N23 | E377:L23--M23 | E356:K23--L23 | E355:K22--K23 | E337:J22--K22 | E324:I22--J22 | E307:H22--I22 | E276:G22--H22 | E261:F22--G22 | E241:E22--F22 | E219:D22--E22 | E193:C22--D22 | E195:C22--DOOR_44 | E197:C24--DOOR_44 | E661:START_R28--C24 | E662:START_R28--C26 | E199:C26--EXIT_A
R33,Administrative Support Office,4,EXIT_B,R33__EXIT_B,3.0,3,START_R33 -> AC25 -> AC26 -> EXIT_B,E676:START_R33--AC25 | E090:AC25--AC26 | E093:AC26--EXIT_B
