source,target,edge_type,distance,capacity,notes
E10,E11,navigation,1.0,3,adjacent room grid points
E10,E9,navigation,1.0,3,adjacent room grid points
E13,E14,navigation,1.0,3,adjacent room grid points
E13,F13,navigation,1.0,3,adjacent room grid points
E14,E15,navigation,1.0,3,adjacent room grid points
E14,F14,navigation,1.0,3,adjacent room grid points
E15,F15,navigation,1.0,3,adjacent room grid points
E2,E3,navigation,1.0,3,adjacent room grid points
E2,F2,navigation,1.0,3,adjacent room grid points
E3,E4,navigation,1.0,3,adjacent room grid points
E3,F3,navigation,1.0,3,adjacent room grid points
E6,DOOR_05,room_to_door,1.0,1,room side of doorway
E6,E7,navigation,1.0,3,adjacent room grid points
E7,E8,navigation,1.0,3,adjacent room grid points
E8,E9,navigation,1.0,3,adjacent room grid points
F13,F14,navigation,1.0,3,adjacent room grid points
F13,H13,navigation,1.0,2,adjacent hallway or shared grid points
F14,F15,navigation,1.0,3,adjacent room grid points
F14,H14,navigation,1.0,2,adjacent hallway or shared grid points
F15,H15,navigation,1.0,2,adjacent hallway or shared grid points
F2,DOOR_01,room_to_door,1.0,1,room side of doorway
F2,F3,navigation,1.0,3,adjacent room grid points
G10,DOOR_07,room_to_door,0.5,1,room side of doorway
G10,G11,navigation,1.0,2,adjacent hallway or shared grid points
G10,G9,navigation,1.0,3,adjacent room grid points
G11,I11,navigation,1.0,2,adjacent hallway or shared grid points
G4,G6,navigation,1.5,2,adjacent hallway or shared grid points
G4,I4,navigation,1.0,2,adjacent hallway or shared grid points
G6,DOOR_05,room_to_door,0.5,1,room side of doorway
G6,G7,navigation,1.0,3,adjacent room grid points
G7,G8,navigation,1.0,3,adjacent room grid points
G8,G9,navigation,1.0,3,adjacent room grid points
H13,H14,navigation,1.0,3,adjacent room grid points
H14,DOOR_11,room_to_door,1.0,1,room side of doorway
H14,H15,navigation,1.0,3,adjacent room grid points
I11,J11,navigation,1.0,3,adjacent room grid points
I2,DOOR_01,room_to_door,0.5,1,room side of doorway
I2,I3,navigation,1.0,3,adjacent room grid points
I2,J2,navigation,1.0,3,adjacent room grid points
I3,I4,navigation,1.0,3,adjacent room grid points
I3,J3,navigation,1.0,3,adjacent room grid points
I4,J4,navigation,1.0,3,adjacent room grid points
J11,J12,navigation,0.5,3,adjacent room grid points
J11,K11,navigation,1.0,3,adjacent room grid points
J12,J13,navigation,1.0,3,adjacent room grid points
J12,K12,navigation,1.0,3,adjacent room grid points
J13,J14,navigation,1.0,3,adjacent room grid points
J13,K13,navigation,1.0,3,adjacent room grid points
J14,DOOR_11,room_to_door,0.5,1,room side of doorway
J14,J15,navigation,1.0,3,adjacent room grid points
J14,K14,navigation,1.0,3,adjacent room grid points
J15,K15,navigation,1.0,3,adjacent room grid points
J2,J3,navigation,1.0,3,adjacent room grid points
J2,K2,navigation,1.0,3,adjacent room grid points
J3,START_R02,room_start,1,4,room center connected to adjacent graph node
J4,K4,navigation,1.0,3,adjacent room grid points
K11,K12,navigation,0.5,3,adjacent room grid points
K11,L11,navigation,1.0,3,adjacent room grid points
K12,K13,navigation,1.0,3,adjacent room grid points
K12,L12,navigation,1.0,3,adjacent room grid points
K13,K14,navigation,1.0,3,adjacent room grid points
K13,L13,navigation,1.0,3,adjacent room grid points
K14,K15,navigation,1.0,3,adjacent room grid points
K14,L14,navigation,1.0,3,adjacent room grid points
K15,EXIT_B,exit,1.0,3,interior graph connected to evacuation exit
K15,L15,navigation,1.0,3,adjacent room grid points
K2,EXIT_A,exit,1.0,3,interior graph connected to evacuation exit
K2,L2,navigation,1.0,3,adjacent room grid points
K4,L4,navigation,1.0,3,adjacent room grid points
L11,L12,navigation,0.5,3,adjacent room grid points
L11,M11,navigation,1.0,3,adjacent room grid points
L12,L13,navigation,1.0,3,adjacent room grid points
L13,L14,navigation,1.0,3,adjacent room grid points
L14,DOOR_12,room_to_door,0.5,1,room side of doorway
L14,L15,navigation,1.0,3,adjacent room grid points
L2,L3,navigation,1.0,3,adjacent room grid points
L2,M2,navigation,1.0,3,adjacent room grid points
L3,M3,navigation,1.0,3,adjacent room grid points
L4,M4,navigation,1.0,3,adjacent room grid points
M11,O11,navigation,1.0,2,adjacent hallway or shared grid points
M2,DOOR_02,room_to_door,0.5,1,room side of doorway
M2,M3,navigation,1.0,3,adjacent room grid points
M3,M4,navigation,1.0,3,adjacent room grid points
M4,O4,navigation,1.0,2,adjacent hallway or shared grid points
N13,N14,navigation,1.0,3,adjacent room grid points
N14,DOOR_12,room_to_door,1.0,1,room side of doorway
N14,N15,navigation,1.0,3,adjacent room grid points
N14,P14,navigation,1.0,3,adjacent room grid points
O10,DOOR_08,door_to_hallway,0.5,1,hallway side of doorway
O10,O11,navigation,1.0,2,adjacent hallway or shared grid points
O10,O9,navigation,1.0,2,adjacent hallway or shared grid points
O4,O6,navigation,1.5,2,adjacent hallway or shared grid points
O6,DOOR_06,door_to_hallway,0.5,1,hallway side of doorway
O6,O7,navigation,1.0,2,adjacent hallway or shared grid points
O7,O8,navigation,1.0,2,adjacent hallway or shared grid points
O8,O9,navigation,1.0,2,adjacent hallway or shared grid points
P13,P14,navigation,1.0,3,adjacent room grid points
P14,P15,navigation,1.0,3,adjacent room grid points
P14,Q14,navigation,1.0,3,adjacent room grid points
P2,DOOR_02,room_to_door,1.0,1,room side of doorway
P2,P3,navigation,1.0,3,adjacent room grid points
P2,Q2,navigation,1.0,3,adjacent room grid points
P3,Q3,navigation,1.0,3,adjacent room grid points
Q10,DOOR_08,room_to_door,0.5,1,room side of doorway
Q10,Q11,navigation,1.0,2,adjacent hallway or shared grid points
Q10,Q9,navigation,1.0,3,adjacent room grid points
Q10,R10,navigation,1.0,3,adjacent room grid points
Q11,R11,navigation,1.0,2,adjacent hallway or shared grid points
Q14,START_R08,room_start,1,4,room center connected to adjacent graph node
Q2,Q3,navigation,1.0,3,adjacent room grid points
Q2,R2,navigation,1.0,3,adjacent room grid points
Q3,Q4,navigation,1.0,3,adjacent room grid points
Q3,START_R03,room_start,1,4,room center connected to adjacent graph node
Q4,R4,navigation,1.0,3,adjacent room grid points
Q6,DOOR_06,room_to_door,0.5,1,room side of doorway
Q6,Q7,navigation,1.0,2,adjacent hallway or shared grid points
Q6,R6,navigation,1.0,2,adjacent hallway or shared grid points
Q7,Q8,navigation,1.0,3,adjacent room grid points
Q7,R7,navigation,1.0,3,adjacent room grid points
Q8,Q9,navigation,1.0,3,adjacent room grid points
Q9,R9,navigation,1.0,3,adjacent room grid points
R10,R11,navigation,1.0,3,adjacent room grid points
R10,R9,navigation,1.0,3,adjacent room grid points
R10,S10,navigation,1.0,3,adjacent room grid points
R11,DOOR_10,room_to_door,1.0,1,room side of doorway
R11,S11,navigation,1.0,3,adjacent room grid points
R13,DOOR_10,room_to_door,0.5,1,room side of doorway
R13,S13,navigation,1.0,3,adjacent room grid points
R15,S15,navigation,1.0,3,adjacent room grid points
R2,S2,navigation,1.0,3,adjacent room grid points
R2,START_R03,room_start,1,4,room center connected to adjacent graph node
R4,DOOR_04,room_to_door,1.0,1,room side of doorway
R4,S4,navigation,1.0,3,adjacent room grid points
R6,DOOR_04,room_to_door,0.5,1,room side of doorway
R6,R7,navigation,1.0,3,adjacent room grid points
R6,S6,navigation,1.0,3,adjacent room grid points
R7,S7,navigation,1.0,3,adjacent room grid points
R9,S9,navigation,1.0,3,adjacent room grid points
S10,S11,navigation,1.0,3,adjacent room grid points
S10,S9,navigation,1.0,3,adjacent room grid points
S10,T10,navigation,1.0,3,adjacent room grid points
S11,T11,navigation,1.0,3,adjacent room grid points
S13,S14,navigation,1.0,3,adjacent room grid points
S13,T13,navigation,1.0,3,adjacent room grid points
S14,S15,navigation,1.0,3,adjacent room grid points
S14,T14,navigation,1.0,3,adjacent room grid points
S15,T15,navigation,1.0,3,adjacent room grid points
S2,S3,navigation,1.0,3,adjacent room grid points
S2,T2,navigation,1.0,3,adjacent room grid points
S3,S4,navigation,1.0,3,adjacent room grid points
S3,T3,navigation,1.0,3,adjacent room grid points
S4,T4,navigation,1.0,3,adjacent room grid points
S6,S7,navigation,1.0,3,adjacent room grid points
S6,T6,navigation,1.0,3,adjacent room grid points
S7,T7,navigation,1.0,3,adjacent room grid points
S9,T9,navigation,1.0,3,adjacent room grid points
START_R01,D4,room_start,1.0,4,room center connected to room grid
START_R01,E3,room_start,1,4,room center connected to adjacent graph node
START_R02,K4,room_start,1.0,4,room center connected to room grid
START_R02,L3,room_start,1,4,room center connected to adjacent graph node
START_R03,R4,room_start,1.0,4,room center connected to room grid
START_R03,S3,room_start,1,4,room center connected to adjacent graph node
START_R04,D9,room_start,1.0,4,room center connected to room grid
START_R04,E8,room_start,1,4,room center connected to adjacent graph node
START_R07,K14,room_start,0.5,4,room center connected to room grid
START_R08,R13,room_start,1.0,4,room center connected to room grid
START_R08,R15,room_start,1,4,room center connected to adjacent graph node
START_R08,S14,room_start,1,4,room center connected to adjacent graph node
T10,T11,navigation,1.0,3,adjacent room grid points
T10,T9,navigation,1.0,3,adjacent room grid points
T13,T14,navigation,1.0,3,adjacent room grid points
T14,T15,navigation,1.0,3,adjacent room grid points
T2,T3,navigation,1.0,3,adjacent room grid points
T3,T4,navigation,1.0,3,adjacent room grid points
T6,T7,navigation,1.0,3,adjacent room grid points
T7,T8,navigation,1.0,3,adjacent room grid points
T8,T9,navigation,1.0,3,adjacent room grid points
START_R06,C14,room_start,1.0,4,room center connected to adjacent graph node
START_R06,D13,room_start,1.0,4,room center connected to adjacent graph node
START_R06,D15,room_start,1.0,4,room center connected to adjacent graph node
START_R06,E14,room_start,1.0,4,room center connected to adjacent graph node
START_R05,Q8,room_start,1.0,4,room center connected to adjacent graph node
START_R05,R7,room_start,1.0,4,room center connected to adjacent graph node
START_R05,R9,room_start,1.0,4,room center connected to adjacent graph node
START_R05,S8,room_start,1.0,4,room center connected to adjacent graph node
S8,S7,navigation,1.0,3,adjacent room grid points
S8,S9,navigation,1.0,3,adjacent room grid points
S8,T8,navigation,1.0,3,adjacent room grid points
Q13,Q14,navigation,1.0,3,adjacent room grid points
Q14,Q15,navigation,1.0,3,adjacent room grid points
P13,Q13,navigation,1.0,3,adjacent room grid points
Q13,R13,navigation,1.0,3,adjacent room grid points
P15,Q15,navigation,1.0,3,adjacent room grid points
Q15,R15,navigation,1.0,3,adjacent room grid points
N13,P13,navigation,2.0,3,straight room connection across removed O13
N15,P15,navigation,2.0,3,straight room connection across removed O15
