node_id,node_type,grid_position,description,space_type,space_id,space_name,room_id,room_name
A7,navigation,A7,walkable room grid point,room,R06,School Nurse Office,R06,School Nurse Office
START_R06,room_start,B7,pink room center,room_start,R06,School Nurse Office,R06,School Nurse Office
C7,navigation,C7,walkable room grid point,room,R06,School Nurse Office,R06,School Nurse Office
DOOR_12,door,D7,doorway between School Nurse Office and Counseling Office,door,,,,
E7,navigation,E7,walkable room grid point,room,R07,Counseling Office,R07,Counseling Office
DOOR_09,door,F7,doorway transition point,door,R07,,R07,Counseling Office
G7,navigation,G7,walkable room grid point,room,R07,Counseling Office,R07,Counseling Office
START_R07,room_start,H7,pink room center,room_start,R07,Counseling Office,R07,Counseling Office
I7,navigation,I7,walkable room grid point,room,R07,Counseling Office,R07,Counseling Office
K7,navigation,K7,walkable room grid point,room,R07,Counseling Office,R07,Counseling Office
L7,navigation,L7,hallway grid point,hallway,H18,Hallway 18,,
M7,navigation,M7,walkable room grid point,room,R05,Media Center / Library,R05,Media Center / Library
N7,navigation,N7,walkable room grid point,room,R05,Media Center / Library,R05,Media Center / Library
O7,navigation,O7,walkable room grid point,room,R05,Media Center / Library,R05,Media Center / Library
P7,navigation,P7,walkable room grid point,room,R05,Media Center / Library,R05,Media Center / Library
Q7,navigation,Q7,walkable room grid point,room,R05,Media Center / Library,R05,Media Center / Library
S7,navigation,S7,hallway grid point,hallway,H18,Hallway 18,,
T7,navigation,T7,hallway grid point,hallway,H18,Hallway 18,,
V7,navigation,V7,walkable room grid point,room,R08,Curriculum Office,R08,Curriculum Office
START_R08,room_start,W7,pink room center,room_start,R08,Curriculum Office,R08,Curriculum Office
DOOR_11,door,X7,doorway between Curriculum Office and Meeting Room B,door,,,,
Y7,navigation,Y7,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
DOOR_08,door,Z7,doorway between Meeting Room B and Student Services Office,door,,,,
AA7,navigation,AA7,walkable room grid point,room,R09,Student Services Office,R09,Student Services Office
START_R09,room_start,AB7,pink room center,room_start,R09,Student Services Office,R09,Student Services Office
DOOR_10,door,AC7,doorway between Student Services Office and Special Education Office,door,,,,
AD7,navigation,AD7,walkable room grid point,room,R10,Special Education Office,R10,Special Education Office
START_R10,room_start,AE7,pink room center,room_start,R10,Special Education Office,R10,Special Education Office
AF7,navigation,AF7,walkable room grid point,room,R10,Special Education Office,R10,Special Education Office
A8,navigation,A8,walkable room grid point,room,R06,School Nurse Office,R06,School Nurse Office
B8,navigation,B8,walkable room grid point,room,R06,School Nurse Office,R06,School Nurse Office
C8,navigation,C8,walkable room grid point,room,R06,School Nurse Office,R06,School Nurse Office
E8,navigation,E8,walkable room grid point,room,R07,Counseling Office,R07,Counseling Office
G8,navigation,G8,walkable room grid point,room,R07,Counseling Office,R07,Counseling Office
H8,navigation,H8,walkable room grid point,room,R07,Counseling Office,R07,Counseling Office
I8,navigation,I8,walkable room grid point,room,R07,Counseling Office,R07,Counseling Office
K8,navigation,K8,walkable room grid point,room,R07,Counseling Office,R07,Counseling Office
L8,navigation,L8,hallway grid point,hallway,H18,Hallway 18,,
M8,navigation,M8,hallway grid point,hallway,H18,Hallway 18,,
N8,navigation,N8,hallway grid point,hallway,H18,Hallway 18,,
O8,navigation,O8,walkable room grid point,room,R05,Media Center / Library,R05,Media Center / Library
P8,navigation,P8,hallway grid point,hallway,H18,Hallway 18,,
Q8,navigation,Q8,hallway grid point,hallway,H18,Hallway 18,,
S8,navigation,S8,hallway grid point,hallway,H18,Hallway 18,,
T8,navigation,T8,hallway grid point,hallway,H18,Hallway 18,,
V8,navigation,V8,walkable room grid point,room,R08,Curriculum Office,R08,Curriculum Office
W8,navigation,W8,walkable room grid point,room,R08,Curriculum Office,R08,Curriculum Office
Y8,navigation,Y8,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AA8,navigation,AA8,walkable room grid point,room,R09,Student Services Office,R09,Student Services Office
AB8,navigation,AB8,walkable room grid point,room,R09,Student Services Office,R09,Student Services Office
AD8,navigation,AD8,walkable room grid point,room,R10,Special Education Office,R10,Special Education Office
AE8,navigation,AE8,walkable room grid point,room,R10,Special Education Office,R10,Special Education Office
AF8,navigation,AF8,walkable room grid point,room,R10,Special Education Office,R10,Special Education Office
DOOR_14,door,B9,doorway transition point,door,R06,,R06,School Nurse Office
E9,navigation,E9,hallway grid point,hallway,H18,Hallway 18,,
Y9,navigation,Y9,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
DOOR_13,door,AE9,doorway between Special Education Office and Meeting Room B,door,,,,
A10,navigation,A10,hallway grid point,hallway,H18,Hallway 18,,
B10,navigation,B10,hallway grid point,hallway,H18,Hallway 18,,
C10,navigation,C10,hallway grid point,hallway,H18,Hallway 18,,
D10,navigation,D10,hallway grid point,hallway,H18,Hallway 18,,
E10,navigation,E10,hallway grid point,hallway,H18,Hallway 18,,
F10,navigation,F10,hallway grid point,hallway,H18,Hallway 18,,
G10,navigation,G10,walkable room grid point,room,R07,Counseling Office,R07,Counseling Office
H10,navigation,H10,walkable room grid point,room,R07,Counseling Office,R07,Counseling Office
I10,navigation,I10,walkable room grid point,room,R07,Counseling Office,R07,Counseling Office
J10,navigation,J10,hallway grid point,hallway,H18,Hallway 18,,
K10,navigation,K10,hallway grid point,hallway,H18,Hallway 18,,
M10,navigation,M10,hallway grid point,hallway,H18,Hallway 18,,
DOOR_16,door,N10,doorway between Hallway 18 and Hallway 18,door,,,,
N10,navigation,N10,hallway grid point,hallway,H18,Hallway 18,,
O10,navigation,O10,hallway grid point,hallway,H18,Hallway 18,,
DOOR_15,door,P10,doorway transition point,door,R24,,R24,Meeting Room B
Q10,navigation,Q10,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
R10,navigation,R10,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
S10,navigation,S10,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
T10,navigation,T10,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
U10,navigation,U10,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
V10,navigation,V10,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
W10,navigation,W10,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
X10,navigation,X10,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
Y10,navigation,Y10,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
Z10,navigation,Z10,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AA10,navigation,AA10,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AB10,navigation,AB10,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AC10,navigation,AC10,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AD10,navigation,AD10,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AE10,navigation,AE10,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AF10,navigation,AF10,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
DOOR_18,door,B10.5,doorway transition point,door,R11,,R11,Testing & Assessment Office
DOOR_19,door,E10.5,doorway transition point,door,R12,,R12,Academic Advising Office
DOOR_17,door,H10.5,doorway between Counseling Office and Records Support Office,door,,,,
DOOR_20,door,K10.5,doorway transition point,door,R14,,R14,Human Resources Office
DOOR_25,door,S10.5,doorway between Meeting Room B and Finance Office,door,,,,
DOOR_23,door,V10.5,doorway between Meeting Room B and Payroll Office,door,,,,
DOOR_22,door,Y10.5,doorway between Meeting Room B and Operations Office,door,,,,
DOOR_21,door,AB10.5,doorway between Meeting Room B and Facilities Office,door,,,,
DOOR_24,door,AE10.5,doorway between Meeting Room B and Principal's Office,door,,,,
N11,navigation,N11,hallway grid point,hallway,H18,Hallway 18,,
O11,navigation,O11,hallway grid point,hallway,H18,Hallway 18,,
Q11,navigation,Q11,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
A12,navigation,A12,walkable room grid point,room,R11,Testing & Assessment Office,R11,Testing & Assessment Office
B12,navigation,B12,walkable room grid point,room,R11,Testing & Assessment Office,R11,Testing & Assessment Office
C12,navigation,C12,walkable room grid point,room,R11,Testing & Assessment Office,R11,Testing & Assessment Office
D12,navigation,D12,walkable room grid point,room,R12,Academic Advising Office,R12,Academic Advising Office
E12,navigation,E12,walkable room grid point,room,R12,Academic Advising Office,R12,Academic Advising Office
F12,navigation,F12,walkable room grid point,room,R12,Academic Advising Office,R12,Academic Advising Office
G12,navigation,G12,walkable room grid point,room,R13,Records Support Office,R13,Records Support Office
H12,navigation,H12,walkable room grid point,room,R13,Records Support Office,R13,Records Support Office
I12,navigation,I12,walkable room grid point,room,R13,Records Support Office,R13,Records Support Office
J12,navigation,J12,walkable room grid point,room,R14,Human Resources Office,R14,Human Resources Office
K12,navigation,K12,walkable room grid point,room,R14,Human Resources Office,R14,Human Resources Office
L12,navigation,L12,walkable room grid point,room,R14,Human Resources Office,R14,Human Resources Office
R12,navigation,R12,walkable room grid point,room,R15,Finance Office,R15,Finance Office
S12,navigation,S12,walkable room grid point,room,R15,Finance Office,R15,Finance Office
T12,navigation,T12,walkable room grid point,room,R15,Finance Office,R15,Finance Office
U12,navigation,U12,walkable room grid point,room,R16,Payroll Office,R16,Payroll Office
V12,navigation,V12,walkable room grid point,room,R16,Payroll Office,R16,Payroll Office
W12,navigation,W12,walkable room grid point,room,R16,Payroll Office,R16,Payroll Office
X12,navigation,X12,walkable room grid point,room,R17,Operations Office,R17,Operations Office
Y12,navigation,Y12,walkable room grid point,room,R17,Operations Office,R17,Operations Office
Z12,navigation,Z12,walkable room grid point,room,R17,Operations Office,R17,Operations Office
AA12,navigation,AA12,walkable room grid point,room,R18,Facilities Office,R18,Facilities Office
AB12,navigation,AB12,walkable room grid point,room,R18,Facilities Office,R18,Facilities Office
AC12,navigation,AC12,walkable room grid point,room,R18,Facilities Office,R18,Facilities Office
AD12,navigation,AD12,walkable room grid point,room,R19,Principal's Office,R19,Principal's Office
AE12,navigation,AE12,walkable room grid point,room,R19,Principal's Office,R19,Principal's Office
AF12,navigation,AF12,walkable room grid point,room,R19,Principal's Office,R19,Principal's Office
A13,navigation,A13,walkable room grid point,room,R11,Testing & Assessment Office,R11,Testing & Assessment Office
START_R11,room_start,B13,pink room center,room_start,R11,Testing & Assessment Office,R11,Testing & Assessment Office
C13,navigation,C13,walkable room grid point,room,R11,Testing & Assessment Office,R11,Testing & Assessment Office
D13,navigation,D13,walkable room grid point,room,R12,Academic Advising Office,R12,Academic Advising Office
START_R12,room_start,E13,pink room center,room_start,R12,Academic Advising Office,R12,Academic Advising Office
F13,navigation,F13,walkable room grid point,room,R12,Academic Advising Office,R12,Academic Advising Office
G13,navigation,G13,walkable room grid point,room,R13,Records Support Office,R13,Records Support Office
START_R13,room_start,H13,pink room center,room_start,R13,Records Support Office,R13,Records Support Office
I13,navigation,I13,walkable room grid point,room,R13,Records Support Office,R13,Records Support Office
J13,navigation,J13,walkable room grid point,room,R14,Human Resources Office,R14,Human Resources Office
START_R14,room_start,K13,pink room center,room_start,R14,Human Resources Office,R14,Human Resources Office
L13,navigation,L13,walkable room grid point,room,R14,Human Resources Office,R14,Human Resources Office
N13,navigation,N13,hallway grid point,hallway,H18,Hallway 18,,
O13,navigation,O13,hallway grid point,hallway,H18,Hallway 18,,
Q13,navigation,Q13,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
R13,navigation,R13,walkable room grid point,room,R15,Finance Office,R15,Finance Office
START_R15,room_start,S13,pink room center,room_start,R15,Finance Office,R15,Finance Office
T13,navigation,T13,walkable room grid point,room,R15,Finance Office,R15,Finance Office
U13,navigation,U13,walkable room grid point,room,R16,Payroll Office,R16,Payroll Office
START_R16,room_start,V13,pink room center,room_start,R16,Payroll Office,R16,Payroll Office
W13,navigation,W13,walkable room grid point,room,R16,Payroll Office,R16,Payroll Office
X13,navigation,X13,walkable room grid point,room,R17,Operations Office,R17,Operations Office
START_R17,room_start,Y13,pink room center,room_start,R17,Operations Office,R17,Operations Office
Z13,navigation,Z13,walkable room grid point,room,R17,Operations Office,R17,Operations Office
AA13,navigation,AA13,walkable room grid point,room,R18,Facilities Office,R18,Facilities Office
START_R18,room_start,AB13,pink room center,room_start,R18,Facilities Office,R18,Facilities Office
AC13,navigation,AC13,walkable room grid point,room,R18,Facilities Office,R18,Facilities Office
AD13,navigation,AD13,walkable room grid point,room,R19,Principal's Office,R19,Principal's Office
START_R19,room_start,AE13,pink room center,room_start,R19,Principal's Office,R19,Principal's Office
AF13,navigation,AF13,walkable room grid point,room,R19,Principal's Office,R19,Principal's Office
A14,navigation,A14,walkable room grid point,room,R11,Testing & Assessment Office,R11,Testing & Assessment Office
B14,navigation,B14,walkable room grid point,room,R11,Testing & Assessment Office,R11,Testing & Assessment Office
C14,navigation,C14,walkable room grid point,room,R11,Testing & Assessment Office,R11,Testing & Assessment Office
D14,navigation,D14,walkable room grid point,room,R12,Academic Advising Office,R12,Academic Advising Office
E14,navigation,E14,walkable room grid point,room,R12,Academic Advising Office,R12,Academic Advising Office
F14,navigation,F14,walkable room grid point,room,R12,Academic Advising Office,R12,Academic Advising Office
G14,navigation,G14,walkable room grid point,room,R13,Records Support Office,R13,Records Support Office
H14,navigation,H14,walkable room grid point,room,R13,Records Support Office,R13,Records Support Office
I14,navigation,I14,walkable room grid point,room,R13,Records Support Office,R13,Records Support Office
J14,navigation,J14,walkable room grid point,room,R14,Human Resources Office,R14,Human Resources Office
K14,navigation,K14,walkable room grid point,room,R14,Human Resources Office,R14,Human Resources Office
L14,navigation,L14,walkable room grid point,room,R14,Human Resources Office,R14,Human Resources Office
R14,navigation,R14,walkable room grid point,room,R15,Finance Office,R15,Finance Office
S14,navigation,S14,walkable room grid point,room,R15,Finance Office,R15,Finance Office
T14,navigation,T14,walkable room grid point,room,R15,Finance Office,R15,Finance Office
U14,navigation,U14,walkable room grid point,room,R16,Payroll Office,R16,Payroll Office
V14,navigation,V14,walkable room grid point,room,R16,Payroll Office,R16,Payroll Office
W14,navigation,W14,walkable room grid point,room,R16,Payroll Office,R16,Payroll Office
X14,navigation,X14,walkable room grid point,room,R17,Operations Office,R17,Operations Office
Y14,navigation,Y14,walkable room grid point,room,R17,Operations Office,R17,Operations Office
Z14,navigation,Z14,walkable room grid point,room,R17,Operations Office,R17,Operations Office
AA14,navigation,AA14,walkable room grid point,room,R18,Facilities Office,R18,Facilities Office
AB14,navigation,AB14,walkable room grid point,room,R18,Facilities Office,R18,Facilities Office
AC14,navigation,AC14,walkable room grid point,room,R18,Facilities Office,R18,Facilities Office
AD14,navigation,AD14,walkable room grid point,room,R19,Principal's Office,R19,Principal's Office
AE14,navigation,AE14,walkable room grid point,room,R19,Principal's Office,R19,Principal's Office
AF14,navigation,AF14,walkable room grid point,room,R19,Principal's Office,R19,Principal's Office
N15,navigation,N15,hallway grid point,hallway,H18,Hallway 18,,
O15,navigation,O15,hallway grid point,hallway,H18,Hallway 18,,
Q15,navigation,Q15,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
EXIT_G,exit,A16,exterior evacuation exit,exit,,Exit G,,Exit G
A16,navigation,A16,hallway grid point,hallway,H18,Hallway 18,,
B16,navigation,B16,hallway grid point,hallway,H18,Hallway 18,,
C16,navigation,C16,hallway grid point,hallway,H18,Hallway 18,,
D16,navigation,D16,hallway grid point,hallway,H18,Hallway 18,,
E16,navigation,E16,hallway grid point,hallway,H18,Hallway 18,,
F16,navigation,F16,hallway grid point,hallway,H18,Hallway 18,,
G16,navigation,G16,hallway grid point,hallway,H18,Hallway 18,,
H16,navigation,H16,hallway grid point,hallway,H18,Hallway 18,,
I16,navigation,I16,hallway grid point,hallway,H18,Hallway 18,,
J16,navigation,J16,hallway grid point,hallway,H18,Hallway 18,,
K16,navigation,K16,hallway grid point,hallway,H18,Hallway 18,,
M16,navigation,M16,hallway grid point,hallway,H18,Hallway 18,,
DOOR_26,door,N16,doorway transition point,door,R22,,R22,Conference Room B
N16,navigation,N16,hallway grid point,hallway,H18,Hallway 18,,
O16,navigation,O16,hallway grid point,hallway,H18,Hallway 18,,
DOOR_27,door,P16,doorway transition point,door,R24,,R24,Meeting Room B
Q16,navigation,Q16,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
R16,navigation,R16,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
S16,navigation,S16,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
T16,navigation,T16,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
U16,navigation,U16,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
V16,navigation,V16,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
W16,navigation,W16,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
X16,navigation,X16,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
Y16,navigation,Y16,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
Z16,navigation,Z16,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AA16,navigation,AA16,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AB16,navigation,AB16,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AC16,navigation,AC16,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AD16,navigation,AD16,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AE16,navigation,AE16,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AF16,navigation,AF16,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
EXIT_H,exit,AG16,exterior evacuation exit,exit,,Exit H,,Exit H
DOOR_31,door,D17,doorway transition point,door,R20,,R20,Assistant Principal's Office
DOOR_29,door,H17,doorway transition point,door,R21,,R21,Conference Room A
K17,navigation,K17,hallway grid point,hallway,H04,Hallway 04,,
U17,navigation,U17,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
DOOR_30,door,X17,doorway transition point,door,R24,,R24,Meeting Room B
DOOR_28,door,AD17,doorway between Meeting Room B and Faculty Training Room,door,,,,
A18,navigation,A18,walkable room grid point,room,R20,Assistant Principal's Office,R20,Assistant Principal's Office
B18,navigation,B18,walkable room grid point,room,R20,Assistant Principal's Office,R20,Assistant Principal's Office
