source,target,edge_type,distance,capacity,notes
G12,G13,navigation,1,3,adjacent room grid points
G12,H12,navigation,1,3,adjacent room grid points
G13,G14,navigation,1,3,adjacent room grid points
G13,START_R13,room_start,1,4,room center connected to adjacent graph node
G14,H14,navigation,1,3,adjacent room grid points
G16,H16,navigation,1,2,adjacent hallway or shared grid points
G18,G19,navigation,1,3,adjacent room grid points
G18,H18,navigation,1.25,3,adjacent room grid points
G19,G20,navigation,1.25,3,adjacent room grid points
G19,START_R21,room_start,1.25,4,room center connected to adjacent graph node
G2,G3,navigation,1,3,adjacent room grid points
G2,H2,navigation,1,3,adjacent room grid points
G20,H20,navigation,1.25,3,adjacent room grid points
G22,H22,navigation,1,2,adjacent hallway or shared grid points
G24,G25,navigation,1,3,adjacent room grid points
G24,H24,navigation,1,3,adjacent room grid points
G25,DOOR_50,room_to_door,1,1,room side of doorway
G25,G26,navigation,1,3,adjacent room grid points
G25,START_R29,room_start,1,4,room center connected to adjacent graph node
G26,H26,navigation,1,3,adjacent room grid points
G3,DOOR_03,room_to_door,1,1,room side of doorway
G3,G4,navigation,1,3,adjacent room grid points
G4,H4,navigation,1,3,adjacent room grid points
G6,G7,navigation,1,3,adjacent room grid points
G6,H6,navigation,1,3,adjacent room grid points
G7,DOOR_09,room_to_door,1,1,room side of doorway
G7,G8,navigation,1,3,adjacent room grid points
G8,H8,navigation,1,3,adjacent room grid points
H10,DOOR_17,room_to_door,1,1,room side of doorway
H10,I10,navigation,1,3,adjacent room grid points
H12,DOOR_17,room_to_door,1,1,room side of doorway
H12,I12,navigation,1,3,adjacent room grid points
H12,START_R13,room_start,1,4,room center connected to adjacent graph node
H14,I14,navigation,1,3,adjacent room grid points
H16,DOOR_29,door_to_hallway,1,1,hallway side of doorway
H16,I16,navigation,1,2,adjacent hallway or shared grid points
H18,DOOR_29,room_to_door,1,1,room side of doorway
H18,I18,navigation,1,3,adjacent room grid points
H2,I2,navigation,1,3,adjacent room grid points
H2,START_R02,room_start,1,4,room center connected to adjacent graph node
H20,DOOR_38,room_to_door,1,1,room side of doorway
H20,I20,navigation,1,3,adjacent room grid points
H22,DOOR_38,door_to_hallway,1,1,hallway side of doorway
H22,DOOR_45,door_to_hallway,1,1,hallway side of doorway
H22,I22,navigation,1,2,adjacent hallway or shared grid points
H24,DOOR_45,room_to_door,1,1,room side of doorway
H24,I24,navigation,1,3,adjacent room grid points
H26,I26,navigation,1,3,adjacent room grid points
H4,DOOR_05,room_to_door,1,1,room side of doorway
H4,I4,navigation,1,3,adjacent room grid points
H6,DOOR_05,room_to_door,1,1,room side of doorway
H6,I6,navigation,1,3,adjacent room grid points
H6,START_R07,room_start,1,4,room center connected to adjacent graph node
H8,I8,navigation,1,3,adjacent room grid points
I10,J10,navigation,1,2,adjacent hallway or shared grid points
I12,I13,navigation,1,3,adjacent room grid points
I13,I14,navigation,1,3,adjacent room grid points
I16,J16,navigation,1,2,adjacent hallway or shared grid points
I18,I19,navigation,1,3,adjacent room grid points
I19,I20,navigation,1,3,adjacent room grid points
I2,I3,navigation,1,3,adjacent room grid points
I22,J22,navigation,1,2,adjacent hallway or shared grid points
I24,I25,navigation,1,3,adjacent room grid points
I25,I26,navigation,1,3,adjacent room grid points
I3,I4,navigation,1,3,adjacent room grid points
I6,I7,navigation,1,3,adjacent room grid points
I7,I8,navigation,1,3,adjacent room grid points
J10,K10,navigation,1,2,adjacent hallway or shared grid points
J12,J13,navigation,1,3,adjacent room grid points
J12,K12,navigation,1,3,adjacent room grid points
J13,J14,navigation,1,3,adjacent room grid points
J13,START_R14,room_start,1,4,room center connected to adjacent graph node
J14,K14,navigation,1,3,adjacent room grid points
J16,K16,navigation,1,2,adjacent hallway or shared grid points
J22,K22,navigation,1,2,adjacent hallway or shared grid points
K10,DOOR_20,door_to_hallway,1,1,hallway side of doorway
K10,M10,navigation,1,2,adjacent hallway or shared grid points
K12,DOOR_20,room_to_door,1,1,room side of doorway
K12,L12,navigation,1,3,adjacent room grid points
K12,START_R14,room_start,1,4,room center connected to adjacent graph node
K14,L14,navigation,1,3,adjacent room grid points
K16,M16,navigation,1,2,adjacent hallway or shared grid points
K17,K18,navigation,1,2,adjacent hallway or shared grid points
K18,K18.5,navigation,0.5,2,split hallway segment at half-row node
K18.5,DOOR_32,door_to_hallway,1,1,straight hallway side of doorway
K18.5,K19,navigation,0.5,2,split hallway segment at half-row node
K19,K20,navigation,1,2,adjacent hallway or shared grid points
K2,K3,navigation,1,3,adjacent room grid points
K2,L2,navigation,1,2,adjacent hallway or shared grid points
K20,K21,navigation,0.5,2,adjacent hallway or shared grid points
K21,DOOR_40,door_to_hallway,1,1,hallway side of doorway
K21,K22,navigation,1,2,adjacent hallway or shared grid points
K22,K23,navigation,1,2,adjacent hallway or shared grid points
K23,L23,navigation,1,2,completed central hallway segment
K24,K25,navigation,1,3,adjacent room grid points
K24,L24,navigation,1,3,adjacent room grid points
K25,K26,navigation,1,3,adjacent room grid points
K25,L25,navigation,1,3,adjacent room grid points
K26,L26,navigation,1,3,adjacent room grid points
K3,K4,navigation,1,3,adjacent room grid points
K3,L3,navigation,1,2,adjacent hallway or shared grid points
K4,K5,navigation,1,2,adjacent hallway or shared grid points
K4,L4,navigation,1,2,adjacent hallway or shared grid points
K5,K6,navigation,1,2,adjacent hallway or shared grid points
K5,L5,navigation,1,2,adjacent hallway or shared grid points
K6,K7,navigation,1,3,adjacent room grid points
K6,L6,navigation,1,2,adjacent hallway or shared grid points
K7,K8,navigation,1,3,adjacent room grid points
K7,L7,navigation,1,2,adjacent hallway or shared grid points
K8,L8,navigation,1,2,adjacent hallway or shared grid points
L12,L13,navigation,1,3,adjacent room grid points
L13,L14,navigation,1,3,adjacent room grid points
L2,L3,navigation,1,2,adjacent hallway or shared grid points
L2,M2,navigation,1,2,adjacent hallway or shared grid points
L23,M23,navigation,1,2,completed central hallway segment
L24,L25,navigation,1,3,adjacent room grid points
L24,M24,navigation,1,3,adjacent room grid points
L25,L26,navigation,1,3,adjacent room grid points
L26,M26,navigation,1,3,adjacent room grid points
L3,L4,navigation,1,2,adjacent hallway or shared grid points
L3,M3,navigation,1,2,adjacent hallway or shared grid points
L4,L5,navigation,1,2,adjacent hallway or shared grid points
L4,M4,navigation,1,2,adjacent hallway or shared grid points
L5,L6,navigation,1,2,adjacent hallway or shared grid points
L5,M5,navigation,1,2,adjacent hallway or shared grid points
L6,L7,navigation,1,2,adjacent hallway or shared grid points
L6,M6,navigation,1,2,adjacent hallway or shared grid points
L7,L8,navigation,1,2,adjacent hallway or shared grid points
L7,M7,navigation,1,2,adjacent hallway or shared grid points
L8,M8,navigation,1,2,adjacent hallway or shared grid points
M10,N10,navigation,1,2,adjacent hallway or shared grid points
M16,N16,navigation,1,2,adjacent hallway or shared grid points
M18,M18.5,navigation,0.75,3,adjacent room grid points
M18,N18,navigation,1,3,adjacent room grid points
M18.5,M19,navigation,0.75,3,adjacent room grid points
M18.5,N18.5,navigation,1,3,adjacent room grid points
M19,N19,navigation,1,3,adjacent room grid points
M2,M3,navigation,1,2,adjacent hallway or shared grid points
M2,N2,navigation,1,2,adjacent hallway or shared grid points
M20,M21,navigation,1,3,adjacent room grid points
M20,N20,navigation,1,3,adjacent room grid points
M21,DOOR_40,room_to_door,1,1,room side of doorway
M21,M22,navigation,1,3,adjacent room grid points
M21,START_R26,room_start,1,4,room center connected to adjacent graph node
M22,N22,navigation,1,3,adjacent room grid points
M23,DOOR_48,door_to_hallway,0.5,1,hallway side of doorway
M23,N23,navigation,1,2,completed central hallway segment
M24,DOOR_48,room_to_door,1,1,room side of doorway
M24,N24,navigation,1,3,adjacent room grid points
M24,START_R30,room_start,1,4,room center connected to adjacent graph node
M26,N26,navigation,1,3,adjacent room grid points
M3,M4,navigation,1,3,adjacent room grid points
M3,N3,navigation,1,3,adjacent room grid points
M4,M5,navigation,1,3,adjacent room grid points
M4,N4,navigation,1,3,adjacent room grid points
M5,M6,navigation,1,3,adjacent room grid points
M5,N5,navigation,1,3,adjacent room grid points
M6,M7,navigation,1,3,adjacent room grid points
M6,N6,navigation,1,3,adjacent room grid points
M7,M8,navigation,1,2,adjacent hallway or shared grid points
M7,N7,navigation,1,3,adjacent room grid points
M8,N8,navigation,1,2,adjacent hallway or shared grid points
N10,DOOR_16,door_to_hallway,1,1,hallway side of doorway
N10,N11,navigation,1.5,2,adjacent hallway or shared grid points
N11,N13,navigation,1.5,2,adjacent hallway or shared grid points
N13,N15,navigation,1.5,2,adjacent hallway or shared grid points
N15,N16,navigation,1.5,2,adjacent hallway or shared grid points
N16,O16,navigation,1.5,2,adjacent hallway or shared grid points
N18,N18.5,navigation,0.75,3,adjacent room grid points
N18,O18,navigation,1,3,adjacent room grid points
N18.5,N19,navigation,0.75,3,adjacent room grid points
N18.5,O18.5,navigation,1,3,adjacent room grid points
N19,O19,navigation,1,3,adjacent room grid points
N2,N3,navigation,1,2,adjacent hallway or shared grid points
N2,O2,navigation,1,2,adjacent hallway or shared grid points
N20,O20,navigation,1,3,adjacent room grid points
N20,START_R26,room_start,0.75,4,room center connected to adjacent graph node
N22,O22,navigation,1,3,adjacent room grid points
N23,O23,navigation,1,2,completed central hallway segment
N24,N25,navigation,1,3,adjacent room grid points
N25,DOOR_52,room_to_door,1,1,room side of doorway
N25,N26,navigation,1,3,adjacent room grid points
N3,N4,navigation,1,3,adjacent room grid points
N3,O3,navigation,1,3,adjacent room grid points
N4,N5,navigation,1,3,adjacent room grid points
N4,O4,navigation,1,3,adjacent room grid points
N5,N6,navigation,1,3,adjacent room grid points
N5,START_R05,room_start,1,4,room center connected to adjacent graph node
N6,N7,navigation,1,3,adjacent room grid points
N6,O6,navigation,1,3,adjacent room grid points
N7,N8,navigation,1,2,adjacent hallway or shared grid points
N7,O7,navigation,1,3,adjacent room grid points
N8,O8,navigation,1,2,adjacent hallway or shared grid points
O10,DOOR_15,door_to_hallway,1,1,hallway side of doorway
O10,DOOR_16,door_to_hallway,1,1,hallway side of doorway
O10,O11,navigation,1.5,2,adjacent hallway or shared grid points
O10,O8,navigation,1.5,2,adjacent hallway or shared grid points
O11,O13,navigation,1.5,2,adjacent hallway or shared grid points
O13,O15,navigation,1.5,2,adjacent hallway or shared grid points
O15,O16,navigation,1.5,2,adjacent hallway or shared grid points
O16,DOOR_26,door_to_hallway,1,1,straight hallway side of doorway
O16,DOOR_27,door_to_hallway,1,1,hallway side of doorway
O18,O18.5,navigation,0.75,3,adjacent room grid points
O18.5,DOOR_33,room_to_door,2,1,room side of doorway
O18.5,O19,navigation,0.75,3,adjacent room grid points
O2,O3,navigation,1,3,adjacent room grid points
O2,P2,navigation,1,2,adjacent hallway or shared grid points
O20,O21,navigation,1,3,adjacent room grid points
O21,DOOR_43,room_to_door,2,1,room side of doorway
O21,O22,navigation,1,3,adjacent room grid points
O23,P23,navigation,1,2,completed central hallway segment
O3,O4,navigation,1,3,adjacent room grid points
O3,P3,navigation,1,3,adjacent room grid points
O4,P4,navigation,1,3,adjacent room grid points
O6,O7,navigation,1,3,adjacent room grid points
O6,P6,navigation,1,3,adjacent room grid points
O7,O8,navigation,1,3,adjacent room grid points
O7,P7,navigation,1,3,adjacent room grid points
O8,P8,navigation,1,2,adjacent hallway or shared grid points
P18,P18.5,navigation,0.75,2,adjacent hallway grid points
P18.5,DOOR_35,door_to_hallway,0.5,1,hallway side of doorway
P18.5,P19,navigation,0.75,2,adjacent hallway grid points
P19,P20,navigation,1,2,completed central vertical hallway segment
P2,EXIT_D,exit,1,3,interior graph connected to evacuation exit
P2,P3,navigation,1,2,adjacent hallway or shared grid points
P2,Q2,navigation,1,2,adjacent hallway or shared grid points
P20,P21,navigation,1,2,completed central vertical hallway segment
P21,DOOR_41,door_to_hallway,0.25,1,hallway side of doorway
P21,DOOR_43,door_to_hallway,1,1,hallway side of doorway
P21,P22,navigation,1,2,adjacent hallway or shared grid points
P22,P23,navigation,1,2,adjacent hallway or shared grid points
P23,P24,navigation,1,2,adjacent hallway or shared grid points
P23,Q23,navigation,1,2,completed central hallway segment
P24,P25,navigation,1,2,adjacent hallway or shared grid points
P25,DOOR_52,door_to_hallway,1,1,hallway side of doorway
P25,DOOR_55,door_to_hallway,1,1,hallway side of doorway
P25,P26,navigation,1,2,adjacent hallway or shared grid points
P26,EXIT_F,exit,1,3,interior graph connected vertically to evacuation exit
P3,P4,navigation,1,3,adjacent room grid points
P3,Q3,navigation,1,3,adjacent room grid points
P4,P5,navigation,1,3,adjacent room grid points
P4,Q4,navigation,1,3,adjacent room grid points
P5,P6,navigation,1,3,adjacent room grid points
P5,Q5,navigation,1,3,adjacent room grid points
P6,P7,navigation,1,3,adjacent room grid points
P6,Q6,navigation,1,3,adjacent room grid points
P7,P8,navigation,1,2,adjacent hallway or shared grid points
P7,Q7,navigation,1,3,adjacent room grid points
P8,Q8,navigation,1,2,adjacent hallway or shared grid points
Q10,DOOR_15,room_to_door,1,1,room side of doorway
Q10,Q11,navigation,1.5,3,adjacent room grid points
Q10,R10,navigation,1,3,adjacent room grid points
Q11,Q13,navigation,1.5,3,adjacent room grid points
Q13,Q15,navigation,1.5,3,adjacent room grid points
Q15,Q16,navigation,1.5,3,adjacent room grid points
Q16,DOOR_27,room_to_door,1,1,room side of doorway
Q16,R16,navigation,1,3,adjacent room grid points
Q18,Q18.5,navigation,0.75,3,adjacent room grid points
Q18,R18,navigation,1,3,adjacent room grid points
Q18.5,Q19,navigation,0.75,3,adjacent room grid points
Q18.5,R18.5,navigation,1,3,adjacent room grid points
Q19,R19,navigation,1,3,adjacent room grid points
Q2,Q3,navigation,1,2,adjacent hallway or shared grid points
Q2,S2,navigation,1,2,adjacent hallway or shared grid points
Q20,Q21,navigation,1,3,adjacent room grid points
Q20,R20,navigation,1,3,adjacent room grid points
Q21,DOOR_41,room_to_door,1,1,room side of doorway
Q21,Q22,navigation,1,3,adjacent room grid points
Q21,START_R27,room_start,1,4,room center connected to adjacent graph node
Q22,R22,navigation,1,3,adjacent room grid points
Q23,R23,navigation,1,2,completed central hallway segment
Q3,Q4,navigation,1,3,adjacent room grid points
Q3,S3,navigation,1,2,adjacent hallway or shared grid points
