source,target,edge_type,distance,capacity,notes
L18,M18,navigation,1.0,2,adjacent hallway or shared grid points
L2,L3,navigation,1.0,3,adjacent room grid points
L2,M2,navigation,1.0,3,adjacent room grid points
L20,M20,navigation,1.0,3,adjacent room grid points
L22,M22,navigation,1.0,3,adjacent room grid points
L24,L25,navigation,1.0,3,adjacent room grid points
L24,M24,navigation,1.0,3,adjacent room grid points
L25,DOOR_25,room_to_door,1.0,1,room side of doorway
L25,L26,navigation,1.0,3,adjacent room grid points
L25,M25,navigation,1.0,3,adjacent room grid points
L26,M26,navigation,1.0,3,adjacent room grid points
L29,DOOR_29,room_to_door,1.0,1,room side of doorway
L29,L30,navigation,1.0,3,adjacent room grid points
L3,L4,navigation,1.0,3,adjacent room grid points
L3,M3,navigation,1.0,3,adjacent room grid points
L30,L32,navigation,1.0,3,adjacent room grid points
L32,L33,navigation,1.0,2,adjacent hallway or shared grid points
L32,M32,navigation,1.0,2,adjacent hallway or shared grid points
L33,L34,navigation,1.0,2,adjacent hallway or shared grid points
L33,M33,navigation,1.0,2,adjacent hallway or shared grid points
L34,M34,navigation,1.0,2,adjacent hallway or shared grid points
L4,M4,navigation,1.0,3,adjacent room grid points
L8,DOOR_08,room_to_door,0.5,1,room side of doorway
M10,N10,navigation,1.0,2,adjacent hallway or shared grid points
M14,N14,navigation,1.0,3,adjacent room grid points
M14,START_R13,room_start,1,4,room center connected to adjacent graph node
M16,N16,navigation,1.0,3,adjacent room grid points
M18,DOOR_20,door_to_hallway,0.5,1,hallway side of doorway
M18,N18,navigation,1.0,2,adjacent hallway or shared grid points
M2,M3,navigation,1.0,3,adjacent room grid points
M2,N2,navigation,1.0,3,adjacent room grid points
M20,DOOR_20,room_to_door,0.5,1,room side of doorway
M20,M21,navigation,1.0,3,adjacent room grid points
M21,M22,navigation,1.0,3,adjacent room grid points
M24,M25,navigation,1.0,3,adjacent room grid points
M24,N24,navigation,1.0,3,adjacent room grid points
M25,M26,navigation,1.0,3,adjacent room grid points
M25,START_R19,room_start,1.25,4,room center connected to adjacent graph node
M26,N26,navigation,1.0,3,adjacent room grid points
M3,M4,navigation,1.0,3,adjacent room grid points
M3,N3,navigation,1.0,3,adjacent room grid points
M32,M33,navigation,1.0,2,adjacent hallway or shared grid points
M32,N32,navigation,1.0,2,adjacent hallway or shared grid points
M33,M34,navigation,1.0,2,adjacent hallway or shared grid points
M33,N33,navigation,1.0,2,adjacent hallway or shared grid points
M34,N34,navigation,1.0,2,adjacent hallway or shared grid points
M4,N4,navigation,1.0,3,adjacent room grid points
M6,M7,navigation,1.0,3,adjacent room grid points
M6,N6,navigation,1.0,3,adjacent room grid points
M7,M8,navigation,1.0,3,adjacent room grid points
M8,N8,navigation,1.0,3,adjacent room grid points
N10,DOOR_09,door_to_hallway,1.0,1,hallway side of doorway
N10,DOOR_12,door_to_hallway,0.5,1,hallway side of doorway
N10,O10,navigation,1.0,2,adjacent hallway or shared grid points
N11,DOOR_12,room_to_door,0.5,1,room side of doorway
N11,O11,navigation,1.0,3,adjacent room grid points
N14,N15,navigation,1.0,3,adjacent room grid points
N14,O14,navigation,1.0,3,adjacent room grid points
N15,N16,navigation,1.0,3,adjacent room grid points
N15,O15,navigation,1.0,3,adjacent room grid points
N16,O16,navigation,1.0,3,adjacent room grid points
N18,O18,navigation,1.0,2,adjacent hallway or shared grid points
N2,N3,navigation,1.0,3,adjacent room grid points
N2,O2,navigation,1.0,3,adjacent room grid points
N20,N21,navigation,1.0,3,adjacent room grid points
N20,O20,navigation,1.0,3,adjacent room grid points
N21,N22,navigation,1.0,3,adjacent room grid points
N21,START_R16,room_start,1,4,room center connected to adjacent graph node
N22,O22,navigation,1.0,3,adjacent room grid points
N24,O24,navigation,1.0,3,adjacent room grid points
N26,O26,navigation,1.0,3,adjacent room grid points
N28,N29,navigation,1.0,3,adjacent room grid points
N28,O28,navigation,1.0,3,adjacent room grid points
N29,DOOR_29,room_to_door,1.0,1,room side of doorway
N29,N30,navigation,1.0,3,adjacent room grid points
N29,START_R23,room_start,1,4,room center connected to adjacent graph node
N3,N4,navigation,1.0,3,adjacent room grid points
N3,O3,navigation,1.0,3,adjacent room grid points
N30,O30,navigation,1.0,3,adjacent room grid points
N32,N33,navigation,1.0,2,adjacent hallway or shared grid points
N32,O32,navigation,1.0,2,adjacent hallway or shared grid points
N33,N34,navigation,1.0,2,adjacent hallway or shared grid points
N33,O33,navigation,1.0,2,adjacent hallway or shared grid points
N34,O34,navigation,1.0,2,adjacent hallway or shared grid points
N4,O4,navigation,1.0,3,adjacent room grid points
N8,DOOR_09,room_to_door,0.5,1,room side of doorway
O10,P10,navigation,1.0,2,adjacent hallway or shared grid points
O11,DOOR_15,room_to_door,0.5,1,room side of doorway
O14,O15,navigation,1.0,3,adjacent room grid points
O14,P14,navigation,1.0,3,adjacent room grid points
O15,O16,navigation,1.0,3,adjacent room grid points
O15,P15,navigation,1.0,3,adjacent room grid points
O16,P16,navigation,1.0,3,adjacent room grid points
O18,DOOR_21,door_to_hallway,0.5,1,hallway side of doorway
O18,P18,navigation,1.0,2,adjacent hallway or shared grid points
O2,O3,navigation,1.0,3,adjacent room grid points
O2,P2,navigation,1.0,3,adjacent room grid points
O20,DOOR_21,room_to_door,0.5,1,room side of doorway
O20,P20,navigation,1.0,3,adjacent room grid points
O22,P22,navigation,1.0,3,adjacent room grid points
O24,O25,navigation,1.0,3,adjacent room grid points
O24,P24,navigation,1.0,3,adjacent room grid points
O25,O26,navigation,1.0,3,adjacent room grid points
O25,P25,navigation,1.0,3,adjacent room grid points
O26,P26,navigation,1.0,3,adjacent room grid points
O28,P28,navigation,1.0,3,adjacent room grid points
O3,O4,navigation,1.0,3,adjacent room grid points
O3,P3,navigation,1.0,3,adjacent room grid points
O30,P30,navigation,1.0,3,adjacent room grid points
O32,O33,navigation,1.0,2,adjacent hallway or shared grid points
O32,P32,navigation,1.0,2,adjacent hallway or shared grid points
O33,O34,navigation,1.0,2,adjacent hallway or shared grid points
O33,P33,navigation,1.0,2,adjacent hallway or shared grid points
O34,P34,navigation,1.0,2,adjacent hallway or shared grid points
O4,P4,navigation,1.0,3,adjacent room grid points
O6,O7,navigation,1.0,3,adjacent room grid points
O6,P6,navigation,1.0,3,adjacent room grid points
O7,O8,navigation,1.0,3,adjacent room grid points
O8,P8,navigation,1.0,3,adjacent room grid points
P10,DOOR_10,door_to_hallway,1.0,1,hallway side of doorway
P10,P11,navigation,1.0,2,adjacent hallway or shared grid points
P11,P12,navigation,1.0,2,adjacent hallway or shared grid points
P12,DOOR_15,door_to_hallway,1.0,1,hallway side of doorway
P14,P15,navigation,1.0,3,adjacent room grid points
P15,P16,navigation,1.0,3,adjacent room grid points
P2,P3,navigation,1.0,3,adjacent room grid points
P20,P21,navigation,1.0,3,adjacent room grid points
P21,P22,navigation,1.0,3,adjacent room grid points
P24,P25,navigation,1.0,3,adjacent room grid points
P25,P26,navigation,1.0,3,adjacent room grid points
P28,P29,navigation,1.0,3,adjacent room grid points
P29,P30,navigation,1.0,3,adjacent room grid points
P3,P4,navigation,1.0,3,adjacent room grid points
P33,P34,navigation,1.0,2,adjacent hallway or shared grid points
P8,DOOR_10,room_to_door,0.5,1,room side of doorway
START_R01,N3,room_start,0.5,4,room center connected to room grid
START_R02,D4,room_start,1,4,room center connected to adjacent graph node
START_R02,E3,room_start,1.0,4,room center connected to room grid
START_R03,P6,room_start,1.0,4,room center connected to room grid
START_R03,P8,room_start,0.75,4,room center connected to adjacent graph node
START_R04,D6,room_start,1.0,4,room center connected to room grid
START_R04,D8,room_start,1,4,room center connected to adjacent graph node
START_R05,F6,room_start,1.0,4,room center connected to room grid
START_R05,F8,room_start,1,4,room center connected to adjacent graph node
START_R06,L6,room_start,1.0,4,room center connected to room grid
START_R06,L8,room_start,0.75,4,room center connected to adjacent graph node
START_R07,N6,room_start,1.0,4,room center connected to room grid
START_R07,N8,room_start,0.75,4,room center connected to adjacent graph node
START_R08,B6,room_start,1.0,4,room center connected to room grid
START_R08,B8,room_start,1,4,room center connected to adjacent graph node
START_R09,D12,room_start,1,4,room center connected to adjacent graph node
START_R09,E11,room_start,1.0,4,room center connected to room grid
START_R10,M11,room_start,1.0,4,room center connected to room grid
START_R12,D16,room_start,1,4,room center connected to adjacent graph node
START_R12,E15,room_start,1.0,4,room center connected to room grid
START_R13,M16,room_start,1,4,room center connected to adjacent graph node
START_R13,N15,room_start,1.0,4,room center connected to room grid
START_R14,F20,room_start,1.0,4,room center connected to room grid
START_R14,F22,room_start,0.75,4,room center connected to adjacent graph node
START_R14,G21,room_start,1,4,room center connected to adjacent graph node
START_R15,L20,room_start,1.0,4,room center connected to room grid
START_R15,L22,room_start,0.75,4,room center connected to adjacent graph node
START_R15,M21,room_start,1,4,room center connected to adjacent graph node
START_R16,O20,room_start,1.0,4,room center connected to room grid
START_R16,O22,room_start,0.75,4,room center connected to adjacent graph node
START_R16,P21,room_start,1,4,room center connected to adjacent graph node
START_R17,C20,room_start,1.0,4,room center connected to room grid
START_R17,C22,room_start,0.75,4,room center connected to adjacent graph node
START_R17,D21,room_start,1,4,room center connected to adjacent graph node
START_R18,D24,room_start,1.0,4,room center connected to room grid
START_R18,D26,room_start,0.75,4,room center connected to adjacent graph node
START_R18,E25,room_start,1,4,room center connected to adjacent graph node
START_R19,N24,room_start,1.0,4,room center connected to room grid
START_R19,N26,room_start,0.75,4,room center connected to adjacent graph node
START_R19,O25,room_start,1.25,4,room center connected to adjacent graph node
START_R20,F28,room_start,1.0,4,room center connected to room grid
START_R20,F30,room_start,0.6,4,room center connected to adjacent graph node
START_R20,G29,room_start,1,4,room center connected to adjacent graph node
START_R21,J28,room_start,1.0,4,room center connected to room grid
START_R21,J30,room_start,0.6,4,room center connected to adjacent graph node
START_R21,K29,room_start,1,4,room center connected to adjacent graph node
START_R22,B30,room_start,0.8,4,room center connected to adjacent graph node
START_R22,C29,room_start,1.0,4,room center connected to room grid
START_R23,O28,room_start,1.0,4,room center connected to room grid
START_R23,O30,room_start,0.75,4,room center connected to adjacent graph node
START_R23,P29,room_start,1,4,room center connected to adjacent graph node
START_R24,G33,room_start,1.0,4,room center connected to room grid
START_R24,H34,room_start,1,4,room center connected to adjacent graph node
START_R24,I33,room_start,0.75,4,room center connected to adjacent graph node
START_R08,C7,room_start,1.0,4,room center connected to adjacent graph node
START_R04,E7,room_start,1.0,4,room center connected to adjacent graph node
START_R05,G7,room_start,1.0,4,room center connected to adjacent graph node
K7,START_R06,room_start,1.0,4,room center connected to adjacent graph node
M7,START_R07,room_start,1.0,4,room center connected to adjacent graph node
O7,START_R03,room_start,1.0,4,room center connected to adjacent graph node
L12,START_R10,room_start,1.0,4,room center connected to adjacent graph node
P32,P33,navigation,1.0,2,adjacent hallway or shared grid points
DOOR_26,I28,room_to_door,1.0,1,room side of doorway
N11,START_R11,room_start,1.0,4,room center connected to adjacent room grid node
START_R11,DOOR_15,room_to_door,1.0,1,Bathroom B room start connected directly to doorway
