edge_id,source,target,distance,capacity_units,edge_type
E063:DOOR_09--C8,DOOR_09,C8,1.0,2.0,door_to_hallway
E064:START_R10--DOOR_10,START_R10,DOOR_10,1.0,3.0,room_start
E065:DOOR_10--C9,DOOR_10,C9,1.0,2.0,door_to_hallway
E066:START_R11--DOOR_11,START_R11,DOOR_11,1.0,3.0,room_start
E067:DOOR_11--C10,DOOR_11,C10,1.0,3.0,door_to_hallway
E068:START_R12--DOOR_12,START_R12,DOOR_12,1.0,2.0,room_start
E069:DOOR_12--C11,DOOR_12,C11,1.0,3.0,door_to_hallway
E070:START_R13--DOOR_13,START_R13,DOOR_13,1.0,3.0,room_start
E071:DOOR_13--C12,DOOR_13,C12,1.0,2.0,door_to_hallway
E072:START_R14--DOOR_14,START_R14,DOOR_14,1.0,3.0,room_start
E073:DOOR_14--C13,DOOR_14,C13,1.0,2.0,door_to_hallway
E074:START_R15--DOOR_15,START_R15,DOOR_15,1.0,2.0,room_start
E075:DOOR_15--C14,DOOR_15,C14,1.0,3.0,door_to_hallway
E076:START_R16--DOOR_16,START_R16,DOOR_16,1.0,3.0,room_start
E077:DOOR_16--C15,DOOR_16,C15,1.0,3.0,door_to_hallway
E078:START_R17--DOOR_17,START_R17,DOOR_17,1.0,2.0,room_start
E079:DOOR_17--C16,DOOR_17,C16,1.0,3.0,door_to_hallway
E080:START_R18--DOOR_18,START_R18,DOOR_18,1.0,2.0,room_start
E081:DOOR_18--C17,DOOR_18,C17,1.0,3.0,door_to_hallway
E082:START_R19--DOOR_19,START_R19,DOOR_19,1.0,3.0,room_start
E083:DOOR_19--C18,DOOR_19,C18,1.0,2.0,door_to_hallway
E084:START_R20--DOOR_20,START_R20,DOOR_20,1.0,2.0,room_start
E085:DOOR_20--C19,DOOR_20,C19,1.0,2.0,door_to_hallway
