room_id,room_name,primary_exit,sequence_index,node_id,node_type,grid_position
R08,Room 08,EXIT_B,4,EXIT_B,exit,H2.5
R09,Room 09,EXIT_B,0,START_R09,room_start,J5
R09,Room 09,EXIT_B,1,DOOR_09,door,J4
R09,Room 09,EXIT_B,2,C8,navigation,J3
R09,Room 09,EXIT_B,3,C7,navigation,I3
R09,Room 09,EXIT_B,4,C6,navigation,H3
R09,Room 09,EXIT_B,5,EXIT_B,exit,H2.5
R10,Room 10,EXIT_B,0,START_R10,room_start,K1
R10,Room 10,EXIT_B,1,DOOR_10,door,K2
R10,Room 10,EXIT_B,2,C9,navigation,K3
R10,Room 10,EXIT_B,3,C8,navigation,J3
R10,Room 10,EXIT_B,4,C7,navigation,I3
R10,Room 10,EXIT_B,5,C6,navigation,H3
R10,Room 10,EXIT_B,6,EXIT_B,exit,H2.5
R11,Room 11,EXIT_C,0,START_R11,room_start,L5
R11,Room 11,EXIT_C,1,DOOR_11,door,L4
R11,Room 11,EXIT_C,2,C10,navigation,L3
R11,Room 11,EXIT_C,3,C11,navigation,M3
R11,Room 11,EXIT_C,4,C12,navigation,N3
R11,Room 11,EXIT_C,5,EXIT_C,exit,N2.5
R12,Room 12,EXIT_C,0,START_R12,room_start,M1
R12,Room 12,EXIT_C,1,DOOR_12,door,M2
R12,Room 12,EXIT_C,2,C11,navigation,M3
R12,Room 12,EXIT_C,3,C12,navigation,N3
R12,Room 12,EXIT_C,4,EXIT_C,exit,N2.5
R13,Room 13,EXIT_C,0,START_R13,room_start,N5
R13,Room 13,EXIT_C,1,DOOR_13,door,N4
R13,Room 13,EXIT_C,2,C12,navigation,N3
R13,Room 13,EXIT_C,3,EXIT_C,exit,N2.5
R14,Room 14,EXIT_C,0,START_R14,room_start,O1
R14,Room 14,EXIT_C,1,DOOR_14,door,O2
R14,Room 14,EXIT_C,2,C13,navigation,O3
R14,Room 14,EXIT_C,3,C12,navigation,N3
R14,Room 14,EXIT_C,4,EXIT_C,exit,N2.5
R15,Room 15,EXIT_C,0,START_R15,room_start,P5
R15,Room 15,EXIT_C,1,DOOR_15,door,P4
R15,Room 15,EXIT_C,2,C14,navigation,P3
R15,Room 15,EXIT_C,3,C13,navigation,O3
R15,Room 15,EXIT_C,4,C12,navigation,N3
R15,Room 15,EXIT_C,5,EXIT_C,exit,N2.5
R16,Room 16,EXIT_D,0,START_R16,room_start,Q1
R16,Room 16,EXIT_D,1,DOOR_16,door,Q2
R16,Room 16,EXIT_D,2,C15,navigation,Q3
R16,Room 16,EXIT_D,3,C16,navigation,R3
R16,Room 16,EXIT_D,4,C17,navigation,S3
R16,Room 16,EXIT_D,5,EXIT_D,exit,S2.5
R17,Room 17,EXIT_D,0,START_R17,room_start,R5
R17,Room 17,EXIT_D,1,DOOR_17,door,R4
R17,Room 17,EXIT_D,2,C16,navigation,R3
R17,Room 17,EXIT_D,3,C17,navigation,S3
R17,Room 17,EXIT_D,4,EXIT_D,exit,S2.5
R18,Room 18,EXIT_D,0,START_R18,room_start,S1
R18,Room 18,EXIT_D,1,DOOR_18,door,S2
R18,Room 18,EXIT_D,2,C17,navigation,S3
R18,Room 18,EXIT_D,3,EXIT_D,exit,S2.5
R19,Room 19,EXIT_D,0,START_R19,room_start,T5
R19,Room 19,EXIT_D,1,DOOR_19,door,T4
R19,Room 19,EXIT_D,2,C18,navigation,T3
R19,Room 19,EXIT_D,3,C17,navigation,S3
R19,Room 19,EXIT_D,4,EXIT_D,exit,S2.5
R20,Room 20,EXIT_D,0,START_R20,room_start,U1
R20,Room 20,EXIT_D,1,DOOR_20,door,U2
R20,Room 20,EXIT_D,2,C19,navigation,U3
R20,Room 20,EXIT_D,3,C18,navigation,T3
R20,Room 20,EXIT_D,4,C17,navigation,S3
R20,Room 20,EXIT_D,5,EXIT_D,exit,S2.5
R21,Room 21,EXIT_D,0,START_R21,room_start,V5
R21,Room 21,EXIT_D,1,DOOR_21,door,V4
R21,Room 21,EXIT_D,2,C20,navigation,V3
R21,Room 21,EXIT_D,3,C19,navigation,U3
R21,Room 21,EXIT_D,4,C18,navigation,T3
R21,Room 21,EXIT_D,5,C17,navigation,S3
R21,Room 21,EXIT_D,6,EXIT_D,exit,S2.5
R22,Room 22,EXIT_E,0,START_R22,room_start,W1
R22,Room 22,EXIT_E,1,DOOR_22,door,W2
R22,Room 22,EXIT_E,2,C21,navigation,W3
R22,Room 22,EXIT_E,3,C22,navigation,X3
R22,Room 22,EXIT_E,4,C23,navigation,Y3
R22,Room 22,EXIT_E,5,EXIT_E,exit,Y2.5
R23,Room 23,EXIT_E,0,START_R23,room_start,X5
R23,Room 23,EXIT_E,1,DOOR_23,door,X4
R23,Room 23,EXIT_E,2,C22,navigation,X3
R23,Room 23,EXIT_E,3,C23,navigation,Y3
R23,Room 23,EXIT_E,4,EXIT_E,exit,Y2.5
R24,Room 24,EXIT_E,0,START_R24,room_start,Y1
R24,Room 24,EXIT_E,1,DOOR_24,door,Y2
R24,Room 24,EXIT_E,2,C23,navigation,Y3
R24,Room 24,EXIT_E,3,EXIT_E,exit,Y2.5
R25,Room 25,EXIT_E,0,START_R25,room_start,Z5
R25,Room 25,EXIT_E,1,DOOR_25,door,Z4
R25,Room 25,EXIT_E,2,C24,navigation,Z3
R25,Room 25,EXIT_E,3,C23,navigation,Y3
R25,Room 25,EXIT_E,4,EXIT_E,exit,Y2.5
R26,Room 26,EXIT_E,0,START_R26,room_start,AA1
R26,Room 26,EXIT_E,1,DOOR_26,door,AA2
R26,Room 26,EXIT_E,2,C25,navigation,AA3
R26,Room 26,EXIT_E,3,C24,navigation,Z3
R26,Room 26,EXIT_E,4,C23,navigation,Y3
R26,Room 26,EXIT_E,5,EXIT_E,exit,Y2.5
R27,Room 27,EXIT_E,0,START_R27,room_start,AB5
R27,Room 27,EXIT_E,1,DOOR_27,door,AB4
R27,Room 27,EXIT_E,2,C26,navigation,AB3
R27,Room 27,EXIT_E,3,C25,navigation,AA3
R27,Room 27,EXIT_E,4,C24,navigation,Z3
R27,Room 27,EXIT_E,5,C23,navigation,Y3
R27,Room 27,EXIT_E,6,EXIT_E,exit,Y2.5
R28,Room 28,EXIT_F,0,START_R28,room_start,AC1
R28,Room 28,EXIT_F,1,DOOR_28,door,AC2
R28,Room 28,EXIT_F,2,C27,navigation,AC3
R28,Room 28,EXIT_F,3,C28,navigation,AD3
R28,Room 28,EXIT_F,4,C29,navigation,AE3
R28,Room 28,EXIT_F,5,EXIT_F,exit,AE2.5
R29,Room 29,EXIT_F,0,START_R29,room_start,AD5
R29,Room 29,EXIT_F,1,DOOR_29,door,AD4
R29,Room 29,EXIT_F,2,C28,navigation,AD3
R29,Room 29,EXIT_F,3,C29,navigation,AE3
R29,Room 29,EXIT_F,4,EXIT_F,exit,AE2.5
R30,Room 30,EXIT_F,0,START_R30,room_start,AE1
R30,Room 30,EXIT_F,1,DOOR_30,door,AE2
R30,Room 30,EXIT_F,2,C29,navigation,AE3
R30,Room 30,EXIT_F,3,EXIT_F,exit,AE2.5
