room_id,room_name,primary_exit,sequence_index,node_id,node_type,grid_position
R10,Room 10,EXIT_F,0,START_R10,room_start,F_A3
R10,Room 10,EXIT_F,1,DOOR_10,door,F_A2
R10,Room 10,EXIT_F,2,B10_0,navigation,G_A2
R10,Room 10,EXIT_F,3,E10,navigation,G_A3
R10,Room 10,EXIT_F,4,C5,navigation,G3
R10,Room 10,EXIT_F,5,C4,navigation,F3
R10,Room 10,EXIT_F,6,EXIT_F,exit,F2.3
R11,Room 11,EXIT_F,0,START_R11,room_start,I_A5
R11,Room 11,EXIT_F,1,DOOR_11,door,I_A4
R11,Room 11,EXIT_F,2,B11_0,navigation,H_A4
R11,Room 11,EXIT_F,3,E11,navigation,H_A3
R11,Room 11,EXIT_F,4,C6,navigation,H3
R11,Room 11,EXIT_F,5,C5,navigation,G3
R11,Room 11,EXIT_F,6,C4,navigation,F3
R11,Room 11,EXIT_F,7,EXIT_F,exit,F2.3
R12,Room 12,EXIT_F,0,START_R12,room_start,G_A3
R12,Room 12,EXIT_F,1,DOOR_12,door,G_A2
R12,Room 12,EXIT_F,2,B12_0,navigation,H_A2
R12,Room 12,EXIT_F,3,E12,navigation,H_A3
R12,Room 12,EXIT_F,4,C6,navigation,H3
R12,Room 12,EXIT_F,5,C5,navigation,G3
R12,Room 12,EXIT_F,6,C4,navigation,F3
R12,Room 12,EXIT_F,7,EXIT_F,exit,F2.3
R13,Room 13,EXIT_B,0,START_R13,room_start,J_A5
R13,Room 13,EXIT_B,1,DOOR_13,door,J_A4
R13,Room 13,EXIT_B,2,B13_0,navigation,I_A4
R13,Room 13,EXIT_B,3,E13,navigation,I_A3
R13,Room 13,EXIT_B,4,C7,navigation,I3
R13,Room 13,EXIT_B,5,C8,navigation,J3
R13,Room 13,EXIT_B,6,C9,navigation,K3
R13,Room 13,EXIT_B,7,EXIT_B,exit,K2.3
R14,Room 14,EXIT_B,0,START_R14,room_start,H_A3
R14,Room 14,EXIT_B,1,DOOR_14,door,H_A2
R14,Room 14,EXIT_B,2,B14_0,navigation,I_A2
R14,Room 14,EXIT_B,3,E14,navigation,I_A3
R14,Room 14,EXIT_B,4,C7,navigation,I3
R14,Room 14,EXIT_B,5,C8,navigation,J3
R14,Room 14,EXIT_B,6,C9,navigation,K3
R14,Room 14,EXIT_B,7,EXIT_B,exit,K2.3
R15,Room 15,EXIT_B,0,START_R15,room_start,K_A5
R15,Room 15,EXIT_B,1,DOOR_15,door,K_A4
R15,Room 15,EXIT_B,2,B15_0,navigation,J_A4
R15,Room 15,EXIT_B,3,E15,navigation,J_A3
R15,Room 15,EXIT_B,4,C8,navigation,J3
R15,Room 15,EXIT_B,5,C9,navigation,K3
R15,Room 15,EXIT_B,6,EXIT_B,exit,K2.3
R16,Room 16,EXIT_B,0,START_R16,room_start,I_A3
R16,Room 16,EXIT_B,1,DOOR_16,door,I_A2
R16,Room 16,EXIT_B,2,B16_0,navigation,J_A2
R16,Room 16,EXIT_B,3,E16,navigation,J_A3
R16,Room 16,EXIT_B,4,C8,navigation,J3
R16,Room 16,EXIT_B,5,C9,navigation,K3
R16,Room 16,EXIT_B,6,EXIT_B,exit,K2.3
R17,Room 17,EXIT_C,0,START_R17,room_start,D_A6
R17,Room 17,EXIT_C,1,DOOR_17,door,D_A5
R17,Room 17,EXIT_C,2,B1_1,navigation,C_A5
R17,Room 17,EXIT_C,3,B1_0,navigation,C_A4
R17,Room 17,EXIT_C,4,E1,navigation,C_A3
R17,Room 17,EXIT_C,5,C1,navigation,C3
R17,Room 17,EXIT_C,6,EXIT_C,exit,C2.3
R18,Room 18,EXIT_C,0,START_R18,room_start,B_A2
R18,Room 18,EXIT_C,1,DOOR_18,door,B_A1
R18,Room 18,EXIT_C,2,B2_1,navigation,C_A1
R18,Room 18,EXIT_C,3,B2_0,navigation,C_A2
R18,Room 18,EXIT_C,4,E2,navigation,C_A3
R18,Room 18,EXIT_C,5,C1,navigation,C3
R18,Room 18,EXIT_C,6,EXIT_C,exit,C2.3
R19,Room 19,EXIT_D,0,START_R19,room_start,E_A6
R19,Room 19,EXIT_D,1,DOOR_19,door,E_A5
R19,Room 19,EXIT_D,2,B3_1,navigation,D_A5
R19,Room 19,EXIT_D,3,B3_0,navigation,D_A4
R19,Room 19,EXIT_D,4,E3,navigation,D_A3
R19,Room 19,EXIT_D,5,C2,navigation,D3
R19,Room 19,EXIT_D,6,EXIT_D,exit,D2.3
R20,Room 20,EXIT_D,0,START_R20,room_start,C_A2
R20,Room 20,EXIT_D,1,DOOR_20,door,C_A1
R20,Room 20,EXIT_D,2,B4_1,navigation,D_A1
R20,Room 20,EXIT_D,3,B4_0,navigation,D_A2
R20,Room 20,EXIT_D,4,E4,navigation,D_A3
R20,Room 20,EXIT_D,5,C2,navigation,D3
R20,Room 20,EXIT_D,6,EXIT_D,exit,D2.3
R21,Room 21,EXIT_E,0,START_R21,room_start,F_A6
R21,Room 21,EXIT_E,1,DOOR_21,door,F_A5
R21,Room 21,EXIT_E,2,B5_1,navigation,E_A5
R21,Room 21,EXIT_E,3,B5_0,navigation,E_A4
R21,Room 21,EXIT_E,4,E5,navigation,E_A3
R21,Room 21,EXIT_E,5,C3,navigation,E3
R21,Room 21,EXIT_E,6,EXIT_E,exit,E2.3
R22,Room 22,EXIT_E,0,START_R22,room_start,D_A2
R22,Room 22,EXIT_E,1,DOOR_22,door,D_A1
R22,Room 22,EXIT_E,2,B6_1,navigation,E_A1
R22,Room 22,EXIT_E,3,B6_0,navigation,E_A2
R22,Room 22,EXIT_E,4,E6,navigation,E_A3
R22,Room 22,EXIT_E,5,C3,navigation,E3
R22,Room 22,EXIT_E,6,EXIT_E,exit,E2.3
R23,Room 23,EXIT_F,0,START_R23,room_start,G_A6
R23,Room 23,EXIT_F,1,DOOR_23,door,G_A5
R23,Room 23,EXIT_F,2,B7_1,navigation,F_A5
R23,Room 23,EXIT_F,3,B7_0,navigation,F_A4
R23,Room 23,EXIT_F,4,E7,navigation,F_A3
R23,Room 23,EXIT_F,5,C4,navigation,F3
R23,Room 23,EXIT_F,6,EXIT_F,exit,F2.3
R24,Room 24,EXIT_F,0,START_R24,room_start,E_A2
R24,Room 24,EXIT_F,1,DOOR_24,door,E_A1
R24,Room 24,EXIT_F,2,B8_1,navigation,F_A1
R24,Room 24,EXIT_F,3,B8_0,navigation,F_A2
R24,Room 24,EXIT_F,4,E8,navigation,F_A3
R24,Room 24,EXIT_F,5,C4,navigation,F3
R24,Room 24,EXIT_F,6,EXIT_F,exit,F2.3
R25,Room 25,EXIT_F,0,START_R25,room_start,H_A6
R25,Room 25,EXIT_F,1,DOOR_25,door,H_A5
R25,Room 25,EXIT_F,2,B9_1,navigation,G_A5
R25,Room 25,EXIT_F,3,B9_0,navigation,G_A4
R25,Room 25,EXIT_F,4,E9,navigation,G_A3
R25,Room 25,EXIT_F,5,C5,navigation,G3
R25,Room 25,EXIT_F,6,C4,navigation,F3
R25,Room 25,EXIT_F,7,EXIT_F,exit,F2.3
R26,Room 26,EXIT_F,0,START_R26,room_start,F_A2
R26,Room 26,EXIT_F,1,DOOR_26,door,F_A1
R26,Room 26,EXIT_F,2,B10_1,navigation,G_A1
R26,Room 26,EXIT_F,3,B10_0,navigation,G_A2
R26,Room 26,EXIT_F,4,E10,navigation,G_A3
R26,Room 26,EXIT_F,5,C5,navigation,G3
R26,Room 26,EXIT_F,6,C4,navigation,F3
R26,Room 26,EXIT_F,7,EXIT_F,exit,F2.3
R27,Room 27,EXIT_F,0,START_R27,room_start,I_A6
R27,Room 27,EXIT_F,1,DOOR_27,door,I_A5
R27,Room 27,EXIT_F,2,B11_1,navigation,H_A5
R27,Room 27,EXIT_F,3,B11_0,navigation,H_A4
R27,Room 27,EXIT_F,4,E11,navigation,H_A3
R27,Room 27,EXIT_F,5,C6,navigation,H3
R27,Room 27,EXIT_F,6,C5,navigation,G3
R27,Room 27,EXIT_F,7,C4,navigation,F3
R27,Room 27,EXIT_F,8,EXIT_F,exit,F2.3
R28,Room 28,EXIT_F,0,START_R28,room_start,G_A2
R28,Room 28,EXIT_F,1,DOOR_28,door,G_A1
R28,Room 28,EXIT_F,2,B12_1,navigation,H_A1
R28,Room 28,EXIT_F,3,B12_0,navigation,H_A2
R28,Room 28,EXIT_F,4,E12,navigation,H_A3
R28,Room 28,EXIT_F,5,C6,navigation,H3
R28,Room 28,EXIT_F,6,C5,navigation,G3
R28,Room 28,EXIT_F,7,C4,navigation,F3
R28,Room 28,EXIT_F,8,EXIT_F,exit,F2.3
R29,Room 29,EXIT_B,0,START_R29,room_start,J_A6
R29,Room 29,EXIT_B,1,DOOR_29,door,J_A5
R29,Room 29,EXIT_B,2,B13_1,navigation,I_A5
R29,Room 29,EXIT_B,3,B13_0,navigation,I_A4
R29,Room 29,EXIT_B,4,E13,navigation,I_A3
R29,Room 29,EXIT_B,5,C7,navigation,I3
R29,Room 29,EXIT_B,6,C8,navigation,J3
R29,Room 29,EXIT_B,7,C9,navigation,K3
R29,Room 29,EXIT_B,8,EXIT_B,exit,K2.3
R30,Room 30,EXIT_B,0,START_R30,room_start,H_A2
R30,Room 30,EXIT_B,1,DOOR_30,door,H_A1
R30,Room 30,EXIT_B,2,B14_1,navigation,I_A1
R30,Room 30,EXIT_B,3,B14_0,navigation,I_A2
R30,Room 30,EXIT_B,4,E14,navigation,I_A3
R30,Room 30,EXIT_B,5,C7,navigation,I3
R30,Room 30,EXIT_B,6,C8,navigation,J3
R30,Room 30,EXIT_B,7,C9,navigation,K3
R30,Room 30,EXIT_B,8,EXIT_B,exit,K2.3
