room_id,room_name,occupancy,selected_exit,route_id,distance,edge_count,path,edge_ids
R11,Apartment 110,2,EXIT_D,R11__EXIT_D,21.25,20,START_R11 -> AE8 -> DOOR_11 -> AE6 -> AD6 -> AC6 -> AB6 -> DOOR_13 -> AB8 -> AB9 -> AB10 -> AB11 -> AB12 -> AB13 -> AB14.5 -> AB16 -> AC16 -> AD16 -> AE16 -> AF16 -> EXIT_D,E600:START_R11--AE8 | E127:AE8--DOOR_11 | E125:AE6--DOOR_11 | E096:AD6--AE6 | E069:AC6--AD6 | E058:AB6--AC6 | E217:DOOR_13--AB6 | E060:AB8--DOOR_13 | E059:AB8--AB9 | E043:AB10--AB9 | E042:AB10--AB11 | E044:AB11--AB12 | E045:AB12--AB13 | E046:AB13--AB14.5 | E049:AB14.5--AB16 | E050:AB16--AC16 | E061:AC16--AD16 | E078:AD16--AE16 | E105:AE16--AF16 | E131:AF16--EXIT_D
R12,Communal Bathroom,4,EXIT_B,R12__EXIT_B,14.5,13,START_R12 -> P12.5 -> O12.5 -> O11.25 -> O10.25 -> O9 -> O8 -> DOOR_09 -> O6 -> O5 -> O4 -> O3 -> O2 -> EXIT_B,E602:START_R12--P12.5 | E441:O12.5--P12.5 | E438:O11.25--O12.5 | E435:O10.25--O11.25 | E436:O10.25--O9 | E466:O8--O9 | E465:O8--DOOR_09 | E463:O6--DOOR_09 | E462:O5--O6 | E461:O4--O5 | E460:O3--O4 | E449:O2--O3 | E448:O2--EXIT_B
R13,Apartment 113,2,EXIT_B,R13__EXIT_B,30.0,29,START_R13 -> D13 -> E13 -> DOOR_21 -> F13 -> F14.5 -> F16 -> G16 -> H16 -> I16 -> J16 -> K16 -> K15 -> K13.5 -> K12.5 -> K11.5 -> K10.5 -> K9 -> K8 -> K7 -> K6 -> L6 -> M6 -> N6 -> O6 -> O5 -> O4 -> O3 -> O2 -> EXIT_B,E606:START_R13--D13 | E199:D13--E13 | E222:DOOR_21--E13 | E223:DOOR_21--F13 | E243:F13--F14.5 | E244:F14.5--F16 | E245:F16--G16 | E272:G16--H16 | E287:H16--I16 | E315:I16--J16 | E333:J16--K16 | E351:K15--K16 | E349:K13.5--K15 | E348:K12.5--K13.5 | E347:K11.5--K12.5 | E345:K10.5--K11.5 | E346:K10.5--K9 | E365:K8--K9 | E364:K7--K8 | E362:K6--K7 | E363:K6--L6 | E380:L6--M6 | E404:M6--N6 | E431:N6--O6 | E462:O5--O6 | E461:O4--O5 | E460:O3--O4 | E449:O2--O3 | E448:O2--EXIT_B
R14,Apartment 114,2,EXIT_B,R14__EXIT_B,30.0,28,START_R14 -> H13 -> DOOR_22 -> F13 -> F14.5 -> F16 -> G16 -> H16 -> I16 -> J16 -> K16 -> K15 -> K13.5 -> K12.5 -> K11.5 -> K10.5 -> K9 -> K8 -> K7 -> K6 -> L6 -> M6 -> N6 -> O6 -> O5 -> O4 -> O3 -> O2 -> EXIT_B,E607:START_R14--H13 | E284:H13--DOOR_22 | E242:F13--DOOR_22 | E243:F13--F14.5 | E244:F14.5--F16 | E245:F16--G16 | E272:G16--H16 | E287:H16--I16 | E315:I16--J16 | E333:J16--K16 | E351:K15--K16 | E349:K13.5--K15 | E348:K12.5--K13.5 | E347:K11.5--K12.5 | E345:K10.5--K11.5 | E346:K10.5--K9 | E365:K8--K9 | E364:K7--K8 | E362:K6--K7 | E363:K6--L6 | E380:L6--M6 | E404:M6--N6 | E431:N6--O6 | E462:O5--O6 | E461:O4--O5 | E460:O3--O4 | E449:O2--O3 | E448:O2--EXIT_B
R15,Supply Closet,1,EXIT_C,R15__EXIT_C,19.0,18,START_R15 -> DOOR_19 -> AB13 -> AB12 -> AB11 -> AB10 -> AB9 -> AB8 -> DOOR_13 -> AB6 -> AA6 -> Z6 -> Y6 -> X6 -> X5 -> X4 -> X3 -> X2 -> EXIT_C,E609:START_R15--DOOR_19 | E047:AB13--DOOR_19 | E045:AB12--AB13 | E044:AB11--AB12 | E042:AB10--AB11 | E043:AB10--AB9 | E059:AB8--AB9 | E060:AB8--DOOR_13 | E217:DOOR_13--AB6 | E038:AA6--AB6 | E039:AA6--Z6 | E781:Y6--Z6 | E767:X6--Y6 | E765:X5--X6 | E764:X4--X5 | E763:X3--X4 | E750:X2--X3 | E749:X2--EXIT_C
R16,Apartment 112,2,EXIT_D,R16__EXIT_D,10.5,10,START_R16 -> AD13 -> DOOR_20 -> AB13 -> AB14.5 -> AB16 -> AC16 -> AD16 -> AE16 -> AF16 -> EXIT_D,E076:AD13--START_R16 | E075:AD13--DOOR_20 | E048:AB13--DOOR_20 | E046:AB13--AB14.5 | E049:AB14.5--AB16 | E050:AB16--AC16 | E061:AC16--AD16 | E078:AD16--AE16 | E105:AE16--AF16 | E131:AF16--EXIT_D
R20,Emergency Stairwell / Exit Room,0,EXIT_F,R20__EXIT_F,10.0,10,START_R20 -> EXIT_STAIRWELL -> DOOR_45 -> Q22 -> Q23 -> R23 -> R24 -> R25 -> R26 -> R27 -> EXIT_F,E613:START_R20--EXIT_STAIRWELL | E226:DOOR_45--EXIT_STAIRWELL | E504:Q22--DOOR_45 | E505:Q22--Q23 | E507:Q23--R23 | E533:R23--R24 | E535:R24--R25 | E536:R25--R26 | E539:R26--R27 | E540:R27--EXIT_F
R24,Laundry Room,4,EXIT_F,R24__EXIT_F,16.0,15,START_R24 -> X20 -> W20 -> V20 -> DOOR_30 -> T20 -> S20 -> S21 -> S22 -> R22 -> R23 -> R24 -> R25 -> R26 -> R27 -> EXIT_F,E751:X20--START_R24 | E726:W20--X20 | E710:V20--W20 | E708:V20--DOOR_30 | E654:T20--DOOR_30 | E564:S20--T20 | E563:S20--S21 | E565:S21--S22 | E532:R22--S22 | E531:R22--R23 | E533:R23--R24 | E535:R24--R25 | E536:R25--R26 | E539:R26--R27 | E540:R27--EXIT_F
R25,Apartment 115,2,EXIT_F,R25__EXIT_F,33.75,29,START_R25 -> AE19 -> AE18 -> DOOR_25 -> AE16 -> AD16 -> AC16 -> AB16 -> AA16 -> Z16 -> Y16 -> X16 -> X17 -> X18 -> W18 -> V18 -> U18 -> T18 -> S18 -> S19 -> S20 -> S21 -> S22 -> R22 -> R23 -> R24 -> R25 -> R26 -> R27 -> EXIT_F,E111:AE19--START_R25 | E107:AE18--AE19 | E109:AE18--DOOR_25 | E106:AE16--DOOR_25 | E078:AD16--AE16 | E061:AC16--AD16 | E050:AB16--AC16 | E008:AA16--AB16 | E009:AA16--Z16 | E771:Y16--Z16 | E744:X16--Y16 | E743:X16--X17 | E745:X17--X18 | E722:W18--X18 | E704:V18--W18 | E681:U18--V18 | E652:T18--U18 | E559:S18--T18 | E558:S18--S19 | E560:S19--S20 | E563:S20--S21 | E565:S21--S22 | E532:R22--S22 | E531:R22--R23 | E533:R23--R24 | E535:R24--R25 | E536:R25--R26 | E539:R26--R27 | E540:R27--EXIT_F
R28,Apartment 120,2,EXIT_G,R28__EXIT_G,5.5,5,START_R28 -> D26 -> DOOR_44 -> F26 -> F27 -> EXIT_G,E619:START_R28--D26 | E210:D26--DOOR_44 | E259:F26--DOOR_44 | E260:F26--F27 | E261:F27--EXIT_G
R29,Apartment 116,2,EXIT_H,R29__EXIT_H,29.75,28,START_R29 -> I25 -> DOOR_33 -> I23 -> J23 -> K23 -> L23 -> M23 -> N23 -> N22 -> N21 -> N20 -> N19 -> N18 -> M18 -> L18 -> K18 -> K17 -> K16 -> J16 -> I16 -> H16 -> G16 -> F16 -> E16 -> D16 -> C16 -> B16 -> EXIT_H,E329:I25--START_R29 | E327:I25--DOOR_33 | E325:I23--DOOR_33 | E326:I23--J23 | E340:J23--K23 | E361:K23--L23 | E373:L23--M23 | E397:M23--N23 | E427:N22--N23 | E426:N21--N22 | E425:N20--N21 | E423:N19--N20 | E421:N18--N19 | E394:M18--N18 | E367:L18--M18 | E355:K18--L18 | E353:K17--K18 | E352:K16--K17 | E333:J16--K16 | E315:I16--J16 | E287:H16--I16 | E272:G16--H16 | E245:F16--G16 | E230:E16--F16 | E201:D16--E16 | E175:C16--D16 | E147:B16--C16 | E148:B16--EXIT_H
R30,Apartment 118,2,EXIT_H,R30__EXIT_H,25.75,24,START_R30 -> M25 -> DOOR_34 -> M23 -> N23 -> N22 -> N21 -> N20 -> N19 -> N18 -> M18 -> L18 -> K18 -> K17 -> K16 -> J16 -> I16 -> H16 -> G16 -> F16 -> E16 -> D16 -> C16 -> B16 -> EXIT_H,E400:M25--START_R30 | E398:M25--DOOR_34 | E396:M23--DOOR_34 | E397:M23--N23 | E427:N22--N23 | E426:N21--N22 | E425:N20--N21 | E423:N19--N20 | E421:N18--N19 | E394:M18--N18 | E367:L18--M18 | E355:K18--L18 | E353:K17--K18 | E352:K16--K17 | E333:J16--K16 | E315:I16--J16 | E287:H16--I16 | E272:G16--H16 | E245:F16--G16 | E230:E16--F16 | E201:D16--E16 | E175:C16--D16 | E147:B16--C16 | E148:B16--EXIT_H
R31,Apartment 119,2,EXIT_STAIRWELL,R31__EXIT_STAIRWELL,7.75,8,START_R31 -> O25 -> DOOR_37 -> O23 -> P23 -> P22 -> Q22 -> DOOR_45 -> EXIT_STAIRWELL,E456:O25--START_R31 | E454:O25--DOOR_37 | E452:O23--DOOR_37 | E453:O23--P23 | E481:P22--P23 | E482:P22--Q22 | E504:Q22--DOOR_45 | E226:DOOR_45--EXIT_STAIRWELL
R32,Apartment 121,2,EXIT_F,R32__EXIT_F,5.0,5,START_R32 -> T26 -> DOOR_41 -> R26 -> R27 -> EXIT_F,E626:START_R32--T26 | E662:T26--DOOR_41 | E538:R26--DOOR_41 | E539:R26--R27 | E540:R27--EXIT_F
R33,Apartment 117,2,EXIT_F,R33__EXIT_F,14.25,14,START_R33 -> X25 -> DOOR_36 -> X23 -> W23 -> V23 -> U23 -> T23 -> S23 -> R23 -> R24 -> R25 -> R26 -> R27 -> EXIT_F,E758:X25--START_R33 | E757:X25--DOOR_36 | E755:X23--DOOR_36 | E730:W23--X23 | E714:V23--W23 | E687:U23--V23 | E659:T23--U23 | E569:S23--T23 | E534:R23--S23 | E533:R23--R24 | E535:R24--R25 | E536:R25--R26 | E539:R26--R27 | E540:R27--EXIT_F
R34,Apartment 122,2,EXIT_F,R34__EXIT_F,21.0,21,START_R34 -> AD26 -> AC26 -> DOOR_42 -> AA26 -> AA25 -> AA24 -> AA23 -> Z23 -> Y23 -> X23 -> W23 -> V23 -> U23 -> T23 -> S23 -> R23 -> R24 -> R25 -> R26 -> R27 -> EXIT_F,E092:AD26--START_R34 | E066:AC26--AD26 | E067:AC26--DOOR_42 | E034:AA26--DOOR_42 | E031:AA25--AA26 | E030:AA24--AA25 | E027:AA23--AA24 | E029:AA23--Z23 | E777:Y23--Z23 | E756:X23--Y23 | E730:W23--X23 | E714:V23--W23 | E687:U23--V23 | E659:T23--U23 | E569:S23--T23 | E534:R23--S23 | E533:R23--R24 | E535:R24--R25 | E536:R25--R26 | E539:R26--R27 | E540:R27--EXIT_F
R35,Apartment 108,2,EXIT_B,R35__EXIT_B,18.0,17,START_R35 -> D6 -> DOOR_08 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> L6 -> M6 -> N6 -> O6 -> O5 -> O4 -> O3 -> O2 -> EXIT_B,E635:START_R35--D6 | E213:D6--DOOR_08 | E267:F6--DOOR_08 | E269:F6--G6 | E279:G6--H6 | E309:H6--I6 | E332:I6--J6 | E344:J6--K6 | E363:K6--L6 | E380:L6--M6 | E404:M6--N6 | E431:N6--O6 | E462:O5--O6 | E461:O4--O5 | E460:O3--O4 | E449:O2--O3 | E448:O2--EXIT_B
R36,Communal Kitchen,10,EXIT_STAIRWELL,R36__EXIT_STAIRWELL,16.0,16,START_R36 -> H20 -> I20 -> J20 -> K20 -> L20 -> DOOR_29 -> N20 -> N21 -> N22 -> N23 -> O23 -> P23 -> P22 -> Q22 -> DOOR_45 -> EXIT_STAIRWELL,E638:START_R36--H20 | E295:H20--I20 | E323:I20--J20 | E338:J20--K20 | E359:K20--L20 | E371:L20--DOOR_29 | E424:N20--DOOR_29 | E425:N20--N21 | E426:N21--N22 | E427:N22--N23 | E428:N23--O23 | E453:O23--P23 | E481:P22--P23 | E482:P22--Q22 | E504:Q22--DOOR_45 | E226:DOOR_45--EXIT_STAIRWELL
