edge_id,source,target,distance,capacity_units,edge_type
E046:AA25--DOOR_51,AA25,DOOR_51,1.0,1.0,door_to_hallway
E047:AA25--DOOR_53,AA25,DOOR_53,1.0,1.0,door_to_hallway
E048:AA3--AA4,AA3,AA4,1.0,3.0,navigation
E049:AA3--AB3,AA3,AB3,1.0,3.0,navigation
E050:AA3--DOOR_04,AA3,DOOR_04,1.0,1.0,room_to_door
E051:AA4--AB4,AA4,AB4,1.0,3.0,navigation
E052:AA6--AA7,AA6,AA7,1.0,3.0,navigation
E053:AA6--AB6,AA6,AB6,1.0,3.0,navigation
E054:AA7--AA8,AA7,AA8,1.0,3.0,navigation
E055:AA7--DOOR_08,AA7,DOOR_08,1.0,1.0,room_to_door
E056:AA8--AB8,AA8,AB8,1.0,3.0,navigation
E057:AB10--AC10,AB10,AC10,1.0,3.0,navigation
E058:AB10--DOOR_21,AB10,DOOR_21,1.0,1.0,room_to_door
E059:AB12--AC12,AB12,AC12,1.0,3.0,navigation
E060:AB12--DOOR_21,AB12,DOOR_21,1.0,1.0,room_to_door
E061:AB12--START_R18,AB12,START_R18,1.0,4.0,room_start
E062:AB14--AC14,AB14,AC14,1.0,3.0,navigation
E063:AB16--AC16,AB16,AC16,1.0,3.0,navigation
E064:AB18--AB19,AB18,AB19,1.0,3.0,navigation
E065:AB18--AC18,AB18,AC18,1.0,3.0,navigation
E066:AB19--AB20,AB19,AB20,1.0,3.0,navigation
E067:AB19--AC19,AB19,AC19,1.0,3.0,navigation
E068:AB2--AB3,AB2,AB3,1.0,3.0,navigation
E069:AB2--AC2,AB2,AC2,1.0,3.0,navigation
E070:AB20--AC20,AB20,AC20,1.0,3.0,navigation
E071:AB22--AD22,AB22,AD22,1.0,3.0,navigation
E072:AB3--AB4,AB3,AB4,1.0,3.0,navigation
E073:AB3--START_R04,AB3,START_R04,1.0,4.0,room_start
E074:AB4--AC4,AB4,AC4,1.0,3.0,navigation
E075:AB4--DOOR_06,AB4,DOOR_06,1.0,1.0,room_to_door
E076:AB6--DOOR_06,AB6,DOOR_06,1.0,1.0,room_to_door
E077:AB6--START_R09,AB6,START_R09,1.0,4.0,room_start
E078:AC10--AD10,AC10,AD10,1.0,3.0,navigation
E079:AC12--AC13,AC12,AC13,1.0,3.0,navigation
E080:AC13--AC14,AC13,AC14,1.0,3.0,navigation
E081:AC16--AD16,AC16,AD16,1.0,3.0,navigation
E082:AC18--AC19,AC18,AC19,1.0,3.0,navigation
E083:AC18--AD18,AC18,AD18,1.0,3.0,navigation
E084:AC19--AC20,AC19,AC20,1.0,3.0,navigation
E085:AC2--AD2,AC2,AD2,1.0,3.0,navigation
E086:AC2--START_R04,AC2,START_R04,1.0,4.0,room_start
E087:AC20--AD20,AC20,AD20,1.0,3.0,navigation
E088:AC24--AC25,AC24,AC25,1.0,3.0,navigation
E089:AC24--AD24,AC24,AD24,1.0,3.0,navigation
E090:AC25--AC26,AC25,AC26,1.0,3.0,navigation
E091:AC25--DOOR_53,AC25,DOOR_53,1.0,1.0,room_to_door
E092:AC26--AD26,AC26,AD26,1.0,3.0,navigation
E093:AC26--EXIT_B,AC26,EXIT_B,1.0,3.0,exit
E094:AC4--AD4,AC4,AD4,1.0,3.0,navigation
E095:AD10--AE10,AD10,AE10,0.5,3.0,navigation
E096:AD12--AD13,AD12,AD13,1.0,3.0,navigation
E097:AD12--AE12,AD12,AE12,1.0,3.0,navigation
E098:AD13--AD14,AD13,AD14,1.0,3.0,navigation
E099:AD13--START_R19,AD13,START_R19,1.0,4.0,room_start
E100:AD14--AE14,AD14,AE14,1.0,3.0,navigation
E101:AD16--AE16,AD16,AE16,1.0,3.0,navigation
E102:AD16--DOOR_28,AD16,DOOR_28,1.0,1.0,room_to_door
E103:AD18--AE18,AD18,AE18,1.0,3.0,navigation
E104:AD18--DOOR_28,AD18,DOOR_28,1.0,1.0,room_to_door
E105:AD18--START_R25,AD18,START_R25,1.0,4.0,room_start
E106:AD2--AD3,AD2,AD3,1.0,3.0,navigation
E107:AD2--AF2,AD2,AF2,1.0,3.0,navigation
E108:AD20--AE20,AD20,AE20,1.0,3.0,navigation
E109:AD20--DOOR_36,AD20,DOOR_36,1.0,1.0,room_to_door
E110:AD22--AE22,AD22,AE22,1.0,3.0,navigation
E111:AD22--DOOR_36,AD22,DOOR_36,1.0,1.0,room_to_door
E112:AD22--DOOR_47,AD22,DOOR_47,1.0,1.0,room_to_door
E113:AD24--AE24,AD24,AE24,1.0,3.0,navigation
E114:AD24--DOOR_47,AD24,DOOR_47,1.0,1.0,room_to_door
E115:AD24--START_R33,AD24,START_R33,1.0,4.0,room_start
E116:AD26--AE26,AD26,AE26,1.0,3.0,navigation
E117:AD3--AD4,AD3,AD4,1.0,3.0,navigation
E118:AD3--AF3,AD3,AF3,1.0,3.0,navigation
E119:AD4--AF4,AD4,AF4,1.0,3.0,navigation
E120:AD6--AD7,AD6,AD7,1.0,3.0,navigation
E121:AD6--AE6,AD6,AE6,1.0,3.0,navigation
E122:AD7--AD8,AD7,AD8,1.0,3.0,navigation
E123:AD7--DOOR_10,AD7,DOOR_10,1.0,1.0,room_to_door
E124:AD7--START_R10,AD7,START_R10,1.0,4.0,room_start
E125:AD8--AE8,AD8,AE8,1.0,3.0,navigation
E126:AE10--AF10,AE10,AF10,0.5,3.0,navigation
E127:AE10--DOOR_13,AE10,DOOR_13,1.0,1.0,room_to_door
E128:AE10--DOOR_24,AE10,DOOR_24,1.0,1.0,room_to_door
E129:AE12--AF12,AE12,AF12,1.0,3.0,navigation
E130:AE12--DOOR_24,AE12,DOOR_24,1.0,1.0,room_to_door
E131:AE12--START_R19,AE12,START_R19,1.0,4.0,room_start
E132:AE14--AF14,AE14,AF14,1.0,3.0,navigation
E133:AE16--AF16,AE16,AF16,1.0,3.0,navigation
E134:AE18--AE19,AE18,AE19,1.0,3.0,navigation
E135:AE18--AF18,AE18,AF18,1.0,3.0,navigation
E136:AE19--AE20,AE19,AE20,1.0,3.0,navigation
E137:AE19--AF19,AE19,AF19,1.0,3.0,navigation
E138:AE20--AF20,AE20,AF20,1.0,3.0,navigation
E139:AE22--AF22,AE22,AF22,1.0,3.0,navigation
E140:AE24--AE25,AE24,AE25,1.0,3.0,navigation
E141:AE24--AF24,AE24,AF24,1.0,3.0,navigation
E142:AE25--AE26,AE25,AE26,1.0,3.0,navigation
E143:AE25--AF25,AE25,AF25,1.0,3.0,navigation
E144:AE26--AF26,AE26,AF26,1.0,3.0,navigation
E145:AE6--AF6,AE6,AF6,1.0,3.0,navigation
E146:AE6--START_R10,AE6,START_R10,1.0,4.0,room_start
E147:AE8--AF8,AE8,AF8,1.0,3.0,navigation
E148:AE8--DOOR_13,AE8,DOOR_13,1.0,1.0,room_to_door
E149:AF12--AF13,AF12,AF13,1.0,3.0,navigation
E150:AF13--AF14,AF13,AF14,1.0,3.0,navigation
E151:AF16--EXIT_H,AF16,EXIT_H,1.0,3.0,exit
E152:AF18--AF19,AF18,AF19,1.0,3.0,navigation
E153:AF19--AF20,AF19,AF20,1.0,3.0,navigation
E154:AF2--AF3,AF2,AF3,1.0,3.0,navigation
E155:AF24--AF25,AF24,AF25,1.0,3.0,navigation
E156:AF25--AF26,AF25,AF26,1.0,3.0,navigation
E157:AF3--AF4,AF3,AF4,1.0,3.0,navigation
E158:AF6--AF7,AF6,AF7,1.0,3.0,navigation
E159:AF7--AF8,AF7,AF8,1.0,3.0,navigation
E160:B10--C10,B10,C10,1.0,2.0,navigation
E161:B10--DOOR_14,B10,DOOR_14,1.0,1.0,door_to_hallway
E162:B10--DOOR_18,B10,DOOR_18,1.0,1.0,door_to_hallway
E163:B12--C12,B12,C12,1.0,3.0,navigation
E164:B12--DOOR_18,B12,DOOR_18,1.0,1.0,room_to_door
E165:B12--START_R11,B12,START_R11,1.0,4.0,room_start
E166:B14--C14,B14,C14,1.0,3.0,navigation
E167:B16--C16,B16,C16,1.0,2.0,navigation
E168:B18--B19,B18,B19,1.0,3.0,navigation
E169:B18--C18,B18,C18,1.0,3.0,navigation
E170:B19--B20,B19,B20,1.0,3.0,navigation
E171:B19--START_R20,B19,START_R20,1.0,4.0,room_start
E172:B2--C2,B2,C2,1.0,3.0,navigation
E173:B20--C20,B20,C20,1.0,3.0,navigation
E174:B22--C22,B22,C22,1.0,2.0,navigation
E175:B24--B25,B24,B25,1.0,3.0,navigation
E176:B24--C24,B24,C24,1.0,3.0,navigation
E177:B25--B26,B25,B26,1.0,3.0,navigation
E178:B25--START_R28,B25,START_R28,1.0,4.0,room_start
E179:B26--C26,B26,C26,1.0,3.0,navigation
E180:B4--C4,B4,C4,1.0,3.0,navigation
E181:B6--C6,B6,C6,1.0,3.0,navigation
E182:B8--C8,B8,C8,1.0,3.0,navigation
E183:B8--DOOR_14,B8,DOOR_14,1.0,1.0,room_to_door
E184:C10--D10,C10,D10,1.0,2.0,navigation
E185:C12--C13,C12,C13,1.0,3.0,navigation
E186:C13--C14,C13,C14,1.0,3.0,navigation
E187:C16--D16,C16,D16,1.0,2.0,navigation
E188:C18--D18,C18,D18,1.0,3.0,navigation
E189:C18--START_R20,C18,START_R20,1.0,4.0,room_start
E190:C2--C3,C2,C3,1.0,3.0,navigation
E191:C20--D20,C20,D20,1.0,3.0,navigation
E192:C20--DOOR_37,C20,DOOR_37,1.0,1.0,room_to_door
E193:C22--D22,C22,D22,1.0,2.0,navigation
E194:C22--DOOR_37,C22,DOOR_37,1.0,1.0,door_to_hallway
E195:C22--DOOR_44,C22,DOOR_44,1.0,1.0,door_to_hallway
E196:C24--D24,C24,D24,1.0,3.0,navigation
E197:C24--DOOR_44,C24,DOOR_44,1.0,1.0,room_to_door
E198:C26--D26,C26,D26,1.0,3.0,navigation
E199:C26--EXIT_A,C26,EXIT_A,1.0,3.0,exit
E200:C3--C4,C3,C4,1.0,3.0,navigation
E201:C3--DOOR_01,C3,DOOR_01,1.0,1.0,room_to_door
E202:C6--C7,C6,C7,1.0,3.0,navigation
E203:C7--C8,C7,C8,1.0,3.0,navigation
E204:C7--DOOR_12,C7,DOOR_12,1.0,1.0,room_to_door
E205:D10--E10,D10,E10,1.0,2.0,navigation
E206:D12--D13,D12,D13,1.0,3.0,navigation
E207:D12--E12,D12,E12,1.0,3.0,navigation
E208:D13--D14,D13,D14,1.0,3.0,navigation
E209:D13--START_R12,D13,START_R12,1.0,4.0,room_start
E210:D14--E14,D14,E14,1.0,3.0,navigation
E211:D16--DOOR_31,D16,DOOR_31,1.0,1.0,door_to_hallway
E212:D16--E16,D16,E16,1.0,2.0,navigation
E213:D18--D19,D18,D19,1.0,3.0,navigation
E214:D18--DOOR_31,D18,DOOR_31,1.0,1.0,room_to_door
E215:D18--E18,D18,E18,1.0,3.0,navigation
E216:D19--D20,D19,D20,1.0,3.0,navigation
E217:D19--E19,D19,E19,1.0,3.0,navigation
E218:D20--E20,D20,E20,1.0,3.0,navigation
E219:D22--E22,D22,E22,1.0,2.0,navigation
E220:D24--D25,D24,D25,1.0,3.0,navigation
E221:D25--D26,D25,D26,1.0,3.0,navigation
E222:D25--DOOR_54,D25,DOOR_54,1.0,1.0,room_to_door
E223:DOOR_26--N18,DOOR_26,N18,2.0,1.0,room_to_door
E224:DOOR_32--M18.5,DOOR_32,M18.5,0.5,1.0,room_to_door
E225:DOOR_33--P18.5,DOOR_33,P18.5,1.0,1.0,door_to_hallway
E226:DOOR_34--U18.5,DOOR_34,U18.5,1.0,1.0,room_to_door
E227:DOOR_35--Q18.5,DOOR_35,Q18.5,0.5,1.0,room_to_door
E228:DOOR_39--X22,DOOR_39,X22,1.0,1.0,door_to_hallway
E229:E10--DOOR_19,E10,DOOR_19,1.0,1.0,door_to_hallway
E230:E10--E9,E10,E9,1.0,2.0,navigation
E231:E10--F10,E10,F10,1.0,2.0,navigation
E232:E12--DOOR_19,E12,DOOR_19,1.0,1.0,room_to_door
E233:E12--F12,E12,F12,1.0,3.0,navigation
E234:E12--START_R12,E12,START_R12,1.0,4.0,room_start
E235:E14--F14,E14,F14,1.0,3.0,navigation
E236:E16--F16,E16,F16,1.0,2.0,navigation
E237:E18--E19,E18,E19,1.0,3.0,navigation
E238:E19--E20,E19,E20,1.0,3.0,navigation
E239:E2--E3,E2,E3,1.0,3.0,navigation
E240:E2--EXIT_C,E2,EXIT_C,1.0,3.0,exit
E241:E22--F22,E22,F22,1.0,2.0,navigation
E242:E23--E24,E23,E24,1.0,2.0,navigation
E243:E24--E25,E24,E25,0.5,2.0,navigation
E244:E25--DOOR_50,E25,DOOR_50,1.0,1.0,door_to_hallway
E245:E25--DOOR_54,E25,DOOR_54,1.0,1.0,door_to_hallway
E246:E25--E26,E25,E26,1.0,2.0,navigation
E247:E3--DOOR_01,E3,DOOR_01,1.0,1.0,room_to_door
E248:E3--DOOR_03,E3,DOOR_03,1.0,1.0,room_to_door
E249:E3--E4,E3,E4,1.0,3.0,navigation
E250:E4--E5,E4,E5,1.0,2.0,navigation
E251:E5--E6,E5,E6,1.0,2.0,navigation
E252:E6--E7,E6,E7,1.0,3.0,navigation
E253:E7--DOOR_09,E7,DOOR_09,1.0,1.0,room_to_door
E254:E7--DOOR_12,E7,DOOR_12,1.0,1.0,room_to_door
E255:E7--E8,E7,E8,1.0,3.0,navigation
E256:E8--E9,E8,E9,1.0,2.0,navigation
E257:F10--G10,F10,G10,1.0,2.0,navigation
E258:F12--F13,F12,F13,1.0,3.0,navigation
E259:F13--F14,F13,F14,1.0,3.0,navigation
E260:F16--G16,F16,G16,1.0,2.0,navigation
E261:F22--G22,F22,G22,1.0,2.0,navigation
E262:G10--H10,G10,H10,1.0,3.0,navigation
E263:G12--G13,G12,G13,1.0,3.0,navigation
E264:G12--H12,G12,H12,1.0,3.0,navigation
E265:G13--G14,G13,G14,1.0,3.0,navigation
E266:G13--START_R13,G13,START_R13,1.0,4.0,room_start
E267:G14--H14,G14,H14,1.0,3.0,navigation
E268:G16--H16,G16,H16,1.0,2.0,navigation
E269:G18--G19,G18,G19,1.0,3.0,navigation
E270:G18--H18,G18,H18,1.25,3.0,navigation
E271:G19--G20,G19,G20,1.25,3.0,navigation
E272:G19--START_R21,G19,START_R21,1.25,4.0,room_start
E273:G2--G3,G2,G3,1.0,3.0,navigation
E274:G2--H2,G2,H2,1.0,3.0,navigation
E275:G20--H20,G20,H20,1.25,3.0,navigation
E276:G22--H22,G22,H22,1.0,2.0,navigation
E277:G24--G25,G24,G25,1.0,3.0,navigation
E278:G24--H24,G24,H24,1.0,3.0,navigation
E279:G25--DOOR_50,G25,DOOR_50,1.0,1.0,room_to_door
E280:G25--G26,G25,G26,1.0,3.0,navigation
E281:G25--START_R29,G25,START_R29,1.0,4.0,room_start
E282:G26--H26,G26,H26,1.0,3.0,navigation
E283:G3--DOOR_03,G3,DOOR_03,1.0,1.0,room_to_door
E284:G3--G4,G3,G4,1.0,3.0,navigation
E285:G4--H4,G4,H4,1.0,3.0,navigation
E286:G6--G7,G6,G7,1.0,3.0,navigation
E287:G6--H6,G6,H6,1.0,3.0,navigation
E288:G7--DOOR_09,G7,DOOR_09,1.0,1.0,room_to_door
E289:G7--G8,G7,G8,1.0,3.0,navigation
E290:G8--H8,G8,H8,1.0,3.0,navigation
E291:H10--DOOR_17,H10,DOOR_17,1.0,1.0,room_to_door
E292:H10--I10,H10,I10,1.0,3.0,navigation
E293:H12--DOOR_17,H12,DOOR_17,1.0,1.0,room_to_door
E294:H12--I12,H12,I12,1.0,3.0,navigation
E295:H12--START_R13,H12,START_R13,1.0,4.0,room_start
E296:H14--I14,H14,I14,1.0,3.0,navigation
E297:H16--DOOR_29,H16,DOOR_29,1.0,1.0,door_to_hallway
E298:H16--I16,H16,I16,1.0,2.0,navigation
E299:H18--DOOR_29,H18,DOOR_29,1.0,1.0,room_to_door
E300:H18--I18,H18,I18,1.0,3.0,navigation
E301:H2--I2,H2,I2,1.0,3.0,navigation
E302:H2--START_R02,H2,START_R02,1.0,4.0,room_start
E303:H20--DOOR_38,H20,DOOR_38,1.0,1.0,room_to_door
E304:H20--I20,H20,I20,1.0,3.0,navigation
E305:H22--DOOR_38,H22,DOOR_38,1.0,1.0,door_to_hallway
E306:H22--DOOR_45,H22,DOOR_45,1.0,1.0,door_to_hallway
E307:H22--I22,H22,I22,1.0,2.0,navigation
E308:H24--DOOR_45,H24,DOOR_45,1.0,1.0,room_to_door
E309:H24--I24,H24,I24,1.0,3.0,navigation
E310:H26--I26,H26,I26,1.0,3.0,navigation
E311:H4--DOOR_05,H4,DOOR_05,1.0,1.0,room_to_door
E312:H4--I4,H4,I4,1.0,3.0,navigation
E313:H6--DOOR_05,H6,DOOR_05,1.0,1.0,room_to_door
E314:H6--I6,H6,I6,1.0,3.0,navigation
E315:H6--START_R07,H6,START_R07,1.0,4.0,room_start
E316:H8--I8,H8,I8,1.0,3.0,navigation
E317:I10--J10,I10,J10,1.0,2.0,navigation
E318:I12--I13,I12,I13,1.0,3.0,navigation
E319:I13--I14,I13,I14,1.0,3.0,navigation
E320:I16--J16,I16,J16,1.0,2.0,navigation
E321:I18--I19,I18,I19,1.0,3.0,navigation
E322:I19--I20,I19,I20,1.0,3.0,navigation
E323:I2--I3,I2,I3,1.0,3.0,navigation
E324:I22--J22,I22,J22,1.0,2.0,navigation
E325:I24--I25,I24,I25,1.0,3.0,navigation
E326:I25--I26,I25,I26,1.0,3.0,navigation
E327:I3--I4,I3,I4,1.0,3.0,navigation
E328:I6--I7,I6,I7,1.0,3.0,navigation
E329:I7--I8,I7,I8,1.0,3.0,navigation
E330:J10--K10,J10,K10,1.0,2.0,navigation
E331:J12--J13,J12,J13,1.0,3.0,navigation
E332:J12--K12,J12,K12,1.0,3.0,navigation
E333:J13--J14,J13,J14,1.0,3.0,navigation
E334:J13--START_R14,J13,START_R14,1.0,4.0,room_start
E335:J14--K14,J14,K14,1.0,3.0,navigation
E336:J16--K16,J16,K16,1.0,2.0,navigation
E337:J22--K22,J22,K22,1.0,2.0,navigation
E338:K10--DOOR_20,K10,DOOR_20,1.0,1.0,door_to_hallway
E339:K10--M10,K10,M10,1.0,2.0,navigation
E340:K12--DOOR_20,K12,DOOR_20,1.0,1.0,room_to_door
E341:K12--L12,K12,L12,1.0,3.0,navigation
E342:K12--START_R14,K12,START_R14,1.0,4.0,room_start
E343:K14--L14,K14,L14,1.0,3.0,navigation
E344:K16--M16,K16,M16,1.0,2.0,navigation
E345:K17--K18,K17,K18,1.0,2.0,navigation
E346:K18--K18.5,K18,K18.5,0.5,2.0,navigation
E347:K18.5--DOOR_32,K18.5,DOOR_32,1.0,1.0,door_to_hallway
E348:K18.5--K19,K18.5,K19,0.5,2.0,navigation
E349:K19--K20,K19,K20,1.0,2.0,navigation
E350:K2--K3,K2,K3,1.0,3.0,navigation
E351:K2--L2,K2,L2,1.0,2.0,navigation
E352:K20--K21,K20,K21,0.5,2.0,navigation
E353:K21--DOOR_40,K21,DOOR_40,1.0,1.0,door_to_hallway
E354:K21--K22,K21,K22,1.0,2.0,navigation
E355:K22--K23,K22,K23,1.0,2.0,navigation
E356:K23--L23,K23,L23,1.0,2.0,navigation
E357:K24--K25,K24,K25,1.0,3.0,navigation
E358:K24--L24,K24,L24,1.0,3.0,navigation
E359:K25--K26,K25,K26,1.0,3.0,navigation
E360:K25--L25,K25,L25,1.0,3.0,navigation
E361:K26--L26,K26,L26,1.0,3.0,navigation
E362:K3--K4,K3,K4,1.0,3.0,navigation
E363:K3--L3,K3,L3,1.0,2.0,navigation
E364:K4--K5,K4,K5,1.0,2.0,navigation
E365:K4--L4,K4,L4,1.0,2.0,navigation
E366:K5--K6,K5,K6,1.0,2.0,navigation
E367:K5--L5,K5,L5,1.0,2.0,navigation
E368:K6--K7,K6,K7,1.0,3.0,navigation
E369:K6--L6,K6,L6,1.0,2.0,navigation
E370:K7--K8,K7,K8,1.0,3.0,navigation
E371:K7--L7,K7,L7,1.0,2.0,navigation
E372:K8--L8,K8,L8,1.0,2.0,navigation
E373:L12--L13,L12,L13,1.0,3.0,navigation
E374:L13--L14,L13,L14,1.0,3.0,navigation
E375:L2--L3,L2,L3,1.0,2.0,navigation
E376:L2--M2,L2,M2,1.0,2.0,navigation
E377:L23--M23,L23,M23,1.0,2.0,navigation
E378:L24--L25,L24,L25,1.0,3.0,navigation
E379:L24--M24,L24,M24,1.0,3.0,navigation
E380:L25--L26,L25,L26,1.0,3.0,navigation
E381:L26--M26,L26,M26,1.0,3.0,navigation
E382:L3--L4,L3,L4,1.0,2.0,navigation
E383:L3--M3,L3,M3,1.0,2.0,navigation
E384:L4--L5,L4,L5,1.0,2.0,navigation
E385:L4--M4,L4,M4,1.0,2.0,navigation
E386:L5--L6,L5,L6,1.0,2.0,navigation
E387:L5--M5,L5,M5,1.0,2.0,navigation
E388:L6--L7,L6,L7,1.0,2.0,navigation
E389:L6--M6,L6,M6,1.0,2.0,navigation
E390:L7--L8,L7,L8,1.0,2.0,navigation
E391:L7--M7,L7,M7,1.0,2.0,navigation
E392:L8--M8,L8,M8,1.0,2.0,navigation
E393:M10--N10,M10,N10,1.0,2.0,navigation
E394:M16--N16,M16,N16,1.0,2.0,navigation
E395:M18--M18.5,M18,M18.5,0.75,3.0,navigation
E396:M18--N18,M18,N18,1.0,3.0,navigation
E397:M18.5--M19,M18.5,M19,0.75,3.0,navigation
E398:M18.5--N18.5,M18.5,N18.5,1.0,3.0,navigation
E399:M19--N19,M19,N19,1.0,3.0,navigation
E400:M2--M3,M2,M3,1.0,2.0,navigation
E401:M2--N2,M2,N2,1.0,2.0,navigation
E402:M20--M21,M20,M21,1.0,3.0,navigation
E403:M20--N20,M20,N20,1.0,3.0,navigation
E404:M21--DOOR_40,M21,DOOR_40,1.0,1.0,room_to_door
E405:M21--M22,M21,M22,1.0,3.0,navigation
E406:M21--START_R26,M21,START_R26,1.0,4.0,room_start
E407:M22--N22,M22,N22,1.0,3.0,navigation
E408:M23--DOOR_48,M23,DOOR_48,0.5,1.0,door_to_hallway
E409:M23--N23,M23,N23,1.0,2.0,navigation
E410:M24--DOOR_48,M24,DOOR_48,1.0,1.0,room_to_door
E411:M24--N24,M24,N24,1.0,3.0,navigation
E412:M24--START_R30,M24,START_R30,1.0,4.0,room_start
E413:M26--N26,M26,N26,1.0,3.0,navigation
E414:M3--M4,M3,M4,1.0,3.0,navigation
E415:M3--N3,M3,N3,1.0,3.0,navigation
E416:M4--M5,M4,M5,1.0,3.0,navigation
E417:M4--N4,M4,N4,1.0,3.0,navigation
E418:M5--M6,M5,M6,1.0,3.0,navigation
E419:M5--N5,M5,N5,1.0,3.0,navigation
E420:M6--M7,M6,M7,1.0,3.0,navigation
E421:M6--N6,M6,N6,1.0,3.0,navigation
E422:M7--M8,M7,M8,1.0,2.0,navigation
E423:M7--N7,M7,N7,1.0,3.0,navigation
E424:M8--N8,M8,N8,1.0,2.0,navigation
E425:N10--DOOR_16,N10,DOOR_16,1.0,1.0,door_to_hallway
E426:N10--N11,N10,N11,1.5,2.0,navigation
E427:N11--N13,N11,N13,1.5,2.0,navigation
E428:N13--N15,N13,N15,1.5,2.0,navigation
E429:N15--N16,N15,N16,1.5,2.0,navigation
E430:N16--O16,N16,O16,1.5,2.0,navigation
E431:N18--N18.5,N18,N18.5,0.75,3.0,navigation
E432:N18--O18,N18,O18,1.0,3.0,navigation
E433:N18.5--N19,N18.5,N19,0.75,3.0,navigation
E434:N18.5--O18.5,N18.5,O18.5,1.0,3.0,navigation
E435:N19--O19,N19,O19,1.0,3.0,navigation
E436:N2--N3,N2,N3,1.0,2.0,navigation
E437:N2--O2,N2,O2,1.0,2.0,navigation
E438:N20--O20,N20,O20,1.0,3.0,navigation
E439:N20--START_R26,N20,START_R26,0.75,4.0,room_start
E440:N22--O22,N22,O22,1.0,3.0,navigation
E441:N23--O23,N23,O23,1.0,2.0,navigation
E442:N24--N25,N24,N25,1.0,3.0,navigation
E443:N25--DOOR_52,N25,DOOR_52,1.0,1.0,room_to_door
E444:N25--N26,N25,N26,1.0,3.0,navigation
E445:N3--N4,N3,N4,1.0,3.0,navigation
E446:N3--O3,N3,O3,1.0,3.0,navigation
E447:N4--N5,N4,N5,1.0,3.0,navigation
E448:N4--O4,N4,O4,1.0,3.0,navigation
E449:N5--N6,N5,N6,1.0,3.0,navigation
E450:N5--START_R05,N5,START_R05,1.0,4.0,room_start
E451:N6--N7,N6,N7,1.0,3.0,navigation
E452:N6--O6,N6,O6,1.0,3.0,navigation
E453:N7--N8,N7,N8,1.0,2.0,navigation
E454:N7--O7,N7,O7,1.0,3.0,navigation
E455:N8--O8,N8,O8,1.0,2.0,navigation
E456:O10--DOOR_15,O10,DOOR_15,1.0,1.0,door_to_hallway
E457:O10--DOOR_16,O10,DOOR_16,1.0,1.0,door_to_hallway
E458:O10--O11,O10,O11,1.5,2.0,navigation
E459:O10--O8,O10,O8,1.5,2.0,navigation
E460:O11--O13,O11,O13,1.5,2.0,navigation
E461:O13--O15,O13,O15,1.5,2.0,navigation
E462:O15--O16,O15,O16,1.5,2.0,navigation
E463:O16--DOOR_26,O16,DOOR_26,1.0,1.0,door_to_hallway
