i,j,variable_i,variable_j,coefficient
5,15,x_R03_EXIT_B,x_R08_EXIT_B,0.022880784591255948
6,7,x_R04_EXIT_A,x_R04_EXIT_B,3.92628310551318
6,8,x_R04_EXIT_A,x_R05_EXIT_A,0.011440392295627974
6,10,x_R04_EXIT_A,x_R06_EXIT_A,0.10868372680846576
6,12,x_R04_EXIT_A,x_R07_EXIT_A,0.04347349072338629
6,14,x_R04_EXIT_A,x_R08_EXIT_A,0.011440392295627974
7,9,x_R04_EXIT_B,x_R05_EXIT_B,0.011440392295627974
7,10,x_R04_EXIT_B,x_R06_EXIT_A,0.2173674536169315
7,11,x_R04_EXIT_B,x_R06_EXIT_B,0.03432117688688392
7,12,x_R04_EXIT_B,x_R07_EXIT_A,0.02516886305038154
7,13,x_R04_EXIT_B,x_R07_EXIT_B,0.00457615691825119
7,15,x_R04_EXIT_B,x_R08_EXIT_B,0.011440392295627974
8,9,x_R05_EXIT_A,x_R05_EXIT_B,3.932718326179471
8,10,x_R05_EXIT_A,x_R06_EXIT_A,0.011440392295627974
8,12,x_R05_EXIT_A,x_R07_EXIT_A,0.00457615691825119
8,14,x_R05_EXIT_A,x_R08_EXIT_A,0.10868372680846576
9,11,x_R05_EXIT_B,x_R06_EXIT_B,0.011440392295627974
9,12,x_R05_EXIT_B,x_R07_EXIT_A,0.00915231383650238
9,13,x_R05_EXIT_B,x_R07_EXIT_B,0.00915231383650238
9,14,x_R05_EXIT_B,x_R08_EXIT_A,0.20592706132130353
9,15,x_R05_EXIT_B,x_R08_EXIT_B,0.022880784591255948
10,11,x_R06_EXIT_A,x_R06_EXIT_B,3.92628310551318
10,12,x_R06_EXIT_A,x_R07_EXIT_A,0.061778118396391045
10,14,x_R06_EXIT_A,x_R08_EXIT_A,0.011440392295627974
11,13,x_R06_EXIT_B,x_R07_EXIT_B,0.00457615691825119
11,15,x_R06_EXIT_B,x_R08_EXIT_B,0.011440392295627974
12,13,x_R07_EXIT_A,x_R07_EXIT_B,3.9273127408197865
12,14,x_R07_EXIT_A,x_R08_EXIT_A,0.00457615691825119
13,15,x_R07_EXIT_B,x_R08_EXIT_B,0.00915231383650238
14,15,x_R08_EXIT_A,x_R08_EXIT_B,3.92628310551318
