edge_id,source,target,distance,capacity_units,edge_type
E076:D10--START_R09,D10,START_R09,1.0,4.0,room_start
E077:D12--E12,D12,E12,1.0,3.0,navigation
E078:D14--E14,D14,E14,1.0,3.0,navigation
E079:D14--START_R12,D14,START_R12,1.0,4.0,room_start
E080:D16--E16,D16,E16,1.0,3.0,navigation
E081:D18--E18,D18,E18,1.0,2.0,navigation
E082:D2--E2,D2,E2,1.0,3.0,navigation
E083:D2--START_R02,D2,START_R02,1.0,4.0,room_start
E084:D20--D21,D20,D21,1.0,3.0,navigation
E085:D21--D22,D21,D22,1.0,3.0,navigation
E086:D24--E24,D24,E24,1.0,3.0,navigation
E087:D26--E26,D26,E26,1.0,3.0,navigation
E088:D29--D30,D29,D30,1.0,3.0,navigation
E089:D29--DOOR_27,D29,DOOR_27,0.5,1.0,room_to_door
E090:D29--E29,D29,E29,1.0,3.0,navigation
E091:D30--D32,D30,D32,1.0,3.0,navigation
E092:D30--E30,D30,E30,1.0,3.0,navigation
E093:D32--D33,D32,D33,1.0,2.0,navigation
E094:D32--E32,D32,E32,1.0,3.0,navigation
E095:D33--D34,D33,D34,1.0,2.0,navigation
E096:D33--E33,D33,E33,1.0,2.0,navigation
E097:D34--E34,D34,E34,1.0,2.0,navigation
E098:D4--E4,D4,E4,1.0,3.0,navigation
E099:D6--E6,D6,E6,1.0,3.0,navigation
E100:D8--E8,D8,E8,1.0,3.0,navigation
E101:E10--DOOR_06,E10,DOOR_06,0.5,1.0,room_to_door
E102:E10--E11,E10,E11,1.0,3.0,navigation
E103:E10--F10,E10,F10,1.0,3.0,navigation
E104:E11--E12,E11,E12,1.0,3.0,navigation
E105:E11--F11,E11,F11,1.0,3.0,navigation
E106:E12--F12,E12,F12,1.0,3.0,navigation
E107:E14--E15,E14,E15,1.0,3.0,navigation
E108:E14--F14,E14,F14,1.0,3.0,navigation
E109:E15--E16,E15,E16,1.0,3.0,navigation
E110:E15--F15,E15,F15,1.0,3.0,navigation
E111:E16--F16,E16,F16,1.0,3.0,navigation
E112:E18--F18,E18,F18,1.0,2.0,navigation
E113:E2--E3,E2,E3,1.0,3.0,navigation
E114:E2--F2,E2,F2,1.0,3.0,navigation
E115:E20--E21,E20,E21,1.0,3.0,navigation
E116:E20--F20,E20,F20,1.0,3.0,navigation
E117:E21--E22,E21,E22,1.0,3.0,navigation
E118:E21--START_R14,E21,START_R14,1.0,4.0,room_start
E119:E22--F22,E22,F22,1.0,3.0,navigation
E120:E24--E25,E24,E25,1.0,3.0,navigation
E121:E24--F24,E24,F24,1.0,3.0,navigation
E122:E25--E26,E25,E26,1.0,3.0,navigation
E123:E25--F25,E25,F25,1.0,3.0,navigation
E124:E26--F26,E26,F26,1.0,3.0,navigation
E125:E29--E30,E29,E30,1.0,3.0,navigation
E126:E29--START_R20,E29,START_R20,1.0,4.0,room_start
E127:E3--E4,E3,E4,1.0,3.0,navigation
E128:E3--F3,E3,F3,1.0,3.0,navigation
E129:E30--E32,E30,E32,1.0,3.0,navigation
E130:E32--E33,E32,E33,1.0,2.0,navigation
E131:E32--F32,E32,F32,1.0,3.0,navigation
E132:E33--E34,E33,E34,1.0,3.0,navigation
E133:E33--F33,E33,F33,1.0,3.0,navigation
E134:E4--F4,E4,F4,1.0,3.0,navigation
E135:E6--E7,E6,E7,1.0,3.0,navigation
E136:E7--E8,E7,E8,1.0,3.0,navigation
E137:E8--DOOR_06,E8,DOOR_06,0.5,1.0,room_to_door
E138:F10--F11,F10,F11,1.0,3.0,navigation
E139:F10--G10,F10,G10,1.0,3.0,navigation
E140:F11--F12,F11,F12,1.0,3.0,navigation
E141:F11--G11,F11,G11,1.0,3.0,navigation
E142:F12--G12,F12,G12,1.0,3.0,navigation
E143:F14--F15,F14,F15,1.0,3.0,navigation
E144:F14--G14,F14,G14,1.0,3.0,navigation
E145:F15--F16,F15,F16,1.0,3.0,navigation
E146:F15--G15,F15,G15,1.0,3.0,navigation
E147:F16--G16,F16,G16,1.0,3.0,navigation
E148:F18--DOOR_19,F18,DOOR_19,0.5,1.0,door_to_hallway
E149:F18--G18,F18,G18,1.0,2.0,navigation
E150:F2--F3,F2,F3,1.0,3.0,navigation
E151:F2--G2,F2,G2,1.0,3.0,navigation
E152:F20--DOOR_19,F20,DOOR_19,0.5,1.0,room_to_door
E153:F20--G20,F20,G20,1.0,3.0,navigation
E154:F22--G22,F22,G22,1.0,3.0,navigation
E155:F24--F25,F24,F25,1.0,3.0,navigation
E156:F25--DOOR_24,F25,DOOR_24,1.0,1.0,room_to_door
E157:F25--F26,F25,F26,1.0,3.0,navigation
E158:F28--G28,F28,G28,1.0,3.0,navigation
E159:F3--F4,F3,F4,1.0,3.0,navigation
E160:F3--G3,F3,G3,1.0,3.0,navigation
E161:F30--G30,F30,G30,1.0,3.0,navigation
E162:F32--F33,F32,F33,1.0,2.0,navigation
E163:F32--G32,F32,G32,1.0,2.0,navigation
E164:F33--G33,F33,G33,1.0,3.0,navigation
E165:F4--G4,F4,G4,1.0,3.0,navigation
E166:F6--G6,F6,G6,1.0,3.0,navigation
E167:F8--G8,F8,G8,1.0,3.0,navigation
E168:G10--DOOR_07,G10,DOOR_07,0.5,1.0,room_to_door
E169:G10--G11,G10,G11,1.0,3.0,navigation
E170:G11--DOOR_13,G11,DOOR_13,0.5,1.0,room_to_door
E171:G11--G12,G11,G12,1.0,3.0,navigation
E172:G14--G15,G14,G15,1.0,3.0,navigation
E173:G15--DOOR_16,G15,DOOR_16,0.5,1.0,room_to_door
E174:G15--G16,G15,G16,1.0,3.0,navigation
E175:G18--H18,G18,H18,0.5,2.0,navigation
E176:G2--G3,G2,G3,1.0,3.0,navigation
E177:G20--G21,G20,G21,1.0,3.0,navigation
E178:G21--DOOR_22,G21,DOOR_22,0.5,1.0,room_to_door
E179:G21--G22,G21,G22,1.0,3.0,navigation
E180:G28--G29,G28,G29,1.0,3.0,navigation
E181:G29--DOOR_28,G29,DOOR_28,1.0,1.0,room_to_door
E182:G29--G30,G29,G30,1.0,3.0,navigation
E183:G3--DOOR_01,G3,DOOR_01,0.5,1.0,room_to_door
E184:G3--G4,G3,G4,1.0,3.0,navigation
E185:G30--DOOR_30,G30,DOOR_30,0.5,1.0,room_to_door
E186:G32--DOOR_30,G32,DOOR_30,0.5,1.0,room_to_door
E187:G32--G33,G32,G33,1.0,3.0,navigation
E188:G32--H32,G32,H32,0.5,3.0,navigation
E189:G6--G7,G6,G7,1.0,3.0,navigation
E190:G7--DOOR_03,G7,DOOR_03,0.5,1.0,room_to_door
E191:G7--G8,G7,G8,1.0,3.0,navigation
E192:G8--DOOR_07,G8,DOOR_07,0.5,1.0,room_to_door
E193:H18--I18,H18,I18,1.0,2.0,navigation
E194:H24--H25,H24,H25,1.0,2.0,navigation
E195:H24--I24,H24,I24,1.0,2.0,navigation
E196:H25--DOOR_24,H25,DOOR_24,0.5,1.0,room_to_door
E197:H25--H26,H25,H26,1.0,3.0,navigation
E198:H25--I25,H25,I25,1.0,2.0,navigation
E199:H26--I26,H26,I26,1.0,2.0,navigation
E200:H32--I32,H32,I32,1.0,3.0,navigation
E201:H32--START_R24,H32,START_R24,1.0,4.0,room_start
E202:H34--EXIT_A,H34,EXIT_A,1.0,3.0,exit
E203:I10--I11,I10,I11,1.0,2.0,navigation
E204:I10--I8,I10,I8,1.0,2.0,navigation
E205:I10--J10,I10,J10,1.0,2.0,navigation
E206:I11--DOOR_13,I11,DOOR_13,1.0,1.0,door_to_hallway
E207:I11--I12,I11,I12,1.0,2.0,navigation
E208:I11--J11,I11,J11,1.0,2.0,navigation
E209:I12--I14,I12,I14,1.0,2.0,navigation
E210:I12--J12,I12,J12,1.0,2.0,navigation
E211:I14--I15,I14,I15,1.0,2.0,navigation
E212:I15--DOOR_16,I15,DOOR_16,1.0,1.0,door_to_hallway
E213:I15--DOOR_17,I15,DOOR_17,1.0,1.0,door_to_hallway
E214:I15--I16,I15,I16,1.0,2.0,navigation
E215:I16--I18,I16,I18,1.5,2.0,navigation
E216:I18--I20,I18,I20,1.0,2.0,navigation
E217:I18--J18,I18,J18,1.0,2.0,navigation
E218:I2--EXIT_C,I2,EXIT_C,1.0,3.0,exit
E219:I2--I3,I2,I3,1.0,2.0,navigation
E220:I20--I21,I20,I21,1.0,2.0,navigation
E221:I21--DOOR_22,I21,DOOR_22,1.0,1.0,door_to_hallway
E222:I21--DOOR_23,I21,DOOR_23,1.0,1.0,door_to_hallway
E223:I21--I22,I21,I22,0.5,2.0,navigation
E224:I22--I24,I22,I24,1.0,2.0,navigation
E225:I24--I25,I24,I25,1.0,2.0,navigation
E226:I24--J24,I24,J24,1.0,2.0,navigation
E227:I25--I26,I25,I26,1.0,3.0,navigation
E228:I25--J25,I25,J25,1.0,3.0,navigation
E229:I26--DOOR_26,I26,DOOR_26,0.5,1.0,room_to_door
E230:I26--J26,I26,J26,1.0,3.0,navigation
E231:I28--I29,I28,I29,1.0,3.0,navigation
E232:I28--J28,I28,J28,1.0,3.0,navigation
E233:I29--DOOR_28,I29,DOOR_28,0.5,1.0,room_to_door
E234:I29--I30,I29,I30,1.0,3.0,navigation
E235:I29--START_R21,I29,START_R21,1.0,4.0,room_start
E236:I3--DOOR_01,I3,DOOR_01,1.0,1.0,door_to_hallway
E237:I3--DOOR_02,I3,DOOR_02,1.0,1.0,door_to_hallway
E238:I3--I4,I3,I4,1.0,2.0,navigation
E239:I30--I32,I30,I32,1.0,2.0,navigation
E240:I30--J30,I30,J30,1.0,3.0,navigation
E241:I32--I33,I32,I33,1.0,3.0,navigation
E242:I32--J32,I32,J32,1.0,2.0,navigation
E243:I33--J33,I33,J33,1.0,3.0,navigation
E244:I4--I5.5,I4,I5.5,1.0,2.0,navigation
E245:I5.5--I7,I5.5,I7,1.0,2.0,navigation
E246:I7--DOOR_03,I7,DOOR_03,1.0,1.0,door_to_hallway
E247:I7--DOOR_04,I7,DOOR_04,1.0,1.0,door_to_hallway
E248:I7--I8,I7,I8,1.0,2.0,navigation
E249:J10--J11,J10,J11,1.0,2.0,navigation
E250:J10--K10,J10,K10,0.5,2.0,navigation
E251:J11--J12,J11,J12,1.0,2.0,navigation
E252:J12--DOOR_14,J12,DOOR_14,1.0,1.0,door_to_hallway
E253:J18--K18,J18,K18,1.0,2.0,navigation
E254:J24--J25,J24,J25,1.0,2.0,navigation
E255:J25--DOOR_25,J25,DOOR_25,0.5,1.0,room_to_door
E256:J25--J26,J25,J26,1.0,3.0,navigation
E257:J32--J33,J32,J33,1.0,2.0,navigation
E258:J32--K32,J32,K32,1.0,3.0,navigation
E259:J33--K33,J33,K33,1.0,3.0,navigation
E260:K10--L10,K10,L10,1.0,2.0,navigation
E261:K14--K15,K14,K15,1.0,3.0,navigation
E262:K14--L14,K14,L14,1.0,3.0,navigation
E263:K15--DOOR_17,K15,DOOR_17,1.0,1.0,room_to_door
E264:K15--K16,K15,K16,1.0,3.0,navigation
E265:K15--L15,K15,L15,1.0,3.0,navigation
E266:K16--L16,K16,L16,1.0,3.0,navigation
E267:K18--L18,K18,L18,1.0,2.0,navigation
E268:K2--K3,K2,K3,1.0,3.0,navigation
E269:K2--L2,K2,L2,1.0,3.0,navigation
E270:K20--K21,K20,K21,1.0,3.0,navigation
E271:K20--L20,K20,L20,1.0,3.0,navigation
E272:K21--DOOR_23,K21,DOOR_23,1.0,1.0,room_to_door
E273:K21--K22,K21,K22,1.0,3.0,navigation
E274:K21--START_R15,K21,START_R15,1.0,4.0,room_start
E275:K22--L22,K22,L22,1.0,3.0,navigation
E276:K29--K30,K29,K30,1.0,3.0,navigation
E277:K29--L29,K29,L29,1.0,3.0,navigation
E278:K3--DOOR_02,K3,DOOR_02,0.5,1.0,room_to_door
E279:K3--K4,K3,K4,1.0,3.0,navigation
E280:K3--L3,K3,L3,1.0,3.0,navigation
E281:K30--K32,K30,K32,1.0,3.0,navigation
E282:K30--L30,K30,L30,1.0,3.0,navigation
E283:K32--K33,K32,K33,1.0,2.0,navigation
E284:K32--L32,K32,L32,1.0,3.0,navigation
E285:K33--K34,K33,K34,1.0,3.0,navigation
E286:K33--L33,K33,L33,1.0,2.0,navigation
E287:K34--L34,K34,L34,1.0,2.0,navigation
E288:K4--L4,K4,L4,1.0,3.0,navigation
E289:K6--K7,K6,K7,1.0,3.0,navigation
E290:K6--L6,K6,L6,1.0,3.0,navigation
E291:K7--DOOR_04,K7,DOOR_04,0.5,1.0,room_to_door
E292:K7--K8,K7,K8,1.0,3.0,navigation
E293:K8--L8,K8,L8,1.0,3.0,navigation
E294:L10--DOOR_08,L10,DOOR_08,1.0,1.0,door_to_hallway
E295:L10--DOOR_11,L10,DOOR_11,0.5,1.0,door_to_hallway
E296:L10--M10,L10,M10,1.0,2.0,navigation
E297:L11--DOOR_11,L11,DOOR_11,0.5,1.0,room_to_door
E298:L11--L12,L11,L12,1.0,3.0,navigation
E299:L11--M11,L11,M11,1.0,3.0,navigation
E300:L12--DOOR_14,L12,DOOR_14,1.0,1.0,room_to_door
E301:L14--L15,L14,L15,1.0,3.0,navigation
E302:L14--M14,L14,M14,1.0,3.0,navigation
E303:L15--L16,L15,L16,1.0,3.0,navigation
E304:L15--START_R13,L15,START_R13,1.0,4.0,room_start
E305:L16--M16,L16,M16,1.0,3.0,navigation
E306:L18--M18,L18,M18,1.0,2.0,navigation
E307:L2--L3,L2,L3,1.0,3.0,navigation
E308:L2--M2,L2,M2,1.0,3.0,navigation
E309:L20--M20,L20,M20,1.0,3.0,navigation
E310:L22--M22,L22,M22,1.0,3.0,navigation
E311:L24--L25,L24,L25,1.0,3.0,navigation
E312:L24--M24,L24,M24,1.0,3.0,navigation
E313:L25--DOOR_25,L25,DOOR_25,1.0,1.0,room_to_door
E314:L25--L26,L25,L26,1.0,3.0,navigation
E315:L25--M25,L25,M25,1.0,3.0,navigation
E316:L26--M26,L26,M26,1.0,3.0,navigation
E317:L29--DOOR_29,L29,DOOR_29,1.0,1.0,room_to_door
E318:L29--L30,L29,L30,1.0,3.0,navigation
E319:L3--L4,L3,L4,1.0,3.0,navigation
E320:L3--M3,L3,M3,1.0,3.0,navigation
E321:L30--L32,L30,L32,1.0,3.0,navigation
E322:L32--L33,L32,L33,1.0,2.0,navigation
E323:L32--M32,L32,M32,1.0,2.0,navigation
E324:L33--L34,L33,L34,1.0,2.0,navigation
E325:L33--M33,L33,M33,1.0,2.0,navigation
E326:L34--M34,L34,M34,1.0,2.0,navigation
E327:L4--M4,L4,M4,1.0,3.0,navigation
E328:L8--DOOR_08,L8,DOOR_08,0.5,1.0,room_to_door
E329:M10--N10,M10,N10,1.0,2.0,navigation
E330:M14--N14,M14,N14,1.0,3.0,navigation
E331:M14--START_R13,M14,START_R13,1.0,4.0,room_start
E332:M16--N16,M16,N16,1.0,3.0,navigation
E333:M18--DOOR_20,M18,DOOR_20,0.5,1.0,door_to_hallway
E334:M18--N18,M18,N18,1.0,2.0,navigation
E335:M2--M3,M2,M3,1.0,3.0,navigation
E336:M2--N2,M2,N2,1.0,3.0,navigation
E337:M20--DOOR_20,M20,DOOR_20,0.5,1.0,room_to_door
E338:M20--M21,M20,M21,1.0,3.0,navigation
E339:M21--M22,M21,M22,1.0,3.0,navigation
E340:M24--M25,M24,M25,1.0,3.0,navigation
E341:M24--N24,M24,N24,1.0,3.0,navigation
E342:M25--M26,M25,M26,1.0,3.0,navigation
E343:M25--START_R19,M25,START_R19,1.25,4.0,room_start
E344:M26--N26,M26,N26,1.0,3.0,navigation
E345:M3--M4,M3,M4,1.0,3.0,navigation
E346:M3--N3,M3,N3,1.0,3.0,navigation
E347:M32--M33,M32,M33,1.0,2.0,navigation
E348:M32--N32,M32,N32,1.0,2.0,navigation
E349:M33--M34,M33,M34,1.0,2.0,navigation
E350:M33--N33,M33,N33,1.0,2.0,navigation
E351:M34--N34,M34,N34,1.0,2.0,navigation
E352:M4--N4,M4,N4,1.0,3.0,navigation
E353:M6--M7,M6,M7,1.0,3.0,navigation
E354:M6--N6,M6,N6,1.0,3.0,navigation
E355:M7--M8,M7,M8,1.0,3.0,navigation
E356:M8--N8,M8,N8,1.0,3.0,navigation
E357:N10--DOOR_09,N10,DOOR_09,1.0,1.0,door_to_hallway
E358:N10--DOOR_12,N10,DOOR_12,0.5,1.0,door_to_hallway
E359:N10--O10,N10,O10,1.0,2.0,navigation
E360:N11--DOOR_12,N11,DOOR_12,0.5,1.0,room_to_door
E361:N11--O11,N11,O11,1.0,3.0,navigation
E362:N14--N15,N14,N15,1.0,3.0,navigation
E363:N14--O14,N14,O14,1.0,3.0,navigation
E364:N15--N16,N15,N16,1.0,3.0,navigation
E365:N15--O15,N15,O15,1.0,3.0,navigation
E366:N16--O16,N16,O16,1.0,3.0,navigation
E367:N18--O18,N18,O18,1.0,2.0,navigation
E368:N2--N3,N2,N3,1.0,3.0,navigation
E369:N2--O2,N2,O2,1.0,3.0,navigation
E370:N20--N21,N20,N21,1.0,3.0,navigation
E371:N20--O20,N20,O20,1.0,3.0,navigation
E372:N21--N22,N21,N22,1.0,3.0,navigation
E373:N21--START_R16,N21,START_R16,1.0,4.0,room_start
E374:N22--O22,N22,O22,1.0,3.0,navigation
E375:N24--O24,N24,O24,1.0,3.0,navigation
E376:N26--O26,N26,O26,1.0,3.0,navigation
E377:N28--N29,N28,N29,1.0,3.0,navigation
E378:N28--O28,N28,O28,1.0,3.0,navigation
E379:N29--DOOR_29,N29,DOOR_29,1.0,1.0,room_to_door
E380:N29--N30,N29,N30,1.0,3.0,navigation
E381:N29--START_R23,N29,START_R23,1.0,4.0,room_start
E382:N3--N4,N3,N4,1.0,3.0,navigation
E383:N3--O3,N3,O3,1.0,3.0,navigation
E384:N30--O30,N30,O30,1.0,3.0,navigation
E385:N32--N33,N32,N33,1.0,2.0,navigation
E386:N32--O32,N32,O32,1.0,2.0,navigation
E387:N33--N34,N33,N34,1.0,2.0,navigation
E388:N33--O33,N33,O33,1.0,2.0,navigation
E389:N34--O34,N34,O34,1.0,2.0,navigation
E390:N4--O4,N4,O4,1.0,3.0,navigation
E391:N8--DOOR_09,N8,DOOR_09,0.5,1.0,room_to_door
E392:O10--P10,O10,P10,1.0,2.0,navigation
E393:O11--DOOR_15,O11,DOOR_15,0.5,1.0,room_to_door
E394:O14--O15,O14,O15,1.0,3.0,navigation
E395:O14--P14,O14,P14,1.0,3.0,navigation
E396:O15--O16,O15,O16,1.0,3.0,navigation
E397:O15--P15,O15,P15,1.0,3.0,navigation
E398:O16--P16,O16,P16,1.0,3.0,navigation
E399:O18--DOOR_21,O18,DOOR_21,0.5,1.0,door_to_hallway
E400:O18--P18,O18,P18,1.0,2.0,navigation
E401:O2--O3,O2,O3,1.0,3.0,navigation
E402:O2--P2,O2,P2,1.0,3.0,navigation
E403:O20--DOOR_21,O20,DOOR_21,0.5,1.0,room_to_door
E404:O20--P20,O20,P20,1.0,3.0,navigation
E405:O22--P22,O22,P22,1.0,3.0,navigation
E406:O24--O25,O24,O25,1.0,3.0,navigation
E407:O24--P24,O24,P24,1.0,3.0,navigation
E408:O25--O26,O25,O26,1.0,3.0,navigation
E409:O25--P25,O25,P25,1.0,3.0,navigation
E410:O26--P26,O26,P26,1.0,3.0,navigation
E411:O28--P28,O28,P28,1.0,3.0,navigation
E412:O3--O4,O3,O4,1.0,3.0,navigation
E413:O3--P3,O3,P3,1.0,3.0,navigation
E414:O30--P30,O30,P30,1.0,3.0,navigation
E415:O32--O33,O32,O33,1.0,2.0,navigation
E416:O32--P32,O32,P32,1.0,2.0,navigation
E417:O33--O34,O33,O34,1.0,2.0,navigation
E418:O33--P33,O33,P33,1.0,2.0,navigation
E419:O34--P34,O34,P34,1.0,2.0,navigation
E420:O4--P4,O4,P4,1.0,3.0,navigation
E421:O6--O7,O6,O7,1.0,3.0,navigation
E422:O6--P6,O6,P6,1.0,3.0,navigation
E423:O7--O8,O7,O8,1.0,3.0,navigation
E424:O8--P8,O8,P8,1.0,3.0,navigation
E425:P10--DOOR_10,P10,DOOR_10,1.0,1.0,door_to_hallway
E426:P10--P11,P10,P11,1.0,2.0,navigation
E427:P11--P12,P11,P12,1.0,2.0,navigation
E428:P12--DOOR_15,P12,DOOR_15,1.0,1.0,door_to_hallway
E429:P14--P15,P14,P15,1.0,3.0,navigation
E430:P15--P16,P15,P16,1.0,3.0,navigation
E431:P2--P3,P2,P3,1.0,3.0,navigation
E432:P20--P21,P20,P21,1.0,3.0,navigation
E433:P21--P22,P21,P22,1.0,3.0,navigation
E434:P24--P25,P24,P25,1.0,3.0,navigation
E435:P25--P26,P25,P26,1.0,3.0,navigation
E436:P28--P29,P28,P29,1.0,3.0,navigation
E437:P29--P30,P29,P30,1.0,3.0,navigation
E438:P3--P4,P3,P4,1.0,3.0,navigation
E439:P33--P34,P33,P34,1.0,2.0,navigation
E440:P8--DOOR_10,P8,DOOR_10,0.5,1.0,room_to_door
E441:START_R01--N3,START_R01,N3,0.5,4.0,room_start
E442:START_R02--D4,START_R02,D4,1.0,4.0,room_start
E443:START_R02--E3,START_R02,E3,1.0,4.0,room_start
E444:START_R03--P6,START_R03,P6,1.0,4.0,room_start
E445:START_R03--P8,START_R03,P8,0.75,4.0,room_start
E446:START_R04--D6,START_R04,D6,1.0,4.0,room_start
E447:START_R04--D8,START_R04,D8,1.0,4.0,room_start
E448:START_R05--F6,START_R05,F6,1.0,4.0,room_start
E449:START_R05--F8,START_R05,F8,1.0,4.0,room_start
E450:START_R06--L6,START_R06,L6,1.0,4.0,room_start
E451:START_R06--L8,START_R06,L8,0.75,4.0,room_start
E452:START_R07--N6,START_R07,N6,1.0,4.0,room_start
E453:START_R07--N8,START_R07,N8,0.75,4.0,room_start
E454:START_R08--B6,START_R08,B6,1.0,4.0,room_start
E455:START_R08--B8,START_R08,B8,1.0,4.0,room_start
E456:START_R09--D12,START_R09,D12,1.0,4.0,room_start
E457:START_R09--E11,START_R09,E11,1.0,4.0,room_start
E458:START_R10--M11,START_R10,M11,1.0,4.0,room_start
E459:START_R12--D16,START_R12,D16,1.0,4.0,room_start
E460:START_R12--E15,START_R12,E15,1.0,4.0,room_start
E461:START_R13--M16,START_R13,M16,1.0,4.0,room_start
E462:START_R13--N15,START_R13,N15,1.0,4.0,room_start
E463:START_R14--F20,START_R14,F20,1.0,4.0,room_start
E464:START_R14--F22,START_R14,F22,0.75,4.0,room_start
E465:START_R14--G21,START_R14,G21,1.0,4.0,room_start
E466:START_R15--L20,START_R15,L20,1.0,4.0,room_start
E467:START_R15--L22,START_R15,L22,0.75,4.0,room_start
E468:START_R15--M21,START_R15,M21,1.0,4.0,room_start
E469:START_R16--O20,START_R16,O20,1.0,4.0,room_start
E470:START_R16--O22,START_R16,O22,0.75,4.0,room_start
E471:START_R16--P21,START_R16,P21,1.0,4.0,room_start
E472:START_R17--C20,START_R17,C20,1.0,4.0,room_start
E473:START_R17--C22,START_R17,C22,0.75,4.0,room_start
E474:START_R17--D21,START_R17,D21,1.0,4.0,room_start
E475:START_R18--D24,START_R18,D24,1.0,4.0,room_start
E476:START_R18--D26,START_R18,D26,0.75,4.0,room_start
E477:START_R18--E25,START_R18,E25,1.0,4.0,room_start
E478:START_R19--N24,START_R19,N24,1.0,4.0,room_start
E479:START_R19--N26,START_R19,N26,0.75,4.0,room_start
E480:START_R19--O25,START_R19,O25,1.25,4.0,room_start
E481:START_R20--F28,START_R20,F28,1.0,4.0,room_start
E482:START_R20--F30,START_R20,F30,0.6,4.0,room_start
E483:START_R20--G29,START_R20,G29,1.0,4.0,room_start
