room_id,room_name,primary_exit,sequence_index,node_id,node_type,grid_position
R07,Room 07,EXIT_B,5,EELBOW_EXIT_B,navigation,G4
R07,Room 07,EXIT_B,6,EXIT_B,exit,G5
R08,Room 08,EXIT_B,0,START_R08,room_start,F4
R08,Room 08,EXIT_B,1,DOOR_08,door,F5
R08,Room 08,EXIT_B,2,ELBOW_R08,navigation,F6
R08,Room 08,EXIT_B,3,C7,navigation,F_A6
R08,Room 08,EXIT_B,4,C6,navigation,F_A5
R08,Room 08,EXIT_B,5,C5,navigation,F_A4
R08,Room 08,EXIT_B,6,EELBOW_EXIT_B,navigation,G4
R08,Room 08,EXIT_B,7,EXIT_B,exit,G5
R09,Room 09,EXIT_C,0,START_R09,room_start,F5
R09,Room 09,EXIT_C,1,DOOR_09,door,F6
R09,Room 09,EXIT_C,2,ELBOW_R09,navigation,F7
R09,Room 09,EXIT_C,3,C8,navigation,F_A7
R09,Room 09,EXIT_C,4,C9,navigation,E_A7
R09,Room 09,EXIT_C,5,C10,navigation,D_A7
R09,Room 09,EXIT_C,6,EELBOW_EXIT_C,navigation,E7
R09,Room 09,EXIT_C,7,EXIT_C,exit,E8
R10,Room 10,EXIT_C,0,START_R10,room_start,E5
R10,Room 10,EXIT_C,1,DOOR_10,door,E6
R10,Room 10,EXIT_C,2,ELBOW_R10,navigation,E7
R10,Room 10,EXIT_C,3,C9,navigation,E_A7
R10,Room 10,EXIT_C,4,C10,navigation,D_A7
R10,Room 10,EXIT_C,5,EELBOW_EXIT_C,navigation,E7
R10,Room 10,EXIT_C,6,EXIT_C,exit,E8
R11,Room 11,EXIT_C,0,START_R11,room_start,D5
R11,Room 11,EXIT_C,1,DOOR_11,door,D6
R11,Room 11,EXIT_C,2,ELBOW_R11,navigation,D7
R11,Room 11,EXIT_C,3,C10,navigation,D_A7
R11,Room 11,EXIT_C,4,EELBOW_EXIT_C,navigation,E7
R11,Room 11,EXIT_C,5,EXIT_C,exit,E8
R12,Room 12,EXIT_C,0,START_R12,room_start,C5
R12,Room 12,EXIT_C,1,DOOR_12,door,C6
R12,Room 12,EXIT_C,2,ELBOW_R12,navigation,C7
R12,Room 12,EXIT_C,3,C11,navigation,C_A7
R12,Room 12,EXIT_C,4,C10,navigation,D_A7
R12,Room 12,EXIT_C,5,EELBOW_EXIT_C,navigation,E7
R12,Room 12,EXIT_C,6,EXIT_C,exit,E8
R13,Room 13,EXIT_C,0,START_R13,room_start,B5
R13,Room 13,EXIT_C,1,DOOR_13,door,B6
R13,Room 13,EXIT_C,2,ELBOW_R13,navigation,B7
R13,Room 13,EXIT_C,3,C12,navigation,B_A7
R13,Room 13,EXIT_C,4,C11,navigation,C_A7
R13,Room 13,EXIT_C,5,C10,navigation,D_A7
R13,Room 13,EXIT_C,6,EELBOW_EXIT_C,navigation,E7
R13,Room 13,EXIT_C,7,EXIT_C,exit,E8
R14,Room 14,EXIT_D,0,START_R14,room_start,B4
R14,Room 14,EXIT_D,1,DOOR_14,door,B5
R14,Room 14,EXIT_D,2,ELBOW_R14,navigation,B6
R14,Room 14,EXIT_D,3,C13,navigation,B_A6
R14,Room 14,EXIT_D,4,C14,navigation,B_A5
R14,Room 14,EXIT_D,5,C15,navigation,B_A4
R14,Room 14,EXIT_D,6,EELBOW_EXIT_D,navigation,C4
R14,Room 14,EXIT_D,7,EXIT_D,exit,C5
R15,Room 15,EXIT_D,0,START_R15,room_start,B3
R15,Room 15,EXIT_D,1,DOOR_15,door,B4
R15,Room 15,EXIT_D,2,ELBOW_R15,navigation,B5
R15,Room 15,EXIT_D,3,C14,navigation,B_A5
R15,Room 15,EXIT_D,4,C15,navigation,B_A4
R15,Room 15,EXIT_D,5,EELBOW_EXIT_D,navigation,C4
R15,Room 15,EXIT_D,6,EXIT_D,exit,C5
R16,Room 16,EXIT_D,0,START_R16,room_start,B2
R16,Room 16,EXIT_D,1,DOOR_16,door,B3
R16,Room 16,EXIT_D,2,ELBOW_R16,navigation,B4
R16,Room 16,EXIT_D,3,C15,navigation,B_A4
R16,Room 16,EXIT_D,4,EELBOW_EXIT_D,navigation,C4
R16,Room 16,EXIT_D,5,EXIT_D,exit,C5
R17,Room 17,EXIT_A,0,START_R17,room_start,B1
R17,Room 17,EXIT_A,1,DOOR_17,door,B2
R17,Room 17,EXIT_A,2,ELBOW_R17,navigation,B3
R17,Room 17,EXIT_A,3,C0,navigation,B_A3
R17,Room 17,EXIT_A,4,EELBOW_EXIT_A,navigation,C3
R17,Room 17,EXIT_A,5,EXIT_A,exit,C4
R18,Room 18,EXIT_A,0,START_R18,room_start,C1
R18,Room 18,EXIT_A,1,DOOR_18,door,C2
R18,Room 18,EXIT_A,2,ELBOW_R18,navigation,C3
R18,Room 18,EXIT_A,3,C1,navigation,C_A3
R18,Room 18,EXIT_A,4,C0,navigation,B_A3
R18,Room 18,EXIT_A,5,EELBOW_EXIT_A,navigation,C3
R18,Room 18,EXIT_A,6,EXIT_A,exit,C4
R19,Room 19,EXIT_A,0,START_R19,room_start,D1
R19,Room 19,EXIT_A,1,DOOR_19,door,D2
R19,Room 19,EXIT_A,2,ELBOW_R19,navigation,D3
R19,Room 19,EXIT_A,3,C2,navigation,D_A3
R19,Room 19,EXIT_A,4,C1,navigation,C_A3
R19,Room 19,EXIT_A,5,C0,navigation,B_A3
R19,Room 19,EXIT_A,6,EELBOW_EXIT_A,navigation,C3
R19,Room 19,EXIT_A,7,EXIT_A,exit,C4
R20,Room 20,EXIT_B,0,START_R20,room_start,E1
R20,Room 20,EXIT_B,1,DOOR_20,door,E2
R20,Room 20,EXIT_B,2,ELBOW_R20,navigation,E3
R20,Room 20,EXIT_B,3,C3,navigation,E_A3
R20,Room 20,EXIT_B,4,C4,navigation,F_A3
R20,Room 20,EXIT_B,5,C5,navigation,F_A4
R20,Room 20,EXIT_B,6,EELBOW_EXIT_B,navigation,G4
R20,Room 20,EXIT_B,7,EXIT_B,exit,G5
