source,target,edge_type,distance,capacity,notes
DOOR_08,ELBOW_R08,door_to_hallway,1.0,3,
ELBOW_R08,C7,navigation,1.0,2,
START_R09,DOOR_09,room_start,1.0,3,
DOOR_09,ELBOW_R09,door_to_hallway,1.0,2,
ELBOW_R09,C8,navigation,1.0,3,
START_R10,DOOR_10,room_start,1.0,3,
DOOR_10,ELBOW_R10,door_to_hallway,1.0,2,
ELBOW_R10,C9,navigation,1.0,3,
START_R11,DOOR_11,room_start,1.0,3,
DOOR_11,ELBOW_R11,door_to_hallway,1.0,2,
ELBOW_R11,C10,navigation,1.0,3,
START_R12,DOOR_12,room_start,1.0,2,
DOOR_12,ELBOW_R12,door_to_hallway,1.0,2,
ELBOW_R12,C11,navigation,1.0,3,
START_R13,DOOR_13,room_start,1.0,3,
DOOR_13,ELBOW_R13,door_to_hallway,1.0,3,
ELBOW_R13,C12,navigation,1.0,2,
START_R14,DOOR_14,room_start,1.0,3,
DOOR_14,ELBOW_R14,door_to_hallway,1.0,2,
ELBOW_R14,C13,navigation,1.0,3,
START_R15,DOOR_15,room_start,1.0,3,
DOOR_15,ELBOW_R15,door_to_hallway,1.0,2,
ELBOW_R15,C14,navigation,1.0,2,
START_R16,DOOR_16,room_start,1.0,2,
DOOR_16,ELBOW_R16,door_to_hallway,1.0,2,
ELBOW_R16,C15,navigation,1.0,2,
START_R17,DOOR_17,room_start,1.0,2,
DOOR_17,ELBOW_R17,door_to_hallway,1.0,3,
ELBOW_R17,C16,navigation,1.0,3,
START_R18,DOOR_18,room_start,1.0,3,
DOOR_18,ELBOW_R18,door_to_hallway,1.0,3,
ELBOW_R18,C17,navigation,1.0,3,
START_R19,DOOR_19,room_start,1.0,2,
DOOR_19,ELBOW_R19,door_to_hallway,1.0,3,
ELBOW_R19,C18,navigation,1.0,2,
START_R20,DOOR_20,room_start,1.0,2,
DOOR_20,ELBOW_R20,door_to_hallway,1.0,3,
ELBOW_R20,C19,navigation,1.0,2,
START_R21,DOOR_21,room_start,1.0,3,
DOOR_21,ELBOW_R21,door_to_hallway,1.0,3,
ELBOW_R21,C20,navigation,1.0,2,
START_R22,DOOR_22,room_start,1.0,3,
DOOR_22,ELBOW_R22,door_to_hallway,1.0,3,
ELBOW_R22,C21,navigation,1.0,3,
START_R23,DOOR_23,room_start,1.0,3,
DOOR_23,ELBOW_R23,door_to_hallway,1.0,3,
ELBOW_R23,C22,navigation,1.0,2,
START_R24,DOOR_24,room_start,1.0,3,
DOOR_24,ELBOW_R24,door_to_hallway,1.0,3,
ELBOW_R24,C23,navigation,1.0,2,
START_R25,DOOR_25,room_start,1.0,2,
DOOR_25,ELBOW_R25,door_to_hallway,1.0,2,
ELBOW_R25,C0,navigation,1.0,2,
START_R26,DOOR_26,room_start,1.0,2,
DOOR_26,ELBOW_R26,door_to_hallway,1.0,3,
ELBOW_R26,C1,navigation,1.0,2,
START_R27,DOOR_27,room_start,1.0,2,
DOOR_27,ELBOW_R27,door_to_hallway,1.0,2,
ELBOW_R27,C2,navigation,1.0,2,
START_R28,DOOR_28,room_start,1.0,3,
DOOR_28,ELBOW_R28,door_to_hallway,1.0,2,
ELBOW_R28,C3,navigation,1.0,3,
START_R29,DOOR_29,room_start,1.0,2,
DOOR_29,ELBOW_R29,door_to_hallway,1.0,3,
ELBOW_R29,C4,navigation,1.0,2,
START_R30,DOOR_30,room_start,1.0,2,
DOOR_30,ELBOW_R30,door_to_hallway,1.0,3,
ELBOW_R30,C5,navigation,1.0,3,
