edge_id,source,target,distance,capacity_units,edge_type
E058:DOOR_14--C13,DOOR_14,C13,1.0,2.0,door_to_hallway
E059:START_R15--DOOR_15,START_R15,DOOR_15,1.0,3.0,room_start
E060:DOOR_15--C14,DOOR_15,C14,1.0,2.0,door_to_hallway
E061:START_R16--DOOR_16,START_R16,DOOR_16,1.0,3.0,room_start
E062:DOOR_16--C15,DOOR_16,C15,1.0,3.0,door_to_hallway
E063:START_R17--DOOR_17,START_R17,DOOR_17,1.0,2.0,room_start
E064:DOOR_17--C16,DOOR_17,C16,1.0,3.0,door_to_hallway
E065:START_R18--DOOR_18,START_R18,DOOR_18,1.0,3.0,room_start
E066:DOOR_18--C17,DOOR_18,C17,1.0,2.0,door_to_hallway
E067:START_R19--DOOR_19,START_R19,DOOR_19,1.0,3.0,room_start
E068:DOOR_19--C18,DOOR_19,C18,1.0,2.0,door_to_hallway
E069:START_R20--DOOR_20,START_R20,DOOR_20,1.0,2.0,room_start
E070:DOOR_20--C19,DOOR_20,C19,1.0,3.0,door_to_hallway
E071:START_R21--DOOR_21,START_R21,DOOR_21,1.0,3.0,room_start
E072:DOOR_21--C20,DOOR_21,C20,1.0,3.0,door_to_hallway
E073:START_R22--DOOR_22,START_R22,DOOR_22,1.0,2.0,room_start
E074:DOOR_22--C21,DOOR_22,C21,1.0,3.0,door_to_hallway
E075:START_R23--DOOR_23,START_R23,DOOR_23,1.0,2.0,room_start
E076:DOOR_23--C22,DOOR_23,C22,1.0,3.0,door_to_hallway
E077:START_R24--DOOR_24,START_R24,DOOR_24,1.0,3.0,room_start
E078:DOOR_24--C23,DOOR_24,C23,1.0,2.0,door_to_hallway
E079:START_R25--DOOR_25,START_R25,DOOR_25,1.0,2.0,room_start
E080:DOOR_25--C0,DOOR_25,C0,1.0,2.0,door_to_hallway
E081:START_R26--DOOR_26,START_R26,DOOR_26,1.0,2.0,room_start
E082:DOOR_26--C1,DOOR_26,C1,1.0,2.0,door_to_hallway
E083:START_R27--DOOR_27,START_R27,DOOR_27,1.0,2.0,room_start
E084:DOOR_27--C2,DOOR_27,C2,1.0,3.0,door_to_hallway
E085:START_R28--DOOR_28,START_R28,DOOR_28,1.0,3.0,room_start
E086:DOOR_28--C3,DOOR_28,C3,1.0,3.0,door_to_hallway
E087:START_R29--DOOR_29,START_R29,DOOR_29,1.0,3.0,room_start
E088:DOOR_29--C4,DOOR_29,C4,1.0,3.0,door_to_hallway
E089:START_R30--DOOR_30,START_R30,DOOR_30,1.0,2.0,room_start
E090:DOOR_30--C5,DOOR_30,C5,1.0,3.0,door_to_hallway
