room_id,room_name,start_node,exit_node,dijkstra_distance,astar_distance,distances_match,same_exact_path,dijkstra_hops,astar_hops,dijkstra_path,astar_path
R02,Apartment 103,START_R02,EXIT_B,21.5,21.5,True,True,20,20,START_R02 -> H3 -> DOOR_01 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> L6 -> M6 -> N6 -> O6 -> O5 -> O4 -> O3 -> O2 -> EXIT_B,START_R02 -> H3 -> DOOR_01 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> L6 -> M6 -> N6 -> O6 -> O5 -> O4 -> O3 -> O2 -> EXIT_B
R02,Apartment 103,START_R02,EXIT_C,30.5,30.5,True,True,29,29,START_R02 -> H3 -> DOOR_01 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> L6 -> M6 -> N6 -> O6 -> P6 -> Q6 -> R6 -> S6 -> T6 -> U6 -> V6 -> W6 -> X6 -> X5 -> X4 -> X3 -> X2 -> EXIT_C,START_R02 -> H3 -> DOOR_01 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> L6 -> M6 -> N6 -> O6 -> P6 -> Q6 -> R6 -> S6 -> T6 -> U6 -> V6 -> W6 -> X6 -> X5 -> X4 -> X3 -> X2 -> EXIT_C
R02,Apartment 103,START_R02,EXIT_D,42.5,42.5,True,False,42,42,START_R02 -> H3 -> DOOR_01 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> DOOR_24 -> M15 -> N15 -> O15 -> P15 -> Q15 -> R15 -> S15 -> T15 -> U15 -> V15 -> DOOR_23 -> X15 -> X16 -> Y16 -> Z16 -> AA16 -> AB16 -> AC16 -> AD16 -> AE16 -> AF16 -> EXIT_D,START_R02 -> H3 -> DOOR_01 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> L6 -> M6 -> N6 -> O6 -> P6 -> Q6 -> R6 -> S6 -> T6 -> U6 -> V6 -> W6 -> X6 -> X7 -> X8 -> X9 -> X10.5 -> X11.5 -> X12.5 -> X13.5 -> X15 -> X16 -> Y16 -> Z16 -> AA16 -> AB16 -> AC16 -> AD16 -> AE16 -> AF16 -> EXIT_D
R02,Apartment 103,START_R02,EXIT_E,49.5,49.5,True,True,48,48,START_R02 -> H3 -> DOOR_01 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> K16 -> K17 -> K18 -> L18 -> M18 -> N18 -> N19 -> N20 -> N21 -> N22 -> N23 -> O23 -> P23 -> Q23 -> R23 -> S23 -> T23 -> U23 -> V23 -> W23 -> X23 -> DOOR_36 -> X25 -> Y25 -> Y26 -> DOOR_40 -> AA26 -> AA27 -> EXIT_E,START_R02 -> H3 -> DOOR_01 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> K16 -> K17 -> K18 -> L18 -> M18 -> N18 -> N19 -> N20 -> N21 -> N22 -> N23 -> O23 -> P23 -> Q23 -> R23 -> S23 -> T23 -> U23 -> V23 -> W23 -> X23 -> DOOR_36 -> X25 -> Y25 -> Y26 -> DOOR_40 -> AA26 -> AA27 -> EXIT_E
R02,Apartment 103,START_R02,EXIT_F,41.0,41.0,True,True,39,39,START_R02 -> H3 -> DOOR_01 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> K16 -> K17 -> K18 -> L18 -> M18 -> N18 -> N19 -> N20 -> N21 -> N22 -> N23 -> O23 -> P23 -> Q23 -> R23 -> R24 -> R25 -> R26 -> R27 -> EXIT_F,START_R02 -> H3 -> DOOR_01 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> K16 -> K17 -> K18 -> L18 -> M18 -> N18 -> N19 -> N20 -> N21 -> N22 -> N23 -> O23 -> P23 -> Q23 -> R23 -> R24 -> R25 -> R26 -> R27 -> EXIT_F
R02,Apartment 103,START_R02,EXIT_G,45.5,45.5,True,True,43,43,START_R02 -> H3 -> DOOR_01 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> K16 -> K17 -> K18 -> L18 -> M18 -> N18 -> N19 -> N20 -> N21 -> N22 -> N23 -> M23 -> L23 -> K23 -> J23 -> I23 -> DOOR_33 -> I25 -> H25 -> H26 -> DOOR_43 -> F26 -> F27 -> EXIT_G,START_R02 -> H3 -> DOOR_01 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> K16 -> K17 -> K18 -> L18 -> M18 -> N18 -> N19 -> N20 -> N21 -> N22 -> N23 -> M23 -> L23 -> K23 -> J23 -> I23 -> DOOR_33 -> I25 -> H25 -> H26 -> DOOR_43 -> F26 -> F27 -> EXIT_G
R02,Apartment 103,START_R02,EXIT_H,27.5,27.5,True,True,26,26,START_R02 -> H3 -> DOOR_01 -> F3 -> F4 -> F5 -> F6 -> DOOR_08 -> D6 -> START_R35 -> DOOR_14 -> C8 -> D8 -> D9 -> E9 -> DOOR_16 -> F9 -> F10.5 -> F12 -> F13 -> F14.5 -> F16 -> E16 -> D16 -> C16 -> B16 -> EXIT_H,START_R02 -> H3 -> DOOR_01 -> F3 -> F4 -> F5 -> F6 -> DOOR_08 -> D6 -> START_R35 -> DOOR_14 -> C8 -> D8 -> D9 -> E9 -> DOOR_16 -> F9 -> F10.5 -> F12 -> F13 -> F14.5 -> F16 -> E16 -> D16 -> C16 -> B16 -> EXIT_H
R02,Apartment 103,START_R02,EXIT_STAIRWELL,37.5,37.5,True,True,36,36,START_R02 -> H3 -> DOOR_01 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> K16 -> K17 -> K18 -> L18 -> M18 -> N18 -> N19 -> N20 -> N21 -> N22 -> N23 -> O23 -> P23 -> P22 -> Q22 -> DOOR_45 -> EXIT_STAIRWELL,START_R02 -> H3 -> DOOR_01 -> F3 -> F4 -> F5 -> F6 -> G6 -> H6 -> I6 -> J6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> K16 -> K17 -> K18 -> L18 -> M18 -> N18 -> N19 -> N20 -> N21 -> N22 -> N23 -> O23 -> P23 -> P22 -> Q22 -> DOOR_45 -> EXIT_STAIRWELL
R03,Apartment 106,START_R03,EXIT_A,21.5,21.5,True,True,20,20,START_R03 -> M3 -> DOOR_02 -> O3 -> O4 -> O5 -> O6 -> N6 -> M6 -> L6 -> K6 -> J6 -> I6 -> H6 -> G6 -> F6 -> F5 -> F4 -> F3 -> F2 -> EXIT_A,START_R03 -> M3 -> DOOR_02 -> O3 -> O4 -> O5 -> O6 -> N6 -> M6 -> L6 -> K6 -> J6 -> I6 -> H6 -> G6 -> F6 -> F5 -> F4 -> F3 -> F2 -> EXIT_A
R03,Apartment 106,START_R03,EXIT_B,5.5,5.5,True,True,5,5,START_R03 -> M3 -> DOOR_02 -> O3 -> O2 -> EXIT_B,START_R03 -> M3 -> DOOR_02 -> O3 -> O2 -> EXIT_B
R03,Apartment 106,START_R03,EXIT_C,21.5,21.5,True,True,20,20,START_R03 -> M3 -> DOOR_02 -> O3 -> O4 -> O5 -> O6 -> P6 -> Q6 -> R6 -> S6 -> T6 -> U6 -> V6 -> W6 -> X6 -> X5 -> X4 -> X3 -> X2 -> EXIT_C,START_R03 -> M3 -> DOOR_02 -> O3 -> O4 -> O5 -> O6 -> P6 -> Q6 -> R6 -> S6 -> T6 -> U6 -> V6 -> W6 -> X6 -> X5 -> X4 -> X3 -> X2 -> EXIT_C
R03,Apartment 106,START_R03,EXIT_D,33.5,33.5,True,True,33,33,START_R03 -> M3 -> DOOR_02 -> O3 -> O4 -> O5 -> O6 -> P6 -> Q6 -> R6 -> S6 -> T6 -> U6 -> V6 -> W6 -> X6 -> X7 -> X8 -> X9 -> X10.5 -> X11.5 -> X12.5 -> X13.5 -> X15 -> X16 -> Y16 -> Z16 -> AA16 -> AB16 -> AC16 -> AD16 -> AE16 -> AF16 -> EXIT_D,START_R03 -> M3 -> DOOR_02 -> O3 -> O4 -> O5 -> O6 -> P6 -> Q6 -> R6 -> S6 -> T6 -> U6 -> V6 -> W6 -> X6 -> X7 -> X8 -> X9 -> X10.5 -> X11.5 -> X12.5 -> X13.5 -> X15 -> X16 -> Y16 -> Z16 -> AA16 -> AB16 -> AC16 -> AD16 -> AE16 -> AF16 -> EXIT_D
R03,Apartment 106,START_R03,EXIT_E,42.0,42.0,True,True,39,39,START_R03 -> M3 -> DOOR_02 -> O3 -> O4 -> O5 -> O6 -> DOOR_09 -> O8 -> O9 -> O10.25 -> O11.25 -> O12.5 -> O13.5 -> O15 -> O16 -> P16 -> Q16 -> DOOR_26 -> Q18 -> R18 -> S18 -> T18 -> T19 -> T20 -> T21 -> T22 -> U22 -> U23 -> V23 -> W23 -> X23 -> DOOR_36 -> X25 -> Y25 -> Y26 -> DOOR_40 -> AA26 -> AA27 -> EXIT_E,START_R03 -> M3 -> DOOR_02 -> O3 -> O4 -> O5 -> O6 -> DOOR_09 -> O8 -> O9 -> O10.25 -> O11.25 -> O12.5 -> O13.5 -> O15 -> O16 -> P16 -> Q16 -> DOOR_26 -> Q18 -> R18 -> S18 -> T18 -> T19 -> T20 -> T21 -> T22 -> U22 -> U23 -> V23 -> W23 -> X23 -> DOOR_36 -> X25 -> Y25 -> Y26 -> DOOR_40 -> AA26 -> AA27 -> EXIT_E
R03,Apartment 106,START_R03,EXIT_F,35.5,35.5,True,False,32,32,START_R03 -> M3 -> DOOR_02 -> O3 -> O4 -> O5 -> O6 -> DOOR_09 -> O8 -> O9 -> O10.25 -> O11.25 -> O12.5 -> O13.5 -> O15 -> O16 -> P16 -> Q16 -> DOOR_26 -> Q18 -> R18 -> S18 -> S19 -> S20 -> S21 -> S22 -> R22 -> R23 -> R24 -> R25 -> R26 -> R27 -> EXIT_F,START_R03 -> M3 -> DOOR_02 -> O3 -> O4 -> O5 -> O6 -> DOOR_09 -> O8 -> O9 -> O10.25 -> O11.25 -> O12.5 -> O13.5 -> O15 -> O16 -> P16 -> Q16 -> DOOR_26 -> Q18 -> R18 -> S18 -> S19 -> S20 -> S21 -> S22 -> S23 -> R23 -> R24 -> R25 -> R26 -> R27 -> EXIT_F
R03,Apartment 106,START_R03,EXIT_G,42.0,42.0,True,True,40,40,START_R03 -> M3 -> DOOR_02 -> O3 -> O4 -> O5 -> O6 -> DOOR_09 -> O8 -> O9 -> O10.25 -> O11.25 -> O12.5 -> O13.5 -> O15 -> O16 -> P16 -> Q16 -> DOOR_26 -> Q18 -> P18 -> O18 -> N18 -> N19 -> N20 -> N21 -> N22 -> N23 -> M23 -> L23 -> K23 -> J23 -> I23 -> DOOR_33 -> I25 -> H25 -> H26 -> DOOR_43 -> F26 -> F27 -> EXIT_G,START_R03 -> M3 -> DOOR_02 -> O3 -> O4 -> O5 -> O6 -> DOOR_09 -> O8 -> O9 -> O10.25 -> O11.25 -> O12.5 -> O13.5 -> O15 -> O16 -> P16 -> Q16 -> DOOR_26 -> Q18 -> P18 -> O18 -> N18 -> N19 -> N20 -> N21 -> N22 -> N23 -> M23 -> L23 -> K23 -> J23 -> I23 -> DOOR_33 -> I25 -> H25 -> H26 -> DOOR_43 -> F26 -> F27 -> EXIT_G
R03,Apartment 106,START_R03,EXIT_H,29.5,29.5,True,True,29,29,START_R03 -> M3 -> DOOR_02 -> O3 -> O4 -> O5 -> O6 -> N6 -> M6 -> L6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> K16 -> J16 -> I16 -> H16 -> G16 -> F16 -> E16 -> D16 -> C16 -> B16 -> EXIT_H,START_R03 -> M3 -> DOOR_02 -> O3 -> O4 -> O5 -> O6 -> N6 -> M6 -> L6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> K16 -> J16 -> I16 -> H16 -> G16 -> F16 -> E16 -> D16 -> C16 -> B16 -> EXIT_H
R03,Apartment 106,START_R03,EXIT_STAIRWELL,32.0,32.0,True,True,29,29,START_R03 -> M3 -> DOOR_02 -> O3 -> O4 -> O5 -> O6 -> DOOR_09 -> O8 -> O9 -> O10.25 -> O11.25 -> O12.5 -> O13.5 -> O15 -> O16 -> P16 -> Q16 -> DOOR_26 -> Q18 -> R18 -> S18 -> S19 -> S20 -> S21 -> S22 -> R22 -> Q22 -> DOOR_45 -> EXIT_STAIRWELL,START_R03 -> M3 -> DOOR_02 -> O3 -> O4 -> O5 -> O6 -> DOOR_09 -> O8 -> O9 -> O10.25 -> O11.25 -> O12.5 -> O13.5 -> O15 -> O16 -> P16 -> Q16 -> DOOR_26 -> Q18 -> R18 -> S18 -> S19 -> S20 -> S21 -> S22 -> R22 -> Q22 -> DOOR_45 -> EXIT_STAIRWELL
R04,Apartment 104,START_R04,EXIT_A,21.5,21.5,True,True,20,20,START_R04 -> Q3 -> DOOR_03 -> O3 -> O4 -> O5 -> O6 -> N6 -> M6 -> L6 -> K6 -> J6 -> I6 -> H6 -> G6 -> F6 -> F5 -> F4 -> F3 -> F2 -> EXIT_A,START_R04 -> Q3 -> DOOR_03 -> O3 -> O4 -> O5 -> O6 -> N6 -> M6 -> L6 -> K6 -> J6 -> I6 -> H6 -> G6 -> F6 -> F5 -> F4 -> F3 -> F2 -> EXIT_A
R04,Apartment 104,START_R04,EXIT_B,5.5,5.5,True,True,5,5,START_R04 -> Q3 -> DOOR_03 -> O3 -> O2 -> EXIT_B,START_R04 -> Q3 -> DOOR_03 -> O3 -> O2 -> EXIT_B
R04,Apartment 104,START_R04,EXIT_C,21.5,21.5,True,True,20,20,START_R04 -> Q3 -> DOOR_03 -> O3 -> O4 -> O5 -> O6 -> P6 -> Q6 -> R6 -> S6 -> T6 -> U6 -> V6 -> W6 -> X6 -> X5 -> X4 -> X3 -> X2 -> EXIT_C,START_R04 -> Q3 -> DOOR_03 -> O3 -> O4 -> O5 -> O6 -> P6 -> Q6 -> R6 -> S6 -> T6 -> U6 -> V6 -> W6 -> X6 -> X5 -> X4 -> X3 -> X2 -> EXIT_C
R04,Apartment 104,START_R04,EXIT_D,33.5,33.5,True,True,33,33,START_R04 -> Q3 -> DOOR_03 -> O3 -> O4 -> O5 -> O6 -> P6 -> Q6 -> R6 -> S6 -> T6 -> U6 -> V6 -> W6 -> X6 -> X7 -> X8 -> X9 -> X10.5 -> X11.5 -> X12.5 -> X13.5 -> X15 -> X16 -> Y16 -> Z16 -> AA16 -> AB16 -> AC16 -> AD16 -> AE16 -> AF16 -> EXIT_D,START_R04 -> Q3 -> DOOR_03 -> O3 -> O4 -> O5 -> O6 -> P6 -> Q6 -> R6 -> S6 -> T6 -> U6 -> V6 -> W6 -> X6 -> X7 -> X8 -> X9 -> X10.5 -> X11.5 -> X12.5 -> X13.5 -> X15 -> X16 -> Y16 -> Z16 -> AA16 -> AB16 -> AC16 -> AD16 -> AE16 -> AF16 -> EXIT_D
R04,Apartment 104,START_R04,EXIT_E,42.0,42.0,True,True,39,39,START_R04 -> Q3 -> DOOR_03 -> O3 -> O4 -> O5 -> O6 -> DOOR_09 -> O8 -> O9 -> O10.25 -> O11.25 -> O12.5 -> O13.5 -> O15 -> O16 -> P16 -> Q16 -> DOOR_26 -> Q18 -> R18 -> S18 -> T18 -> T19 -> T20 -> T21 -> T22 -> U22 -> U23 -> V23 -> W23 -> X23 -> DOOR_36 -> X25 -> Y25 -> Y26 -> DOOR_40 -> AA26 -> AA27 -> EXIT_E,START_R04 -> Q3 -> DOOR_03 -> O3 -> O4 -> O5 -> O6 -> DOOR_09 -> O8 -> O9 -> O10.25 -> O11.25 -> O12.5 -> O13.5 -> O15 -> O16 -> P16 -> Q16 -> DOOR_26 -> Q18 -> R18 -> S18 -> T18 -> T19 -> T20 -> T21 -> T22 -> U22 -> U23 -> V23 -> W23 -> X23 -> DOOR_36 -> X25 -> Y25 -> Y26 -> DOOR_40 -> AA26 -> AA27 -> EXIT_E
R04,Apartment 104,START_R04,EXIT_F,35.5,35.5,True,False,32,32,START_R04 -> Q3 -> DOOR_03 -> O3 -> O4 -> O5 -> O6 -> DOOR_09 -> O8 -> O9 -> O10.25 -> O11.25 -> O12.5 -> O13.5 -> O15 -> O16 -> P16 -> Q16 -> DOOR_26 -> Q18 -> R18 -> S18 -> S19 -> S20 -> S21 -> S22 -> R22 -> R23 -> R24 -> R25 -> R26 -> R27 -> EXIT_F,START_R04 -> Q3 -> DOOR_03 -> O3 -> O4 -> O5 -> O6 -> DOOR_09 -> O8 -> O9 -> O10.25 -> O11.25 -> O12.5 -> O13.5 -> O15 -> O16 -> P16 -> Q16 -> DOOR_26 -> Q18 -> R18 -> S18 -> S19 -> S20 -> S21 -> S22 -> S23 -> R23 -> R24 -> R25 -> R26 -> R27 -> EXIT_F
R04,Apartment 104,START_R04,EXIT_G,42.0,42.0,True,True,40,40,START_R04 -> Q3 -> DOOR_03 -> O3 -> O4 -> O5 -> O6 -> DOOR_09 -> O8 -> O9 -> O10.25 -> O11.25 -> O12.5 -> O13.5 -> O15 -> O16 -> P16 -> Q16 -> DOOR_26 -> Q18 -> P18 -> O18 -> N18 -> N19 -> N20 -> N21 -> N22 -> N23 -> M23 -> L23 -> K23 -> J23 -> I23 -> DOOR_33 -> I25 -> H25 -> H26 -> DOOR_43 -> F26 -> F27 -> EXIT_G,START_R04 -> Q3 -> DOOR_03 -> O3 -> O4 -> O5 -> O6 -> DOOR_09 -> O8 -> O9 -> O10.25 -> O11.25 -> O12.5 -> O13.5 -> O15 -> O16 -> P16 -> Q16 -> DOOR_26 -> Q18 -> P18 -> O18 -> N18 -> N19 -> N20 -> N21 -> N22 -> N23 -> M23 -> L23 -> K23 -> J23 -> I23 -> DOOR_33 -> I25 -> H25 -> H26 -> DOOR_43 -> F26 -> F27 -> EXIT_G
R04,Apartment 104,START_R04,EXIT_H,29.5,29.5,True,True,29,29,START_R04 -> Q3 -> DOOR_03 -> O3 -> O4 -> O5 -> O6 -> N6 -> M6 -> L6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> K16 -> J16 -> I16 -> H16 -> G16 -> F16 -> E16 -> D16 -> C16 -> B16 -> EXIT_H,START_R04 -> Q3 -> DOOR_03 -> O3 -> O4 -> O5 -> O6 -> N6 -> M6 -> L6 -> K6 -> K7 -> K8 -> K9 -> K10.5 -> K11.5 -> K12.5 -> K13.5 -> K15 -> K16 -> J16 -> I16 -> H16 -> G16 -> F16 -> E16 -> D16 -> C16 -> B16 -> EXIT_H
