source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
DOOR_39,R26,door_to_hallway,1.0,1.0,10.0,2,1,0.2,20.0,False
DOOR_40,Y26,room_to_door,1.0,1.0,10.0,2,1,0.2,20.0,False
DOOR_41,R26,door_to_hallway,1.0,1.0,10.0,2,1,0.2,20.0,False
DOOR_41,T26,room_to_door,0.5,1.0,10.0,2,1,0.2,20.0,False
DOOR_43,F26,door_to_hallway,1.0,1.0,10.0,2,1,0.2,20.0,False
DOOR_43,H26,room_to_door,1.0,1.0,10.0,2,1,0.2,20.0,False
DOOR_44,F26,door_to_hallway,1.0,1.0,10.0,2,1,0.2,20.0,False
F26,F27,navigation,1.5,2.0,20.0,4,2,0.2,20.0,False
F3,F4,navigation,1.5,2.0,20.0,4,2,0.2,20.0,False
F4,F5,navigation,1.0,2.0,20.0,4,2,0.2,20.0,False
F5,F6,navigation,1.0,2.0,20.0,4,2,0.2,20.0,False
O10.25,O9,navigation,1.0,2.0,20.0,4,1,0.2,20.0,False
O3,O4,navigation,1.5,2.0,20.0,4,1,0.2,20.0,False
O4,O5,navigation,1.0,2.0,20.0,4,1,0.2,20.0,False
O5,O6,navigation,1.0,2.0,20.0,4,1,0.2,20.0,False
O8,O9,navigation,1.0,2.0,20.0,4,1,0.2,20.0,False
R22,S22,navigation,1.0,2.0,20.0,4,1,0.2,20.0,False
R26,R27,navigation,1.5,2.0,20.0,4,2,0.2,20.0,False
S21,S22,navigation,1.5,2.0,20.0,4,1,0.2,20.0,False
X3,X4,navigation,1.5,2.0,20.0,4,2,0.2,20.0,False
X4,X5,navigation,1.0,2.0,20.0,4,2,0.2,20.0,False
X5,X6,navigation,1.0,2.0,20.0,4,2,0.2,20.0,False
X6,Y6,navigation,1.0,2.0,20.0,4,2,0.2,20.0,False
Y6,Z6,navigation,1.0,2.0,20.0,4,2,0.2,20.0,False
AA27,EXIT_E,exit,1.0,3.0,30.0,4,2,0.13333333333333333,13.333333333333334,False
EXIT_F,R27,exit,1.0,3.0,30.0,4,2,0.13333333333333333,13.333333333333334,False
EXIT_G,F27,exit,1.0,3.0,30.0,4,2,0.13333333333333333,13.333333333333334,False
O10.25,O11.25,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
O11.25,O12.5,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
O12.5,P12.5,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
Q22,R22,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
S20,S21,navigation,1.5,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
S20,T20,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
V20,W20,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
W20,X20,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
AB11,AB12,navigation,1.0,2.0,20.0,2,1,0.1,10.0,False
AB12,AB13,navigation,1.0,2.0,20.0,2,1,0.1,10.0,False
AB13,DOOR_19,door_to_hallway,1.0,1.0,10.0,1,1,0.1,10.0,False
D6,START_R35,room_start,1.0,4.0,40.0,4,2,0.1,10.0,False
F10.5,F12,navigation,1.5,2.0,20.0,2,1,0.1,10.0,False
F10.5,F9,navigation,1.5,2.0,20.0,2,1,0.1,10.0,False
F12,F13,navigation,1.0,2.0,20.0,2,1,0.1,10.0,False
M23,N23,navigation,1.0,2.0,20.0,2,1,0.1,10.0,False
P12.5,START_R12,room_start,1.0,4.0,40.0,4,1,0.1,10.0,False
START_R24,X20,room_start,1.0,4.0,40.0,4,1,0.1,10.0,False
AA10,AB10,navigation,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
AB10,AB11,navigation,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
AC26,AD26,navigation,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
AE18,AE19,navigation,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
D13,E13,navigation,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
AA10,START_R10,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
AD13,START_R16,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
AD26,START_R34,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
AE19,START_R25,room_start,1.25,4.0,40.0,2,1,0.05,5.0,False
AE4,START_R07,room_start,1.25,4.0,40.0,2,1,0.05,5.0,False
AE8,START_R11,room_start,1.25,4.0,40.0,2,1,0.05,5.0,False
C8,START_R08,room_start,1.25,4.0,40.0,2,1,0.05,5.0,False
D13,START_R13,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
D26,START_R28,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
D3,START_R01,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
H13,START_R14,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
H26,START_R29,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
H3,START_R02,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
H9,START_R09,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
M25,START_R30,room_start,1.25,4.0,40.0,2,1,0.05,5.0,False
M3,START_R03,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
P26,START_R31,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
Q3,START_R04,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
START_R05,V3,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
START_R06,Z3,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
START_R32,T26,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
START_R33,Y26,room_start,1.0,4.0,40.0,2,1,0.05,5.0,False
DOOR_19,START_R15,room_start,1.0,4.0,40.0,1,1,0.025,2.5,False
AA10,Z10,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AA12,DOOR_19,room_to_door,1.0,1.0,10.0,0,0,0.0,0.0,False
AA12,Z12,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AA14,DOOR_19,room_to_door,1.0,1.0,10.0,0,0,0.0,0.0,False
AA14,Z14,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AA16,AB16,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AA16,Z16,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AA18,AA19,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
AA18,AB18,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AA18,Z18,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AA19,AA20,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AA19,AB19,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AA19,Z19,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AA2,AB2,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AA2,START_R06,room_start,1.25,4.0,40.0,0,0,0.0,0.0,False
AA2,Z2,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AA20,AB20,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AA20,Z20,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AA21.5,AA22,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AA21.5,AB21.5,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AA21.5,Z21.5,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AA22,AA23,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AA22,AB22,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AA22,Z22,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AA23,AA24,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AA23,AB23,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AA23,Z23,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AA24,AA25,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AA25,AA26,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AA4,AB4,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AA4,Z4,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AA4,START_R06,room_start,1.25,4.0,40.0,0,0,0.0,0.0,False
AA8,AB8,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AA8,Z8,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AA8,START_R10,room_start,1.25,4.0,40.0,0,0,0.0,0.0,False
AB10,AB9,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AB18,AB19,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
AB19,AB20,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AB2,AB3,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AB21.5,AB22,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AB22,AB23,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AB23,AC23,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AB3,AB4,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
AB3,START_R06,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
AB6,DOOR_13,door_to_hallway,1.0,1.0,10.0,0,0,0.0,0.0,False
AB8,AB9,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AB8,DOOR_13,room_to_door,1.0,1.0,10.0,0,0,0.0,0.0,False
AB9,START_R10,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
AC23,AD23,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AC25,AC26,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AC25,AD25,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AC26,AC27,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
AC27,AD27,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD10,AD9,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD10,AE10,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD12,AD13,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD12,AE12,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD13,AD14,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD14,AE14,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD18,AD19,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD18,AE18,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD19,AD20,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
AD19,AE19,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD2,AD3,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
AD2,AE2,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD20,AD21,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD20,START_R25,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
AD21,AE21,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD23,AE23,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AD25,AD26,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD25,AE25,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD26,AD27,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
AD27,AE27,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD3,AD4,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
AD3,START_R07,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
AD4,AE4,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD8,AD9,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD8,AE8,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AD9,START_R11,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
AE10,AF10,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AE10,START_R11,room_start,1.25,4.0,40.0,0,0,0.0,0.0,False
AE12,AF12,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AE12,START_R16,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
AE14,AF14,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AE14,START_R16,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
AE18,AF18,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AE19,AF19,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AE2,AF2,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AE2,START_R07,room_start,1.25,4.0,40.0,0,0,0.0,0.0,False
AE21,AF21,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AE21,START_R25,room_start,1.25,4.0,40.0,0,0,0.0,0.0,False
AE23,AF23,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AE23,DOOR_38,door_to_hallway,1.0,1.0,10.0,0,0,0.0,0.0,False
AE25,AF25,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AE25,DOOR_38,room_to_door,1.0,1.0,10.0,0,0,0.0,0.0,False
AE25,START_R34,room_start,1.25,4.0,40.0,0,0,0.0,0.0,False
AE27,AF27,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AE27,START_R34,room_start,1.25,4.0,40.0,0,0,0.0,0.0,False
AE4,AF4,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AE6,AF6,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
AE8,AF8,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AF10,AF9,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AF12,AF13,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AF13,AF14,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AF13,START_R16,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
AF18,AF19,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AF19,AF20,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
AF2,AF3,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
AF20,AF21,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AF20,START_R25,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
AF25,AF26,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AF26,AF27,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
AF26,START_R34,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
AF3,AF4,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
AF3,START_R07,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
AF8,AF9,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
AF9,START_R11,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
B10,B9,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B10,C10,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B12,B13,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B12,C12,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B13,B14,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B13,START_R13,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
B14,C14,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B18,B19,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
B18,C18,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B19,B20,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
B19,C19,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B2,B3,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
B2,C2,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B20,B21,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
B20,C20,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B21,C21,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B23,C23,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
B25,B26,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B25,C25,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B26,B27,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
B26,START_R28,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
B27,C27,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B3,B4,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
B3,START_R01,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
B4,C4,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B6,START_R35,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
B8,B9,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B8,C8,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
B9,START_R08,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
C10,D10,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C10,START_R08,room_start,1.25,4.0,40.0,0,0,0.0,0.0,False
C12,D12,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C12,START_R13,room_start,1.25,4.0,40.0,0,0,0.0,0.0,False
C14,D14,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C14,START_R13,room_start,1.25,4.0,40.0,0,0,0.0,0.0,False
C18,C19,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
C18,E18,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C19,C20,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
C19,D19,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C2,D2,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C2,START_R01,room_start,1.25,4.0,40.0,0,0,0.0,0.0,False
C20,C21,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
C20,E20,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C21,E21,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C23,D23,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
C23,DOOR_32,door_to_hallway,1.0,1.0,10.0,0,0,0.0,0.0,False
C25,D25,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C25,DOOR_32,room_to_door,1.0,1.0,10.0,0,0,0.0,0.0,False
C25,START_R28,room_start,1.25,4.0,40.0,0,0,0.0,0.0,False
C27,D27,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C27,START_R28,room_start,1.25,4.0,40.0,0,0,0.0,0.0,False
C4,D4,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C4,START_R01,room_start,1.25,4.0,40.0,0,0,0.0,0.0,False
C8,D8,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
D10,D9,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
D10,E10,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
D12,D13,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
D12,E12,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
D13,D14,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
D14,E14,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
D18,D19,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
D19,D20,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
D19,F19,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
D2,D3,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
D20,D21,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
D23,E23,navigation,1.0,2.0,20.0,0,0,0.0,0.0,False
D25,D26,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
D26,D27,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
D3,D4,navigation,1.5,3.0,30.0,0,0,0.0,0.0,False
D8,D9,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
D8,E8,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
D9,E9,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
D9,START_R08,room_start,1.0,4.0,40.0,0,0,0.0,0.0,False
DOOR_10,S6,door_to_hallway,1.5,1.0,10.0,0,0,0.0,0.0,False
DOOR_10,S8,door_to_hallway,1.0,1.0,10.0,0,0,0.0,0.0,False
DOOR_12,F6,door_to_hallway,1.5,1.0,10.0,0,0,0.0,0.0,False
DOOR_12,F8.5,door_to_hallway,1.5,1.0,10.0,0,0,0.0,0.0,False
DOOR_16,E9,room_to_door,0.5,1.0,10.0,0,0,0.0,0.0,False
DOOR_16,F9,door_to_hallway,0.5,1.0,10.0,0,0,0.0,0.0,False
